Id,Id,close,coin,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
0,0.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507154400,2017-12-27 00:03:50.229163,0.0,0.0
1,1.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507158000,2017-12-27 00:03:50.229163,0.0,0.0
2,2.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507161600,2017-12-27 00:03:50.229163,0.0,0.0
3,3.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507165200,2017-12-27 00:03:50.229163,0.0,0.0
4,4.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507168800,2017-12-27 00:03:50.229163,0.0,0.0
5,5.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507172400,2017-12-27 00:03:50.229163,0.0,0.0
6,6.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507176000,2017-12-27 00:03:50.229163,0.0,0.0
7,7.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507179600,2017-12-27 00:03:50.229163,0.0,0.0
8,8.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507183200,2017-12-27 00:03:50.229163,0.0,0.0
9,9.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507186800,2017-12-27 00:03:50.229163,0.0,0.0
10,10.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507190400,2017-12-27 00:03:50.229163,0.0,0.0
11,11.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507194000,2017-12-27 00:03:50.229163,0.0,0.0
12,12.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507197600,2017-12-27 00:03:50.229163,0.0,0.0
13,13.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507201200,2017-12-27 00:03:50.229163,0.0,0.0
14,14.0,0.08777,PQT,1,JordanManual,CCCAGG,0.08777,0.08777,0.08777,,1507204800,2017-12-27 00:03:50.229163,0.0,0.0
15,15.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08777,0.08771,0.08777,,1507208400,2017-12-27 00:03:50.229163,0.05,0.004385
16,16.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507212000,2017-12-27 00:03:50.229163,0.0,0.0
17,17.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507215600,2017-12-27 00:03:50.229163,0.0,0.0
18,18.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507219200,2017-12-27 00:03:50.229163,0.0,0.0
19,19.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507222800,2017-12-27 00:03:50.229163,0.0,0.0
20,20.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507226400,2017-12-27 00:03:50.229163,0.0,0.0
21,21.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507230000,2017-12-27 00:03:50.229163,0.0,0.0
22,22.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507233600,2017-12-27 00:03:50.229163,0.0,0.0
23,23.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507237200,2017-12-27 00:03:50.229163,0.0,0.0
24,24.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507240800,2017-12-27 00:03:50.229163,0.0,0.0
25,25.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507244400,2017-12-27 00:03:50.229163,0.0,0.0
26,26.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507248000,2017-12-27 00:03:50.229163,0.0,0.0
27,27.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507251600,2017-12-27 00:03:50.229163,0.0,0.0
28,28.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507255200,2017-12-27 00:03:50.229163,0.0,0.0
29,29.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507258800,2017-12-27 00:03:50.229163,0.0,0.0
30,30.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507262400,2017-12-27 00:03:50.229163,0.0,0.0
31,31.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507266000,2017-12-27 00:03:50.229163,0.0,0.0
32,32.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507269600,2017-12-27 00:03:50.229163,0.0,0.0
33,33.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507273200,2017-12-27 00:03:50.229163,0.0,0.0
34,34.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507276800,2017-12-27 00:03:50.229163,0.0,0.0
35,35.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507280400,2017-12-27 00:03:50.229163,0.0,0.0
36,36.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507284000,2017-12-27 00:03:50.229163,0.0,0.0
37,37.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507287600,2017-12-27 00:03:50.229163,0.0,0.0
38,,0.08771,,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,PQT,1507291200,2017-12-28 13:30:37.708995,0.0,0.0
39,38.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507291200,2017-12-27 00:03:50.229163,0.0,0.0
40,39.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507294800,2017-12-27 00:03:50.229163,0.0,0.0
41,40.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507298400,2017-12-27 00:03:50.229163,0.0,0.0
42,41.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507302000,2017-12-27 00:03:50.229163,0.0,0.0
43,,0.08771,,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,PQT,1507302000,2017-12-28 13:30:37.708995,4.94,0.4333
44,42.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507305600,2017-12-27 00:03:50.229163,4.94,0.4333
45,43.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507309200,2017-12-27 00:03:50.229163,0.0,0.0
46,44.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507312800,2017-12-27 00:03:50.229163,0.0,0.0
47,,0.08771,,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,PQT,1507312800,2017-12-28 13:30:37.708995,0.0,0.0
48,45.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507316400,2017-12-27 00:03:50.229163,0.0,0.0
49,46.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507320000,2017-12-27 00:03:50.229163,0.0,0.0
50,47.0,0.08771,PQT,1,JordanManual,CCCAGG,0.08771,0.08771,0.08771,,1507323600,2017-12-27 00:03:50.229163,0.0,0.0
