Id,close,coin,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
0,0.001184,DRXNE,1,JordanManual,CCCAGG,0.001268,0.001184,0.001268,,1507154400,2017-12-26 23:34:58.036724,983.65,1.16
1,0.001181,DRXNE,1,JordanManual,CCCAGG,0.001181,0.001181,0.001181,,1507158000,2017-12-26 23:34:58.036724,0.0,0.0
2,0.001183,DRXNE,1,JordanManual,CCCAGG,0.001183,0.001183,0.001183,,1507161600,2017-12-26 23:34:58.036724,15335.0,18.14
3,0.001187,DRXNE,1,JordanManual,CCCAGG,0.001187,0.001187,0.001187,,1507165200,2017-12-26 23:34:58.036724,0.0,0.0
4,0.001185,DRXNE,1,JordanManual,CCCAGG,0.001185,0.001185,0.001185,,1507168800,2017-12-26 23:34:58.036724,0.0,0.0
5,0.001171,DRXNE,1,JordanManual,CCCAGG,0.001171,0.001171,0.001171,,1507172400,2017-12-26 23:34:58.036724,379.67,0.4446
6,0.001167,DRXNE,1,JordanManual,CCCAGG,0.001167,0.001167,0.001167,,1507176000,2017-12-26 23:34:58.036724,0.0,0.0
7,0.001121,DRXNE,1,JordanManual,CCCAGG,0.001162,0.001121,0.001162,,1507179600,2017-12-26 23:34:58.036724,434.26,0.4868
8,0.001165,DRXNE,1,JordanManual,CCCAGG,0.001165,0.001123,0.001123,,1507183200,2017-12-26 23:34:58.036724,8779.22,10.23
9,0.00129,DRXNE,1,JordanManual,CCCAGG,0.00129,0.001165,0.001165,,1507186800,2017-12-26 23:34:58.036724,273313.19,352.57
10,0.001286,DRXNE,1,JordanManual,CCCAGG,0.001286,0.001203,0.001286,,1507190400,2017-12-26 23:34:58.036724,66413.79,85.41
11,0.001304,DRXNE,1,JordanManual,CCCAGG,0.001304,0.001304,0.001304,,1507194000,2017-12-26 23:34:58.036724,0.0,0.0
12,0.001316,DRXNE,1,JordanManual,CCCAGG,0.001316,0.001231,0.001316,,1507197600,2017-12-26 23:34:58.036724,7944.3,10.45
