Id,close,coin,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
0,0.000634,ALN,1,JordanManual,CCCAGG,0.000634,0.000634,0.000634,,1507154400,2017-12-26 23:17:41.431634,0,0
1,0.0006328,ALN,1,JordanManual,CCCAGG,0.0006328,0.0006328,0.0006328,,1507158000,2017-12-26 23:17:41.431634,0,0
2,0.0006337,ALN,1,JordanManual,CCCAGG,0.0006337,0.0006337,0.0006337,,1507161600,2017-12-26 23:17:41.431634,0,0
3,0.0006358,ALN,1,JordanManual,CCCAGG,0.0006358,0.0006358,0.0006358,,1507165200,2017-12-26 23:17:41.431634,0,0
4,0.000635,ALN,1,JordanManual,CCCAGG,0.000635,0.000635,0.000635,,1507168800,2017-12-26 23:17:41.431634,0,0
5,0.0006272,ALN,1,JordanManual,CCCAGG,0.0006272,0.0006272,0.0006272,,1507172400,2017-12-26 23:17:41.431634,0,0
6,0.0006253,ALN,1,JordanManual,CCCAGG,0.0006253,0.0006253,0.0006253,,1507176000,2017-12-26 23:17:41.431634,0,0
7,0.0006226,ALN,1,JordanManual,CCCAGG,0.0006226,0.0006226,0.0006226,,1507179600,2017-12-26 23:17:41.431634,0,0
8,0.0006241,ALN,1,JordanManual,CCCAGG,0.0006241,0.0006241,0.0006241,,1507183200,2017-12-26 23:17:41.431634,0,0
9,0.0006243,ALN,1,JordanManual,CCCAGG,0.0006243,0.0006243,0.0006243,,1507186800,2017-12-26 23:17:41.431634,0,0
10,0.0006223,ALN,1,JordanManual,CCCAGG,0.0006223,0.0006223,0.0006223,,1507190400,2017-12-26 23:17:41.431634,0,0
11,0.000631,ALN,1,JordanManual,CCCAGG,0.000631,0.000631,0.000631,,1507194000,2017-12-26 23:17:41.431634,0,0
12,0.000637,ALN,1,JordanManual,CCCAGG,0.000637,0.000637,0.000637,,1507197600,2017-12-26 23:17:41.431634,0,0
13,0.0006371,ALN,1,JordanManual,CCCAGG,0.0006371,0.0006371,0.0006371,,1507201200,2017-12-26 23:17:41.431634,0,0
14,0.0006481,ALN,1,JordanManual,CCCAGG,0.0006481,0.0006481,0.0006481,,1507204800,2017-12-26 23:17:41.431634,0,0
15,0.0006477,ALN,1,JordanManual,CCCAGG,0.0006477,0.0006477,0.0006477,,1507208400,2017-12-26 23:17:41.431634,0,0
16,0.0006458,ALN,1,JordanManual,CCCAGG,0.0006458,0.0006458,0.0006458,,1507212000,2017-12-26 23:17:41.431634,0,0
17,0.0006486,ALN,1,JordanManual,CCCAGG,0.0006486,0.0006486,0.0006486,,1507215600,2017-12-26 23:17:41.431634,0,0
18,0.0006475,ALN,1,JordanManual,CCCAGG,0.0006475,0.0006475,0.0006475,,1507219200,2017-12-26 23:17:41.431634,0,0
19,0.0006452,ALN,1,JordanManual,CCCAGG,0.0006452,0.0006452,0.0006452,,1507222800,2017-12-26 23:17:41.431634,0,0
20,0.0006504,ALN,1,JordanManual,CCCAGG,0.0006504,0.0006504,0.0006504,,1507226400,2017-12-26 23:17:41.431634,0,0
21,0.0006543,ALN,1,JordanManual,CCCAGG,0.0006543,0.0006543,0.0006543,,1507230000,2017-12-26 23:17:41.431634,0,0
22,0.0006527,ALN,1,JordanManual,CCCAGG,0.0006527,0.0006527,0.0006527,,1507233600,2017-12-26 23:17:41.431634,0,0
23,0.0006502,ALN,1,JordanManual,CCCAGG,0.0006502,0.0006502,0.0006502,,1507237200,2017-12-26 23:17:41.431634,0,0
24,0.0006546,ALN,1,JordanManual,CCCAGG,0.0006546,0.0006546,0.0006546,,1507240800,2017-12-26 23:17:41.431634,0,0
25,0.0006482,ALN,1,JordanManual,CCCAGG,0.0006482,0.0006482,0.0006482,,1507244400,2017-12-26 23:17:41.431634,0,0
26,0.0006489,,1,JordanManual,CCCAGG,0.0006498,0.0006489,0.0006498,ALN,1507248000,2017-12-28 01:39:51.161054,0,0
27,0.0006498,ALN,1,JordanManual,CCCAGG,0.0006498,0.0006498,0.0006498,,1507248000,2017-12-26 23:17:41.431634,0,0
28,0.0006497,ALN,1,JordanManual,CCCAGG,0.0006497,0.0006497,0.0006497,,1507251600,2017-12-26 23:17:41.431634,0,0
29,0.0006489,ALN,1,JordanManual,CCCAGG,0.0006489,0.0006489,0.0006489,,1507255200,2017-12-26 23:17:41.431634,0,0
30,0.0006588,,1,JordanManual,CCCAGG,0.0006588,0.0006495,0.0006497,ALN,1507258800,2017-12-28 01:39:51.161054,0,0
31,0.0006497,ALN,1,JordanManual,CCCAGG,0.0006497,0.0006497,0.0006497,,1507258800,2017-12-26 23:17:41.431634,0,0
32,0.0006495,ALN,1,JordanManual,CCCAGG,0.0006495,0.0006495,0.0006495,,1507262400,2017-12-26 23:17:41.431634,0,0
33,0.0006588,ALN,1,JordanManual,CCCAGG,0.0006588,0.0006588,0.0006588,,1507266000,2017-12-26 23:17:41.431634,0,0
34,0.0006607,ALN,1,JordanManual,CCCAGG,0.0006607,0.0006607,0.0006607,,1507269600,2017-12-26 23:17:41.431634,0,0
35,0.0006614,,1,JordanManual,CCCAGG,0.0006619,0.0006607,0.0006607,ALN,1507269600,2017-12-28 01:39:51.161054,0,0
36,0.0006619,ALN,1,JordanManual,CCCAGG,0.0006619,0.0006619,0.0006619,,1507273200,2017-12-26 23:17:41.431634,0,0
37,0.0006614,ALN,1,JordanManual,CCCAGG,0.0006614,0.0006614,0.0006614,,1507276800,2017-12-26 23:17:41.431634,0,0
38,0.0006619,ALN,1,JordanManual,CCCAGG,0.0006619,0.0006619,0.0006619,,1507280400,2017-12-26 23:17:41.431634,0,0
39,0.00066,,1,JordanManual,CCCAGG,0.0006619,0.00066,0.0006619,ALN,1507280400,2017-12-28 01:39:51.161054,0,0
40,0.0006602,ALN,1,JordanManual,CCCAGG,0.0006602,0.0006602,0.0006602,,1507284000,2017-12-26 23:17:41.431634,0,0
41,0.00066,ALN,1,JordanManual,CCCAGG,0.00066,0.00066,0.00066,,1507287600,2017-12-26 23:17:41.431634,0,0
42,0.000659,ALN,1,JordanManual,CCCAGG,0.000659,0.000659,0.000659,,1507291200,2017-12-26 23:17:41.431634,0,0
43,0.0006588,,1,JordanManual,CCCAGG,0.000659,0.0006539,0.000659,ALN,1507291200,2017-12-28 01:39:51.161054,0,0
44,0.0006539,ALN,1,JordanManual,CCCAGG,0.0006539,0.0006539,0.0006539,,1507294800,2017-12-26 23:17:41.431634,0,0
45,0.0006588,ALN,1,JordanManual,CCCAGG,0.0006588,0.0006588,0.0006588,,1507298400,2017-12-26 23:17:41.431634,0,0
46,0.0006582,ALN,1,JordanManual,CCCAGG,0.0006582,0.0006582,0.0006582,,1507302000,2017-12-26 23:17:41.431634,0,0
47,0.0006521,,1,JordanManual,CCCAGG,0.0006582,0.0006521,0.0006582,ALN,1507302000,2017-12-28 01:39:51.161054,0,0
48,0.000658,ALN,1,JordanManual,CCCAGG,0.000658,0.000658,0.000658,,1507305600,2017-12-26 23:17:41.431634,0,0
49,0.0006521,ALN,1,JordanManual,CCCAGG,0.0006521,0.0006521,0.0006521,,1507309200,2017-12-26 23:17:41.431634,0,0
50,0.0006518,ALN,1,JordanManual,CCCAGG,0.0006518,0.0006518,0.0006518,,1507312800,2017-12-26 23:17:41.431634,0,0
51,0.0006513,,1,JordanManual,CCCAGG,0.0006518,0.0006513,0.0006518,ALN,1507312800,2017-12-28 01:39:51.161054,0,0
52,0.0006517,ALN,1,JordanManual,CCCAGG,0.0006517,0.0006517,0.0006517,,1507316400,2017-12-26 23:17:41.431634,0,0
53,0.0006513,ALN,1,JordanManual,CCCAGG,0.0006513,0.0006513,0.0006513,,1507320000,2017-12-26 23:17:41.431634,0,0
54,0.0006558,,1,JordanManual,CCCAGG,0.0006558,0.0006518,0.0006518,ALN,1507323600,2017-12-28 01:39:51.161054,0,0
55,0.0006518,ALN,1,JordanManual,CCCAGG,0.0006518,0.0006518,0.0006518,,1507323600,2017-12-26 23:17:41.431634,0,0
