Id,Id,close,coin,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
0,0.0,0.3576,AE,1,JordanManual,CCCAGG,0.3589,0.3576,0.3576,,1507154400,2017-12-26 23:17:03.969598,7127.39,2548.75
1,1.0,0.3524,AE,1,JordanManual,CCCAGG,0.3569,0.3485,0.3569,,1507158000,2017-12-26 23:17:03.969598,19370.55,6826.18
2,2.0,0.3528,AE,1,JordanManual,CCCAGG,0.3551,0.3508,0.3529,,1507161600,2017-12-26 23:17:03.969598,13779.42,4861.38
3,3.0,0.3539,AE,1,JordanManual,CCCAGG,0.3541,0.3539,0.3539,,1507165200,2017-12-26 23:17:03.969598,3472.62,1228.96
4,4.0,0.3582,AE,1,JordanManual,CCCAGG,0.3608,0.3535,0.3535,,1507168800,2017-12-26 23:17:03.969598,4885.75,1750.08
5,5.0,0.3554,AE,1,JordanManual,CCCAGG,0.3555,0.3533,0.3538,,1507172400,2017-12-26 23:17:03.969598,1693.99,602.04
6,6.0,0.3606,AE,1,JordanManual,CCCAGG,0.3627,0.3523,0.3543,,1507176000,2017-12-26 23:17:03.969598,5889.56,2123.78
7,7.0,0.3611,AE,1,JordanManual,CCCAGG,0.3613,0.3553,0.359,,1507179600,2017-12-26 23:17:03.969598,7855.54,2836.64
8,8.0,0.3636,AE,1,JordanManual,CCCAGG,0.3646,0.3539,0.362,,1507183200,2017-12-26 23:17:03.969598,5139.15,1868.59
9,9.0,0.3617,AE,1,JordanManual,CCCAGG,0.3674,0.359,0.3638,,1507186800,2017-12-26 23:17:03.969598,7337.35,2653.92
10,10.0,0.3586,AE,1,JordanManual,CCCAGG,0.3605,0.3554,0.3605,,1507190400,2017-12-26 23:17:03.969598,6007.07,2154.14
11,11.0,0.3615,AE,1,JordanManual,CCCAGG,0.3647,0.3613,0.3636,,1507194000,2017-12-26 23:17:03.969598,9742.62,3521.96
12,12.0,0.367,AE,1,JordanManual,CCCAGG,0.367,0.3634,0.3649,,1507197600,2017-12-26 23:17:03.969598,5613.74,2060.24
13,13.0,0.364,AE,1,JordanManual,CCCAGG,0.3671,0.3525,0.3671,,1507201200,2017-12-26 23:17:03.969598,23924.01,8708.34
14,14.0,0.3591,AE,1,JordanManual,CCCAGG,0.3735,0.3457,0.3703,,1507204800,2017-12-26 23:17:03.969598,38944.35,13984.92
15,15.0,0.3597,AE,1,JordanManual,CCCAGG,0.3629,0.3572,0.3588,,1507208400,2017-12-26 23:17:03.969598,4790.0,1722.96
16,16.0,0.367,AE,1,JordanManual,CCCAGG,0.367,0.3562,0.3587,,1507212000,2017-12-26 23:17:03.969598,10346.32,3797.1
17,17.0,0.371,AE,1,JordanManual,CCCAGG,0.3737,0.3652,0.3686,,1507215600,2017-12-26 23:17:03.969598,6436.18,2387.82
18,18.0,0.3697,AE,1,JordanManual,CCCAGG,0.3704,0.367,0.3704,,1507219200,2017-12-26 23:17:03.969598,6667.69,2465.04
19,19.0,0.3637,AE,1,JordanManual,CCCAGG,0.3715,0.3486,0.3684,,1507222800,2017-12-26 23:17:03.969598,11938.97,4342.2
20,20.0,0.3638,AE,1,JordanManual,CCCAGG,0.3671,0.3622,0.3666,,1507226400,2017-12-26 23:17:03.969598,24264.5,8827.43
21,21.0,0.3686,AE,1,JordanManual,CCCAGG,0.3689,0.3493,0.366,,1507230000,2017-12-26 23:17:03.969598,22595.78,8328.8
22,22.0,0.367,AE,1,JordanManual,CCCAGG,0.3686,0.3648,0.3677,,1507233600,2017-12-26 23:17:03.969598,3617.99,1327.8
23,23.0,0.3635,AE,1,JordanManual,CCCAGG,0.3667,0.3635,0.3656,,1507237200,2017-12-26 23:17:03.969598,3667.63,1333.18
24,24.0,0.3691,AE,1,JordanManual,CCCAGG,0.3704,0.3585,0.3659,,1507240800,2017-12-26 23:17:03.969598,15538.21,5735.15
25,25.0,0.3674,AE,1,JordanManual,CCCAGG,0.3684,0.3625,0.3655,,1507244400,2017-12-26 23:17:03.969598,14060.77,5165.93
