Id,close,coin,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
0,0.0005072,OCTO,1,JordanManual,CCCAGG,0.0005072,0.0005072,0.0005072,,1507154400,2017-12-26 23:59:32.287993,0.0,0.0
1,0.0005062,OCTO,1,JordanManual,CCCAGG,0.0005062,0.0005062,0.0005062,,1507158000,2017-12-26 23:59:32.287993,0.0,0.0
2,0.000507,OCTO,1,JordanManual,CCCAGG,0.000507,0.000507,0.000507,,1507161600,2017-12-26 23:59:32.287993,0.0,0.0
3,0.0005086,OCTO,1,JordanManual,CCCAGG,0.0005086,0.0005086,0.0005086,,1507165200,2017-12-26 23:59:32.287993,0.0,0.0
4,0.000508,OCTO,1,JordanManual,CCCAGG,0.000508,0.000508,0.000508,,1507168800,2017-12-26 23:59:32.287993,0.0,0.0
5,0.0005018,OCTO,1,JordanManual,CCCAGG,0.0005018,0.0005018,0.0005018,,1507172400,2017-12-26 23:59:32.287993,0.0,0.0
6,0.0005002,OCTO,1,JordanManual,CCCAGG,0.0005002,0.0005002,0.0005002,,1507176000,2017-12-26 23:59:32.287993,0.0,0.0
7,0.0004981,OCTO,1,JordanManual,CCCAGG,0.0004981,0.0004981,0.0004981,,1507179600,2017-12-26 23:59:32.287993,0.0,0.0
8,0.0004993,OCTO,1,JordanManual,CCCAGG,0.0004993,0.0004993,0.0004993,,1507183200,2017-12-26 23:59:32.287993,0.0,0.0
9,0.0004995,OCTO,1,JordanManual,CCCAGG,0.0004995,0.0004995,0.0004995,,1507186800,2017-12-26 23:59:32.287993,0.0,0.0
10,0.0004978,OCTO,1,JordanManual,CCCAGG,0.0004978,0.0004978,0.0004978,,1507190400,2017-12-26 23:59:32.287993,0.0,0.0
11,0.0005048,OCTO,1,JordanManual,CCCAGG,0.0005048,0.0005048,0.0005048,,1507194000,2017-12-26 23:59:32.287993,0.0,0.0
12,0.0005096,OCTO,1,JordanManual,CCCAGG,0.0005096,0.0005096,0.0005096,,1507197600,2017-12-26 23:59:32.287993,0.0,0.0
13,0.0005096,OCTO,1,JordanManual,CCCAGG,0.0005096,0.0005096,0.0005096,,1507201200,2017-12-26 23:59:32.287993,0.0,0.0
14,0.0005185,OCTO,1,JordanManual,CCCAGG,0.0005185,0.0005185,0.0005185,,1507204800,2017-12-26 23:59:32.287993,0.0,0.0
15,0.0005181,OCTO,1,JordanManual,CCCAGG,0.0005181,0.0005181,0.0005181,,1507208400,2017-12-26 23:59:32.287993,0.0,0.0
16,0.0005167,OCTO,1,JordanManual,CCCAGG,0.0005167,0.0005167,0.0005167,,1507212000,2017-12-26 23:59:32.287993,0.0,0.0
17,0.0005189,OCTO,1,JordanManual,CCCAGG,0.0005189,0.0005189,0.0005189,,1507215600,2017-12-26 23:59:32.287993,0.0,0.0
18,0.000518,OCTO,1,JordanManual,CCCAGG,0.000518,0.000518,0.000518,,1507219200,2017-12-26 23:59:32.287993,0.0,0.0
19,0.0005162,OCTO,1,JordanManual,CCCAGG,0.0005162,0.0005162,0.0005162,,1507222800,2017-12-26 23:59:32.287993,0.0,0.0
20,0.0005203,OCTO,1,JordanManual,CCCAGG,0.0005203,0.0005203,0.0005203,,1507226400,2017-12-26 23:59:32.287993,0.0,0.0
21,0.0005235,OCTO,1,JordanManual,CCCAGG,0.0005235,0.0005235,0.0005235,,1507230000,2017-12-26 23:59:32.287993,0.0,0.0
