Id,Id,close,coin,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
0,0.0,0.0002113,IPC,1,JordanManual,CCCAGG,0.0002113,0.0002113,0.0002113,,1507154400,2017-12-26 23:48:09.561524,0.0,0.0
1,1.0,0.0002109,IPC,1,JordanManual,CCCAGG,0.0002109,0.0002109,0.0002109,,1507158000,2017-12-26 23:48:09.561524,0.0,0.0
2,2.0,0.0002112,IPC,1,JordanManual,CCCAGG,0.0002112,0.0002112,0.0002112,,1507161600,2017-12-26 23:48:09.561524,0.0,0.0
3,3.0,0.0002119,IPC,1,JordanManual,CCCAGG,0.0002119,0.0002119,0.0002119,,1507165200,2017-12-26 23:48:09.561524,0.0,0.0
4,4.0,0.0002117,IPC,1,JordanManual,CCCAGG,0.0002117,0.0002117,0.0002117,,1507168800,2017-12-26 23:48:09.561524,0.0,0.0
5,5.0,0.0002091,IPC,1,JordanManual,CCCAGG,0.0002091,0.0002091,0.0002091,,1507172400,2017-12-26 23:48:09.561524,0.0,0.0
6,6.0,0.0002084,IPC,1,JordanManual,CCCAGG,0.0002084,0.0002084,0.0002084,,1507176000,2017-12-26 23:48:09.561524,0.0,0.0
7,7.0,0.0002075,IPC,1,JordanManual,CCCAGG,0.0002075,0.0002075,0.0002075,,1507179600,2017-12-26 23:48:09.561524,0.0,0.0
8,8.0,0.000208,IPC,1,JordanManual,CCCAGG,0.000208,0.000208,0.000208,,1507183200,2017-12-26 23:48:09.561524,0.0,0.0
9,9.0,0.0002081,IPC,1,JordanManual,CCCAGG,0.0002081,0.0002081,0.0002081,,1507186800,2017-12-26 23:48:09.561524,0.0,0.0
10,10.0,0.0002074,IPC,1,JordanManual,CCCAGG,0.0002074,0.0002074,0.0002074,,1507190400,2017-12-26 23:48:09.561524,0.0,0.0
11,11.0,0.0002103,IPC,1,JordanManual,CCCAGG,0.0002103,0.0002103,0.0002103,,1507194000,2017-12-26 23:48:09.561524,0.0,0.0
12,12.0,0.0002123,IPC,1,JordanManual,CCCAGG,0.0002123,0.0002123,0.0002123,,1507197600,2017-12-26 23:48:09.561524,0.0,0.0
13,13.0,0.0002124,IPC,1,JordanManual,CCCAGG,0.0002124,0.0002124,0.0002124,,1507201200,2017-12-26 23:48:09.561524,0.0,0.0
14,14.0,0.000216,IPC,1,JordanManual,CCCAGG,0.000216,0.000216,0.000216,,1507204800,2017-12-26 23:48:09.561524,0.0,0.0
15,15.0,0.0002159,IPC,1,JordanManual,CCCAGG,0.0002159,0.0002159,0.0002159,,1507208400,2017-12-26 23:48:09.561524,0.0,0.0
16,16.0,0.0002153,IPC,1,JordanManual,CCCAGG,0.0002153,0.0002153,0.0002153,,1507212000,2017-12-26 23:48:09.561524,0.0,0.0
17,17.0,0.0002162,IPC,1,JordanManual,CCCAGG,0.0002162,0.0002162,0.0002162,,1507215600,2017-12-26 23:48:09.561524,0.0,0.0
18,18.0,0.0002158,IPC,1,JordanManual,CCCAGG,0.0002158,0.0002158,0.0002158,,1507219200,2017-12-26 23:48:09.561524,0.0,0.0
19,19.0,0.0002151,IPC,1,JordanManual,CCCAGG,0.0002151,0.0002151,0.0002151,,1507222800,2017-12-26 23:48:09.561524,0.0,0.0
20,20.0,0.0002168,IPC,1,JordanManual,CCCAGG,0.0002168,0.0002168,0.0002168,,1507226400,2017-12-26 23:48:09.561524,0.0,0.0
21,21.0,0.0002181,IPC,1,JordanManual,CCCAGG,0.0002181,0.0002181,0.0002181,,1507230000,2017-12-26 23:48:09.561524,0.0,0.0
22,22.0,0.0002176,IPC,1,JordanManual,CCCAGG,0.0002176,0.0002176,0.0002176,,1507233600,2017-12-26 23:48:09.561524,0.0,0.0
23,23.0,0.0002167,IPC,1,JordanManual,CCCAGG,0.0002167,0.0002167,0.0002167,,1507237200,2017-12-26 23:48:09.561524,0.0,0.0
24,24.0,0.0002182,IPC,1,JordanManual,CCCAGG,0.0002182,0.0002182,0.0002182,,1507240800,2017-12-26 23:48:09.561524,0.0,0.0
25,25.0,0.0002161,IPC,1,JordanManual,CCCAGG,0.0002161,0.0002161,0.0002161,,1507244400,2017-12-26 23:48:09.561524,0.0,0.0
26,26.0,0.0002166,IPC,1,JordanManual,CCCAGG,0.0002166,0.0002166,0.0002166,,1507248000,2017-12-26 23:48:09.561524,0.0,0.0
27,27.0,0.0002166,IPC,1,JordanManual,CCCAGG,0.0002166,0.0002166,0.0002166,,1507251600,2017-12-26 23:48:09.561524,0.0,0.0
28,28.0,0.0002163,IPC,1,JordanManual,CCCAGG,0.0002163,0.0002163,0.0002163,,1507255200,2017-12-26 23:48:09.561524,0.0,0.0
29,29.0,0.0002166,IPC,1,JordanManual,CCCAGG,0.0002166,0.0002166,0.0002166,,1507258800,2017-12-26 23:48:09.561524,0.0,0.0
30,30.0,0.0002165,IPC,1,JordanManual,CCCAGG,0.0002165,0.0002165,0.0002165,,1507262400,2017-12-26 23:48:09.561524,0.0,0.0
31,31.0,0.0002196,IPC,1,JordanManual,CCCAGG,0.0002196,0.0002196,0.0002196,,1507266000,2017-12-26 23:48:09.561524,0.0,0.0
32,32.0,0.0002202,IPC,1,JordanManual,CCCAGG,0.0002202,0.0002202,0.0002202,,1507269600,2017-12-26 23:48:09.561524,0.0,0.0
33,33.0,0.0002206,IPC,1,JordanManual,CCCAGG,0.0002206,0.0002206,0.0002206,,1507273200,2017-12-26 23:48:09.561524,0.0,0.0
34,34.0,0.0002205,IPC,1,JordanManual,CCCAGG,0.0002205,0.0002205,0.0002205,,1507276800,2017-12-26 23:48:09.561524,0.0,0.0
35,35.0,0.0002206,IPC,1,JordanManual,CCCAGG,0.0002206,0.0002206,0.0002206,,1507280400,2017-12-26 23:48:09.561524,0.0,0.0
36,36.0,0.0002201,IPC,1,JordanManual,CCCAGG,0.0002201,0.0002201,0.0002201,,1507284000,2017-12-26 23:48:09.561524,0.0,0.0
37,37.0,0.00022,IPC,1,JordanManual,CCCAGG,0.00022,0.00022,0.00022,,1507287600,2017-12-26 23:48:09.561524,0.0,0.0
38,,0.0002196,,1,JordanManual,CCCAGG,0.0002197,0.000218,0.0002197,IPC,1507291200,2017-12-28 13:30:37.634383,0.0,0.0
39,38.0,0.0002197,IPC,1,JordanManual,CCCAGG,0.0002197,0.0002197,0.0002197,,1507291200,2017-12-26 23:48:09.561524,0.0,0.0
40,39.0,0.000218,IPC,1,JordanManual,CCCAGG,0.000218,0.000218,0.000218,,1507294800,2017-12-26 23:48:09.561524,0.0,0.0
41,40.0,0.0002196,IPC,1,JordanManual,CCCAGG,0.0002196,0.0002196,0.0002196,,1507298400,2017-12-26 23:48:09.561524,0.0,0.0
42,41.0,0.0002194,IPC,1,JordanManual,CCCAGG,0.0002194,0.0002194,0.0002194,,1507302000,2017-12-26 23:48:09.561524,0.0,0.0
43,,0.0002174,,1,JordanManual,CCCAGG,0.0002194,0.0002174,0.0002194,IPC,1507302000,2017-12-28 13:30:37.634383,0.0,0.0
44,42.0,0.0002193,IPC,1,JordanManual,CCCAGG,0.0002193,0.0002193,0.0002193,,1507305600,2017-12-26 23:48:09.561524,0.0,0.0
45,43.0,0.0002174,IPC,1,JordanManual,CCCAGG,0.0002174,0.0002174,0.0002174,,1507309200,2017-12-26 23:48:09.561524,0.0,0.0
46,44.0,0.0002173,IPC,1,JordanManual,CCCAGG,0.0002173,0.0002173,0.0002173,,1507312800,2017-12-26 23:48:09.561524,0.0,0.0
47,,0.0002171,,1,JordanManual,CCCAGG,0.0002173,0.0002171,0.0002173,IPC,1507312800,2017-12-28 13:30:37.634383,0.0,0.0
48,45.0,0.0002172,IPC,1,JordanManual,CCCAGG,0.0002172,0.0002172,0.0002172,,1507316400,2017-12-26 23:48:09.561524,0.0,0.0
49,46.0,0.0002171,IPC,1,JordanManual,CCCAGG,0.0002171,0.0002171,0.0002171,,1507320000,2017-12-26 23:48:09.561524,0.0,0.0
50,47.0,0.0002173,IPC,1,JordanManual,CCCAGG,0.0002173,0.0002173,0.0002173,,1507323600,2017-12-26 23:48:09.561524,0.0,0.0
