TotalCoinsMined,BlockReward,DifficultyAdjustment,BlockRewardReduction,Symbol,BlockNumber,NetHashesPerSecond,BlockTime,PreviousTotalCoinsMined,PriceUSD,key,source,timestamp_api_call
96627509.0928,3.0,Per 1 Block,,ETH,4814876,140183809625209.9,15,0.0,712.18,ETH,cryptocompare,2017-12-28 16:11:31.997707
