TotalCoinsMined,BlockReward,DifficultyAdjustment,BlockRewardReduction,Symbol,BlockNumber,NetHashesPerSecond,BlockTime,PreviousTotalCoinsMined,PriceUSD,key,source,timestamp_api_call
54515383.1531,25.0,2016 blocks,50%,LTC,1340692,1.20684674018e+14,150,54515333.1531,242.67,LTC,cryptocompare,2017-12-28 16:11:31.986547
