CoinName,PreMinedValue,Name,Algorithm,FullyPremined,Url,ImageUrl,Id,ProofType,Sponsored,SortOrder,TotalCoinSupply,FullName,TotalCoinsFreeFloat,Symbol,source,timestamp_api_call
Cygnus,N/A,CYG,X11,0,/coins/cyg/overview,/media/350997/cygnus.png,21213,PoW/PoS,False,597,25885320,Cygnus (CYG),N/A,CYG,cryptocompare,2017-12-26 13:58:56.420913
CypherPunkCoin,N/A,CYP,QuBit,0,/coins/cyp/overview,/media/20248/cyp.png,5354,PoW,False,322,0,CypherPunkCoin (CYP),N/A,CYP,cryptocompare,2017-12-26 13:58:56.420913
Cryptokenz,N/A,CYT,PoS,0,/coins/cyt/overview,/media/351024/cyt.png,21706,PoS,False,621,N/A,Cryptokenz (CYT),N/A,CYT,cryptocompare,2017-12-26 13:58:56.420913
Crazy Coin,N/A,CZC,N/A,0,/coins/czc/overview,/media/12318215/czc.png,327250,N/A,False,1648,85000000,Crazy Coin (CZC),N/A,CZC,cryptocompare,2017-12-26 13:58:56.420913
DarkKush,N/A,DANK,X13,0,/coins/dank/overview,/media/20247/dank.png,3640,PoW/PoS,False,20,3000000,DarkKush (DANK),N/A,DANK,cryptocompare,2017-12-26 13:58:56.420913
Darcrus,N/A,DAR,N/A,0,/coins/dar/overview,/media/351930/dar.png,32694,N/A,False,884,14055048,Darcrus (DAR),N/A,DAR,cryptocompare,2017-12-26 13:58:56.420913
Dark,N/A,DARK,SHA256,0,/coins/dark/overview,/media/1382995/dark.png,61066,PoW/PoS,False,1167,12800000,Dark (DARK),N/A,DARK,cryptocompare,2017-12-26 13:58:56.420913
DAS,N/A,DAS,X11,0,/coins/das/overview,/media/14543970/das.png,194399,PoW,False,1382,18900000,DAS (DAS),N/A,DAS,cryptocompare,2017-12-26 13:58:56.420913
DigitalCash,N/A,DASH,X11,0,/coins/dash/overview,/media/20626/imageedit_27_4355944719.png,3807,PoW/PoS,False,4,22000000,DigitalCash (DASH),N/A,DASH,cryptocompare,2017-12-26 13:58:56.420913
Datum,N/A,DAT,N/A,0,/coins/dat/overview,/media/12318265/dat.png,335505,N/A,False,1667,2653841597.973271663912484125,Datum (DAT),N/A,DAT,cryptocompare,2017-12-26 13:58:56.420913
Streamr DATAcoin,N/A,DATA,N/A,0,/coins/data/overview,/media/14913438/data.png,369151,N/A,False,1784,987154514,Streamr DATAcoin (DATA),N/A,DATA,cryptocompare,2017-12-26 13:58:56.420913
DaxxCoin,N/A,DAXX,Ethash,0,/coins/daxx/overview,/media/16746587/daxx.png,453647,PoW,False,1948,10000000000,DaxxCoin (DAXX),N/A,DAXX,cryptocompare,2017-12-26 13:58:56.420913
Chronologic,N/A,DAY,N/A,0,/coins/day/overview,/media/12318271/day.png,336705,N/A,False,1671,806812,Chronologic (DAY),N/A,DAY,cryptocompare,2017-12-26 13:58:56.420913
DarkBit,N/A,DB,Scrypt,0,/coins/db/overview,/media/19808/mrs.png,6116,PoW/PoS,False,403,0,DarkBit (DB),N/A,DB,cryptocompare,2017-12-26 13:58:56.420913
Decent.bet,N/A,DBET,N/A,0,/coins/dbet/overview,/media/14913561/dbet.png,380712,N/A,False,1831,133039762.4203,Decent.bet (DBET),N/A,DBET,cryptocompare,2017-12-26 13:58:56.420913
Digital Bullion Gold,N/A,DBG,PoS,0,/coins/dbg/overview,/media/351047/dbg.png,21859,PoS,False,629,15000000,Digital Bullion Gold (DBG),N/A,DBG,cryptocompare,2017-12-26 13:58:56.420913
DubaiCoin,N/A,DBIC,SHA256,0,/coins/dbic/overview,/media/350891/dbic.png,20198,PoW/PoS,False,511,10500000,DubaiCoin (DBIC),N/A,DBIC,cryptocompare,2017-12-26 13:58:56.420913
DubaiCoin,N/A,DBIX,Dagger-Hashimoto,0,/coins/dbix/overview,/media/1382860/dbix.png,57481,PoW,False,1146,N/A,DubaiCoin (DBIX),N/A,DBIX,cryptocompare,2017-12-26 13:58:56.420913
Düber,N/A,DBR,N/A,0,/coins/dbr/overview,/media/14913687/dbr.png,394055,N/A,False,1864,2226000000,Düber (DBR),N/A,DBR,cryptocompare,2017-12-26 13:58:56.420913
DebitCoin,N/A,DBTC,Scrypt,0,/coins/dbtc/overview,/media/350953/dbtc.png,20726,PoW,False,565,25999629.2378176,DebitCoin (DBTC),N/A,DBTC,cryptocompare,2017-12-26 13:58:56.420913
DarkCrave,N/A,DCC,SHA256,0,/coins/dcc/overview,/media/19808/mrs.png,6114,PoW/PoS,False,401,277500,DarkCrave (DCC),N/A,DCC,cryptocompare,2017-12-26 13:58:56.420913
DickCoin,N/A,DCK,X11,0,/coins/dck/overview,/media/351516/dck.png,28229,PoW/PoS,False,753,N/A,DickCoin (DCK),N/A,DCK,cryptocompare,2017-12-26 13:58:56.420913
Dentacoin,N/A,DCN,N/A,0,/coins/dcn/overview,/media/1383999/dcn.png,218906,N/A,False,1453,8000000000000,Dentacoin (DCN),N/A,DCN,cryptocompare,2017-12-26 13:58:56.420913
Decred,N/A,DCR,BLAKE256,0,/coins/dcr/overview,/media/1382607/decred.png,16713,PoW/PoS,False,492,21000000,Decred (DCR),N/A,DCR,cryptocompare,2017-12-26 13:58:56.420913
DeltaCredits,N/A,DCRE,N/A,0,/coins/dcre/overview,/media/352128/dcre.png,34487,PoS,False,937,100000,DeltaCredits (DCRE),N/A,DCRE,cryptocompare,2017-12-26 13:58:56.420913
deCLOUDs,N/A,DCS,N/A,0,/coins/dcs/overview,/media/351407/cloud.png,26129,PoS,False,715,100000000,deCLOUDs (DCS),N/A,DCS.,cryptocompare,2017-12-26 13:58:56.420913
Decent,N/A,DCT,N/A,0,/coins/dct/overview,/media/351389/dct.png,25721,PoS,False,702,73197775,Decent (DCT),N/A,DCT,cryptocompare,2017-12-26 13:58:56.420913
Dinastycoin,N/A,DCY,CryptoNight,0,/coins/dcy/overview,/media/1383767/dcy.png,181373,PoW,False,1327,2000000000,Dinastycoin (DCY),N/A,DCY,cryptocompare,2017-12-26 13:58:56.420913
Digital Developers Fund,N/A,DDF,N/A,0,/coins/ddf/overview,/media/1383760/ddf.png,180595,N/A,False,1321,250000000,Digital Developers Fund (DDF),N/A,DDF,cryptocompare,2017-12-26 13:58:56.420913
Degas Coin,N/A,DEA,Scrypt,0,/coins/dea/overview,/media/1383264/dea.png,79849,PoW/PoS,False,1220,105000000,Degas Coin (DEA),N/A,DEA,cryptocompare,2017-12-26 13:58:56.420913
Debitum Token,N/A,DEB,N/A,0,/coins/deb/overview,/media/16404861/deb.png,408765,N/A,False,1888,400000000,Debitum Token (DEB),N/A,DEB,cryptocompare,2017-12-26 13:58:56.420913
Deep Gold,N/A,DEEP,N/A,0,/coins/deep/overview,/media/12317976/deep.png,301119,N/A,False,1572,100000000,Deep Gold (DEEP),N/A,DEEP,cryptocompare,2017-12-26 13:58:56.420913
eMark,N/A,DEM,SHA256,0,/coins/dem/overview,/media/20028/dem.png,4429,PoW/PoS,False,97,210000000,eMark (DEM),N/A,DEM,cryptocompare,2017-12-26 13:58:56.420913
Dent,N/A,DENT,N/A,0,/coins/dent/overview,/media/1383613/dent.png,141331,N/A,False,1268,100000000000,Dent (DENT),N/A,DENT,cryptocompare,2017-12-26 13:58:56.420913
Destiny,N/A,DES,Scrypt,0,/coins/des/overview,/media/351087/des.png,22330,PoW/PoS,False,660,212625,Destiny (DES),N/A,DES,cryptocompare,2017-12-26 13:58:56.420913
DarkEther,N/A,DETH,X11,0,/coins/deth/overview,/media/1382252/deth.png,40845,N/A,False,1024,16035000,DarkEther (DETH),N/A,DETH,cryptocompare,2017-12-26 13:58:56.420913
DigiEuro,N/A,DEUR,Scrypt,0,/coins/deur/overview,/media/351018/deur.png,21384,PoW,False,615,N/A,DigiEuro (DEUR),N/A,DEUR,cryptocompare,2017-12-26 13:58:56.420913
DentalFix,N/A,DFBT,N/A,0,/coins/dfbt/overview,/media/1383890/dfbt.png,198693,N/A,False,1405,100000000,DentalFix (DFBT),N/A,DFBT,cryptocompare,2017-12-26 13:58:56.420913
Draftcoin,N/A,DFT,Scrypt,0,/coins/dft/overview,/media/9350712/dft.png,236039,PoS,False,1508,17405891.19707116,Draftcoin (DFT),N/A,DFT,cryptocompare,2017-12-26 13:58:56.420913
DigiByte,N/A,DGB,Multiple,0,/coins/dgb/overview,/media/12318264/7638-nty_400x400.jpg,4430,PoW,False,11,21000000000,DigiByte (DGB),N/A,DGB,cryptocompare,2017-12-26 13:58:56.420913
DigiCoin,N/A,DGC,Scrypt,0,/coins/dgc/overview,/media/19676/dgc.png,4353,PoW,False,66,48166000,DigiCoin (DGC),N/A,DGC,cryptocompare,2017-12-26 13:58:56.420913
Digix DAO,N/A,DGD,N/A,0,/coins/dgd/overview,/media/350851/dgd.png,18907,N/A,False,503,1999421,Digix DAO (DGD),N/A,DGD,cryptocompare,2017-12-26 13:58:56.420913
DarkGold,N/A,DGDC,X13,0,/coins/dgdc/overview,/media/351520/dgd.png,28278,PoW/PoS,False,755,1000000,DarkGold (DGDC),N/A,DGDC,cryptocompare,2017-12-26 13:58:56.420913
Digigems,N/A,DGMS,Scrypt,0,/coins/dgms/overview,/media/352132/dgms.png,34496,PoW,False,941,50000000,Digigems (DGMS),N/A,DGMS,cryptocompare,2017-12-26 13:58:56.420913
DogeGoreCoin,N/A,DGORE,X11,0,/coins/dgore/overview,/media/351697/dgore.png,29904,PoW/PoS,False,824,500000000,DogeGoreCoin (DGORE),N/A,DGORE,cryptocompare,2017-12-26 13:58:56.420913
DigiPulse,N/A,DGPT,N/A,0,/coins/dgpt/overview,/media/1383920/dgt.png,202696,N/A,False,1426,5420726,DigiPulse (DGPT),N/A,DGPT,cryptocompare,2017-12-26 13:58:56.420913
Etheroll,N/A,DICE,N/A,0,/coins/dice/overview,/media/1383361/dice.png,89572,N/A,False,1231,7001623,Etheroll (DICE),N/A,DICE,cryptocompare,2017-12-26 13:58:56.420913
CarpeDiemCoin,N/A,DIEM,SHA256,0,/coins/diem/overview,/media/20260/diem_1.png,20213,PoW,False,517,21626280000 ,CarpeDiemCoin (DIEM),N/A,DIEM,cryptocompare,2017-12-26 13:58:56.420913
Diggits,N/A,DIGS,Scrypt,1,/coins/digs/overview,/media/20706/digs.png,12192,PoS,False,464,100000000,Diggits (DIGS),N/A,DIGS,cryptocompare,2017-12-26 13:58:56.420913
DIMCOIN,N/A,DIM,N/A,0,/coins/dim/overview,/media/1383761/dim.png,180678,N/A,False,1322,10000000 ,DIMCOIN (DIM),N/A,DIM,cryptocompare,2017-12-26 13:58:56.420913
DimeCoin,N/A,DIME,Quark,0,/coins/dime/overview,/media/351012/dime.png,21365,PoW,False,609,N/A,DimeCoin (DIME),N/A,DIME,cryptocompare,2017-12-26 13:58:56.420913
Dark Lisk,N/A,DISK,X11,0,/coins/disk/overview,/media/351023/disk.png,21652,PoW/PoS,False,619,N/A,Dark Lisk (DISK),N/A,DISK,cryptocompare,2017-12-26 13:58:56.420913
Divi,N/A,DIVX,N/A,0,/coins/divx/overview,/media/16746540/divx.png,431413,N/A,False,1927,6171607,Divi (DIVX),N/A,DIVX,cryptocompare,2017-12-26 13:58:56.420913
DarkKnightCoin,N/A,DKC,Scrypt,0,/coins/dkc/overview,/media/351870/dkc.png,30920,PoW/PoS,False,875,24000000,DarkKnightCoin (DKC),N/A,DKC,cryptocompare,2017-12-26 13:58:56.420913
DollarCoin,N/A,DLC,SHA256,0,/coins/dlc/overview,/media/351559/dlc.png,28776,PoW,False,778,10638298,DollarCoin (DLC),N/A,DLC,cryptocompare,2017-12-26 13:58:56.420913
Dlisk,N/A,DLISK,N/A,0,/coins/dlisk/overview,/media/351237/dlisk.png,23743,DPoS,False,684,100000000,Dlisk (DLISK),N/A,DLISK,cryptocompare,2017-12-26 13:58:56.420913
DollarOnline,N/A,DLR,X11,0,/coins/dlr/overview,/media/352114/dollarcoin.png,34213,PoW/PoS,False,928,1000000000,DollarOnline (DLR),N/A,DLR,cryptocompare,2017-12-26 13:58:56.420913
Agrello Delta,N/A,DLT,N/A,0,/coins/dlt/overview,/media/1384001/delta.png,220204,N/A,False,1454,130271020,Agrello Delta (DLT),N/A,DLT,cryptocompare,2017-12-26 13:58:56.420913
Diamond,N/A,DMD,Groestl,0,/coins/dmd/overview,/media/19680/dmd.png,4431,PoW/PoS,False,98,4380000,Diamond (DMD),N/A,DMD,cryptocompare,2017-12-26 13:58:56.420913
DMarket,N/A,DMT,N/A,0,/coins/dmt/overview,/media/1383841/dmarket.png,192400,N/A,False,1381,N/A,DMarket (DMT),N/A,DMT,cryptocompare,2017-12-26 13:58:56.420913
Encrypgen,N/A,DNA,N/A,0,/coins/dna/overview,/media/16746452/dna.png,180804,N/A,False,1324,75000000,Encrypgen (DNA),N/A,DNA,cryptocompare,2017-12-26 13:58:56.420913
Darknet,N/A,DNET,Quark,0,/coins/dnet/overview,/media/350912/dnet.png,20346,Pow/PoS,False,531,37175346,Darknet (DNET),N/A,DNET,cryptocompare,2017-12-26 13:58:56.420913
Denarius,N/A,DNR,NIST5,0,/coins/dnr/overview,/media/1383770/dnr.png,182288,PoW/PoS,False,1329,10000000,Denarius (DNR),N/A,DNR,cryptocompare,2017-12-26 13:58:56.420913
district0x,N/A,DNT,N/A,0,/coins/dnt/overview,/media/1383701/dnt.png,177175,N/A,False,1294,1000000000,district0x (DNT),N/A,DNT,cryptocompare,2017-12-26 13:58:56.420913
Dogecoin,N/A,DOGE,Scrypt,0,/coins/doge/overview,/media/19684/doge.png,4432,PoW,False,8,N/A,Dogecoin (DOGE),N/A,DOGE,cryptocompare,2017-12-26 13:58:56.420913
DogeCoinDark,N/A,DOGED,Scrypt,0,/coins/doged/overview,/media/20029/doged.png,17549,PoW,False,496,16500000000,DogeCoinDark (DOGED),N/A,DOGED,cryptocompare,2017-12-26 13:58:56.420913
EtherDoge,N/A,DOGETH,X11,0,/coins/dogeth/overview,/media/352023/dogeth-2.png,33403,PoW/PoS,False,909,18100000,EtherDoge (DOGETH),N/A,DOGETH,cryptocompare,2017-12-26 13:58:56.420913
DonationCoin,N/A,DON,Scrypt,0,/coins/don/overview,/media/1382995/don.png,61073,PoW,False,1168,90000000,DonationCoin (DON),N/A,DON,cryptocompare,2017-12-26 13:58:56.420913
DopeCoin,N/A,DOPE,Scrypt,0,/coins/dope/overview,/media/351526/dope.png,28332,PoW,False,761,575000000,DopeCoin (DOPE),N/A,DOPE,cryptocompare,2017-12-26 13:58:56.420913
Dotcoin,N/A,DOT,Scrypt,0,/coins/dot/overview,/media/350909/dot.png,20339,PoW,False,529,890000000,Dotcoin (DOT),N/A,DOT,cryptocompare,2017-12-26 13:58:56.420913
DOVU,N/A,DOVU,N/A,0,/coins/dovu/overview,/media/14761916/dovu.png,360827,N/A,False,1762,1200000000,DOVU (DOVU),N/A,DOVU,cryptocompare,2017-12-26 13:58:56.420913
DigitalPrice,N/A,DP,X11,0,/coins/dp/overview,/media/1383772/dp.png,182325,PoW,False,1330,24629450,DigitalPrice (DP),N/A,DP,cryptocompare,2017-12-26 13:58:56.420913
DelightPay,N/A,DPAY,X13,0,/coins/dpay/overview,/media/351684/dpay.png,29718,PoW/PoS,False,819,90400000,DelightPay (DPAY),N/A,DPAY,cryptocompare,2017-12-26 13:58:56.420913
Digital Assets Power Play,N/A,DPP,N/A,0,/coins/dpp/overview,/media/16746618/dpp.png,466977,N/A,False,1958,100000000,Digital Assets Power Play (DPP),N/A,DPP,cryptocompare,2017-12-26 13:58:56.420913
DraculaCoin,N/A,DRA,Scrypt,0,/coins/dra/overview,/media/1382095/dra.png,38360,PoW,False,1006,N/A,DraculaCoin (DRA),N/A,DRA,cryptocompare,2017-12-26 13:58:56.420913
DT Token,N/A,DRACO,N/A,1,/coins/draco/overview,/media/351390/dt-token.png,22248,N/A,False,647,88888888,DT Token (DRACO),N/A,DRACO,cryptocompare,2017-12-26 13:58:56.420913
Dropcoin,N/A,DRC,N/A,0,/coins/drc/overview,/media/11417638/drp.png,290053,PoS,False,1563,500000000,Dropcoin (DRC),N/A,DRC,cryptocompare,2017-12-26 13:58:56.420913
Darico,N/A,DARICO,N/A,0,/coins/darico/overview,/media/16746438/drc.png,417510,240000000,False,1905,60000000,Darico (DARICO),N/A,DRC*,cryptocompare,2017-12-26 13:58:56.420913
Dragonchain,N/A,DRGN,N/A,0,/coins/drgn/overview,/media/16746490/drgn.png,355702,N/A,False,1753,433494437,Dragonchain (DRGN),N/A,DRGN,cryptocompare,2017-12-26 13:58:56.420913
DarkCash,N/A,DRKC,X11,0,/coins/drkc/overview,/media/20027/drkc.png,4434,PoW/PoS,False,100,3720000,DarkCash (DRKC),N/A,DRKC,cryptocompare,2017-12-26 13:58:56.420913
DarkTron,N/A,DRKT,SHA256,0,/coins/drkt/overview,/media/20604/drkt.png,7483,PoW/PoS,False,420,1500000,DarkTron (DRKT),N/A,DRKT,cryptocompare,2017-12-26 13:58:56.420913
Dream8Coin,N/A,DRM8,Scrypt,0,/coins/drm8/overview,/media/352055/drm8.png,33524,PoW,False,913,88800000000,Dream8Coin (DRM8),N/A,DRM8,cryptocompare,2017-12-26 13:58:56.420913
FaucetCoin,N/A,DROP,X13,0,/coins/drop/overview,/media/351555/drop.png,28767,PoS,False,774,10000,FaucetCoin (DROP),N/A,DROP,cryptocompare,2017-12-26 13:58:56.420913
DCORP,N/A,DRP,N/A,0,/coins/drp/overview,/media/1383822/drp.png,188523,N/A,False,1369,8094002.47,DCORP (DRP),N/A,DRP,cryptocompare,2017-12-26 13:58:56.420913
Digital Rupees,N/A,DRS,Scrypt,0,/coins/drs/overview,/media/352072/drs.png,33645,PoS ,False,917,N/A,Digital Rupees (DRS),N/A,DRS,cryptocompare,2017-12-26 13:58:56.420913
DomRaider,N/A,DRT,N/A,0,/coins/drt/overview,/media/12318099/drt.png,311829,N/A,False,1606,1300000000,DomRaider (DRT),N/A,DRT,cryptocompare,2017-12-26 13:58:56.420913
Droxne,N/A,DRXNE,PoS,0,/coins/drxne/overview,/media/14913608/drxne.png,384953,PoS,False,1848,N/A,Droxne (DRXNE),N/A,DRXNE,cryptocompare,2017-12-26 13:58:56.420913
Droidz,N/A,DRZ,QUAIT,0,/coins/drz/overview,/media/20605/drz.png,7480,PoW/PoS,False,417,5060000,Droidz (DRZ),N/A,DRZ,cryptocompare,2017-12-26 13:58:56.420913
DarkShibe,N/A,DSB,Scrypt,0,/coins/dsb/overview,/media/20034/dsb.png,4435,PoW,False,101,2043962,DarkShibe (DSB),N/A,DSB,cryptocompare,2017-12-26 13:58:56.420913
Dashcoin,N/A,DSH,CryptoNight,0,/coins/dsh/overview,/media/20026/dash.png,20196,PoW,False,510,18446744,Dashcoin (DSH),N/A,DSH,cryptocompare,2017-12-26 13:58:56.420913
DarkToken,N/A,DT,NIST5,0,/coins/dt/overview,/media/20031/dt.png,3643,PoW/PoS,False,23,0,DarkToken (DT),N/A,DT,cryptocompare,2017-12-26 13:58:56.420913
Databits,N/A,DTB,N/A,0,/coins/dtb/overview,/media/1382791/dtb.png,55540,N/A,False,1131,22747809,Databits (DTB),N/A,DTB,cryptocompare,2017-12-26 13:58:56.420913
Datacoin,N/A,DTC*,Multiple,0,/coins/dtcstar/overview,/media/14913440/dtc.png,369209,PoW,False,1786,2000000000,Datacoin (DTC*),N/A,DTC,cryptocompare,2017-12-26 13:58:56.420913
DayTrader Coin,N/A,DTC,X13,0,/coins/dtc/overview,/media/19688/dtc.png,5337,PoW/PoS,False,305,1000000,DayTrader Coin (DTC),N/A,DTC*,cryptocompare,2017-12-26 13:58:56.420913
DetectorToken,N/A,DTCT,N/A,0,/coins/dtct/overview,/media/1384025/dtct.png,223644,N/A,False,1466,N/A,DetectorToken (DTCT),N/A,DTCT,cryptocompare,2017-12-26 13:58:56.420913
Dynamic Trading Rights,N/A,DTR,N/A,0,/coins/dtr/overview,/media/14761903/dtr.png,360063,N/A,False,1757,3750000,Dynamic Trading Rights (DTR),N/A,DTR,cryptocompare,2017-12-26 13:58:56.420913
DreamTeam Token,N/A,DTT,N/A,0,/coins/dtt/overview,/media/12318109/dtt.png,313176,N/A,False,1608,N/A,DreamTeam Token (DTT),N/A,DTT,cryptocompare,2017-12-26 13:58:56.420913
Data Trading,N/A,DTT*,N/A,0,/coins/dttstar/overview,/media/14761941/dtt1.png,363066,N/A,False,1769,N/A,Data Trading (DTT*),N/A,DTT*,cryptocompare,2017-12-26 13:58:56.420913
DubCoin,N/A,DUB,X15,0,/coins/dub/overview,/media/19986/a3c.png,7627,PoW/PoS,False,440,0,DubCoin (DUB),N/A,DUB,cryptocompare,2017-12-26 13:58:56.420913
DuckDuckCoin,N/A,DUCK,Scrypt,0,/coins/duck/overview,/media/1382852/duckduckcoin.png,56678,PoW,False,1142,121,DuckDuckCoin (DUCK),N/A,DUCK,cryptocompare,2017-12-26 13:58:56.420913
ParallelCoin,N/A,DUO,Scrypt,0,/coins/duo/overview,/media/1383196/duo.png,73132,PoW,False,1205,1000000,ParallelCoin (DUO),N/A,DUO,cryptocompare,2017-12-26 13:58:56.420913
Dutch Coin,N/A,DUTCH,Scrypt,0,/coins/dutch/overview,/media/14913487/dutch.png,372748,PoW/PoS,False,1807,440000000,Dutch Coin (DUTCH),N/A,DUTCH,cryptocompare,2017-12-26 13:58:56.420913
DuxCoin,N/A,DUX,Scrypt,0,/coins/dux/overview,/media/1383364/dux.png,105206,PoW/PoS,False,1234,1680000000,DuxCoin (DUX),N/A,DUX,cryptocompare,2017-12-26 13:58:56.420913
DevCoin,N/A,DVC,SHA256,0,/coins/dvc/overview,/media/20563/dvc.png,4436,PoW,False,102,21000000000,DevCoin (DVC),N/A,DVC,cryptocompare,2017-12-26 13:58:56.420913
Dynamic,N/A,DYN,Argon2,0,/coins/dyn/overview,/media/1383557/dyn.png,131111,PoW,False,1256,44738100,Dynamic (DYN),N/A,DYN,cryptocompare,2017-12-26 13:58:56.420913
EagleCoin,N/A,EA,SHA256,0,/coins/ea/overview,/media/1382685/ea.png,45821,PoW,False,1106,40000000,EagleCoin (EA),N/A,EA,cryptocompare,2017-12-26 13:58:56.420913
EarthCoin,N/A,EAC,Scrypt,0,/coins/eac/overview,/media/19690/eac.png,4437,PoW,False,103,13500000000,EarthCoin (EAC),N/A,EAC,cryptocompare,2017-12-26 13:58:56.420913
EagsCoin,N/A,EAGS,X11,0,/coins/eags/overview,/media/19808/mrs.png,6106,PoW/PoS,False,393,20445500,EagsCoin (EAGS),N/A,EAGS,cryptocompare,2017-12-26 13:58:56.420913
Earth Token,N/A,EARTH,N/A,0,/coins/earth/overview,/media/12318190/earth.png,324012,N/A,False,1641,1000000000,Earth Token (EARTH),N/A,EARTH,cryptocompare,2017-12-26 13:58:56.420913
EB3coin,N/A,EB3,Scrypt,0,/coins/eb3/overview,/media/1382938/eb3.png,59968,PoW,False,1157,4000000000,EB3coin (EB3),N/A,EB3,cryptocompare,2017-12-26 13:58:56.420913
eBitcoinCash,N/A,EBCH,N/A,0,/coins/ebch/overview,/media/14913464/ebch.png,371095,N/A,False,1799,21000000,eBitcoinCash (EBCH),N/A,EBCH,cryptocompare,2017-12-26 13:58:56.420913
EthBet,N/A,EBET,N/A,0,/coins/ebet/overview,/media/12318358/ebet.png,345159,N/A,False,1719,10000000,EthBet (EBET),N/A,EBET,cryptocompare,2017-12-26 13:58:56.420913
EbolaShare,N/A,EBS,N/A,0,/coins/ebs/overview,/media/20267/ebs.png,5329,PoS,False,297,2100000,EbolaShare (EBS),N/A,EBS,cryptocompare,2017-12-26 13:58:56.420913
eBoost,N/A,EBST,Scrypt,0,/coins/ebst/overview,/media/14913431/ebst.png,368732,PoW,False,1778,100000000,eBoost (EBST),N/A,EBST,cryptocompare,2017-12-26 13:58:56.420913
eBitcoin,N/A,EBTC,N/A,0,/coins/ebtc/overview,/media/12318175/ebtc.png,321189,N/A,False,1633,21000000,eBitcoin (EBTC),N/A,EBTC,cryptocompare,2017-12-26 13:58:56.420913
Ebitz,N/A,EBZ,PoS,0,/coins/ebz/overview,/media/352069/ebz.png,33636,PoS,False,915,21000000,Ebitz (EBZ),N/A,EBZ,cryptocompare,2017-12-26 13:58:56.420913
Eclipse,N/A,EC,SHA256D,0,/coins/ec/overview,/media/351750/ec.jpg,30367,PoW/PoS,False,850,N/A,Eclipse (EC),N/A,EC,cryptocompare,2017-12-26 13:58:56.420913
Electra,N/A,ECA,NIST5,0,/coins/eca/overview,/media/16404869/eca.png,409249,PoW/PoS,False,1892,30000000000,Electra (ECA),N/A,ECA,cryptocompare,2017-12-26 13:58:56.420913
Ethereum Cash,N/A,ECASH,N/A,0,/coins/ecash/overview,/media/14543971/ecash.png,355117,N/A,False,1751,15000000,Ethereum Cash (ECASH),N/A,ECASH,cryptocompare,2017-12-26 13:58:56.420913
E-CurrencyCoin,N/A,ECC,Scrypt,0,/coins/ecc/overview,/media/1383546/ecc.png,129013,PoW/PoS,False,1250,25000000000,E-CurrencyCoin (ECC),N/A,ECC,cryptocompare,2017-12-26 13:58:56.420913
e-Chat,N/A,ECHT,N/A,0,/coins/echt/overview,/media/12318352/echt.png,344337,N/A,False,1715,300000000,e-Chat (ECHT),N/A,ECHT,cryptocompare,2017-12-26 13:58:56.420913
ECOcoin,N/A,ECO,Scrypt,0,/coins/eco/overview,/media/1382993/eco.png,61047,PoW/PoS,False,1165,10733333,ECOcoin (ECO),N/A,ECO,cryptocompare,2017-12-26 13:58:56.420913
EcoBit,N/A,ECOB,N/A,0,/coins/ecob/overview,/media/1383670/ecob.png,171390,N/A,False,1279,N/A,EcoBit (ECOB),N/A,ECOB,cryptocompare,2017-12-26 13:58:56.420913
EducoinV,N/A,EDC,Scrypt,0,/coins/edc/overview,/media/351066/edc.png,22185,PoW/PoS,False,641,99000000,EducoinV (EDC),N/A,EDC,cryptocompare,2017-12-26 13:58:56.420913
Eddie coin,N/A,EDDIE,Scrypt,0,/coins/eddie/overview,/media/12318382/eddie.png,348256,PoW/PoS,False,1735,1000000000,Eddie coin (EDDIE),N/A,EDDIE,cryptocompare,2017-12-26 13:58:56.420913
Edgeless,N/A,EDG,N/A,0,/coins/edg/overview,/media/1382799/edg.jpg,55676,N/A,False,1136,132046997,Edgeless (EDG),N/A,EDG,cryptocompare,2017-12-26 13:58:56.420913
EdgeCoin,N/A,EDGE,SHA256,0,/coins/edge/overview,/media/20556/edge.png,6339,PoW/HiPoS,False,405,N/A,EdgeCoin (EDGE),N/A,EDGE,cryptocompare,2017-12-26 13:58:56.420913
Eidoo,N/A,EDO,N/A,0,/coins/edo/overview,/media/12318082/eiboo.png,310297,N/A,False,1593,90708327,Eidoo (EDO),N/A,EDO,cryptocompare,2017-12-26 13:58:56.420913
E-Dinar Coin,N/A,EDR,X11,0,/coins/edr/overview,/media/351430/edc.png,27634,DPoS,False,722,999000000000000,E-Dinar Coin (EDR),N/A,EDR,cryptocompare,2017-12-26 13:58:56.420913
EDRCoin,N/A,EDRC,SHA256,0,/coins/edrc/overview,/media/350858/edrc.jpg,19051,PoW/PoS,False,504,22000000,EDRCoin (EDRC),N/A,EDRC,cryptocompare,2017-12-26 13:58:56.420913
E-Gulden,N/A,EFL,Scrypt,0,/coins/efl/overview,/media/19692/efl.png,4438,PoW,False,104,21000000 ,E-Gulden (EFL),N/A,EFL,cryptocompare,2017-12-26 13:58:56.420913
Ergo,N/A,EFYT,N/A,0,/coins/efyt/overview,/media/1383646/efyt.png,165555,N/A,False,1272,150000,Ergo (EFYT),N/A,EFYT,cryptocompare,2017-12-26 13:58:56.420913
ETHGAS,N/A,EGAS,N/A,0,/coins/egas/overview,/media/16746616/egas.png,466786,N/A,False,1957,"13,792,050",ETHGAS (EGAS),N/A,EGAS,cryptocompare,2017-12-26 13:58:56.420913
