CoinName,PreMinedValue,Name,Algorithm,FullyPremined,Url,ImageUrl,Id,ProofType,Sponsored,SortOrder,TotalCoinSupply,FullName,TotalCoinsFreeFloat,Symbol,source,timestamp_api_call
Melon,N/A,MLN,N/A,1,/coins/mln/overview,/media/1382653/mln.png,45253,N/A,False,1096,749400,Melon (MLN),N/A,MLN,cryptocompare,2017-12-26 13:58:56.420913
CPROP,N/A,MLS,N/A,0,/coins/mls/overview,/media/9350696/mls.png,234707,N/A,False,1500,100000000,CPROP (MLS),N/A,MLS,cryptocompare,2017-12-26 13:58:56.420913
MasterMint,N/A,MM,X11,0,/coins/mm/overview,/media/1382642/mm.jpg,44959,PoS,False,1092,1500000000,MasterMint (MM),N/A,MM,cryptocompare,2017-12-26 13:58:56.420913
MemoryCoin,N/A,MMC,Multiple,0,/coins/mmc/overview,/media/19795/mmc.png,5389,PoW,False,357,10000000,MemoryCoin (MMC),N/A,MMC,cryptocompare,2017-12-26 13:58:56.420913
MMNXT ,N/A,MMNXT,N/A,1,/coins/mmnxt/overview,/media/351209/nxtasset.png,23425,N/A,False,676,50000000,MMNXT  (MMNXT),N/A,MMNXT,cryptocompare,2017-12-26 13:58:56.420913
MaieutiCoin,N/A,MMXIV,SHA256,0,/coins/mmxiv/overview,/media/19798/mmxiv.png,5326,PoS,False,294,2014,MaieutiCoin (MMXIV),N/A,MMXIV,cryptocompare,2017-12-26 13:58:56.420913
MMXVI,N/A,MMXVI,N/A,0,/coins/mmxvi/overview,/media/1381972/mmxvi.png,36992,PoW,False,981,N/A,MMXVI (MMXVI),N/A,MMXVI,cryptocompare,2017-12-26 13:58:56.420913
Cryptsy Mining Contract,N/A,MN,SHA256,0,/coins/mn/overview,/media/19796/mn1.png,4563,PoW,False,159,0,Cryptsy Mining Contract (MN),N/A,MN,cryptocompare,2017-12-26 13:58:56.420913
MinCoin,N/A,MNC,Scrypt,0,/coins/mnc/overview,/media/19805/mincoin.png,4564,PoW,False,160,10000000,MinCoin (MNC),N/A,MNC,cryptocompare,2017-12-26 13:58:56.420913
MindCoin,N/A,MND,X11,0,/coins/mnd/overview,/media/350616/mnd.png,15888,PoW,False,488,16000000,MindCoin (MND),N/A,MND,cryptocompare,2017-12-26 13:58:56.420913
Minereum,N/A,MNE,N/A,0,/coins/mne/overview,/media/1383328/mne.png,84831,N/A,False,1230,136576000,Minereum (MNE),N/A,MNE,cryptocompare,2017-12-26 13:58:56.420913
Mineum,N/A,MNM,X13,0,/coins/mnm/overview,/media/350982/mnm.png,20905,PoW/PoS,False,583,10000000,Mineum (MNM),N/A,MNM,cryptocompare,2017-12-26 13:58:56.420913
GoldMint,N/A,MNT,N/A,0,/coins/mnt/overview,/media/9350745/mntp.png,240322,N/A,False,1520,10000000,GoldMint (MNT),N/A,MNT,cryptocompare,2017-12-26 13:58:56.420913
Media Network Coin,N/A,MNT*,N/A,0,/coins/mntstar/overview,/media/16746688/mnt.png,521417,N/A,False,1981,125000000,Media Network Coin (MNT*),N/A,MNT*,cryptocompare,2017-12-26 13:58:56.420913
MinexCoin,N/A,MNX,Mars,0,/coins/mnx/overview,/media/14913648/mnx.png,389849,N/A,False,1860,19000000,MinexCoin (MNX),N/A,MNX,cryptocompare,2017-12-26 13:58:56.420913
Monkey,N/A,MNY,N/A,0,/coins/mny/overview,/media/1383973/mny.png,208001,N/A,False,1440,1000000000,Monkey (MNY),N/A,MNY,cryptocompare,2017-12-26 13:58:56.420913
Monaize,N/A,MNZ,Equihash,0,/coins/mnz/overview,/media/12318336/mnz.png,341059,PoW/DPoW,False,1706,257142857,Monaize (MNZ),N/A,MNZ,cryptocompare,2017-12-26 13:58:56.420913
Mobius,N/A,MOBI,N/A,0,/coins/mobi/overview,/media/1383921/mobi.png,202706,N/A,False,1427,888000000,Mobius (MOBI),N/A,MOBI,cryptocompare,2017-12-26 13:58:56.420913
Modum,N/A,MOD,N/A,0,/coins/mod/overview,/media/12318362/mod.png,345510,N/A,False,1721,18266200,Modum (MOD),N/A,MOD,cryptocompare,2017-12-26 13:58:56.420913
MoinCoin,N/A,MOIN,N/A,0,/coins/moin/overview,/media/350959/moin.png,20744,PoW/PoS,False,568,184000000,MoinCoin (MOIN),N/A,MOIN,cryptocompare,2017-12-26 13:58:56.420913
Mojocoin,N/A,MOJO,PoS,0,/coins/mojo/overview,/media/351003/mojo.png,21232,PoS,False,604,N/A,Mojocoin (MOJO),N/A,MOJO,cryptocompare,2017-12-26 13:58:56.420913
MonaCoin,N/A,MONA,Scrypt,0,/coins/mona/overview,/media/19801/mona.png,5296,PoW,False,265,105120000,MonaCoin (MONA),N/A,MONA,cryptocompare,2017-12-26 13:58:56.420913
Moneta,N/A,MONETA,Scrypt,0,/coins/moneta/overview,/media/351749/moneta.png,30364,PoW,False,849,184000000,Moneta (MONETA),N/A,MONETA,cryptocompare,2017-12-26 13:58:56.420913
MoneyCoin,N/A,MONEY,Scrypt,0,/coins/money/overview,/media/352249/money.png,35681,PoW/PoS,False,965,650659833,MoneyCoin (MONEY),N/A,MONEY,cryptocompare,2017-12-26 13:58:56.420913
MoonCoin,N/A,MOON,Scrypt,0,/coins/moon/overview,/media/19802/moon.png,4346,PoW,False,59,384000000000,MoonCoin (MOON),N/A,MOON,cryptocompare,2017-12-26 13:58:56.420913
Dark Moon,N/A,MOOND,Scrypt,0,/coins/moond/overview,/media/351558/moond.png,28774,PoW/PoS,False,777,420000000,Dark Moon (MOOND),N/A,MOOND,cryptocompare,2017-12-26 13:58:56.420913
Motocoin,N/A,MOTO,N/A,0,/coins/moto/overview,/media/1382339/moto.png,41592,PoP,False,1035,40000000,Motocoin (MOTO),N/A,MOTO,cryptocompare,2017-12-26 13:58:56.420913
MediumProject,N/A,MPRO,PoS,0,/coins/mpro/overview,/media/350999/mpro.jpg,21222,PoW,False,600,250000,MediumProject (MPRO),N/A,MPRO,cryptocompare,2017-12-26 13:58:56.420913
MorpheusCoin,N/A,MRP,X11,0,/coins/mrp/overview,/media/20357/mrp.png,6412,PoW,False,410,3400000,MorpheusCoin (MRP),N/A,MRP,cryptocompare,2017-12-26 13:58:56.420913
MarsCoin,N/A,MRS,X11,0,/coins/mrs/overview,/media/19808/mrs.png,5410,PoW,False,378,33000000,MarsCoin (MRS),N/A,MRS,cryptocompare,2017-12-26 13:58:56.420913
MrsaCoin,N/A,MRSA,X13,0,/coins/mrsa/overview,/media/1382287/msra.png,41116,PoW/PoS,False,1029,2100000000,MrsaCoin (MRSA),N/A,MRSA,cryptocompare,2017-12-26 13:58:56.420913
MinersReward,N/A,MRT,N/A,0,/coins/mrt/overview,/media/350884/waves_1.png,75475,N/A,False,1212,10000000,MinersReward (MRT),N/A,MRT,cryptocompare,2017-12-26 13:58:56.420913
Macroverse,N/A,MRV,N/A,0,/coins/mrv/overview,/media/1384009/mrv.png,221349,N/A,False,1455,668908,Macroverse (MRV),N/A,MRV,cryptocompare,2017-12-26 13:58:56.420913
MurrayCoin,N/A,MRY,Scrypt,0,/coins/mry/overview,/media/19807/mry.jpg,4566,PoW,False,162,58000000,MurrayCoin (MRY),N/A,MRY,cryptocompare,2017-12-26 13:58:56.420913
MasterCoin,N/A,MSC,Scrypt,1,/coins/msc/overview,/media/19814/mst.png,5394,PoW,False,362,619478,MasterCoin (MSC),N/A,MSC,cryptocompare,2017-12-26 13:58:56.420913
Mothership,N/A,MSP,N/A,0,/coins/msp/overview,/media/1383881/c9fobrlr_400x400.jpg,198408,N/A,False,1401,200000000,Mothership (MSP),N/A,MSP,cryptocompare,2017-12-26 13:58:56.420913
Masari,N/A,MSR,CryptoNight,0,/coins/msr/overview,/media/14913574/msr.png,382536,PoW,False,1838,18500000,Masari (MSR),N/A,MSR,cryptocompare,2017-12-26 13:58:56.420913
MustangCoin,N/A,MST,X11,0,/coins/mst/overview,/media/351529/mst1.png,28219,PoW/PoS,False,748,3000000,MustangCoin (MST),N/A,MST,cryptocompare,2017-12-26 13:58:56.420913
Mycelium Token,N/A,MT,N/A,0,/coins/mt/overview,/media/19453/mycelium.png,29378,N/A,False,807,5311,Mycelium Token (MT),N/A,MT,cryptocompare,2017-12-26 13:58:56.420913
Monetha,N/A,MTH,N/A,0,/coins/mth/overview,/media/1383976/mth.png,208914,N/A,False,1441,402400000,Monetha (MTH),N/A,MTH,cryptocompare,2017-12-26 13:58:56.420913
Moya Token,N/A,MTK,N/A,0,/coins/mtk/overview,/media/12318149/mtk.png,319238,N/A,False,1624,125000000,Moya Token (MTK),N/A,MTK,cryptocompare,2017-12-26 13:58:56.420913
Metal,N/A,MTL,N/A,0,/coins/mtl/overview,/media/1383743/mtl.png,179164,PoPP,False,1308,66588888,Metal (MTL),N/A,MTL,cryptocompare,2017-12-26 13:58:56.420913
Metal Music v3,N/A,MTLM3,Scrypt,0,/coins/mtlm3/overview,/media/352183/mtmc3.png,34754,PoW/PoS,False,949,2500000000,Metal Music v3 (MTLM3),N/A,MTLM3,cryptocompare,2017-12-26 13:58:56.420913
TrackNetToken,N/A,MTN,N/A,0,/coins/mtn/overview,/media/12318118/mtn.png,313967,N/A,False,1609,100000000,TrackNetToken (MTN),N/A,MTN,cryptocompare,2017-12-26 13:58:56.420913
MasterTraderCoin,N/A,MTR,X11,0,/coins/mtr/overview,/media/19710/frac.png,5340,PoW/PoS,False,308,10110000,MasterTraderCoin (MTR),N/A,MTR,cryptocompare,2017-12-26 13:58:56.420913
ModulTrade,N/A,MTRC,N/A,0,/coins/mtrc/overview,/media/16746642/mtrc.png,484742,N/A,False,1965,100000000,ModulTrade (MTRC),N/A,MTRC,cryptocompare,2017-12-26 13:58:56.420913
Matryx,N/A,MTX,N/A,0,/coins/mtx/overview,/media/9350793/mtx.png,257110,N/A,False,1554,N/A,Matryx (MTX),N/A,MTX,cryptocompare,2017-12-26 13:58:56.420913
MudraCoin,N/A,MUDRA,X13,0,/coins/mudra/overview,/media/351394/mudra.png,25820,PoS,False,704,200000000,MudraCoin (MUDRA),N/A,MUDRA,cryptocompare,2017-12-26 13:58:56.420913
MonetaryUnit,N/A,MUE,Quark,0,/coins/mue/overview,/media/351084/mue.png,22325,PoW,False,655,N/A,MonetaryUnit (MUE),N/A,MUE,cryptocompare,2017-12-26 13:58:56.420913
Musicoin,N/A,MUSIC,Ethash,0,/coins/music/overview,/media/1382783/music.png,53950,PoW,False,1130,454898394,Musicoin (MUSIC),N/A,MUSIC,cryptocompare,2017-12-26 13:58:56.420913
Mutual Coin,N/A,MUT,Scrypt,0,/coins/mut/overview,/media/16746537/mut.png,431229,PoW/PoS,False,1924,1000000000,Mutual Coin (MUT),N/A,MUT,cryptocompare,2017-12-26 13:58:56.420913
MilkCoin,N/A,MUU,SHA256,0,/coins/muu/overview,/media/1383325/muu.png,84247,PoW/PoS ,False,1227,4500000000,MilkCoin (MUU),N/A,MUU,cryptocompare,2017-12-26 13:58:56.420913
MultiWallet Coin,N/A,MWC,X11,0,/coins/mwc/overview,/media/19808/mrs.png,6107,PoW/PoS,False,394,0,MultiWallet Coin (MWC),N/A,MWC,cryptocompare,2017-12-26 13:58:56.420913
MartexCoin,N/A,MXT,X13,0,/coins/mxt/overview,/media/1382782/mxt.jpg,53944, PoW/PoS,False,1129,5000000,MartexCoin (MXT),N/A,MXT,cryptocompare,2017-12-26 13:58:56.420913
MyBit,N/A,MYB,N/A,0,/coins/myb/overview,/media/1383746/myb.png,179345,N/A,False,1310,5000000,MyBit (MYB),N/A,MYB,cryptocompare,2017-12-26 13:58:56.420913
MayaCoin,N/A,MYC,Scrypt,0,/coins/myc/overview,/media/350947/myc.png,20661,PoW/PoS,False,554,250000000,MayaCoin (MYC),N/A,MYC,cryptocompare,2017-12-26 13:58:56.420913
Mysterium,N/A,MYST,N/A,0,/coins/myst/overview,/media/1383561/myst.png,136190,N/A,False,1259,32433366,Mysterium (MYST),N/A,MYST,cryptocompare,2017-12-26 13:58:56.420913
MysteryCoin,N/A,MYST*,X11,0,/coins/myststar/overview,/media/20053/myst.png,4567,PoW,False,163,32433366,MysteryCoin (MYST*),N/A,MYST*,cryptocompare,2017-12-26 13:58:56.420913
MazaCoin,N/A,MZC,SHA256,0,/coins/mzc/overview,/media/19816/mzc.png,4568,PoW/PoS,False,164,2419200000,MazaCoin (MZC),N/A,MZC,cryptocompare,2017-12-26 13:58:56.420913
Number7,N/A,N7,Scrypt,0,/coins/n7/overview,/media/350995/n7.jpg,21017,PoW,False,596,270967742,Number7 (N7),N/A,N7,cryptocompare,2017-12-26 13:58:56.420913
NamoCoin,N/A,NAMO,NIST5,0,/coins/namo/overview,/media/12318384/namo.png,348289,PoW/PoS,False,1737,1200000000,NamoCoin (NAMO),N/A,NAMO,cryptocompare,2017-12-26 13:58:56.420913
NanoToken,N/A,NAN,Scrypt,0,/coins/nan/overview,/media/19821/nan.png,4569,PoW,False,165,80000000,NanoToken (NAN),N/A,NAN,cryptocompare,2017-12-26 13:58:56.420913
BananaBits,N/A,NANAS,Scrypt,0,/coins/nanas/overview,/media/20575/nanas.png,6453,PoW/PoS,False,413,0,BananaBits (NANAS),N/A,NANAS,cryptocompare,2017-12-26 13:58:56.420913
Nas2Coin,N/A,NAS2,N/A,0,/coins/nas2/overview,/media/350776/nas2.png,16717,PoS,False,493,200000000,Nas2Coin (NAS2),N/A,NAS2,cryptocompare,2017-12-26 13:58:56.420913
Nautilus Coin,N/A,NAUT,Scrypt,0,/coins/naut/overview,/media/19822/naut.png,4570,PoS,False,166,16180000,Nautilus Coin (NAUT),N/A,NAUT,cryptocompare,2017-12-26 13:58:56.420913
NavCoin,N/A,NAV,X13,0,/coins/nav/overview,/media/351431/nav.png,4571,PoW/PoS,False,167,0,NavCoin (NAV),N/A,NAV,cryptocompare,2017-12-26 13:58:56.420913
NetBit,N/A,NBIT,Scrypt,0,/coins/nbit/overview,/media/351928/nbit.png,32688,PoW/PoS,False,882,10.500.000,NetBit (NBIT),N/A,NBIT,cryptocompare,2017-12-26 13:58:56.420913
Nybble,N/A,NBL,Scrypt,0,/coins/nbl/overview,/media/19825/nbl.png,4572,PoW,False,168,210000000,Nybble (NBL),N/A,NBL,cryptocompare,2017-12-26 13:58:56.420913
NuBits,N/A,NBT,SHA256,0,/coins/nbt/overview,/media/20363/nbt.png,5287,PoS,False,256,N/A,NuBits (NBT),N/A,NBT,cryptocompare,2017-12-26 13:58:56.420913
NeverDie,N/A,NDC,N/A,0,/coins/ndc/overview,/media/1383827/ndc.png,188787,N/A,False,1372,400000000,NeverDie (NDC),N/A,NDC,cryptocompare,2017-12-26 13:58:56.420913
NinjaDoge,N/A,NDOGE,X11,0,/coins/ndoge/overview,/media/1382650/ndoge.png,45044,PoW/PoS,False,1094,N/A,NinjaDoge (NDOGE),N/A,NDOGE,cryptocompare,2017-12-26 13:58:56.420913
Neblio,N/A,NEBL,N/A,0,/coins/nebl/overview,/media/1384016/nebl.png,222085,N/A,False,1460,N/A,Neblio (NEBL),N/A,NEBL,cryptocompare,2017-12-26 13:58:56.420913
Nebuchadnezzar,N/A,NEBU,PoS,1,/coins/nebu/overview,/media/350990/nebu.png,20980,PoS,False,591,20000000,Nebuchadnezzar (NEBU),N/A,NEBU,cryptocompare,2017-12-26 13:58:56.420913
NeoCoin,N/A,NEC,Scrypt,0,/coins/nec/overview,/media/19824/nec.png,4573,PoW/PoS,False,169,80000000,NeoCoin (NEC),N/A,NEC,cryptocompare,2017-12-26 13:58:56.420913
NefariousCoin,N/A,NEF,Scrypt,0,/coins/nef/overview,/media/1383383/nef.png,112405,PoW/PoS,False,1243,4835000000,NefariousCoin (NEF),N/A,NEF,cryptocompare,2017-12-26 13:58:56.420913
NEO,N/A,NEO,N/A,1,/coins/neo/overview,/media/1383858/neo.jpg,27368,N/A,False,718,100000000,NEO (NEO),N/A,NEO,cryptocompare,2017-12-26 13:58:56.420913
NEO Gold,N/A,NEOG,N/A,0,/coins/neog/overview,/media/14913457/neog.png,370947,N/A,False,1793,100000000 ,NEO Gold (NEOG),N/A,NEOG,cryptocompare,2017-12-26 13:58:56.420913
NeosCoin,N/A,NEOS,SHA256,0,/coins/neos/overview,/media/1382788/neos1.png,5370,PoS,False,338,21000000,NeosCoin (NEOS),N/A,NEOS,cryptocompare,2017-12-26 13:58:56.420913
NetCoin,N/A,NET,Scrypt,0,/coins/net/overview,/media/19826/net.png,4574,PoW,False,170,N/A,NetCoin (NET),N/A,NET,cryptocompare,2017-12-26 13:58:56.420913
Nimiq Exchange Token,N/A,NET*,N/A,0,/coins/netstar/overview,/media/1383697/net1.png,176669,N/A,False,1290,10500000,Nimiq Exchange Token (NET*),N/A,NET*,cryptocompare,2017-12-26 13:58:56.420913
NetworkCoin,N/A,NETC,X13,0,/coins/netc/overview,/media/350938/netc.png,20647,PoW/PoS,False,548,N/A,NetworkCoin (NETC),N/A,NETC,cryptocompare,2017-12-26 13:58:56.420913
Netko,N/A,NETKO,Blake,0,/coins/netko/overview,/media/1382771/netko.png,53174,N/A,False,1126,25534140,Netko (NETKO),N/A,NETKO,cryptocompare,2017-12-26 13:58:56.420913
Neumark,N/A,NEU,N/A,0,/coins/neu/overview,/media/14913483/neu.png,372377,N/A,False,1803,1500000000,Neumark (NEU),N/A,NEU,cryptocompare,2017-12-26 13:58:56.420913
NeuCoin,N/A,NEU*,N/A,0,/coins/neustar/overview,/media/20721/neu.png,13044,PoS,False,470,100000000000,NeuCoin (NEU*),N/A,NEU*,cryptocompare,2017-12-26 13:58:56.420913
NevaCoin,N/A,NEVA,N/A,0,/coins/neva/overview,/media/351026/neva.png,21669,PoW/PoS,False,620,26280000,NevaCoin (NEVA),N/A,NEVA,cryptocompare,2017-12-26 13:58:56.420913
Newbium,N/A,NEWB,N/A,0,/coins/newb/overview,/media/14913564/newb.png,380794,N/A,False,1833,49000000,Newbium (NEWB),N/A,NEWB,cryptocompare,2017-12-26 13:58:56.420913
NagaCoin,N/A,NGC,N/A,0,/coins/ngc/overview,/media/16746609/ngc.png,466339,N/A,False,1955,400000000,NagaCoin (NGC),N/A,NGC,cryptocompare,2017-12-26 13:58:56.420913
NewInvestCoin,N/A,NIC,PoS,0,/coins/nic/overview,/media/352309/nic.png,35947,PoS,False,975,47090909,NewInvestCoin (NIC),N/A,NIC,cryptocompare,2017-12-26 13:58:56.420913
NiceCoin,N/A,NICE,Scrypt,0,/coins/nice/overview,/media/1382467/nice.png,43253,PoW,False,1070,N/A,NiceCoin (NICE),N/A,NICE,cryptocompare,2017-12-26 13:58:56.420913
Nimfamoney,N/A,NIMFA,N/A,0,/coins/nimfa/overview,/media/9350694/nimfa.jpg,234596,N/A,False,1498,100000000,Nimfamoney (NIMFA),N/A,NIMFA,cryptocompare,2017-12-26 13:58:56.420913
Autonio,N/A,NIO,N/A,0,/coins/nio/overview,/media/16404894/nio.png,412112,N/A,False,1901,220466789,Autonio (NIO),N/A,NIO,cryptocompare,2017-12-26 13:58:56.420913
IncaKoin,N/A,NKA,SHA256,0,/coins/nka/overview,/media/20367/nka.png,7559,PoW/PoS,False,422,N/A,IncaKoin (NKA),N/A,NKA,cryptocompare,2017-12-26 13:58:56.420913
Nukecoinz,N/A,NKC,Scrypt,0,/coins/nkc/overview,/media/351041/nkc.png,21710,PoW,False,623,N/A,Nukecoinz (NKC),N/A,NKC,cryptocompare,2017-12-26 13:58:56.420913
NakomotoDark,N/A,NKT,X11,0,/coins/nkt/overview,/media/20371/nkt.png,5334,PoW/PoS,False,302,0,NakomotoDark (NKT),N/A,NKT,cryptocompare,2017-12-26 13:58:56.420913
NoLimitCoin,N/A,NLC,SHA256D,0,/coins/nlc/overview,/media/351591/nlc.png,29010,PoW/PoS,False,791,N/A,NoLimitCoin (NLC),N/A,NLC,cryptocompare,2017-12-26 13:58:56.420913
NoLimitCoin,N/A,NLC2,PoS,0,/coins/nlc2/overview,/media/16746543/nlc2.png,195018,PoS,False,1387,N/A,NoLimitCoin (NLC2),N/A,NLC2,cryptocompare,2017-12-26 13:58:56.420913
Gulden,N/A,NLG,Scrypt,0,/coins/nlg/overview,/media/19828/nlg.png,5315,PoW,False,284,1680000000,Gulden (NLG),N/A,NLG,cryptocompare,2017-12-26 13:58:56.420913
Nimbus Coin,N/A,NMB,X15,0,/coins/nmb/overview,/media/20049/nmb.png,4575,PoW/PoS,False,171,25000000,Nimbus Coin (NMB),N/A,NMB,cryptocompare,2017-12-26 13:58:56.420913
NameCoin,N/A,NMC,SHA256,0,/coins/nmc/overview,/media/19830/nmc.png,4580,PoW,False,176,21000000,NameCoin (NMC),N/A,NMC,cryptocompare,2017-12-26 13:58:56.420913
Numerai,N/A,NMR,N/A,0,/coins/nmr/overview,/media/1383655/nmr.png,166594,N/A,False,1276,2297106,Numerai (NMR),N/A,NMR,cryptocompare,2017-12-26 13:58:56.420913
NobleCoin,N/A,NOBL,Scrypt,0,/coins/nobl/overview,/media/19833/nobl.png,4577,PoW,False,173,15000000000,NobleCoin (NOBL),N/A,NOBL,cryptocompare,2017-12-26 13:58:56.420913
Node,N/A,NODE,Curve25519,0,/coins/node/overview,/media/20373/node.png,5402,PoA,False,370,1000000000,Node (NODE),N/A,NODE,cryptocompare,2017-12-26 13:58:56.420913
Noocoin,N/A,NOO,PoS,0,/coins/noo/overview,/media/1382370/noo.png,41971,PoS,False,1042,25000000,Noocoin (NOO),N/A,NOO,cryptocompare,2017-12-26 13:58:56.420913
Dnotes,N/A,NOTE,Scrypt,0,/coins/note/overview,/media/19832/note.png,5322,PoW,False,291,500000000,Dnotes (NOTE),N/A,NOTE,cryptocompare,2017-12-26 13:58:56.420913
NPCcoin,N/A,NPC,SHA256D,0,/coins/npc/overview,/media/352130/npc.png,34491,PoW/PoS,False,939,7000000000,NPCcoin (NPC),N/A,NPC,cryptocompare,2017-12-26 13:58:56.420913
Napoleon X,N/A,NPX,N/A,0,/coins/npx/overview,/media/12318066/npx.png,187015,N/A,False,1359,N/A,Napoleon X (NPX),N/A,NPX,cryptocompare,2017-12-26 13:58:56.420913
NoirBits,N/A,NRB,SHA256,0,/coins/nrb/overview,/media/19839/nrb.png,4576,PoW,False,172,50000000,NoirBits (NRB),N/A,NRB,cryptocompare,2017-12-26 13:58:56.420913
Neurocoin,N/A,NRC,PoS,0,/coins/nrc/overview,/media/1382604/nrc.png,44001,PoS,False,1082,N/A,Neurocoin (NRC),N/A,NRC,cryptocompare,2017-12-26 13:58:56.420913
Doc.ai Neuron,N/A,NRN,N/A,1,/coins/nrn/overview,/media/12318047/nrn.png,307406,N/A,False,1589,860000000,Doc.ai Neuron (NRN),N/A,NRN,cryptocompare,2017-12-26 13:58:56.420913
Neuro,N/A,NRO,SHA256,0,/coins/nro/overview,/media/16746592/nro.png,447315,PoW/PoS,False,1943,20000000,Neuro (NRO),N/A,NRO,cryptocompare,2017-12-26 13:58:56.420913
NoirShares,N/A,NRS,Scrypt,0,/coins/nrs/overview,/media/19834/nrs.png,4578,PoW/PoS,False,174,5000000,NoirShares (NRS),N/A,NRS,cryptocompare,2017-12-26 13:58:56.420913
NuShares,N/A,NSR,N/A,0,/coins/nsr/overview,/media/20378/nsr.png,5295,PoS,False,264,1000000000,NuShares (NSR),N/A,NSR,cryptocompare,2017-12-26 13:58:56.420913
NineElevenTruthCoin,N/A,NTC,Scrypt,0,/coins/ntc/overview,/media/351631/ntc.png,29366,PoW/PoS,False,802,N/A,NineElevenTruthCoin (NTC),N/A,NTC,cryptocompare,2017-12-26 13:58:56.420913
NeptuneClassic,N/A,NTCC,X11,0,/coins/ntcc/overview,/media/1382346/ntcc.png,41819,PoW/PoS,False,1036,250000000,NeptuneClassic (NTCC),N/A,NTCC,cryptocompare,2017-12-26 13:58:56.420913
Neurotoken,N/A,NTK,N/A,0,/coins/ntk/overview,/media/16746560/ntk.png,439180,N/A,False,1936,100000000,Neurotoken (NTK),N/A,NTK,cryptocompare,2017-12-26 13:58:56.420913
NetM,N/A,NTM,Scrypt,0,/coins/ntm/overview,/media/12318286/ntm.png,338156,PoW,False,1678,101318932073.89769,NetM (NTM),N/A,NTM,cryptocompare,2017-12-26 13:58:56.420913
Fujinto,N/A,NTO,N/A,0,/coins/nto/overview,/media/12318293/nto.png,339406,N/A,False,1685,400000000,Fujinto (NTO),N/A,NTO,cryptocompare,2017-12-26 13:58:56.420913
Neutron,N/A,NTRN,SHA256,0,/coins/ntrn/overview,/media/12318281/ntrn.png,5301,PoW/PoS,False,270,68000000,Neutron (NTRN),N/A,NTRN,cryptocompare,2017-12-26 13:58:56.420913
NubisCoin,N/A,NUBIS,SHA256D,0,/coins/nubis/overview,/media/351759/nubis.png,30393,PoW/PoS,False,859,N/A,NubisCoin (NUBIS),N/A,NUBIS,cryptocompare,2017-12-26 13:58:56.420913
NukeCoin,N/A,NUKE,PoS,0,/coins/nuke/overview,/media/1382626/nuke.png,44799,PoS,False,1087,2778196,NukeCoin (NUKE),N/A,NUKE,cryptocompare,2017-12-26 13:58:56.420913
Nuls,N/A,NULS,N/A,0,/coins/nuls/overview,/media/14913548/nuls.png,377792,N/A,False,1823,40000000,Nuls (NULS),N/A,NULS,cryptocompare,2017-12-26 13:58:56.420913
NumbersCoin,N/A,NUM,Scrypt,0,/coins/num/overview,/media/350932/num.png,20583,PoW/PoS,False,541,N/A,NumbersCoin (NUM),N/A,NUM,cryptocompare,2017-12-26 13:58:56.420913
NovaCoin,N/A,NVC,Scrypt,0,/coins/nvc/overview,/media/20713/nvc.png,4579,PoW/PoS,False,175,N/A,NovaCoin (NVC),N/A,NVC,cryptocompare,2017-12-26 13:58:56.420913
NVO,N/A,NVST,N/A,0,/coins/nvst/overview,/media/1383732/nvst.png,178885,N/A,False,1303,30000000,NVO (NVST),N/A,NVST,cryptocompare,2017-12-26 13:58:56.420913
Nexium,N/A,NXC,N/A,0,/coins/nxc/overview,/media/352248/nxc.png,35678,N/A,False,964,100000000,Nexium (NXC),N/A,NXC,cryptocompare,2017-12-26 13:58:56.420913
NXEcoin,N/A,NXE,NIST5,0,/coins/nxe/overview,/media/351070/nxe.png,22240,PoW/PoS,False,645,2200000,NXEcoin (NXE),N/A,NXE,cryptocompare,2017-12-26 13:58:56.420913
Nexus,N/A,NXS,SHA3,0,/coins/nxs/overview,/media/1382387/nexus.jpg,6103,PoW/nPoS,False,390,78000000,Nexus (NXS),N/A,NXS,cryptocompare,2017-12-26 13:58:56.420913
Nxt,N/A,NXT,PoS,1,/coins/nxt/overview,/media/20627/nxt.png,1183,PoS/LPoS,False,6,1000000000,Nxt (NXT),N/A,NXT,cryptocompare,2017-12-26 13:58:56.420913
NXTI,N/A,NXTI,N/A,0,/coins/nxti/overview,/media/20376/nxti.png,3650,N/A,False,30,N/A,NXTI (NXTI),N/A,NXTI,cryptocompare,2017-12-26 13:58:56.420913
NXTTY,N/A,NXTTY,N/A,0,/coins/nxtty/overview,/media/20379/nxtty.png,5360,N/A,False,328,0,NXTTY (NXTTY),N/A,NXTTY,cryptocompare,2017-12-26 13:58:56.420913
NyanCoin,N/A,NYAN,Scrypt,0,/coins/nyan/overview,/media/19842/nyan.png,4581,PoW,False,177,337000,NyanCoin (NYAN),N/A,NYAN,cryptocompare,2017-12-26 13:58:56.420913
NewYorkCoin,N/A,NYC,Scrypt,0,/coins/nyc/overview,/media/9350762/nyc.png,247232,PoW,False,1532,10000000000,NewYorkCoin (NYC),N/A,NYC,cryptocompare,2017-12-26 13:58:56.420913
NewZealandCoin,N/A,NZC,Scrypt,0,/coins/nzc/overview,/media/351366/nzc.png,24892,PoW,False,696,335800000,NewZealandCoin (NZC),N/A,NZC,cryptocompare,2017-12-26 13:58:56.420913
