Id,Id,Id.1,close,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
0,0.0,0.0,0.0,1,JordanManual,CCCAGG,0.0,0.0,0.0,HODL,1341619200,2017-12-28 08:22:03.743049,0.0,0.0
1,1.0,1.0,0.0,1,JordanManual,CCCAGG,0.0,0.0,0.0,HODL,1341878400,2017-12-28 08:22:03.743049,0.0,0.0
2,2.0,2.0,0.0,1,JordanManual,CCCAGG,0.0,0.0,0.0,HODL,1342137600,2017-12-28 08:22:03.743049,0.0,0.0
3,3.0,3.0,0.0,1,JordanManual,CCCAGG,0.0,0.0,0.0,HODL,1342396800,2017-12-28 08:22:03.743049,0.0,0.0
4,4.0,4.0,0.0,1,JordanManual,CCCAGG,0.0,0.0,0.0,HODL,1342656000,2017-12-28 08:22:03.743049,0.0,0.0
5,5.0,5.0,0.0,1,JordanManual,CCCAGG,0.0,0.0,0.0,HODL,1342915200,2017-12-28 08:22:03.743049,0.0,0.0
6,6.0,6.0,0.0,1,JordanManual,CCCAGG,0.0,0.0,0.0,HODL,1343174400,2017-12-28 08:22:03.743049,0.0,0.0
7,7.0,7.0,0.0,1,JordanManual,CCCAGG,0.0,0.0,0.0,HODL,1343433600,2017-12-28 08:22:03.743049,0.0,0.0
8,8.0,8.0,0.0,1,JordanManual,CCCAGG,0.0,0.0,0.0,HODL,1343692800,2017-12-28 08:22:03.743049,0.0,0.0
9,9.0,9.0,0.0,1,JordanManual,CCCAGG,0.0,0.0,0.0,HODL,1343952000,2017-12-28 08:22:03.743049,0.0,0.0
10,10.0,10.0,0.0,1,JordanManual,CCCAGG,0.0,0.0,0.0,HODL,1344211200,2017-12-28 08:22:03.743049,0.0,0.0
11,11.0,11.0,0.0,1,JordanManual,CCCAGG,0.0,0.0,0.0,HODL,1344470400,2017-12-28 08:22:03.743049,0.0,0.0
12,12.0,12.0,0.0,1,JordanManual,CCCAGG,0.0,0.0,0.0,HODL,1344729600,2017-12-28 08:22:03.743049,0.0,0.0
