Comments,Followers,PageViews,Points,Posts,socialsource,source,symbol,symbol_id,timestamp_api_call
158.0,231.0,49423,10980.0,145.0,CryptoCompare,cryptocompare,BT2,364348,2017-12-30 17:56:21.705722
20.0,90.0,7224,6225.0,151.0,CryptoCompare,cryptocompare,BTA,16125,2017-12-30 17:55:44.487340
1.0,16.0,2345,510.0,4.0,CryptoCompare,cryptocompare,BTB,4399,2017-12-30 17:56:32.955898
61704,42761,16126794,2450815,30590,CryptoCompare,cryptocompare,BTC,1182,2017-12-30 19:50:37.610649
61598.0,42739.0,16116257,2448080.0,30545.0,CryptoCompare,cryptocompare,BTC,1182,2017-12-30 17:32:32.840407
61617.0,42742.0,16118398,2448495.0,30551.0,CryptoCompare,cryptocompare,BTC,1182,2017-12-30 17:55:41.432775
8.0,19.0,1624,655.0,4.0,CryptoCompare,cryptocompare,BTCA,531559,2017-12-30 17:56:42.890928
4.0,212.0,30924,5615.0,11.0,CryptoCompare,cryptocompare,BTCD,4400,2017-12-30 17:56:32.927163
,1.0,114,25.0,,CryptoCompare,cryptocompare,BTCE,463700,2017-12-30 17:56:39.106793
,4.0,562,100.0,,CryptoCompare,cryptocompare,BTCL,486837,2017-12-30 17:56:39.218365
,1.0,143,25.0,,CryptoCompare,cryptocompare,BTCL*,29370,2017-12-30 17:56:09.039857
4.0,31.0,4575,940.0,5.0,CryptoCompare,cryptocompare,BTCM,429400,2017-12-30 17:56:30.521864
2.0,13.0,3130,370.0,1.0,CryptoCompare,cryptocompare,BTCR,28764,2017-12-30 17:56:08.455672
52.0,193.0,29666,6495.0,46.0,CryptoCompare,cryptocompare,BTCRED,371064,2017-12-30 17:56:24.790549
2.0,20.0,3241,595.0,3.0,CryptoCompare,cryptocompare,BTCRY,5344,2017-12-30 17:56:43.678736
,20.0,2463,500.0,,CryptoCompare,cryptocompare,BTCS,71321,2017-12-30 17:56:49.943386
21.0,167.0,17763,5510.0,45.0,CryptoCompare,cryptocompare,BTCZ,327184,2017-12-30 17:56:15.635895
,15.0,2238,375.0,,CryptoCompare,cryptocompare,BTD,28089,2017-12-30 17:56:03.237956
,0.0,299,0.0,,CryptoCompare,cryptocompare,BTDX,362846,2017-12-30 17:56:20.778062
7.0,99.0,14217,2895.0,14.0,CryptoCompare,cryptocompare,BTE,4401,2017-12-30 17:56:32.132440
1226.0,1935.0,458294,80810.0,807.0,CryptoCompare,cryptocompare,BTG,347235,2017-12-30 17:56:19.076899
5.0,34.0,8017,1125.0,9.0,CryptoCompare,cryptocompare,BTG*,4402,2017-12-30 17:56:32.063365
6.0,7.0,1606,310.0,3.0,CryptoCompare,cryptocompare,BTLC,33522,2017-12-30 17:56:16.296258
5.0,56.0,8457,1650.0,8.0,CryptoCompare,cryptocompare,BTM,4403,2017-12-30 17:56:32.660649
8.0,66.0,6679,2280.0,22.0,CryptoCompare,cryptocompare,BTM*,218008,2017-12-30 17:55:53.483547
,3.0,495,75.0,,CryptoCompare,cryptocompare,BTMI,5404,2017-12-30 17:56:45.919972
,3.0,734,100.0,1.0,CryptoCompare,cryptocompare,BTPL,182346,2017-12-30 17:55:45.114387
,29.0,2116,750.0,1.0,CryptoCompare,cryptocompare,BTQ,8763,2017-12-30 17:56:51.910040
305.0,1472.0,152284,45575.0,229.0,CryptoCompare,cryptocompare,BTS,5039,2017-12-30 17:56:40.059691
,6.0,436,150.0,,CryptoCompare,cryptocompare,BTTF,33945,2017-12-30 17:56:16.857498
56.0,197.0,24421,6510.0,41.0,CryptoCompare,cryptocompare,BTX,198983,2017-12-30 17:55:48.624293
2.0,35.0,5187,945.0,2.0,CryptoCompare,cryptocompare,BTX*,6113,2017-12-30 17:56:48.662150
,19.0,1604,525.0,2.0,CryptoCompare,cryptocompare,BTZ,42843,2017-12-30 17:56:30.166381
,7.0,886,200.0,1.0,CryptoCompare,cryptocompare,BUCKS,66685,2017-12-30 17:56:50.286213
,7.0,638,175.0,,CryptoCompare,cryptocompare,BUCKS*,7481,2017-12-30 17:56:50.571805
,7.0,941,200.0,1.0,CryptoCompare,cryptocompare,BUK,4404,2017-12-30 17:56:32.300931
1.0,2.0,996,110.0,2.0,CryptoCompare,cryptocompare,BULLS,35821,2017-12-30 17:56:19.675006
162.0,909.0,91305,27945.0,144.0,CryptoCompare,cryptocompare,BURST,5286,2017-12-30 17:56:41.694606
8.0,50.0,6825,1530.0,8.0,CryptoCompare,cryptocompare,BUZZ,28893,2017-12-30 17:56:10.320648
,11.0,927,275.0,,CryptoCompare,cryptocompare,BVC,48800,2017-12-30 17:56:39.370054
,9.0,5175,250.0,1.0,CryptoCompare,cryptocompare,BWK,453855,2017-12-30 17:56:35.255638
,7.0,967,175.0,,CryptoCompare,cryptocompare,BXC,45031,2017-12-30 17:56:33.538374
,45.0,3254,1175.0,2.0,CryptoCompare,cryptocompare,BXT,28208,2017-12-30 17:56:03.574029
,29.0,3168,750.0,1.0,CryptoCompare,cryptocompare,BYC,5308,2017-12-30 17:56:43.665104
,2.0,85,50.0,,CryptoCompare,cryptocompare,BamitCoin,35407,2017-12-30 17:56:19.910911
,15.0,1908,425.0,2.0,CryptoCompare,cryptocompare,C2,5396,2017-12-30 17:56:45.632935
25.0,142.0,9268,4200.0,16.0,CryptoCompare,cryptocompare,C20,339632,2017-12-30 17:56:17.641777
,7.0,504,175.0,,CryptoCompare,cryptocompare,CAB,20212,2017-12-30 17:55:49.236735
,5.0,328,125.0,,CryptoCompare,cryptocompare,CABS,196986,2017-12-30 17:55:48.244545
3.0,30.0,2815,1005.0,9.0,CryptoCompare,cryptocompare,CABS*,357413,2017-12-30 17:56:19.934658
,11.0,890,300.0,1.0,CryptoCompare,cryptocompare,CACH,4405,2017-12-30 17:56:32.694629
4.0,36.0,4489,1190.0,10.0,CryptoCompare,cryptocompare,CAG,341422,2017-12-30 17:56:18.071210
,7.0,566,175.0,,CryptoCompare,cryptocompare,CAIX,4406,2017-12-30 17:56:33.084876
3.0,10.0,2636,305.0,1.0,CryptoCompare,cryptocompare,CALC,30029,2017-12-30 17:56:10.670032
,3.0,396,75.0,,CryptoCompare,cryptocompare,CAM,5398,2017-12-30 17:56:46.005992
0.0,45.0,2587,1275.0,6.0,CryptoCompare,cryptocompare,CAN*,327632,2017-12-30 17:56:14.497076
12.0,304.0,26434,8495.0,31.0,CryptoCompare,cryptocompare,CANN,4407,2017-12-30 17:56:33.125963
,7.0,938,175.0,,CryptoCompare,cryptocompare,CAP,4408,2017-12-30 17:56:33.090105
82.0,186.0,18537,6945.0,59.0,CryptoCompare,cryptocompare,CAPP,306304,2017-12-30 17:56:12.817436
3.0,49.0,3376,1380.0,5.0,CryptoCompare,cryptocompare,CARBON,21382,2017-12-30 17:55:53.821840
93.0,133.0,19476,5780.0,61.0,CryptoCompare,cryptocompare,CAS,319254,2017-12-30 17:56:12.799832
,14.0,3261,400.0,2.0,CryptoCompare,cryptocompare,CASH,4409,2017-12-30 17:56:32.605975
7.0,59.0,3555,1670.0,5.0,CryptoCompare,cryptocompare,CASH*,222436,2017-12-30 17:56:04.028161
18.0,134.0,9814,4080.0,22.0,CryptoCompare,cryptocompare,CAT,194567,2017-12-30 17:55:46.453306
38.0,450.0,41617,12230.0,24.0,CryptoCompare,cryptocompare,CAT*,185689,2017-12-30 17:55:45.340513
1.0,25.0,3420,660.0,1.0,CryptoCompare,cryptocompare,CAT1,4410,2017-12-30 17:56:32.499840
9.0,74.0,3599,2340.0,16.0,CryptoCompare,cryptocompare,CAV,340776,2017-12-30 17:56:17.966968
,9.0,1017,225.0,,CryptoCompare,cryptocompare,CBD,33008,2017-12-30 17:56:15.787857
14.0,28.0,1928,2215.0,55.0,CryptoCompare,cryptocompare,CBX,4411,2017-12-30 17:56:32.387446
,21.0,3617,525.0,,CryptoCompare,cryptocompare,CC,5367,2017-12-30 17:56:45.379550
,18.0,3247,550.0,4.0,CryptoCompare,cryptocompare,CCC,210595,2017-12-30 17:55:52.786759
,42.0,2238,1150.0,4.0,CryptoCompare,cryptocompare,CCN,4412,2017-12-30 17:56:32.585137
,3.0,224,75.0,,CryptoCompare,cryptocompare,CCOS,542719,2017-12-30 17:56:46.434450
3.0,28.0,4426,1080.0,14.0,CryptoCompare,cryptocompare,CCRB,35818,2017-12-30 17:56:19.851421
1.0,21.0,2274,685.0,6.0,CryptoCompare,cryptocompare,CCT*,301191,2017-12-30 17:56:10.573065
,4.0,912,100.0,,CryptoCompare,cryptocompare,CCX,34851,2017-12-30 17:56:19.236744
2.0,32.0,3291,1170.0,14.0,CryptoCompare,cryptocompare,CDN,52015,2017-12-30 17:56:40.020792
2.0,109.0,14751,3145.0,16.0,CryptoCompare,cryptocompare,CDT,177139,2017-12-30 17:55:45.243613
1.0,19.0,5527,535.0,2.0,CryptoCompare,cryptocompare,CDX,26113,2017-12-30 17:56:03.256950
,3.0,260,100.0,1.0,CryptoCompare,cryptocompare,CDX*,412267,2017-12-30 17:56:27.828786
,4.0,486,100.0,,CryptoCompare,cryptocompare,CELL,5297,2017-12-30 17:56:41.984328
,33.0,4246,950.0,5.0,CryptoCompare,cryptocompare,CESC,6104,2017-12-30 17:56:47.252958
,6.0,660,150.0,,CryptoCompare,cryptocompare,CETI,3644,2017-12-30 17:56:21.466962
,12.0,1017,350.0,2.0,CryptoCompare,cryptocompare,CF,30119,2017-12-30 17:56:11.469141
,7.0,913,175.0,,CryptoCompare,cryptocompare,CFC,30123,2017-12-30 17:56:10.356885
2.0,6.0,1080,245.0,3.0,CryptoCompare,cryptocompare,CFD,379232,2017-12-30 17:56:24.360408
11.0,147.0,14946,4210.0,17.0,CryptoCompare,cryptocompare,CFI,136984,2017-12-30 17:55:43.695530
1.0,19.0,2311,560.0,3.0,CryptoCompare,cryptocompare,CFT,182258,2017-12-30 17:55:45.510931
,23.0,2517,575.0,,CryptoCompare,cryptocompare,CFT*,241536,2017-12-30 17:56:02.475587
1.0,5.0,1088,160.0,1.0,CryptoCompare,cryptocompare,CGA,20911,2017-12-30 17:55:53.140219
,3.0,338,75.0,,CryptoCompare,cryptocompare,CHA,7580,2017-12-30 17:56:50.925057
5.0,31.0,5716,1000.0,7.0,CryptoCompare,cryptocompare,CHAO,41974,2017-12-30 17:56:27.949823
,6.0,934,150.0,,CryptoCompare,cryptocompare,CHASH,3648,2017-12-30 17:56:21.603529
1.0,3.0,716,110.0,1.0,CryptoCompare,cryptocompare,CHAT,52008,2017-12-30 17:56:40.331680
35.0,230.0,37296,7150.0,42.0,CryptoCompare,cryptocompare,CHC,56249,2017-12-30 17:56:46.468863
,52.0,2808,1350.0,2.0,CryptoCompare,cryptocompare,CHESS,22407,2017-12-30 17:55:59.935716
,8.0,1374,250.0,2.0,CryptoCompare,cryptocompare,CHIEF,37214,2017-12-30 17:56:25.220854
,3.0,284,75.0,0.0,CryptoCompare,cryptocompare,CHILD,5377,2017-12-30 17:56:45.684277
,5.0,1031,150.0,1.0,CryptoCompare,cryptocompare,CHIP,8696,2017-12-30 17:56:51.853058
,1.0,51,25.0,,CryptoCompare,cryptocompare,CHIPS*,517603,2017-12-30 17:56:39.951668
4.0,7.0,607,315.0,4.0,CryptoCompare,cryptocompare,CHOOF,31002,2017-12-30 17:56:12.347579
,3.0,982,75.0,,CryptoCompare,cryptocompare,CIN,4413,2017-12-30 17:56:32.686225
,2.0,243,50.0,,CryptoCompare,cryptocompare,CINNI,4414,2017-12-30 17:56:32.751737
,2.0,308,50.0,,CryptoCompare,cryptocompare,CIR,43598,2017-12-30 17:56:31.952178
,3.0,729,75.0,,CryptoCompare,cryptocompare,CIRC,7484,2017-12-30 17:56:50.593054
,5.0,656,175.0,2.0,CryptoCompare,cryptocompare,CIX,328667,2017-12-30 17:56:14.378705
2.0,32.0,4229,845.0,1.0,CryptoCompare,cryptocompare,CJ,23734,2017-12-30 17:56:01.037780
,4.0,288,100.0,,CryptoCompare,cryptocompare,CJC,58125,2017-12-30 17:56:46.373271
,16.0,788,450.0,2.0,CryptoCompare,cryptocompare,CJT,382617,2017-12-30 17:56:25.267398
,5.0,439,125.0,,CryptoCompare,cryptocompare,CKC,22207,2017-12-30 17:56:03.677996
12.0,155.0,12997,4670.0,27.0,CryptoCompare,cryptocompare,CLAM,4416,2017-12-30 17:56:32.630199
1.0,27.0,3593,785.0,4.0,CryptoCompare,cryptocompare,CLD,370606,2017-12-30 17:56:23.166652
,6.0,393,150.0,,CryptoCompare,cryptocompare,CLICK,42680,2017-12-30 17:56:30.401905
,2.0,670,100.0,2.0,CryptoCompare,cryptocompare,CLINT,22191,2017-12-30 17:56:04.169080
41.0,339.0,31321,10010.0,45.0,CryptoCompare,cryptocompare,CLOAK,4417,2017-12-30 17:56:32.470003
,14.0,1762,350.0,,CryptoCompare,cryptocompare,CLOUT,340816,2017-12-30 17:56:18.646529
,2.0,323,50.0,0.0,CryptoCompare,cryptocompare,CLR,4418,2017-12-30 17:56:32.760608
4.0,83.0,12568,2415.0,12.0,CryptoCompare,cryptocompare,CLUB,15869,2017-12-30 17:55:44.928950
,2.0,673,50.0,,CryptoCompare,cryptocompare,CLUD,21359,2017-12-30 17:55:53.028584
,2.0,430,50.0,,CryptoCompare,cryptocompare,CLV,13074,2017-12-30 17:55:42.031222
,38.0,4555,1000.0,2.0,CryptoCompare,cryptocompare,CMC,4419,2017-12-30 17:56:33.062224
3.0,21.0,3259,705.0,6.0,CryptoCompare,cryptocompare,CMP,176004,2017-12-30 17:55:44.981616
1.0,23.0,2424,760.0,7.0,CryptoCompare,cryptocompare,CMPCO,228090,2017-12-30 17:55:59.925755
1.0,24.0,2366,660.0,2.0,CryptoCompare,cryptocompare,CMS,374358,2017-12-30 17:56:23.910042
1.0,13.0,4006,485.0,6.0,CryptoCompare,cryptocompare,CMT,22354,2017-12-30 17:55:59.232494
3.0,16.0,1615,605.0,7.0,CryptoCompare,cryptocompare,CMT*,439963,2017-12-30 17:56:33.171537
,13.0,500,550.0,9.0,CryptoCompare,cryptocompare,CNBC,431621,2017-12-30 17:56:31.075117
,21.0,3761,550.0,1.0,CryptoCompare,cryptocompare,CNC,4420,2017-12-30 17:56:33.261271
3.0,179.0,17937,5105.0,24.0,CryptoCompare,cryptocompare,CND,338070,2017-12-30 17:56:17.389117
4.0,45.0,8582,1340.0,7.0,CryptoCompare,cryptocompare,CND*,37746,2017-12-30 17:56:24.129586
,0.0,314,0.0,0.0,CryptoCompare,cryptocompare,CNL,4421,2017-12-30 17:56:32.819095
,2.0,285,50.0,,CryptoCompare,cryptocompare,CNMT,25825,2017-12-30 17:56:02.579091
,11.0,1297,300.0,1.0,CryptoCompare,cryptocompare,CNO,42438,2017-12-30 17:56:28.803038
1.0,58.0,4854,1535.0,3.0,CryptoCompare,cryptocompare,CNT,70365,2017-12-30 17:56:50.483672
30.0,55.0,6728,2200.0,21.0,CryptoCompare,cryptocompare,CNX,289715,2017-12-30 17:56:08.052396
,2.0,208,50.0,,CryptoCompare,cryptocompare,COAL,453581,2017-12-30 17:56:34.616380
23.0,207.0,21286,6105.0,28.0,CryptoCompare,cryptocompare,COB,234811,2017-12-30 17:56:00.439742
,4.0,604,100.0,,CryptoCompare,cryptocompare,COC,30925,2017-12-30 17:56:12.764413
1.0,14.0,3716,410.0,2.0,CryptoCompare,cryptocompare,COE,201701,2017-12-30 17:55:49.689824
,17.0,1653,425.0,,CryptoCompare,cryptocompare,COFI,436320,2017-12-30 17:56:32.175523
1.0,52.0,2696,1335.0,1.0,CryptoCompare,cryptocompare,COIN,384859,2017-12-30 17:56:25.120678
,10.0,1089,250.0,,CryptoCompare,cryptocompare,COIN*,20714,2017-12-30 17:55:52.208698
17.0,67.0,5104,2120.0,11.0,CryptoCompare,cryptocompare,COLX,20903,2017-12-30 17:55:53.230442
,4.0,1115,100.0,,CryptoCompare,cryptocompare,COMM,4422,2017-12-30 17:56:32.524992
,8.0,1158,200.0,,CryptoCompare,cryptocompare,CON,12985,2017-12-30 17:55:42.412878
,4.0,577,100.0,0.0,CryptoCompare,cryptocompare,COOL,4423,2017-12-30 17:56:33.186072
5.0,100.0,4302,2650.0,4.0,CryptoCompare,cryptocompare,COR,179980,2017-12-30 17:55:45.078365
,4.0,658,100.0,,CryptoCompare,cryptocompare,CORAL,35232,2017-12-30 17:56:19.371702
,13.0,1276,350.0,1.0,CryptoCompare,cryptocompare,CORE,205549,2017-12-30 17:55:51.012714
14.0,172.0,22531,4940.0,20.0,CryptoCompare,cryptocompare,COSS,186335,2017-12-30 17:55:46.071629
8.0,67.0,4690,2430.0,27.0,CryptoCompare,cryptocompare,COV,338426,2017-12-30 17:56:18.121092
,2.0,657,50.0,,CryptoCompare,cryptocompare,COV*,28151,2017-12-30 17:56:06.139722
10.0,87.0,7430,2700.0,17.0,CryptoCompare,cryptocompare,COVAL,28276,2017-12-30 17:56:03.357522
1.0,9.0,1316,285.0,2.0,CryptoCompare,cryptocompare,COX,22326,2017-12-30 17:55:59.005332
8.0,47.0,5934,1580.0,13.0,CryptoCompare,cryptocompare,CPAY,345674,2017-12-30 17:56:18.953257
2.0,64.0,8103,1795.0,7.0,CryptoCompare,cryptocompare,CPC,15282,2017-12-30 17:55:44.579222
,4.0,715,100.0,,CryptoCompare,cryptocompare,CQST,37195,2017-12-30 17:56:22.769366
,3.0,328,100.0,1.0,CryptoCompare,cryptocompare,CRAB,30179,2017-12-30 17:56:11.512675
,4.0,313,100.0,0.0,CryptoCompare,cryptocompare,CRACK,4424,2017-12-30 17:56:32.790633
,3.0,314,75.0,,CryptoCompare,cryptocompare,CRAFT,29711,2017-12-30 17:56:09.444395
,12.0,2064,300.0,,CryptoCompare,cryptocompare,CRAIG,4425,2017-12-30 17:56:32.482595
8.0,19.0,2437,630.0,3.0,CryptoCompare,cryptocompare,CRAVE,5304,2017-12-30 17:56:42.761728
2.0,100.0,8207,2945.0,17.0,CryptoCompare,cryptocompare,CRB,17547,2017-12-30 17:55:44.244101
,8.0,2208,225.0,1.0,CryptoCompare,cryptocompare,CRC,4426,2017-12-30 17:56:33.113015
,1.0,11,25.0,,CryptoCompare,cryptocompare,CRC*,586482,2017-12-30 17:56:46.389032
,1.0,343,75.0,2.0,CryptoCompare,cryptocompare,CRDS,392253,2017-12-30 17:56:25.947115
,8.0,1700,225.0,1.0,CryptoCompare,cryptocompare,CRE,8692,2017-12-30 17:56:51.897632
14.0,50.0,4882,1940.0,22.0,CryptoCompare,cryptocompare,CREA,48787,2017-12-30 17:56:40.267766
,3.0,674,75.0,,CryptoCompare,cryptocompare,CRED,502301,2017-12-30 17:56:39.609207
,4.0,455,125.0,1.0,CryptoCompare,cryptocompare,CREDO,382450,2017-12-30 17:56:25.466771
,8.0,3729,250.0,2.0,CryptoCompare,cryptocompare,CREVA,6451,2017-12-30 17:56:49.209266
4.0,28.0,2562,940.0,8.0,CryptoCompare,cryptocompare,CRM,202049,2017-12-30 17:55:50.507984
,2.0,254,50.0,,CryptoCompare,cryptocompare,CRNK,30121,2017-12-30 17:56:11.835100
,11.0,1818,275.0,,CryptoCompare,cryptocompare,CRPS,41590,2017-12-30 17:56:27.974748
1.0,25.0,2574,685.0,2.0,CryptoCompare,cryptocompare,CRTM,255489,2017-12-30 17:56:05.569500
1.0,72.0,10159,1885.0,3.0,CryptoCompare,cryptocompare,CRW,7586,2017-12-30 17:56:51.029304
,6.0,1194,150.0,,CryptoCompare,cryptocompare,CRX,25613,2017-12-30 17:56:02.588746
,16.0,2427,450.0,2.0,CryptoCompare,cryptocompare,CRYPT,4427,2017-12-30 17:56:32.923413
,3.0,278,75.0,,CryptoCompare,cryptocompare,CS,35813,2017-12-30 17:56:19.482331
,21.0,2285,575.0,2.0,CryptoCompare,cryptocompare,CSC,4428,2017-12-30 17:56:32.442153
,6.0,580,175.0,1.0,CryptoCompare,cryptocompare,CSH,31004,2017-12-30 17:56:12.243685
,6.0,437,200.0,2.0,CryptoCompare,cryptocompare,CSMIC,34215,2017-12-30 17:56:18.203093
25.0,105.0,17939,3475.0,24.0,CryptoCompare,cryptocompare,CSNO,202714,2017-12-30 17:55:49.868649
,3.0,245,100.0,1.0,CryptoCompare,cryptocompare,CSTL,400432,2017-12-30 17:56:26.679898
,10.0,1790,275.0,1.0,CryptoCompare,cryptocompare,CTC,28083,2017-12-30 17:56:03.333895
,10.0,1053,250.0,,CryptoCompare,cryptocompare,CTIC,79887,2017-12-30 17:56:51.512630
,18.0,2562,500.0,2.0,CryptoCompare,cryptocompare,CTO,6117,2017-12-30 17:56:48.724918
40.0,246.0,25386,7625.0,43.0,CryptoCompare,cryptocompare,CTR,225277,2017-12-30 17:55:59.898903
,9.0,1160,225.0,,CryptoCompare,cryptocompare,CTT,206009,2017-12-30 17:55:51.413075
9.0,57.0,8953,1965.0,18.0,CryptoCompare,cryptocompare,CTX,278056,2017-12-30 17:56:03.037740
5.0,18.0,2616,650.0,6.0,CryptoCompare,cryptocompare,CUBE,20688,2017-12-30 17:55:52.420611
,91.0,6485,2400.0,5.0,CryptoCompare,cryptocompare,CURE,5387,2017-12-30 17:56:45.696666
308.0,1763.0,236142,51705.0,182.0,CryptoCompare,cryptocompare,CVC,139467,2017-12-30 17:55:43.500594
3.0,30.0,1605,930.0,6.0,CryptoCompare,cryptocompare,CVCOIN,188400,2017-12-30 17:55:46.178584
,1.0,40,50.0,1.0,CryptoCompare,cryptocompare,CWV,446121,2017-12-30 17:56:33.373186
,,10,,,CryptoCompare,cryptocompare,CWX,584861,2017-12-30 17:56:46.405109
,9.0,1297,250.0,1.0,CryptoCompare,cryptocompare,CWXT,43265,2017-12-30 17:56:30.255510
,2.0,348,50.0,0.0,CryptoCompare,cryptocompare,CXC,4415,2017-12-30 17:56:32.278994
4.0,29.0,3807,965.0,8.0,CryptoCompare,cryptocompare,CXT,63308,2017-12-30 17:56:50.036786
1.0,5.0,2033,185.0,2.0,CryptoCompare,cryptocompare,CYC,5392,2017-12-30 17:56:45.864460
,4.0,305,100.0,,CryptoCompare,cryptocompare,CYG,21213,2017-12-30 17:55:52.419558
,6.0,620,150.0,,CryptoCompare,cryptocompare,CYP,5354,2017-12-30 17:56:44.711526
,4.0,563,100.0,,CryptoCompare,cryptocompare,CYT,21706,2017-12-30 17:55:53.477946
,4.0,775,100.0,,CryptoCompare,cryptocompare,CZC,327250,2017-12-30 17:56:14.229106
,8.0,897,225.0,1.0,CryptoCompare,cryptocompare,DANK,3640,2017-12-30 17:56:21.028336
13.0,50.0,6450,1830.0,18.0,CryptoCompare,cryptocompare,DAR,32694,2017-12-30 17:56:14.809434
,7.0,863,175.0,,CryptoCompare,cryptocompare,DARK,61066,2017-12-30 17:56:48.197938
5.0,39.0,5605,1200.0,7.0,CryptoCompare,cryptocompare,DAS,194399,2017-12-30 17:55:46.503999
1234.0,11719.0,1305600,332340.0,1081.0,CryptoCompare,cryptocompare,DASH,3807,2017-12-30 17:56:24.099225
26.0,163.0,15745,5410.0,43.0,CryptoCompare,cryptocompare,DAT,335505,2017-12-30 17:56:16.146168
280.0,341.0,59778,16075.0,190.0,CryptoCompare,cryptocompare,DATA,369151,2017-12-30 17:56:22.267611
,4.0,385,100.0,,CryptoCompare,cryptocompare,DAXX,453647,2017-12-30 17:56:35.800759
2.0,17.0,1011,595.0,6.0,CryptoCompare,cryptocompare,DAY,336705,2017-12-30 17:56:17.407299
,5.0,562,125.0,,CryptoCompare,cryptocompare,DB,6116,2017-12-30 17:56:48.452472
,,36,25.0,1.0,CryptoCompare,cryptocompare,DBC,586088,2017-12-30 17:56:46.861864
1.0,16.0,1744,460.0,2.0,CryptoCompare,cryptocompare,DBET,380712,2017-12-30 17:56:25.271609
,9.0,1931,225.0,,CryptoCompare,cryptocompare,DBG,21859,2017-12-30 17:55:53.766603
2.0,118.0,12609,3070.0,4.0,CryptoCompare,cryptocompare,DBIC,20198,2017-12-30 17:55:53.814771
33.0,319.0,38225,9180.0,35.0,CryptoCompare,cryptocompare,DBIX,57481,2017-12-30 17:56:46.731476
,4.0,412,100.0,,CryptoCompare,cryptocompare,DBR,394055,2017-12-30 17:56:26.163124
,17.0,2418,475.0,2.0,CryptoCompare,cryptocompare,DBTC,20726,2017-12-30 17:55:52.463731
,10.0,1232,250.0,,CryptoCompare,cryptocompare,DCC,6114,2017-12-30 17:56:48.617990
,3.0,1821,100.0,1.0,CryptoCompare,cryptocompare,DCK,28229,2017-12-30 17:56:06.400265
73.0,342.0,35182,11205.0,77.0,CryptoCompare,cryptocompare,DCN,218906,2017-12-30 17:55:53.606863
68.0,1324.0,116225,35280.0,60.0,CryptoCompare,cryptocompare,DCR,16713,2017-12-30 17:55:44.137963
,4.0,420,100.0,,CryptoCompare,cryptocompare,DCRE,34487,2017-12-30 17:56:18.584127
1.0,3.0,447,135.0,2.0,CryptoCompare,cryptocompare,DCS.,26129,2017-12-30 17:56:02.553012
52.0,294.0,33462,9195.0,53.0,CryptoCompare,cryptocompare,DCT,25721,2017-12-30 17:56:02.617787
3.0,40.0,3145,1355.0,13.0,CryptoCompare,cryptocompare,DCY,181373,2017-12-30 17:55:46.186284
3.0,34.0,4647,1030.0,6.0,CryptoCompare,cryptocompare,DDF,180595,2017-12-30 17:55:45.229719
,2.0,375,50.0,,CryptoCompare,cryptocompare,DEA,79849,2017-12-30 17:56:51.603942
,13.0,1013,325.0,,CryptoCompare,cryptocompare,DEB,408765,2017-12-30 17:56:26.677793
1.0,10.0,1096,285.0,1.0,CryptoCompare,cryptocompare,DEEP,301119,2017-12-30 17:56:11.930085
2.0,46.0,6043,1445.0,11.0,CryptoCompare,cryptocompare,DEM,4429,2017-12-30 17:56:32.890396
72.0,334.0,47588,11170.0,84.0,CryptoCompare,cryptocompare,DENT,141331,2017-12-30 17:55:43.411281
,8.0,429,225.0,1.0,CryptoCompare,cryptocompare,DES,22330,2017-12-30 17:56:04.205470
,9.0,1180,250.0,1.0,CryptoCompare,cryptocompare,DETH,40845,2017-12-30 17:56:25.973725
,8.0,848,225.0,1.0,CryptoCompare,cryptocompare,DEUR,21384,2017-12-30 17:55:52.865203
,8.0,1059,200.0,,CryptoCompare,cryptocompare,DFBT,198693,2017-12-30 17:55:48.217195
1.0,16.0,1745,460.0,2.0,CryptoCompare,cryptocompare,DFT,236039,2017-12-30 17:56:01.382708
8576.0,5592.0,870939,308660.0,3324.0,CryptoCompare,cryptocompare,DGB,4430,2017-12-30 17:56:32.962597
,64.0,11215,1650.0,2.0,CryptoCompare,cryptocompare,DGC,4353,2017-12-30 17:56:31.169963
14.0,182.0,21356,5165.0,19.0,CryptoCompare,cryptocompare,DGD,18907,2017-12-30 17:55:46.418153
,6.0,813,150.0,,CryptoCompare,cryptocompare,DGDC,28278,2017-12-30 17:56:03.318048
1.0,5.0,634,210.0,3.0,CryptoCompare,cryptocompare,DGMS,34496,2017-12-30 17:56:19.235997
,7.0,1187,175.0,,CryptoCompare,cryptocompare,DGORE,29904,2017-12-30 17:56:09.484609
1.0,19.0,2159,585.0,4.0,CryptoCompare,cryptocompare,DGPT,202696,2017-12-30 17:55:50.737406
3.0,50.0,10700,1505.0,9.0,CryptoCompare,cryptocompare,DICE,89572,2017-12-30 17:56:51.997254
1.0,4.0,1584,185.0,3.0,CryptoCompare,cryptocompare,DIEM,20213,2017-12-30 17:55:52.961699
1.0,7.0,1053,210.0,1.0,CryptoCompare,cryptocompare,DIGS,12192,2017-12-30 17:55:41.577428
233.0,333.0,69735,13955.0,132.0,CryptoCompare,cryptocompare,DIM,180678,2017-12-30 17:55:45.417145
15.0,113.0,14400,3500.0,21.0,CryptoCompare,cryptocompare,DIME,21365,2017-12-30 17:55:53.397743
,5.0,827,125.0,,CryptoCompare,cryptocompare,DISK,21652,2017-12-30 17:55:53.974819
