closed_issues,closed_pull_issues,closed_total_issues,created_at,fork,forks,language,last_push,last_update,open_issues,open_pull_issues,open_total_issues,parent,size,socialsource,source,stars,subscribers,symbol,symbol_id,timestamp_api_call,url
26.0,51.0,77.0,1389552788.0,false,72.0,C++,1514105325.0,1514661676.0,21.0,0.0,21,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",106094,CodeRepository,cryptocompare,155.0,92.0,DGB,4430,2017-12-30 17:56:32.921623,https://github.com/digibyte/digibyte
0.0,0.0,0.0,1423999061.0,false,0.0,C++,1423999390.0,1423999391.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4024,CodeRepository,cryptocompare,0.0,1.0,DGDC,28278,2017-12-30 17:56:03.284893,https://github.com/darkgoldcoin/darkgoldcoin
0.0,0.0,0.0,1420325082.0,false,4.0,C++,1505770909.0,1491419399.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2788,CodeRepository,cryptocompare,1.0,0.0,DGMS,34496,2017-12-30 17:56:19.192129,https://github.com/jarno83/digigems
0.0,0.0,0.0,1394693659.0,false,2.0,TypeScript,1394823086.0,1500956891.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",12788,CodeRepository,cryptocompare,2.0,1.0,DIEM,20213,2017-12-30 17:55:52.923145,https://github.com/CarpeDiemCoin/CarpeDiemLaunch
0.0,0.0,0.0,1436530293.0,false,0.0,C++,1438634171.0,1436531477.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",11168,CodeRepository,cryptocompare,0.0,1.0,DIGS,12192,2017-12-30 17:55:41.458579,https://github.com/DiggitsSquad/Diggits-Src
0.0,0.0,0.0,1387807225.0,false,9.0,TypeScript,1506443036.0,1511418555.0,4.0,0.0,4,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4964,CodeRepository,cryptocompare,4.0,5.0,DIME,21365,2017-12-30 17:55:53.320335,https://github.com/dimecoinproject/dimecoin
0.0,0.0,0.0,1475776858.0,false,0.0,C++,1475776891.0,1475776894.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",1447,CodeRepository,cryptocompare,0.0,0.0,DKC,30920,2017-12-30 17:56:12.447956,https://github.com/DarkKnightsCoin/git
0.0,0.0,0.0,1471426273.0,false,1.0,C++,1474172192.0,1471536204.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",30236,CodeRepository,cryptocompare,0.0,1.0,DLC,28776,2017-12-30 17:56:08.106811,https://github.com/dollarcoins/source
0.0,0.0,0.0,1466467138.0,false,1.0,JavaScript,1476477543.0,1514101622.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",140,CodeRepository,cryptocompare,2.0,2.0,DLISK,23743,2017-12-30 17:56:01.473459,https://github.com/DLiskProject/dlisk
0.0,0.0,0.0,1479311235.0,false,5.0,C++,1489213888.0,1479399660.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2831,CodeRepository,cryptocompare,0.0,4.0,DLR,34213,2017-12-30 17:56:19.096582,https://github.com/DOLLAR-ONLINE/DOLLAR
0.0,6.0,6.0,1505503821.0,true,6.0,C++,1514570007.0,1513676332.0,0.0,0.0,0,"{u'Url': u'https://github.com/LIMXTEC/DMDv3', u'Name': u'DMDv3', u'InternalId': -1}",100374,CodeRepository,cryptocompare,7.0,12.0,DMD,4431,2017-12-30 17:56:32.938722,https://github.com/DMDcoin/Diamond
5.0,21.0,26.0,1497313210.0,false,17.0,C++,1513729052.0,1513559041.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",61916,CodeRepository,cryptocompare,24.0,11.0,DNR,182288,2017-12-30 17:55:45.443768,https://github.com/carsenk/denarius
8.0,0.0,8.0,1492492910.0,false,15.0,Clojure,1505094915.0,1514661960.0,4.0,0.0,4,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",10790,CodeRepository,cryptocompare,66.0,18.0,DNT,177175,2017-12-30 17:55:44.499123,https://github.com/district0x/district0x-network-token
346.0,989.0,1335.0,1386329885.0,false,657.0,C++,1514655536.0,1514662326.0,59.0,12.0,71,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",116302,CodeRepository,cryptocompare,1569.0,250.0,DOGE,4432,2017-12-30 17:56:32.825775,https://github.com/dogecoin/dogecoin
0.0,7.0,7.0,1403639420.0,false,1.0,C++,1500695534.0,1484519525.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",5114,CodeRepository,cryptocompare,2.0,4.0,DON,61073,2017-12-30 17:56:48.151423,https://github.com/donationcoin-project/donationcoin
1.0,4.0,5.0,1415647147.0,false,6.0,C++,1478678169.0,1514291116.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4415,CodeRepository,cryptocompare,1.0,2.0,DOPE,28332,2017-12-30 17:56:07.147474,https://github.com/dopecoin-dev/DopeCoinV3
0.0,0.0,0.0,1417742552.0,true,5.0,C++,1503135684.0,1510196546.0,0.0,2.0,2,"{u'Url': u'https://github.com/KimDotCoin/KimDotCoin', u'Name': u'KimDotCoin', u'InternalId': -1}",7501,CodeRepository,cryptocompare,3.0,7.0,DOT,20339,2017-12-30 17:55:50.372264,https://github.com/CryptopiaNZ/DOT
0.0,0.0,0.0,1411299716.0,false,7.0,C++,1499482346.0,1419605631.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",6000,CodeRepository,cryptocompare,0.0,1.0,DP,182325,2017-12-30 17:55:45.828104,https://github.com/7vpo/DigitalPrice
0.0,0.0,0.0,1510928143.0,false,0.0,JavaScript,1511368592.0,1510928303.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",227,CodeRepository,cryptocompare,0.0,4.0,DRC*,417510,2017-12-30 17:56:27.785630,https://github.com/darico-coin/darico-contract
48.0,57.0,105.0,1471846114.0,false,100.0,Python,1511323860.0,1514673181.0,43.0,4.0,47,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",649,CodeRepository,cryptocompare,409.0,85.0,DRGN,355702,2017-12-30 17:56:19.869095,https://github.com/dragonchain/dragonchain
0.0,0.0,0.0,1508633403.0,false,0.0,C++,1508633508.0,1508633510.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",979,CodeRepository,cryptocompare,0.0,0.0,DRM8,33524,2017-12-30 17:56:17.875104,https://github.com/dream8coin/dreamcoin
0.0,0.0,0.0,1446078277.0,false,2.0,C,1446477649.0,1446078403.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4287,CodeRepository,cryptocompare,0.0,1.0,DROP,28767,2017-12-30 17:56:07.311725,https://github.com/FaucetDrop/Faucet
0.0,0.0,0.0,1472916914.0,false,1.0,,1493027583.0,1493027584.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",14016,CodeRepository,cryptocompare,1.0,1.0,DRS,33645,2017-12-30 17:56:17.071945,https://github.com/DigitalRs/source
0.0,2.0,2.0,1502106589.0,false,6.0,JavaScript,1507905817.0,1507646100.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",186,CodeRepository,cryptocompare,14.0,8.0,DRT,311829,2017-12-30 17:56:12.757391,https://github.com/Domraider/dr-token
0.0,0.0,0.0,1500906750.0,false,2.0,C++,1510460784.0,1510371450.0,2.0,0.0,2,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",1574,CodeRepository,cryptocompare,3.0,4.0,DRXNE,384953,2017-12-30 17:56:25.373611,https://github.com/droxdev/Drox
0.0,0.0,0.0,1403836469.0,true,15.0,C++,1415261828.0,1501279204.0,5.0,0.0,5,"{u'Url': u'https://github.com/amjuarez/bytecoin', u'Name': u'bytecoin', u'InternalId': 5280, u'InternalData': {u'Name': u'ByteCoin', u'Url': u'/coins/bcn/', u'Symbol': u'BCN', u'Id': 5280, u'Type': u'Webpagecoinp', u'ImageUrl': u'/media/12318404/bcn.png'}}",7955,CodeRepository,cryptocompare,26.0,10.0,DSH,20196,2017-12-30 17:55:52.811423,https://github.com/dashcoin/dashcoin
0.0,0.0,0.0,1410899344.0,false,0.0,C++,1410947438.0,1423256922.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4448,CodeRepository,cryptocompare,0.0,1.0,DT,3643,2017-12-30 17:56:21.198656,https://github.com/darktoken/darktoken
0.0,0.0,0.0,1502284644.0,true,0.0,C++,1503667762.0,1510047641.0,1.0,0.0,1,"{u'Url': u'https://github.com/datacoin-project/datacoin', u'Name': u'datacoin', u'InternalId': -1}",17425,CodeRepository,cryptocompare,2.0,1.0,DTC,369209,2017-12-30 17:56:23.752423,https://github.com/gjhiggins/datacoin
0.0,0.0,0.0,1504603132.0,false,2.0,JavaScript,1512379356.0,1513776665.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",27,CodeRepository,cryptocompare,7.0,8.0,DTT,313176,2017-12-30 17:56:12.783932,https://github.com/dreamteamgg/smart-contract
1.0,6.0,7.0,1392101866.0,false,8.0,TypeScript,1396571567.0,1396571566.0,2.0,0.0,2,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",7893,CodeRepository,cryptocompare,0.0,3.0,DUCK,56678,2017-12-30 17:56:46.476979,https://github.com/duckduckcoin/duckduckcoin
0.0,0.0,0.0,1417224686.0,true,2.0,C++,1434929105.0,1434922700.0,0.0,0.0,0,"{u'Url': u'https://github.com/parallelcoin/parallelcoin', u'Name': u'parallelcoin', u'InternalId': -1}",2922,CodeRepository,cryptocompare,0.0,3.0,DUO,73132,2017-12-30 17:56:50.324773,https://github.com/marcetin/parallelcoin
0.0,0.0,0.0,1493893433.0,false,0.0,C++,1493893612.0,1493893616.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2004,CodeRepository,cryptocompare,0.0,0.0,DUX,105206,2017-12-30 17:55:41.548795,https://github.com/duxcoindev/dux
25.0,89.0,114.0,1509378383.0,false,3.0,C++,1514651742.0,1513826002.0,4.0,0.0,4,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",76889,CodeRepository,cryptocompare,4.0,8.0,DYN,131111,2017-12-30 17:55:41.979552,https://github.com/duality-solutions/Dynamic
0.0,0.0,0.0,1435782863.0,false,3.0,C++,1435873913.0,1440186701.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3178,CodeRepository,cryptocompare,1.0,2.0,EA,45821,2017-12-30 17:56:37.150361,https://github.com/xpyxpy/EA
0.0,0.0,0.0,1485597239.0,false,3.0,C++,1485597428.0,1486611969.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2579,CodeRepository,cryptocompare,1.0,1.0,EB3,59968,2017-12-30 17:56:47.051719,https://github.com/EB3coin/EB3coin
0.0,0.0,0.0,1498712895.0,false,3.0,JavaScript,1514666607.0,1512813691.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",9917,CodeRepository,cryptocompare,15.0,7.0,EBET,345159,2017-12-30 17:56:18.832206,https://github.com/Ethbet/ethbet
3.0,0.0,3.0,1508786602.0,false,8.0,JavaScript,1510768796.0,1513689377.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",26,CodeRepository,cryptocompare,121.0,34.0,EBTC,321189,2017-12-30 17:56:12.917234,https://github.com/eBTCCommunityTrustToken/eBTC
0.0,0.0,0.0,1456566977.0,false,1.0,C,1456697821.0,1456567371.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",6976,CodeRepository,cryptocompare,0.0,1.0,EC,30367,2017-12-30 17:56:11.042258,https://github.com/EclipseCrypto/eclipse
0.0,0.0,0.0,1490533931.0,false,6.0,C++,1514486415.0,1514506931.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",7028,CodeRepository,cryptocompare,9.0,8.0,ECA,409249,2017-12-30 17:56:26.690256,https://github.com/electra01/Electra
0.0,0.0,0.0,1491756542.0,false,2.0,C++,1503916900.0,1491756733.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",68073,CodeRepository,cryptocompare,0.0,0.0,ECO,61047,2017-12-30 17:56:47.231342,https://github.com/ECOcoin-src/ECO-source
0.0,0.0,0.0,1460180193.0,false,2.0,C++,1462107046.0,1460180289.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",74430,CodeRepository,cryptocompare,0.0,1.0,EDC,22185,2017-12-30 17:55:58.941602,https://github.com/vietmarek/educoin_v2
1.0,20.0,21.0,1445807120.0,false,6.0,C,1512401462.0,1514458584.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",6351,CodeRepository,cryptocompare,7.0,10.0,EGC,15885,2017-12-30 17:55:43.838451,https://github.com/EverGreenCoinDev/EverGreenCoin
0.0,0.0,0.0,1464532476.0,false,0.0,C++,1464532689.0,1464532692.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3608,CodeRepository,cryptocompare,0.0,1.0,EKO,22328,2017-12-30 17:55:59.228919,https://github.com/ekocoin/eko
0.0,27.0,27.0,1467651513.0,false,4.0,Go,1503671362.0,1508695663.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",13495,CodeRepository,cryptocompare,4.0,5.0,ELE,30550,2017-12-30 17:56:11.439625,https://github.com/elementrem/go-elementrem
0.0,0.0,0.0,1476591888.0,false,28.0,C,1505571540.0,1512795864.0,3.0,0.0,3,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3634,CodeRepository,cryptocompare,4.0,4.0,EMB,33942,2017-12-30 17:56:18.763940,https://github.com/EmberProject/Ember
0.0,0.0,0.0,1469669070.0,true,3.0,C++,1469499007.0,1509551398.0,0.0,0.0,0,"{u'Url': u'https://github.com/emercoin/emercoin', u'Name': u'emercoin', u'InternalId': -1}",44163,CodeRepository,cryptocompare,2.0,4.0,EMC,15876,2017-12-30 17:55:42.480930,https://github.com/EvgenijM86/emercoin
0.0,0.0,0.0,1468853487.0,false,1.0,C++,1468853517.0,1473624736.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3995,CodeRepository,cryptocompare,1.0,1.0,EMIGR,29556,2017-12-30 17:56:10.311039,https://github.com/EMIRG-SHA256/Emirates-Gold-Coin-EMIRG
0.0,0.0,0.0,1463700853.0,false,1.0,C++,1463701664.0,1463701667.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2781,CodeRepository,cryptocompare,0.0,1.0,EMPC,63312,2017-12-30 17:56:49.396006,https://github.com/emporiumcoin/EmporiumCoin
0.0,0.0,0.0,1457472536.0,false,0.0,C,1457549557.0,1457472624.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4109,CodeRepository,cryptocompare,0.0,1.0,ENE,28174,2017-12-30 17:56:06.219613,https://github.com/die-ene/enecoin
0.0,0.0,0.0,1503469736.0,false,3.0,,1508338227.0,1507844426.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",23,CodeRepository,cryptocompare,12.0,8.0,ENJ,283116,2017-12-30 17:56:03.441561,https://github.com/enjin/smartcontracts
0.0,0.0,0.0,1467138560.0,false,0.0,C++,1467138591.0,1467138594.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",1978,CodeRepository,cryptocompare,0.0,1.0,ENTER,24307,2017-12-30 17:56:01.363663,https://github.com/entercoin/enter
0.0,0.0,0.0,1433477383.0,false,0.0,C++,1438317172.0,1469389454.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3108,CodeRepository,cryptocompare,1.0,1.0,EOC,44803,2017-12-30 17:56:33.359716,https://github.com/EiniaOraDev/EiniaOraNewSourceCode
0.0,0.0,0.0,1492337103.0,false,1.0,C++,1505864558.0,1502007687.0,2.0,0.0,2,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",16512,CodeRepository,cryptocompare,4.0,3.0,EQT,105263,2017-12-30 17:55:41.100929,https://github.com/equitraderdev/Equittrader
0.0,0.0,0.0,1476822993.0,false,0.0,C++,1476824999.0,1476825001.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2269,CodeRepository,cryptocompare,0.0,0.0,EQUAL,30883,2017-12-30 17:56:12.000157,https://github.com/equalcoinproject/equalcoin
0.0,0.0,0.0,1399736303.0,false,1.0,TypeScript,1435236418.0,1400327904.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2550,CodeRepository,cryptocompare,1.0,2.0,ERC,20748,2017-12-30 17:55:52.181669,https://github.com/EuropeCoinERC/ERC
0.0,0.0,0.0,1436066278.0,false,0.0,C++,1436067728.0,1436067731.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",18212,CodeRepository,cryptocompare,0.0,1.0,ERR,44749,2017-12-30 17:56:33.362635,https://github.com/error-dev/ErrorCoin
0.0,0.0,0.0,1510158210.0,false,0.0,JavaScript,1510493491.0,1510161193.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",62,CodeRepository,cryptocompare,0.0,0.0,ESC*,383878,2017-12-30 17:56:25.170351,https://github.com/ethersport-io/tokensale
4.0,7.0,11.0,1473539102.0,false,16.0,C,1514078121.0,1514564745.0,5.0,0.0,5,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",7440,CodeRepository,cryptocompare,13.0,18.0,ESP,130951,2017-12-30 17:55:43.193735,https://github.com/CryptoCoderz/Espers
2158.0,276.0,4608.0,1441653399.0,false,26.0,,1471550273.0,1513776656.0,665.0,29.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",6739,CodeRepository,cryptocompare,8.0,27.0,ETH,7605,2017-12-30 17:56:51.491066,https://github.com/ethereum/libweb3core
0.0,92.0,92.0,1399967414.0,False,528.0,Java,1514560989.0,1514638693.0,0.0,0.0,80,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",45228,CodeRepository,cryptocompare,958.0,188.0,ETH,7605,2017-12-30 17:32:32.884622,https://github.com/ethereum/ethereumj
225.0,2450.0,501.0,1387852805.0,False,557.0,Python,1514604531.0,1514671187.0,54.0,57.0,83,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",5492,CodeRepository,cryptocompare,1875.0,268.0,ETH,7605,2017-12-30 17:32:32.884622,https://github.com/ethereum/pyethereum
355.0,452.0,807.0,1388063146.0,false,3306.0,Go,1514676464.0,1514677258.0,52.0,28.0,722,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",93014,CodeRepository,cryptocompare,10839.0,1191.0,ETH,7605,2017-12-30 17:56:51.491066,https://github.com/ethereum/go-ethereum
2158,2450,4608,1441653399,false,26.0,null,1471550273,1513776656,665,57,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",6739,CodeRepository,cryptocompare,8.0,27.0,ETH,7605,2017-12-30 19:50:37.590473,https://github.com/ethereum/libweb3core
0,92,92,1387852805,false,557.0,Python,1514604531,1514680385,0,0,83,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",5492,CodeRepository,cryptocompare,1877.0,268.0,ETH,7605,2017-12-30 19:50:37.590473,https://github.com/ethereum/pyethereum
225,276,501,1388063146,false,3307.0,Go,1514676464,1514684652,54,29,722,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",93014,CodeRepository,cryptocompare,10842.0,1192.0,ETH,7605,2017-12-30 19:50:37.590473,https://github.com/ethereum/go-ethereum
355,452,807,1399967414,false,529.0,Java,1514560989,1514638693,52,28,80,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",45228,CodeRepository,cryptocompare,958.0,188.0,ETH,7605,2017-12-30 19:50:37.590473,https://github.com/ethereum/ethereumj
0.0,0.0,0.0,1458090599.0,false,1.0,C++,1458090615.0,1504641907.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2010,CodeRepository,cryptocompare,0.0,3.0,ETHS,20448,2017-12-30 17:55:50.924531,https://github.com/ETHScrypt/Ethereumscrypt
0.0,0.0,0.0,1435758794.0,false,3.0,C++,1509002771.0,1508319246.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3633,CodeRepository,cryptocompare,2.0,2.0,EUC,34849,2017-12-30 17:56:19.219277,https://github.com/martindigicom/Eurocoin
0.0,2.0,2.0,1464288796.0,false,0.0,C++,1465594337.0,1465239306.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",1898,CodeRepository,cryptocompare,0.0,1.0,EVIL,22272,2017-12-30 17:55:58.901364,https://github.com/bonpekao/bonpekao
0.0,0.0,0.0,1432584684.0,false,1.0,C++,1432847706.0,1432584712.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",15060,CodeRepository,cryptocompare,0.0,1.0,EXB,25925,2017-12-30 17:56:03.401950,https://github.com/projectxxxwarfare/ExaByte
1.0,9.0,10.0,1467847782.0,false,11.0,C++,1505048157.0,1513776658.0,3.0,0.0,3,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",29558,CodeRepository,cryptocompare,7.0,8.0,EXCL,4442,2017-12-30 17:56:32.727648,https://github.com/exclfork/ExclusiveCoin
0.0,0.0,0.0,1465852115.0,false,0.0,C++,1465854010.0,1465854013.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",1927,CodeRepository,cryptocompare,0.0,1.0,EXIT,22180,2017-12-30 17:55:58.052934,https://github.com/exitcoin/exit
0.0,20.0,20.0,1438809479.0,true,15.0,Go,1508255664.0,1513125480.0,7.0,2.0,9,"{u'Url': u'https://github.com/ethereum/go-ethereum', u'Name': u'go-ethereum', u'InternalId': 7605, u'InternalData': {u'Name': u'Ethereum', u'Url': u'/coins/eth/', u'Symbol': u'ETH', u'Id': 7605, u'Type': u'Webpagecoinp', u'ImageUrl': u'/media/20646/eth_logo.png'}}",160162,CodeRepository,cryptocompare,30.0,18.0,EXP,12194,2017-12-30 17:55:41.912223,https://github.com/expanse-org/go-expanse
0.0,2.0,2.0,1506642510.0,true,0.0,JavaScript,1508750448.0,1506642512.0,0.0,0.0,0,"{u'Url': u'https://github.com/gkucmierz/eth-interactions', u'Name': u'eth-interactions', u'InternalId': -1}",61,CodeRepository,cryptocompare,0.0,4.0,EXY,388493,2017-12-30 17:56:26.442950,https://github.com/Experty/eth-interactions
0.0,0.0,0.0,1495804660.0,false,0.0,C++,1495804686.0,1495804690.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",1912,CodeRepository,cryptocompare,0.0,0.0,F16,108099,2017-12-30 17:55:41.118187,https://github.com/f16coin/air
0.0,0.0,0.0,1489126168.0,false,0.0,C++,1489126210.0,1489126213.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3808,CodeRepository,cryptocompare,0.0,0.0,FAZZ,60409,2017-12-30 17:56:47.147855,https://github.com/fazzcoin/fazzcoin
0.0,7.0,7.0,1410387286.0,false,43.0,Go,1514480786.0,1513696192.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",7129,CodeRepository,cryptocompare,181.0,80.0,FCT,13280,2017-12-30 17:55:43.073688,https://github.com/FactomProject/FactomCode
0.0,0.0,0.0,1477900178.0,false,0.0,C++,1480130375.0,1477900279.0,1.0,0.0,1,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3214,CodeRepository,cryptocompare,0.0,0.0,FGZ,33866,2017-12-30 17:56:17.028400,https://github.com/carlcaleb43/freegamezone-source
0.0,4.0,4.0,1424619889.0,false,3.0,C,1467131556.0,1511649401.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4113,CodeRepository,cryptocompare,2.0,4.0,FIRE,29196,2017-12-30 17:56:08.369030,https://github.com/techcoincommunity/firecoin
0.0,0.0,0.0,1480156447.0,false,2.0,C++,1505721561.0,1513657806.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",1005,CodeRepository,cryptocompare,1.0,1.0,FIRST,34223,2017-12-30 17:56:18.587838,https://github.com/firstconn/firstcoin
0.0,0.0,0.0,1433195885.0,false,0.0,C,1459647924.0,1459610762.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3852,CodeRepository,cryptocompare,0.0,1.0,FIST,33526,2017-12-30 17:56:17.785185,https://github.com/FistBumpGithub/fistbump
0.0,0.0,0.0,1402804519.0,false,0.0,TypeScript,1404128950.0,1508491215.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",1952,CodeRepository,cryptocompare,3.0,3.0,FJC,29935,2017-12-30 17:56:10.473157,https://github.com/fujicoin/fujicoin
5.0,7.0,12.0,1403011714.0,true,14.0,C++,1513440321.0,1514657182.0,6.0,0.0,6,"{u'Url': u'https://github.com/litecoin-project/litecoin', u'Name': u'litecoin', u'InternalId': 3808, u'InternalData': {u'Name': u'Litecoin', u'Url': u'/coins/ltc/', u'Symbol': u'LTC', u'Id': 3808, u'Type': u'Webpagecoinp', u'ImageUrl': u'/media/19782/litecoin-logo.png'}}",60470,CodeRepository,cryptocompare,24.0,15.0,FLO,5325,2017-12-30 17:56:42.487428,https://github.com/florincoin/florincoin
0.0,2.0,2.0,1464802000.0,false,2.0,C++,1489299914.0,1489301464.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4262,CodeRepository,cryptocompare,1.0,3.0,FLVR,21878,2017-12-30 17:55:53.696565,https://github.com/flavorcoin/FlavorCoin-V2
0.0,0.0,0.0,1465782911.0,false,0.0,C++,1465928422.0,1465783046.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",3751,CodeRepository,cryptocompare,0.0,1.0,FLX,21244,2017-12-30 17:55:53.242808,https://github.com/CryptoFlashDev/Flash
0.0,0.0,0.0,1426656496.0,true,0.0,C,1428553245.0,1428553246.0,0.0,0.0,0,"{u'Url': u'https://github.com/CarsonCloak/DARK', u'Name': u'DARK', u'InternalId': -1}",5320,CodeRepository,cryptocompare,0.0,2.0,FONZ,28703,2017-12-30 17:56:08.714884,https://github.com/fonziecoin/fonzie
0.0,0.0,0.0,1506017029.0,false,2.0,,1514498495.0,1506198195.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",20,CodeRepository,cryptocompare,1.0,1.0,FOOD,413886,2017-12-30 17:56:28.386247,https://github.com/foodcoin-io/contracts-solidity
0.0,0.0,0.0,1476432160.0,false,3.0,C,1476433188.0,1476433191.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",4269,CodeRepository,cryptocompare,0.0,0.0,FOREX,30361,2017-12-30 17:56:10.939881,https://github.com/Forexcoinfx/Forexcoin
0.0,0.0,0.0,1501601155.0,false,1.0,C++,1502931829.0,1504587844.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2961,CodeRepository,cryptocompare,1.0,1.0,FRAZ,247259,2017-12-30 17:56:01.812947,https://github.com/frazcoin/frazCoin
0.0,0.0,0.0,1499865246.0,false,1.0,JavaScript,1507534569.0,1512842839.0,0.0,0.0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",309,CodeRepository,cryptocompare,1.0,4.0,FRD,409128,2017-12-30 17:56:26.688325,https://github.com/VirtueFintech/FaradCryptoken
