Points,account_creation,favourites,followers,following,link,lists,name,socialsource,source,statuses,symbol,symbol_id,timestamp_api_call
1065,1485522600.0,90.0,940.0,112.0,https://twitter.com/credit_2,25.0,Credit 2.0,Twitter,cryptocompare,111.0,CRB,17547,2017-12-30 17:55:44.216205
0,,,,,,,,Twitter,cryptocompare,,CRC,4426,2017-12-30 17:56:33.090569
1321,1510326189.0,34.0,1296.0,81.0,https://twitter.com/CrowdCoin_CRC,5.0,CrowdCoin,Twitter,cryptocompare,269.0,CRC*,586482,2017-12-30 17:56:46.366817
525,1496331901.0,19.0,485.0,192.0,https://twitter.com/credits_crds,8.0,Credits(CRDS),Twitter,cryptocompare,61.0,CRDS,392253,2017-12-30 17:56:25.889141
0,,,,,,,,Twitter,cryptocompare,,CRE,8692,2017-12-30 17:56:51.874016
2893,1447779845.0,810.0,2393.0,1027.0,https://twitter.com/Creative_Chain,100.0,Creativechain,Twitter,cryptocompare,972.0,CREA,48787,2017-12-30 17:56:40.219524
15648,1509879082.0,13.0,15573.0,2.0,https://twitter.com/verif_yas,15.0,Ѵerify.as,Twitter,cryptocompare,81.0,CRED,502301,2017-12-30 17:56:39.570893
1373,1500187862.0,415.0,1228.0,30.0,https://twitter.com/bitbounceio,29.0,bitbounce,Twitter,cryptocompare,258.0,CREDO,382450,2017-12-30 17:56:25.444768
0,,,,,,,,Twitter,cryptocompare,,CREVA,6451,2017-12-30 17:56:49.185163
6169,1495633911.0,686.0,5953.0,3601.0,https://twitter.com/creamcoin,43.0,CREAM cryptocurrency,Twitter,cryptocompare,1142.0,CRM,202049,2017-12-30 17:55:50.490551
0,,,,,,,,Twitter,cryptocompare,,CRNK,30121,2017-12-30 17:56:11.818082
0,,,,,,,,Twitter,cryptocompare,,CRPS,41590,2017-12-30 17:56:27.964614
0,,,,,,,,Twitter,cryptocompare,,CRTM,255489,2017-12-30 17:56:05.567364
29,1507799867.0,1.0,14.0,0.0,https://twitter.com/Crowncoin1,3.0,Joe Connors,Twitter,cryptocompare,1.0,CRW,7586,2017-12-30 17:56:51.000725
193,1469889443.0,4.0,188.0,4.0,https://twitter.com/_Pennyauction_,1.0,Pennyauction,Twitter,cryptocompare,8.0,CRX,25613,2017-12-30 17:56:02.554668
0,,,,,,,,Twitter,cryptocompare,,CRYPT,4427,2017-12-30 17:56:32.904611
193,1425687137.0,11.0,173.0,30.0,https://twitter.com/CryptoSpot,4.0,CryptoSpots,Twitter,cryptocompare,35.0,CS,35813,2017-12-30 17:56:19.444343
652,1373189299.0,1.0,552.0,53.0,https://twitter.com/CasinoCoin,20.0,CasinoCoin,Twitter,cryptocompare,48.0,CSC,4428,2017-12-30 17:56:32.415833
0,,,,,,,,Twitter,cryptocompare,,CSH,31004,2017-12-30 17:56:12.216542
0,,,,,,,,Twitter,cryptocompare,,CSMIC,34215,2017-12-30 17:56:18.167074
3577,1410780027.0,18.0,3317.0,27.0,https://twitter.com/BitDice,52.0,BitDice,Twitter,cryptocompare,222.0,CSNO,202714,2017-12-30 17:55:49.806542
1135,1508616532.0,99.0,1100.0,1884.0,https://twitter.com/Castle_CSTL,7.0,Project Castle - Decentralised Crypto Platform,Twitter,cryptocompare,170.0,CSTL,400432,2017-12-30 17:56:26.651946
0,,,,,,,,Twitter,cryptocompare,,CTC,28083,2017-12-30 17:56:03.308851
0,,,,,,,,Twitter,cryptocompare,,CTIC,79887,2017-12-30 17:56:51.475110
386,1430517557.0,5.0,336.0,416.0,https://twitter.com/OfficialCrypto,10.0,Crypto Altcoin [CTO],Twitter,cryptocompare,29.0,CTO,6117,2017-12-30 17:56:48.648650
19785,1499820314.0,851.0,18990.0,312.0,https://twitter.com/centra_card,159.0,Centra,Twitter,cryptocompare,582.0,CTR,225277,2017-12-30 17:55:59.844573
1265,1469626211.0,66.0,1015.0,95.0,https://twitter.com/codetractio,50.0,CodeTract,Twitter,cryptocompare,103.0,CTT,206009,2017-12-30 17:55:51.368247
6756,1490606836.0,35.0,6666.0,11.0,https://twitter.com/CarTaxi_24,18.0,CarTaxi | App,Twitter,cryptocompare,242.0,CTX,278056,2017-12-30 17:56:02.984461
632,1446658693.0,202.0,409.0,8.0,https://twitter.com/PurePoS,44.0,DigiCube,Twitter,cryptocompare,3854.0,CUBE,20688,2017-12-30 17:55:52.384265
10086,1384910277.0,4260.0,8715.0,2746.0,https://twitter.com/CureCoin_Team,274.0,CureCoin,Twitter,cryptocompare,1976.0,CURE,5387,2017-12-30 17:56:45.691934
68799,1451954432.0,708.0,64674.0,1031.0,https://twitter.com/civickey,825.0,Civic,Twitter,cryptocompare,539.0,CVC,139467,2017-12-30 17:55:43.470271
5154,1487634562.0,49.0,4864.0,10.0,https://twitter.com/cvcoin_ico,58.0,CVCoin ICO,Twitter,cryptocompare,309.0,CVCOIN,188400,2017-12-30 17:55:46.107670
117,1486309073.0,134.0,107.0,12.0,https://twitter.com/cryptoways,2.0,Cryptoways,Twitter,cryptocompare,305.0,CWV,446121,2017-12-30 17:56:33.268599
1273,1508713654.0,4.0,1258.0,288.0,https://twitter.com/CryptoX10,3.0,Crypto - X,Twitter,cryptocompare,67.0,CWX,584861,2017-12-30 17:56:46.360112
620,1476308594.0,2.0,580.0,248.0,https://twitter.com/Crypto_World_X,8.0,CryptoWorldX,Twitter,cryptocompare,20.0,CWXT,43265,2017-12-30 17:56:30.178708
634,1415078723.0,66.0,544.0,891.0,https://twitter.com/BidCXC,18.0,Crypto Cash-register,Twitter,cryptocompare,186.0,CXC,4415,2017-12-30 17:56:32.265038
764,1489502679.0,1.0,689.0,6.0,https://twitter.com/coinonat,15.0,Coinonat Foundation,Twitter,cryptocompare,71.0,CXT,63308,2017-12-30 17:56:49.942473
0,,,,,,,,Twitter,cryptocompare,,CYC,5392,2017-12-30 17:56:45.837101
377,1455875815.0,0.0,357.0,15.0,https://twitter.com/Project_Cygnus,4.0,Cygnus,Twitter,cryptocompare,17.0,CYG,21213,2017-12-30 17:55:52.375146
370,1427784263.0,38.0,345.0,309.0,https://twitter.com/CypherCoin2015,5.0,Cypher,Twitter,cryptocompare,66.0,CYP,5354,2017-12-30 17:56:44.654674
255,1441883184.0,2.0,245.0,2.0,https://twitter.com/Cryptokenz,2.0,Cryptoken,Twitter,cryptocompare,147.0,CYT,21706,2017-12-30 17:55:53.441904
509,1430056205.0,679.0,244.0,1865.0,https://twitter.com/crazy_shapes,53.0,Crazy Shapes,Twitter,cryptocompare,779.0,CZC,327250,2017-12-30 17:56:14.206228
105,1414303687.0,5.0,85.0,10.0,https://twitter.com/DarkKushDANK,4.0,DarkKush,Twitter,cryptocompare,13.0,DANK,3640,2017-12-30 17:56:21.002203
9614,1475362640.0,151.0,8769.0,71.0,https://twitter.com/darcrus,169.0,Darcrus,Twitter,cryptocompare,411.0,DAR,32694,2017-12-30 17:56:14.740860
0,,,,,,,,Twitter,cryptocompare,,DARK,61066,2017-12-30 17:56:48.187780
674,1498790042.0,0.0,624.0,209.0,https://twitter.com/DAS_Crypto,10.0,DAS,Twitter,cryptocompare,8.0,DAS,194399,2017-12-30 17:55:46.458838
206751,1392130527.0,837.0,195899.0,250.0,https://twitter.com/Dashpay,2170.0,DASH,Twitter,cryptocompare,2341.0,DASH,3807,2017-12-30 17:56:24.025103
34005,1499242923.0,306.0,33554.0,1262.0,https://twitter.com/datumnetwork,90.0,Datum,Twitter,cryptocompare,1048.0,DAT,335505,2017-12-30 17:56:16.085196
11387,1412169114.0,314.0,10542.0,792.0,https://twitter.com/streamrinc,169.0,Streamr,Twitter,cryptocompare,205.0,DATA,369151,2017-12-30 17:56:22.200399
0,,,,,,,,Twitter,cryptocompare,,DAXX,453647,2017-12-30 17:56:35.756892
0,,,,,,,,Twitter,cryptocompare,,DAY,336705,2017-12-30 17:56:17.371645
0,,,,,,,,Twitter,cryptocompare,,DB,6116,2017-12-30 17:56:48.406557
0,,,,,,,,Twitter,cryptocompare,,DBC,586088,2017-12-30 17:56:46.824179
3069,1498079182.0,277.0,2909.0,982.0,https://twitter.com/Decent_Bet,32.0,DecentBet,Twitter,cryptocompare,177.0,DBET,380712,2017-12-30 17:56:25.219788
0,,,,,,,,Twitter,cryptocompare,,DBG,21859,2017-12-30 17:55:53.741725
1119,1455920991.0,1.0,904.0,33.0,https://twitter.com/DubaiCoin_org,43.0,DubaiCoin [DBIX],Twitter,cryptocompare,246.0,DBIC,20198,2017-12-30 17:55:53.772576
5034,1484583067.0,364.0,4784.0,29.0,https://twitter.com/arabianchain,50.0,ArabianChain,Twitter,cryptocompare,546.0,DBIX,57481,2017-12-30 17:56:46.680814
0,,,,,,,,Twitter,cryptocompare,,DBR,394055,2017-12-30 17:56:26.155233
0,,,,,,,,Twitter,cryptocompare,,DBTC,20726,2017-12-30 17:55:52.453311
135,1431681727.0,0.0,125.0,48.0,https://twitter.com/Dark_Crave,2.0,DarkCrave,Twitter,cryptocompare,4.0,DCC,6114,2017-12-30 17:56:48.573228
153,1465967631.0,21.0,153.0,177.0,https://twitter.com/Team_DickCoin,0.0,Team DickCoin,Twitter,cryptocompare,19.0,DCK,28229,2017-12-30 17:56:06.398341
5091,1480273775.0,122.0,4686.0,478.0,https://twitter.com/dentacoin,81.0,Dentacoin,Twitter,cryptocompare,535.0,DCN,218906,2017-12-30 17:55:53.590282
33162,1392669308.0,1392.0,29807.0,0.0,https://twitter.com/decredproject,671.0,Decred,Twitter,cryptocompare,758.0,DCR,16713,2017-12-30 17:55:44.109112
1120,1379262949.0,64.0,1030.0,69.0,https://twitter.com/gladimorcrypto,18.0,Adam Trat,Twitter,cryptocompare,228.0,DCRE,34487,2017-12-30 17:56:18.572612
2027,1465148259.0,84.0,1812.0,56.0,https://twitter.com/decloudscom,43.0,deCLOUDs,Twitter,cryptocompare,100.0,DCS.,26129,2017-12-30 17:56:02.526015
28130,1432561544.0,1078.0,25479.0,2541.0,https://twitter.com/DECENTplatform,530.0,DECENT,Twitter,cryptocompare,1706.0,DCT,25721,2017-12-30 17:56:02.595683
591,1474470114.0,5.0,536.0,3.0,https://twitter.com/dinastycoin,11.0,DinastyCoin,Twitter,cryptocompare,41.0,DCY,181373,2017-12-30 17:55:46.153848
2406,1496728193.0,19.0,2286.0,2011.0,https://twitter.com/DigitalDevFund,24.0,DDF,Twitter,cryptocompare,72.0,DDF,180595,2017-12-30 17:55:45.198841
0,,,,,,,,Twitter,cryptocompare,,DEA,79849,2017-12-30 17:56:51.596478
520,1499949409.0,210.0,495.0,353.0,https://twitter.com/DebitumNetwork,5.0,Debitum Network,Twitter,cryptocompare,187.0,DEB,408765,2017-12-30 17:56:26.636642
1084,1500829549.0,0.0,994.0,0.0,https://twitter.com/deepgoldnews,18.0,Deep Gold,Twitter,cryptocompare,28.0,DEEP,301119,2017-12-30 17:56:11.911567
0,,,,,,,,Twitter,cryptocompare,,DEM,4429,2017-12-30 17:56:32.850001
15080,1496758159.0,2631.0,14310.0,3700.0,https://twitter.com/dentcoin,154.0,DENT,Twitter,cryptocompare,218.0,DENT,141331,2017-12-30 17:55:43.393020
0,,,,,,,,Twitter,cryptocompare,,DES,22330,2017-12-30 17:56:04.203453
0,,,,,,,,Twitter,cryptocompare,,DETH,40845,2017-12-30 17:56:25.967222
0,,,,,,,,Twitter,cryptocompare,,DEUR,21384,2017-12-30 17:55:52.863165
467,1498901012.0,12.0,452.0,397.0,https://twitter.com/DentalfixK,3.0,DentalFix ICO,Twitter,cryptocompare,61.0,DFBT,198693,2017-12-30 17:55:48.182422
1130,1414169786.0,98.0,970.0,48.0,https://twitter.com/Draftcoin,32.0,DraftCoin [DFT],Twitter,cryptocompare,235.0,DFT,236039,2017-12-30 17:56:01.351247
98471,1388277610.0,2304.0,93703.0,523.0,https://twitter.com/DigiByteCoin,953.0,DigiByte,Twitter,cryptocompare,3620.0,DGB,4430,2017-12-30 17:56:32.945598
4801,1331404683.0,2.0,4516.0,36.0,https://twitter.com/DigitalcoinDGC,57.0,Digitalcoin,Twitter,cryptocompare,244.0,DGC,4353,2017-12-30 17:56:31.117426
8866,1418180091.0,216.0,7681.0,530.0,https://twitter.com/DigixGlobal,237.0,DigixGlobal,Twitter,cryptocompare,372.0,DGD,18907,2017-12-30 17:55:46.376091
0,,,,,,,,Twitter,cryptocompare,,DGDC,28278,2017-12-30 17:56:03.314046
147,1420236492.0,7.0,132.0,179.0,https://twitter.com/Digigems_,3.0,Digigems,Twitter,cryptocompare,33.0,DGMS,34496,2017-12-30 17:56:19.198918
370,1422402799.0,8.0,345.0,338.0,https://twitter.com/dogegorecoin,5.0,dogegorecoin,Twitter,cryptocompare,128.0,DGORE,29904,2017-12-30 17:56:09.434276
2332,1486575861.0,126.0,2237.0,65.0,https://twitter.com/DigiPulseIO,19.0,DigiPulse,Twitter,cryptocompare,171.0,DGPT,202696,2017-12-30 17:55:50.704683
2450,1455382873.0,71.0,1865.0,1016.0,https://twitter.com/etheroll,117.0,ΞTHΞROll,Twitter,cryptocompare,165.0,DICE,89572,2017-12-30 17:56:51.944587
0,,,,,,,,Twitter,cryptocompare,,DIEM,20213,2017-12-30 17:55:52.936490
195,1435896799.0,2.0,180.0,60.0,https://twitter.com/diggitsquad,3.0,DIGGITS,Twitter,cryptocompare,9.0,DIGS,12192,2017-12-30 17:55:41.515849
12,1502684528.0,176.0,12.0,0.0,https://twitter.com/DIMCOIN_ICO,0.0,Jace King,Twitter,cryptocompare,3.0,DIM,180678,2017-12-30 17:55:45.341709
276,1387811353.0,0.0,236.0,8.0,https://twitter.com/dimecoin_org,8.0,dimecoin,Twitter,cryptocompare,27.0,DIME,21365,2017-12-30 17:55:53.394100
0,,,,,,,,Twitter,cryptocompare,,DISK,21652,2017-12-30 17:55:53.939750
4130,1499466245.0,331.0,4055.0,25.0,https://twitter.com/DiviProject,15.0,Divi Project,Twitter,cryptocompare,142.0,DIVX,431413,2017-12-30 17:56:31.772303
0,,,,,,,,Twitter,cryptocompare,,DKC,30920,2017-12-30 17:56:12.453884
0,,,,,,,,Twitter,cryptocompare,,DLC,28776,2017-12-30 17:56:08.111536
0,,,,,,,,Twitter,cryptocompare,,DLISK,23743,2017-12-30 17:56:01.518417
0,,,,,,,,Twitter,cryptocompare,,DLR,34213,2017-12-30 17:56:19.105993
10619,1455194613.0,752.0,9794.0,1860.0,https://twitter.com/AgrelloOfficial,165.0,Agrello,Twitter,cryptocompare,676.0,DLT,220204,2017-12-30 17:55:53.936167
12112,1270742559.0,453.0,11032.0,800.0,https://twitter.com/dmdcoin,216.0,DMD Diamond,Twitter,cryptocompare,764.0,DMD,4431,2017-12-30 17:56:32.956012
5765,1499171057.0,62.0,5495.0,13.0,https://twitter.com/dmarket_io,54.0,dmarket.io,Twitter,cryptocompare,190.0,DMT,192400,2017-12-30 17:55:45.812221
2433,1493071028.0,3985.0,2047.0,1546.0,https://twitter.com/encrypgen,77.0,EncrypGen,Twitter,cryptocompare,1165.0,DNA,180804,2017-12-30 17:55:44.813578
1926,1445830732.0,137.0,1846.0,841.0,https://twitter.com/darknet_crypto,16.0,Darknet-Crypto,Twitter,cryptocompare,198.0,DNET,20346,2017-12-30 17:55:53.406939
15564,1497543917.0,732.0,15424.0,2799.0,https://twitter.com/denariuscoin,28.0,Denarius [DNR],Twitter,cryptocompare,216.0,DNR,182288,2017-12-30 17:55:45.458412
36647,1495118023.0,669.0,34402.0,155.0,https://twitter.com/district0x,449.0,district0x,Twitter,cryptocompare,320.0,DNT,177175,2017-12-30 17:55:44.552735
186812,1386490594.0,18.0,182457.0,3.0,https://twitter.com/dogecoin,871.0,Dogecoin,Twitter,cryptocompare,366.0,DOGE,4432,2017-12-30 17:56:32.841946
1311,1413360338.0,1494.0,1105.0,706.0,https://twitter.com/dogedcoin,41.0,DogecoinDark,Twitter,cryptocompare,1224.0,DOGED,17549,2017-12-30 17:55:44.870064
0,,,,,,,,Twitter,cryptocompare,,DOGETH,33403,2017-12-30 17:56:16.015881
1365,1397734214.0,44.0,1204.0,2026.0,https://twitter.com/Donationcoin,32.0,Donationcoin,Twitter,cryptocompare,1192.0,DON,61073,2017-12-30 17:56:48.176964
17880,1390235846.0,35490.0,16853.0,8068.0,https://twitter.com/dopecoinGold,205.0,DopeCoin,Twitter,cryptocompare,2437.0,DOPE,28332,2017-12-30 17:56:07.170272
323,1396323003.0,9.0,288.0,9.0,https://twitter.com/dotcoinnz,7.0,Dotcoin,Twitter,cryptocompare,145.0,DOT,20339,2017-12-30 17:55:50.393239
5601,1494242274.0,180.0,5261.0,3011.0,https://twitter.com/dovuapi,68.0,DOVU,Twitter,cryptocompare,318.0,DOVU,360827,2017-12-30 17:56:20.976039
435,1493462290.0,0.0,420.0,16.0,https://twitter.com/digitalprice_,3.0,DigitalPrice,Twitter,cryptocompare,28.0,DP,182325,2017-12-30 17:55:45.830944
0,,,,,,,,Twitter,cryptocompare,,DPAY,29718,2017-12-30 17:56:09.242660
3175,1496737589.0,185.0,3095.0,419.0,https://twitter.com/da_powerplay,16.0,DA Power Play,Twitter,cryptocompare,577.0,DPP,466977,2017-12-30 17:56:40.014108
0,,,,,,,,Twitter,cryptocompare,,DRA,38360,2017-12-30 17:56:24.544582
4647,1392845541.0,90.0,3652.0,2713.0,https://twitter.com/E_Drachma,197.0,Drachmae Project,Twitter,cryptocompare,10588.0,DRACO,22248,2017-12-30 17:55:59.714408
39,1504162874.0,0.0,34.0,0.0,https://twitter.com/dropfoods,1.0,Dropfoods ICO,Twitter,cryptocompare,20.0,DRC,290053,2017-12-30 17:56:08.951885
865,1499177530.0,547.0,815.0,206.0,https://twitter.com/daricocoin,10.0,Darico,Twitter,cryptocompare,290.0,DRC*,417510,2017-12-30 17:56:27.814496
0,,,,,,,,Twitter,cryptocompare,,DRGN,355702,2017-12-30 17:56:19.892197
0,,,,,,,,Twitter,cryptocompare,,DRKC,4434,2017-12-30 17:56:32.602646
0,,,,,,,,Twitter,cryptocompare,,DRKT,7483,2017-12-30 17:56:49.899744
0,,,,,,,,Twitter,cryptocompare,,DRM8,33524,2017-12-30 17:56:17.928090
173,1446150212.0,0.0,153.0,19.0,https://twitter.com/FaucetDrop,4.0,Faucetcoin(DROP),Twitter,cryptocompare,39.0,DROP,28767,2017-12-30 17:56:07.325084
3335,1494748089.0,93.0,3035.0,430.0,https://twitter.com/DcorpVC,60.0,Dcorp,Twitter,cryptocompare,692.0,DRP,188523,2017-12-30 17:55:46.112094
246,1472753565.0,0.0,221.0,11.0,https://twitter.com/DigitalRupees,5.0,Digital Rupees,Twitter,cryptocompare,33.0,DRS,33645,2017-12-30 17:56:17.126143
8373,1398676631.0,2976.0,7081.0,500.0,https://twitter.com/domraider,258.0,Domraider,Twitter,cryptocompare,2448.0,DRT,311829,2017-12-30 17:56:12.797102
228,1505340715.0,33.0,213.0,149.0,https://twitter.com/DRXNEgaming,3.0,DROXNE [DRXNE] Coin,Twitter,cryptocompare,31.0,DRXNE,384953,2017-12-30 17:56:25.381377
169,1429094934.0,11.0,149.0,79.0,https://twitter.com/Droidz_DRZ,4.0,Droidz,Twitter,cryptocompare,16.0,DRZ,7480,2017-12-30 17:56:50.336639
161,1414073852.0,18.0,141.0,137.0,https://twitter.com/DarkShibe,4.0,DarkShibe,Twitter,cryptocompare,31.0,DSB,4435,2017-12-30 17:56:33.068005
0,,,,,,,,Twitter,cryptocompare,,DSH,20196,2017-12-30 17:55:52.833498
133,1410907309.0,0.0,103.0,0.0,https://twitter.com/DarkTokenDT,6.0,DarkToken,Twitter,cryptocompare,2.0,DT,3643,2017-12-30 17:56:21.249604
4710,1476852524.0,971.0,4130.0,212.0,https://twitter.com/AugmentorsGame,116.0,Augmentors Game,Twitter,cryptocompare,415.0,DTB,55540,2017-12-30 17:56:46.468982
3188,1505325483.0,76.0,3117.0,5000.0,https://twitter.com/DatacoinX,14.0,Datacoin,Twitter,cryptocompare,1442.0,DTC,369209,2017-12-30 17:56:23.790128
0,,,,,,,,Twitter,cryptocompare,,DTC*,5337,2017-12-30 17:56:44.438843
6191,1500563621.0,25.0,6131.0,15.0,https://twitter.com/DetectorToken,12.0,DetectorToken,Twitter,cryptocompare,99.0,DTCT,223644,2017-12-30 17:55:59.650708
789,1508756128.0,46.0,754.0,5.0,https://twitter.com/TokensNet,7.0,Tokens.net,Twitter,cryptocompare,98.0,DTR,360063,2017-12-30 17:56:23.437672
3256,1501099481.0,15.0,3191.0,6.0,https://twitter.com/DreamTeam_Token,13.0,DreamTeam Token,Twitter,cryptocompare,82.0,DTT,313176,2017-12-30 17:56:12.816640
1041,1507655319.0,12.0,1036.0,108.0,https://twitter.com/DataTrading_,1.0,DataTrading,Twitter,cryptocompare,37.0,DTT*,363066,2017-12-30 17:56:21.341532
0,,,,,,,,Twitter,cryptocompare,,DUB,7627,2017-12-30 17:56:50.819082
1459,1390939305.0,1.0,1389.0,246.0,https://twitter.com/duckduckcoin,14.0,DuckDuckCoin,Twitter,cryptocompare,24.0,DUCK,56678,2017-12-30 17:56:46.507145
0,,,,,,,,Twitter,cryptocompare,,DUO,73132,2017-12-30 17:56:50.375014
162,1502714411.0,1.0,157.0,0.0,https://twitter.com/Dutch_coin,1.0,Dutch coin,Twitter,cryptocompare,16.0,DUTCH,372748,2017-12-30 17:56:23.659551
0,,,,,,,,Twitter,cryptocompare,,DUX,105206,2017-12-30 17:55:41.571480
2348,1379747349.0,0.0,2083.0,203.0,https://twitter.com/Devtome,52.0,Devcoin,Twitter,cryptocompare,5097.0,DVC,4436,2017-12-30 17:56:32.948801
3947,1488980035.0,83.0,3577.0,99.0,https://twitter.com/dualitychain,74.0,Duality Solutions,Twitter,cryptocompare,130.0,DYN,131111,2017-12-30 17:55:42.008831
0,,,,,,,,Twitter,cryptocompare,,EA,45821,2017-12-30 17:56:37.216767
1909,1242475141.0,34.0,1634.0,615.0,https://twitter.com/getearthcoin,55.0,Earthcoin,Twitter,cryptocompare,296.0,EAC,4437,2017-12-30 17:56:33.192682
633,1417318197.0,102.0,578.0,391.0,https://twitter.com/EagsCurrency,11.0,EagsCurrency,Twitter,cryptocompare,242.0,EAGS,6106,2017-12-30 17:56:48.145936
12603,1333190463.0,105.0,12383.0,3520.0,https://twitter.com/earthtokens,44.0,Earth Token,Twitter,cryptocompare,335.0,EARTH,324012,2017-12-30 17:56:13.233012
0,,,,,,,,Twitter,cryptocompare,,EB3,59968,2017-12-30 17:56:47.075905
9159,1507458448.0,357.0,9104.0,0.0,https://twitter.com/eBCHCoin,11.0,eBCH,Twitter,cryptocompare,488.0,EBCH,371095,2017-12-30 17:56:23.275975
2192,1498675521.0,14.0,2132.0,7.0,https://twitter.com/EthbetProject,12.0,EthBet,Twitter,cryptocompare,118.0,EBET,345159,2017-12-30 17:56:18.879220
0,,,,,,,,Twitter,cryptocompare,,EBS,5329,2017-12-30 17:56:43.081878
7442,1402951993.0,195.0,6922.0,220.0,https://twitter.com/eBoostCoin,104.0,eBoost,Twitter,cryptocompare,331.0,EBST,368732,2017-12-30 17:56:22.089736
3255,1507902121.0,566.0,3110.0,637.0,https://twitter.com/eBTCFoundation,29.0,"eBitcoin (eBTC) - Exchange: HitBTC, EtherDelta",Twitter,cryptocompare,273.0,EBTC,321189,2017-12-30 17:56:12.935709
0,,,,,,,,Twitter,cryptocompare,,EBZ,33636,2017-12-30 17:56:16.947505
222,1456464465.0,2.0,187.0,81.0,https://twitter.com/EclipseCrypto,7.0,Eclipse,Twitter,cryptocompare,20.0,EC,30367,2017-12-30 17:56:11.093016
2416,1507466503.0,136.0,2381.0,3412.0,https://twitter.com/ElectracoinECA,7.0,Electra Coin (ECA),Twitter,cryptocompare,205.0,ECA,409249,2017-12-30 17:56:26.723856
2626,1507581332.0,1.0,2561.0,2.0,https://twitter.com/EthereumCash_,13.0,EthereumCash,Twitter,cryptocompare,23.0,ECASH,355117,2017-12-30 17:56:19.682606
15,1509658949.0,0.0,10.0,41.0,https://twitter.com/ECurrencycoin,1.0,ECurrencycoin,Twitter,cryptocompare,10.0,ECC,129013,2017-12-30 17:55:41.501873
8312,1506070960.0,2.0,8187.0,0.0,https://twitter.com/e_Chat_ICO,25.0,e-Chat ICO,Twitter,cryptocompare,72.0,ECHT,344337,2017-12-30 17:56:17.897266
0,,,,,,,,Twitter,cryptocompare,,ECO,61047,2017-12-30 17:56:47.246579
1040,1490258791.0,55.0,905.0,78.0,https://twitter.com/EcoBit_io,27.0,EcoBit,Twitter,cryptocompare,126.0,ECOB,171390,2017-12-30 17:55:44.306433
0,,,,,,,,Twitter,cryptocompare,,EDC,22185,2017-12-30 17:55:58.945400
0,,,,,,,,Twitter,cryptocompare,,EDDIE,348256,2017-12-30 17:56:19.554057
32159,1480869316.0,297.0,29964.0,130.0,https://twitter.com/edgelessproject,439.0,Edgeless,Twitter,cryptocompare,453.0,EDG,55676,2017-12-30 17:56:46.736835
0,,,,,,,,Twitter,cryptocompare,,EDGE,6339,2017-12-30 17:56:49.711659
15684,1489910586.0,1186.0,14989.0,152.0,https://twitter.com/eidoo_io,139.0,Eidoo,Twitter,cryptocompare,490.0,EDO,310297,2017-12-30 17:56:12.049497
7299,1472028495.0,0.0,6937.0,21.0,https://twitter.com/edinarworldwide,72.0,E-Dinar World,Twitter,cryptocompare,2576.0,EDR,27634,2017-12-30 17:56:06.198973
222,1460363993.0,0.0,177.0,30.0,https://twitter.com/EDRCoinOfficial,9.0,EDRCoin Offical,Twitter,cryptocompare,5.0,EDRC,19051,2017-12-30 17:55:45.456247
0,,,,,,,,Twitter,cryptocompare,,EFL,4438,2017-12-30 17:56:32.671974
772,1493020056.0,80.0,677.0,3.0,https://twitter.com/ergoplatformorg,19.0,Ergo,Twitter,cryptocompare,96.0,EFYT,165555,2017-12-30 17:55:43.888610
7756,1509169026.0,1.0,7711.0,24.0,https://twitter.com/eth_gas,9.0,Eth Gas,Twitter,cryptocompare,81.0,EGAS,466786,2017-12-30 17:56:39.252526
7416,1451847178.0,3718.0,6693.0,4893.0,https://twitter.com/EverGreenCoin_,144.0,EverGreenCoin(EGC),Twitter,cryptocompare,3323.0,EGC,15885,2017-12-30 17:55:43.887789
0,,,,,,,,Twitter,cryptocompare,,EGG,5395,2017-12-30 17:56:45.832437
0,,,,,,,,Twitter,cryptocompare,,EGO,29368,2017-12-30 17:56:09.563956
567,1428160148.0,253.0,532.0,269.0,https://twitter.com/ElektronCoin,7.0,Elektron Foundation,Twitter,cryptocompare,291.0,EKN,5281,2017-12-30 17:56:39.747028
0,,,,,,,,Twitter,cryptocompare,,EKO,22328,2017-12-30 17:55:59.265187
0,,,,,,,,Twitter,cryptocompare,,ELC,4439,2017-12-30 17:56:33.060251
0,,,,,,,,Twitter,cryptocompare,,ELE,30550,2017-12-30 17:56:11.467606
11251,1504261879.0,42.0,10981.0,71.0,https://twitter.com/aelfblockchain,54.0,ælf,Twitter,cryptocompare,68.0,ELF,571314,2017-12-30 17:56:46.631986
5734,1507321826.0,3.0,5634.0,10.0,https://twitter.com/EthereumLite,20.0,Ethereum Lite,Twitter,cryptocompare,90.0,ELITE,360657,2017-12-30 17:56:20.850797
3221,1499300562.0,59.0,3031.0,24.0,https://twitter.com/elixtoken,38.0,Elixir,Twitter,cryptocompare,102.0,ELIX,321177,2017-12-30 17:56:13.054041
1859,1507928009.0,311.0,1779.0,502.0,https://twitter.com/EllaismCoin,16.0,ELLAISM,Twitter,cryptocompare,337.0,ELLA,384651,2017-12-30 17:56:25.648822
0,,,,,,,,Twitter,cryptocompare,,ELM,339933,2017-12-30 17:56:18.128053
600,1486062080.0,11.0,545.0,1194.0,https://twitter.com/Elysium_coin,11.0,Elysium,Twitter,cryptocompare,63.0,ELS,42685,2017-12-30 17:56:29.504087
