CoinName,PreMinedValue,Name,Algorithm,FullyPremined,Url,ImageUrl,Id,ProofType,Sponsored,SortOrder,TotalCoinSupply,FullName,TotalCoinsFreeFloat,Symbol,source,timestamp_api_call
Monetha,,MTH,,0,/coins/mth/overview,/media/1383976/mth.png,208914,,False,1441,402400000,Monetha (MTH),,MTH,cryptocompare,2017-12-30 17:32:32.509228
BreakoutCoin,,BRK,SHA256,0,/coins/brk/overview,/media/350981/brk.png,20892,PoW/PoS,False,581,42000000,BreakoutCoin (BRK),,BRK,cryptocompare,2017-12-30 17:32:32.509228
ColossusCoinXT,,COLX,X11,0,/coins/colx/overview,/media/12318297/colx.png,20903,PoS,False,582,21000000000,ColossusCoinXT (COLX),,COLX,cryptocompare,2017-12-30 17:32:32.509228
Mineum,,MNM,X13,0,/coins/mnm/overview,/media/350982/mnm.png,20905,PoW/PoS,False,583,10000000,Mineum (MNM),,MNM,cryptocompare,2017-12-30 17:32:32.509228
Asiadigicoin,,ADCN,Scrypt,0,/coins/adcn/overview,/media/350983/adcn.png,20907,PoW,False,584,42000000,Asiadigicoin (ADCN),,ADCN,cryptocompare,2017-12-30 17:32:32.509228
ZeitCoin,,ZEIT,PoS,0,/coins/zeit/overview,/media/350984/zeit.png,20908,PoS,False,585, 99000000000,ZeitCoin (ZEIT),,ZEIT,cryptocompare,2017-12-30 17:32:32.509228
SixEleven,,611,SHA256,0,/coins/611/overview,/media/350985/611.png,20909,PoW,False,586,611000,SixEleven (611),,611,cryptocompare,2017-12-30 17:32:32.509228
2GiveCoin,,2GIVE,Scrypt,0,/coins/2give/overview,/media/350986/2give.png,20910,PoW/PoS,False,587,,2GiveCoin (2GIVE),,2GIVE,cryptocompare,2017-12-30 17:32:32.509228
Cryptographic Anomaly,,CGA,Scrypt,0,/coins/cga/overview,/media/350988/cga.png,20911,PoW,False,588,10000000000,Cryptographic Anomaly (CGA),,CGA,cryptocompare,2017-12-30 17:32:32.509228
SwingCoin,,SWING,SHA256,0,/coins/swing/overview,/media/350987/swing.png,20920,PoW/PoS,False,589,40000000,SwingCoin (SWING),,SWING,cryptocompare,2017-12-30 17:32:32.509228
Nebuchadnezzar,,NEBU,PoS,1,/coins/nebu/overview,/media/350990/nebu.png,20980,PoS,False,591,20000000,Nebuchadnezzar (NEBU),,NEBU,cryptocompare,2017-12-30 17:32:32.509228
AcesCoin,,AEC,X11,0,/coins/aec/overview,/media/350991/aec.png,20986,PoS,False,592,98000000,AcesCoin (AEC),,AEC,cryptocompare,2017-12-30 17:32:32.509228
Francs,,FRN,Scrypt,0,/coins/frn/overview,/media/350992/frn.png,20991,PoW,False,593,20000000,Francs (FRN),,FRN,cryptocompare,2017-12-30 17:32:32.509228
Aiden,,ADN,ScryptOG,1,/coins/adn/overview,/media/350993/adn.png,21007,PoW,False,594,84000000,Aiden (ADN),,ADN,cryptocompare,2017-12-30 17:32:32.509228
Pulse,,PULSE,SHA256D,0,/coins/pulse/overview,/media/350994/pulse.jpg,21012,PoS,False,595,,Pulse (PULSE),,PULSE,cryptocompare,2017-12-30 17:32:32.509228
Number7,,N7,Scrypt,0,/coins/n7/overview,/media/350995/n7.jpg,21017,PoW,False,596,270967742,Number7 (N7),,N7,cryptocompare,2017-12-30 17:32:32.509228
CCCoin,,CCC,,0,/coins/ccc/overview,/media/1383980/ccc.png,210595,,False,1442,2500000,CCCoin (CCC),,CCC,cryptocompare,2017-12-30 17:32:32.509228
Cygnus,,CYG,X11,0,/coins/cyg/overview,/media/350997/cygnus.png,21213,PoW/PoS,False,597,25885320,Cygnus (CYG),,CYG,cryptocompare,2017-12-30 17:32:32.509228
LGBTQoin,,LGBTQ,X11,0,/coins/lgbtq/overview,/media/350996/lgbtq.png,21215,PoW,False,598,50000000,LGBTQoin (LGBTQ),,LGBTQ,cryptocompare,2017-12-30 17:32:32.509228
Uther,,UTH,Dagger,0,/coins/uth/overview,/media/350998/uth.png,21219,PoW,False,599,25885320,Uther (UTH),,UTH,cryptocompare,2017-12-30 17:32:32.509228
MediumProject,,MPRO,PoS,0,/coins/mpro/overview,/media/350999/mpro.jpg,21222,PoW,False,600,250000,MediumProject (MPRO),,MPRO,cryptocompare,2017-12-30 17:32:32.509228
KATZcoin,,KAT,SHA256D,0,/coins/kat/overview,/media/351028/katz.png,21224,PoW/PoS,False,601,100000000,KATZcoin (KAT),,KAT,cryptocompare,2017-12-30 17:32:32.509228
404Coin,,404,Scrypt,0,/coins/404/overview,/media/351001/404.png,21227,PoW/PoS,False,602,532000000,404Coin (404),,404,cryptocompare,2017-12-30 17:32:32.509228
Supreme,,SPM,Scrypt,0,/coins/spm/overview,/media/351002/sup.png,21229,PoW/PoS,False,603,88900000,Supreme (SPM),,SPM,cryptocompare,2017-12-30 17:32:32.509228
Mojocoin,,MOJO,PoS,0,/coins/mojo/overview,/media/351003/mojo.png,21232,PoS,False,604,,Mojocoin (MOJO),,MOJO,cryptocompare,2017-12-30 17:32:32.509228
BelaCoin,,BELA,Scrypt,0,/coins/bela/overview,/media/351933/bela.jpg,21239,PoW,False,605,54000000,BelaCoin (BELA),,BELA,cryptocompare,2017-12-30 17:32:32.509228
Flash,,FLX,Scrypt,0,/coins/flx/overview,/media/351007/flx.png,21244,PoW/PoS,False,606,1000000,Flash (FLX),,FLX,cryptocompare,2017-12-30 17:32:32.509228
Umbrella Coin,,UMC,,0,/coins/umc/overview,/media/1383983/umb.png,213100,,False,1443,100000000,Umbrella Coin (UMC),,UMC,cryptocompare,2017-12-30 17:32:32.509228
Bitmxittz,,BMXT,Scrypt,0,/coins/bmxt/overview,/media/1383984/bmxt.png,213113,PoW/PoS,False,1444,10000,Bitmxittz (BMXT),,BMXT,cryptocompare,2017-12-30 17:32:32.509228
Gas,,GAS,,0,/coins/gas/overview,/media/1383858/neo.jpg,213532,,False,1445,9677664,Gas (GAS),,GAS,cryptocompare,2017-12-30 17:32:32.509228
BolivarCoin,,BOLI,X11,0,/coins/boli/overview,/media/351008/boli.png,21357,PoW,False,607,25000000,BolivarCoin (BOLI),,BOLI,cryptocompare,2017-12-30 17:32:32.509228
CludCoin,,CLUD,Scrypt,0,/coins/clud/overview,/media/351027/clud.png,21359,PoW,False,608,100200000,CludCoin (CLUD),,CLUD,cryptocompare,2017-12-30 17:32:32.509228
DimeCoin,,DIME,Quark,0,/coins/dime/overview,/media/351012/dime.png,21365,PoW,False,609,,DimeCoin (DIME),,DIME,cryptocompare,2017-12-30 17:32:32.509228
FileCoin,,FIL,,0,/coins/fil/overview,/media/1383987/fil.png,213663,,False,1446,,FileCoin (FIL),,FIL,cryptocompare,2017-12-30 17:32:32.509228
FlyCoin,,FLY,X13,0,/coins/fly/overview,/media/351013/fly.png,21370,PoS,False,610,,FlyCoin (FLY),,FLY,cryptocompare,2017-12-30 17:32:32.509228
High Voltage Coin,,HVCO,SHA256,0,/coins/hvco/overview,/media/351014/hvco.png,21374,PoW/PoS,False,611,1700000,High Voltage Coin (HVCO),,HVCO,cryptocompare,2017-12-30 17:32:32.509228
GIZMOcoin,,GIZ,X11,0,/coins/giz/overview,/media/351015/giz.png,21378,PoW/PoS,False,612,100000,GIZMOcoin (GIZ),,GIZ,cryptocompare,2017-12-30 17:32:32.509228
GrexitCoin,,GREXIT,,0,/coins/grexit/overview,/media/351016/grexit.png,21380,PoS,False,613,,GrexitCoin (GREXIT),,GREXIT,cryptocompare,2017-12-30 17:32:32.509228
Carboncoin,,CARBON,Scrypt,0,/coins/carbon/overview,/media/351017/carbon.png,21382,PoW,False,614,16000000000,Carboncoin (CARBON),,CARBON,cryptocompare,2017-12-30 17:32:32.509228
DigiEuro,,DEUR,Scrypt,0,/coins/deur/overview,/media/351018/deur.png,21384,PoW,False,615,,DigiEuro (DEUR),,DEUR,cryptocompare,2017-12-30 17:32:32.509228
Oceanlab,,OCL,,0,/coins/ocl/overview,/media/1383989/ocl.png,214738,DPoS/LPoS,False,1447,50000000,Oceanlab (OCL),,OCL,cryptocompare,2017-12-30 17:32:32.509228
Benjacoin,,BNC,,0,/coins/bnc/overview,/media/1383991/bnc.png,215570,,False,1448,1000000000,Benjacoin (BNC),,BNC,cryptocompare,2017-12-30 17:32:32.509228
Tomahawkcoin,,TOM,,0,/coins/tom/overview,/media/1383992/tom.png,215602,,False,1449,200000000,Tomahawkcoin (TOM),,TOM,cryptocompare,2017-12-30 17:32:32.509228
Turron,,TUR,,0,/coins/tur/overview,/media/351020/tur.png,21626,PoS,False,616,,Turron (TUR),,TUR,cryptocompare,2017-12-30 17:32:32.509228
LemonCoin,,LEMON,,0,/coins/lemon/overview,/media/351021/lemon.png,21641,PoW,False,617,31000000,LemonCoin (LEMON),,LEMON,cryptocompare,2017-12-30 17:32:32.509228
STRESScoin,,STS,X13,0,/coins/sts/overview,/media/351022/sts.png,21650,PoW/PoS,False,618,,STRESScoin (STS),,STS,cryptocompare,2017-12-30 17:32:32.509228
Dark Lisk,,DISK,X11,0,/coins/disk/overview,/media/351023/disk.png,21652,PoW/PoS,False,619,,Dark Lisk (DISK),,DISK,cryptocompare,2017-12-30 17:32:32.509228
NevaCoin,,NEVA,,0,/coins/neva/overview,/media/351026/neva.png,21669,PoW/PoS,False,620,26280000,NevaCoin (NEVA),,NEVA,cryptocompare,2017-12-30 17:32:32.509228
Cryptokenz,,CYT,PoS,0,/coins/cyt/overview,/media/351024/cyt.png,21706,PoS,False,621,,Cryptokenz (CYT),,CYT,cryptocompare,2017-12-30 17:32:32.509228
Fuzzballs,,FUZZ,Scrypt,0,/coins/fuzz/overview,/media/351025/fuzz.png,21708,PoW,False,622,21000000,Fuzzballs (FUZZ),,FUZZ,cryptocompare,2017-12-30 17:32:32.509228
Nukecoinz,,NKC,Scrypt,0,/coins/nkc/overview,/media/351041/nkc.png,21710,PoW,False,623,,Nukecoinz (NKC),,NKC,cryptocompare,2017-12-30 17:32:32.509228
SecretCoin,,SCRT,X11,0,/coins/scrt/overview,/media/351031/scrt.png,21760,PoW/PoS,False,624,21000000,SecretCoin (SCRT),,SCRT,cryptocompare,2017-12-30 17:32:32.509228
Ratecoin,,XRA,X11,0,/coins/xra/overview,/media/351032/xra.png,21770,PoW/PoS,False,625,75000000,Ratecoin (XRA),,XRA,cryptocompare,2017-12-30 17:32:32.509228
XanaxCoin,,XNX,Scrypt,0,/coins/xnx/overview,/media/351033/xnx.jpg,21773,PoW,False,626,42000000,XanaxCoin (XNX),,XNX,cryptocompare,2017-12-30 17:32:32.509228
StarCoin,,STAR*,Scrypt,0,/coins/starstar/overview,/media/351043/star.jpg,21775,PoW/PoS,False,627,870731707,StarCoin (STAR*),,STAR*,cryptocompare,2017-12-30 17:32:32.509228
Bytom,,BTM*,,0,/coins/btmstar/overview,/media/1383996/btm.png,218008,,False,1450,1407000000,Bytom (BTM*),,BTM*,cryptocompare,2017-12-30 17:32:32.509228
Asch,,XAS,,0,/coins/xas/overview,/media/1383997/xas.png,218107,,False,1451,100000000,Asch (XAS),,XAS,cryptocompare,2017-12-30 17:32:32.509228
SMNX,,SMNX,,0,/coins/smnx/overview,/media/1383998/sx.png,218221,,False,1452,15000000,SMNX (SMNX),,SMNX,cryptocompare,2017-12-30 17:32:32.509228
Stakerush,,STHR,PoS,0,/coins/sthr/overview,/media/351042/sthr.png,21833,PoS,False,628,,Stakerush (STHR),,STHR,cryptocompare,2017-12-30 17:32:32.509228
Digital Bullion Gold,,DBG,PoS,0,/coins/dbg/overview,/media/351047/dbg.png,21859,PoS,False,629,15000000,Digital Bullion Gold (DBG),,DBG,cryptocompare,2017-12-30 17:32:32.509228
BonesCoin,,BON*,Scrypt,0,/coins/bonstar/overview,/media/351045/bon_1.png,21869,PoS,False,630,,BonesCoin (BON*),,BON,cryptocompare,2017-12-30 17:32:32.509228
WMCoin,,WMC,X11,0,/coins/wmc/overview,/media/351044/wmc.png,21871,PoS,False,631,1000000000,WMCoin (WMC),,WMC,cryptocompare,2017-12-30 17:32:32.509228
GothicCoin,,GOTX,Scrypt,0,/coins/gotx/overview,/media/351071/gotx.png,21875,PoW,False,632,313333333,GothicCoin (GOTX),,GOTX,cryptocompare,2017-12-30 17:32:32.509228
FlavorCoin,,FLVR,SHA256,0,/coins/flvr/overview,/media/351046/2flav.png,21878,PoW/PoS,False,633,,FlavorCoin (FLVR),,FLVR,cryptocompare,2017-12-30 17:32:32.509228
Dentacoin,,DCN,,0,/coins/dcn/overview,/media/1383999/dcn.png,218906,,False,1453,8000000000000,Dentacoin (DCN),,DCN,cryptocompare,2017-12-30 17:32:32.509228
ShrekCoin,,SHREK,Scrypt,0,/coins/shrek/overview,/media/351048/shrek.png,21907,PoW/PoS,False,633,1246000000,ShrekCoin (SHREK),,SHREK,cryptocompare,2017-12-30 17:32:32.509228
Stakers,,STA*,PoS,0,/coins/stastar/overview,/media/351063/sta.png,21981,PoS,False,635,100000000,Stakers (STA*),,STA*,cryptocompare,2017-12-30 17:32:32.509228
Rise,,RISE,DPoS,0,/coins/rise/overview,/media/351059/rise.png,22015,PoS,False,636,,Rise (RISE),,RISE,cryptocompare,2017-12-30 17:32:32.509228
Agrello Delta,,DLT,,0,/coins/dlt/overview,/media/1384001/delta.png,220204,,False,1454,130271020,Agrello Delta (DLT),,DLT,cryptocompare,2017-12-30 17:32:32.509228
Macroverse,,MRV,,0,/coins/mrv/overview,/media/1384009/mrv.png,221349,,False,1455,668908,Macroverse (MRV),,MRV,cryptocompare,2017-12-30 17:32:32.509228
Embers,,MBRS,,0,/coins/mbrs/overview,/media/1384010/mbrs.png,221350,,False,1456,50000000,Embers (MBRS),,MBRS,cryptocompare,2017-12-30 17:32:32.509228
Substratum Network,,SUB,,0,/coins/sub/overview,/media/1384011/sub1.png,221463,,False,1457,600000000,Substratum Network (SUB),,SUB,cryptocompare,2017-12-30 17:32:32.509228
Memessenger,,MET,,0,/coins/met/overview,/media/1384013/met1.png,221605,,False,1458,10000000,Memessenger (MET),,MET,cryptocompare,2017-12-30 17:32:32.509228
Revenu,,REV,SHA256,0,/coins/rev/overview,/media/351061/rev.png,22169,PoW/PoS,False,637,222725000,Revenu (REV),,REV,cryptocompare,2017-12-30 17:32:32.509228
PabyosiCoin,,PBC,X11,0,/coins/pbc/overview,/media/351062/pbc.png,22171,PoW/PoS,False,638,31500000000,PabyosiCoin (PBC),,PBC,cryptocompare,2017-12-30 17:32:32.509228
Obscurebay,,OBS,X11,0,/coins/obs/overview,/media/351064/obs.png,22177,PoW/PoS,False,639,6562000,Obscurebay (OBS),,OBS,cryptocompare,2017-12-30 17:32:32.509228
ExitCoin,,EXIT,Scrypt,0,/coins/exit/overview,/media/351065/exit.png,22180,PoW/PoS,False,640,756000000,ExitCoin (EXIT),,EXIT,cryptocompare,2017-12-30 17:32:32.509228
EducoinV,,EDC,Scrypt,0,/coins/edc/overview,/media/351066/edc.png,22185,PoW/PoS,False,641,99000000,EducoinV (EDC),,EDC,cryptocompare,2017-12-30 17:32:32.509228
Clinton,,CLINT,SHA256,0,/coins/clint/overview,/media/351067/clint.png,22191,PoW,False,642,2421227,Clinton (CLINT),,CLINT,cryptocompare,2017-12-30 17:32:32.509228
Clockcoin,,CKC,SHA256,0,/coins/ckc/overview,/media/351068/ckc.png,22207,PoW/PoS,False,643,525000000,Clockcoin (CKC),,CKC,cryptocompare,2017-12-30 17:32:32.509228
Neblio,,NEBL,,0,/coins/nebl/overview,/media/1384016/nebl.png,222085,,False,1460,,Neblio (NEBL),,NEBL,cryptocompare,2017-12-30 17:32:32.509228
VIP Tokens,,VIP,NIST5,0,/coins/vip/overview,/media/351069/vip.png,22212,PoW/PoS,False,644,90000000,VIP Tokens (VIP),,VIP,cryptocompare,2017-12-30 17:32:32.509228
Prospectors,,PGL,,0,/coins/pgl/overview,/media/1384018/pgl.png,222125,,False,1461,220000000,Prospectors (PGL),,PGL,cryptocompare,2017-12-30 17:32:32.509228
MonacoCoin,,XMCC,X11,0,/coins/xmcc/overview,/media/1384017/mcc.png,222133,PoW/PoS,False,1462,9507271,MonacoCoin (XMCC),,XMCC,cryptocompare,2017-12-30 17:32:32.509228
Authoreon,,AUTH,,0,/coins/auth/overview,/media/1384019/auth.png,222200,,False,1463,1000000000,Authoreon (AUTH),,AUTH,cryptocompare,2017-12-30 17:32:32.509228
NXEcoin,,NXE,NIST5,0,/coins/nxe/overview,/media/351070/nxe.png,22240,PoW/PoS,False,645,2200000,NXEcoin (NXE),,NXE,cryptocompare,2017-12-30 17:32:32.509228
Cash Poker Pro,,CASH*,,0,/coins/cashstar/overview,/media/1384020/cpp.png,222436,,False,1464,,Cash Poker Pro (CASH*),,CASH*,cryptocompare,2017-12-30 17:32:32.509228
ZoomCoin,,ZOOM,Lyra2RE,0,/coins/zoom/overview,/media/351081/zoom.png,22245,PoW,False,646,250000,ZoomCoin (ZOOM),,ZOOM,cryptocompare,2017-12-30 17:32:32.509228
DT Token,,DRACO,,1,/coins/draco/overview,/media/351390/dt-token.png,22248,,False,647,88888888,DT Token (DRACO),,DRACO,cryptocompare,2017-12-30 17:32:32.509228
YobitVirtualCoin,,YOVI,SHA256,0,/coins/yovi/overview,/media/351073/yovi.png,22254,PoS,False,648,22830000,YobitVirtualCoin (YOVI),,YOVI,cryptocompare,2017-12-30 17:32:32.509228
OrlyCoin,,ORLY,X15,0,/coins/orly/overview,/media/351076/orly.png,22258,PoW/PoS,False,649,36000000,OrlyCoin (ORLY),,ORLY,cryptocompare,2017-12-30 17:32:32.509228
KubosCoin,,KUBO,Scrypt,0,/coins/kubo/overview,/media/351077/kubo.png,22262,PoW/PoS,False,650,2940000,KubosCoin (KUBO),,KUBO,cryptocompare,2017-12-30 17:32:32.509228
InceptionCoin,,INCP,X11,0,/coins/incp/overview,/media/351078/incp.png,22264,PoW/PoS,False,651,,InceptionCoin (INCP),,INCP,cryptocompare,2017-12-30 17:32:32.509228
SharkCoin,,SAK,SHA256,0,/coins/sak/overview,/media/351079/sak.png,22268,PoW,False,652,400000000,SharkCoin (SAK),,SAK,cryptocompare,2017-12-30 17:32:32.509228
EvilCoin,,EVIL,X11,0,/coins/evil/overview,/media/351080/evil.png,22272,PoW/PoS,False,653,21024000,EvilCoin (EVIL),,EVIL,cryptocompare,2017-12-30 17:32:32.509228
OmegaCoin,,OMA,X15,0,/coins/oma/overview,/media/20386/oma.png,22280,PoW/PoS,False,654,,OmegaCoin (OMA),,OMA,cryptocompare,2017-12-30 17:32:32.509228
MonetaryUnit,,MUE,Quark,0,/coins/mue/overview,/media/351084/mue.png,22325,PoW,False,655,,MonetaryUnit (MUE),,MUE,cryptocompare,2017-12-30 17:32:32.509228
CobraCoin,,COX,Scrypt,0,/coins/cox/overview,/media/351083/cox.png,22326,PoW/PoS,False,656,1012941176,CobraCoin (COX),,COX,cryptocompare,2017-12-30 17:32:32.509228
Bancor Network Token,,BNT,,0,/coins/bnt/overview,/media/1383549/bnt.jpg,22327,,False,657,79323978,Bancor Network Token (BNT),,BNT,cryptocompare,2017-12-30 17:32:32.509228
EkoCoin,,EKO,Scrypt,0,/coins/eko/overview,/media/351085/eko.png,22328,PoW,False,658,533333333,EkoCoin (EKO),,EKO,cryptocompare,2017-12-30 17:32:32.509228
Lampix,,PIX,,0,/coins/pix/overview,/media/1384024/pix.png,223283,,False,1493,327154880,Lampix (PIX),,PIX,cryptocompare,2017-12-30 17:32:32.509228
BitSend,,BSD,X11,0,/coins/bsd/overview,/media/351086/bsd.png,22329,PoW/PoS,False,659,139000000,BitSend (BSD),,BSD,cryptocompare,2017-12-30 17:32:32.509228
Destiny,,DES,Scrypt,0,/coins/des/overview,/media/351087/des.png,22330,PoW/PoS,False,660,212625,Destiny (DES),,DES,cryptocompare,2017-12-30 17:32:32.509228
16BitCoin,,BIT16,NIST5,0,/coins/bit16/overview,/media/20181/16bit.png,22333,PoW/PoS,False,661,16000000,16BitCoin (BIT16),,BIT16,cryptocompare,2017-12-30 17:32:32.509228
Project Decorum,,PDC,,1,/coins/pdc/overview,/media/351088/pdc.png,22352,,False,662,50000000,Project Decorum (PDC),,PDC,cryptocompare,2017-12-30 17:32:32.509228
CometCoin,,CMT,Scrypt,0,/coins/cmt/overview,/media/351090/cmt.png,22354,PoW,False,663,2000000,CometCoin (CMT),,CMT,cryptocompare,2017-12-30 17:32:32.509228
DetectorToken,,DTCT,,0,/coins/dtct/overview,/media/1384025/dtct.png,223644,,False,1466,,DetectorToken (DTCT),,DTCT,cryptocompare,2017-12-30 17:32:32.509228
ChessCoin,,CHESS,Scrypt,0,/coins/chess/overview,/media/351094/chess.jpg,22407,PoW/PoS,False,665,74666667,ChessCoin (CHESS),,CHESS,cryptocompare,2017-12-30 17:32:32.509228
SpaceCoin,,SPACE,Scrypt,0,/coins/space/overview,/media/351095/space.png,22410,PoW/PoS,False,666,,SpaceCoin (SPACE),,SPACE,cryptocompare,2017-12-30 17:32:32.509228
ReeCoin,,REE,Scrypt,0,/coins/ree/overview,/media/351096/ree.png,22418,PoW/PoS,False,667,350000000,ReeCoin (REE),,REE,cryptocompare,2017-12-30 17:32:32.509228
Liquid,,LQD,,0,/coins/lqd/overview,/media/351097/lqd.png,22422,,False,668,99999.99,Liquid (LQD),,LQD,cryptocompare,2017-12-30 17:32:32.509228
Marvelous,,MARV,Scrypt,0,/coins/marv/overview,/media/351099/marv.png,22428,PoW,False,669,400000000,Marvelous (MARV),,MARV,cryptocompare,2017-12-30 17:32:32.509228
XDE II,,XDE2,SHA256,0,/coins/xde2/overview,/media/351100/xde2.png,22430,PoS,False,670,,XDE II (XDE2),,XDE2,cryptocompare,2017-12-30 17:32:32.509228
VectorCoin 2.0 ,,VEC2,Dagger-Hashimoto,0,/coins/vec2/overview,/media/351101/vec2.png,22434,PoW,False,671,,VectorCoin 2.0  (VEC2),,VEC2,cryptocompare,2017-12-30 17:32:32.509228
Omni,,OMNI,Scrypt,1,/coins/omni/overview,/media/351102/omni.png,22441,PoW,False,672,616448,Omni (OMNI),,OMNI,cryptocompare,2017-12-30 17:32:32.509228
GenesysCoin,,GSY,SHA256,0,/coins/gsy/overview,/media/351103/gsy.png,22453,PoW/PoS,False,673,,GenesysCoin (GSY),,GSY,cryptocompare,2017-12-30 17:32:32.509228
TrollTokens,,TKN*,SHA256,0,/coins/tknstar/overview,/media/351104/tkn.png,22458,PoW/PoS,False,674,860000000,TrollTokens (TKN*),,TKN*,cryptocompare,2017-12-30 17:32:32.509228
Centra,,CTR,,0,/coins/ctr/overview,/media/1384029/ctr.png,225277,,False,1467,100000000,Centra (CTR),,CTR,cryptocompare,2017-12-30 17:32:32.509228
Paragon,,PRG,,0,/coins/prg/overview,/media/1384033/prg.png,225764,,True,1469,200000000,Paragon (PRG),,PRG,cryptocompare,2017-12-30 17:32:32.509228
CampusCoin,,CMPCO,Scrypt,0,/coins/cmpco/overview,/media/1384036/cmpo.png,228090,PoW,False,1465,1010000000,CampusCoin (CMPCO),,CMPCO,cryptocompare,2017-12-30 17:32:32.509228
ThankYou,,THNX,,0,/coins/thnx/overview,/media/1384039/thnx.jpg,228146,,False,1470,70000000,ThankYou (THNX),,THNX,cryptocompare,2017-12-30 17:32:32.509228
HealthyWorm,,WORM,PoS,0,/coins/worm/overview,/media/1384040/worm.png,228162,PoS,False,1471,,HealthyWorm (WORM),,WORM,cryptocompare,2017-12-30 17:32:32.509228
Fuck Token,,FUCK,,0,/coins/fuck/overview,/media/1384043/fuck.png,229060,,False,1472,70856775,Fuck Token (FUCK),,FUCK,cryptocompare,2017-12-30 17:32:32.509228
Veredictum,,VNT,,0,/coins/vnt/overview,/media/1384015/vent.png,229307,,False,1473,,Veredictum (VNT),,VNT,cryptocompare,2017-12-30 17:32:32.509228
Smart Investment Fund Token,,SIFT,,0,/coins/sift/overview,/media/1384045/sift.jpg,229420,,False,1474,"722,935",Smart Investment Fund Token (SIFT),,SIFT,cryptocompare,2017-12-30 17:32:32.509228
Ignis,,IGNIS,,0,/coins/ignis/overview,/media/1384046/ignis.png,231674,,False,1475,,Ignis (IGNIS),,IGNIS,cryptocompare,2017-12-30 17:32:32.509228
IwToken,,IWT,,0,/coins/iwt/overview,/media/1384048/iwt.png,232556,,False,1476,,IwToken (IWT),,IWT,cryptocompare,2017-12-30 17:32:32.509228
JustDatingSite,,JDC,,0,/coins/jdc/overview,/media/1384049/jdc.png,232607,,False,1477,,JustDatingSite (JDC),,JDC,cryptocompare,2017-12-30 17:32:32.509228
Intelligent Trading Technologies,,ITT,,0,/coins/itt/overview,/media/1384050/itt.png,232678,,False,1478,11500000,Intelligent Trading Technologies (ITT),,ITT,cryptocompare,2017-12-30 17:32:32.509228
MediBond,,MEDI,,0,/coins/medi/overview,/media/1384051/medi.png,233044,,False,1495,250000000,MediBond (MEDI),,MEDI,cryptocompare,2017-12-30 17:32:32.509228
Let it Ride,,LIR,POS 3.0,0,/coins/lir/overview,/media/351208/lir.png,23423,PoS,False,675,33500000,Let it Ride (LIR),,LIR,cryptocompare,2017-12-30 17:32:32.509228
MMNXT ,,MMNXT,,1,/coins/mmnxt/overview,/media/351209/nxtasset.png,23425,,False,676,50000000,MMNXT  (MMNXT),,MMNXT,cryptocompare,2017-12-30 17:32:32.509228
ScryptCoin,,SCRPT,Scrypt,0,/coins/scrpt/overview,/media/351210/scrpt.png,23429,PoW,False,677,34181818,ScryptCoin (SCRPT),,SCRPT,cryptocompare,2017-12-30 17:32:32.509228
LBRY Credits,,LBC,,0,/coins/lbc/overview,/media/351211/lbc.png,23432,,False,678,1000000000,LBRY Credits (LBC),,LBC,cryptocompare,2017-12-30 17:32:32.509228
Specie,,SPX,PoS,0,/coins/spx/overview,/media/351212/spx.png,23435,PoS,False,679,9000000,Specie (SPX),,SPX,cryptocompare,2017-12-30 17:32:32.509228
Hello Gold,,HGT,,0,/coins/hgt/overview,/media/9350692/hgt.jpg,234508,,False,1496,1000000000,Hello Gold (HGT),,HGT,cryptocompare,2017-12-30 17:32:32.509228
Litra,,LTA,,0,/coins/lta/overview,/media/9350693/lta.png,234526,,False,1497,99999999,Litra (LTA),,LTA,cryptocompare,2017-12-30 17:32:32.509228
Nimfamoney,,NIMFA,,0,/coins/nimfa/overview,/media/9350694/nimfa.jpg,234596,,False,1498,100000000,Nimfamoney (NIMFA),,NIMFA,cryptocompare,2017-12-30 17:32:32.509228
Scorista,,SCOR,,0,/coins/scor/overview,/media/9350695/scor.jpg,234659,,False,1499,,Scorista (SCOR),,SCOR,cryptocompare,2017-12-30 17:32:32.509228
CPROP,,MLS,,0,/coins/mls/overview,/media/9350696/mls.png,234707,,False,1500,100000000,CPROP (MLS),,MLS,cryptocompare,2017-12-30 17:32:32.509228
KexCoin,,KEX,,0,/coins/kex/overview,/media/9350699/kex.png,234766,,False,1501,10000000,KexCoin (KEX),,KEX,cryptocompare,2017-12-30 17:32:32.509228
Cobinhood,,COB,,0,/coins/cob/overview,/media/9350700/cobin.png,234811,,False,1502,1000000000,Cobinhood (COB),,COB,cryptocompare,2017-12-30 17:32:32.509228
PeerCoin,,PPC,,0,/coins/ppc/overview,/media/19864/peercoin-logo.png,2349,,False,14,,PeerCoin (PPC),,PPC,cryptocompare,2017-12-30 17:32:32.509228
Bitradio,,BRO,PoS,0,/coins/bro/overview,/media/9350701/bro.png,234982,PoS,False,1503,,Bitradio (BRO),,BRO,cryptocompare,2017-12-30 17:32:32.509228
Minex,,MINEX,,0,/coins/minex/overview,/media/9350702/minex.png,235021,,False,1504,30000000,Minex (MINEX),,MINEX,cryptocompare,2017-12-30 17:32:32.509228
ATLANT,,ATL,,0,/coins/atl/overview,/media/9350703/atlant.png,235213,,False,1505,54175041,ATLANT (ATL),,ATL,cryptocompare,2017-12-30 17:32:32.509228
