Id,Comments,Followers,PageViews,Points,Posts,socialsource,source,symbol,symbol_id,timestamp_api_call
478,9962.0,27233.0,4951808,924295.0,5754.0,CryptoCompare,cryptocompare,LTC,3808,2017-12-27 16:42:16.703350
479,,3.0,560,75.0,,CryptoCompare,cryptocompare,LYB,13281,2017-12-27 21:23:26.453578
480,2.0,17.0,1731,595.0,6.0,CryptoCompare,cryptocompare,MAD,131079,2017-12-28 00:03:02.233883
481,2.0,17.0,1730,595.0,6.0,CryptoCompare,cryptocompare,MAD,131079,2017-12-27 21:37:02.063063
482,,7.0,810,175.0,,CryptoCompare,cryptocompare,MAPC,12223,2017-12-27 21:23:07.569529
483,1.0,5.0,981,160.0,1.0,CryptoCompare,cryptocompare,MAT*,108094,2017-12-28 00:02:34.912984
484,122.0,193.0,70286,7720.0,67.0,CryptoCompare,cryptocompare,MCAP,131154,2017-12-27 23:18:50.776669
485,122.0,193.0,70268,7720.0,67.0,CryptoCompare,cryptocompare,MCAP,131154,2017-12-27 21:37:02.722507
486,122.0,193.0,70289,7720.0,67.0,CryptoCompare,cryptocompare,MCAP,131154,2017-12-28 00:03:05.811223
487,,25.0,3505,675.0,2.0,CryptoCompare,cryptocompare,MI,12225,2017-12-27 21:36:59.361887
488,,25.0,3506,675.0,2.0,CryptoCompare,cryptocompare,MI,12225,2017-12-27 23:18:34.498731
489,,5.0,648,150.0,1.0,CryptoCompare,cryptocompare,MMC,5389,2017-12-28 01:45:54.714260
490,1.0,7.0,682,210.0,1.0,CryptoCompare,cryptocompare,MMXVI,36992,2017-12-28 01:45:55.198407
491,,15.0,1704,375.0,,CryptoCompare,cryptocompare,MN,4563,2017-12-28 01:45:56.085551
492,4.0,10.0,1374,340.0,2.0,CryptoCompare,cryptocompare,MNC,4564,2017-12-28 01:45:56.698068
493,,9.0,827,250.0,1.0,CryptoCompare,cryptocompare,MND,15888,2017-12-28 01:45:57.159881
494,3.0,46.0,3959,1480.0,12.0,CryptoCompare,cryptocompare,MNX,389849,2017-12-28 01:45:58.238750
495,2.0,11.0,1488,395.0,4.0,CryptoCompare,cryptocompare,MNY,208001,2017-12-28 01:45:58.805318
496,,29.0,3400,750.0,1.0,CryptoCompare,cryptocompare,MONETA,30364,2017-12-28 01:45:59.842275
497,,6.0,369,175.0,1.0,CryptoCompare,cryptocompare,MRS,5410,2017-12-28 01:46:00.782939
498,,2.0,541,50.0,,CryptoCompare,cryptocompare,MTR,5340,2017-12-28 01:46:01.192234
499,1.0,10.0,605,285.0,1.0,CryptoCompare,cryptocompare,MUDRA,25820,2017-12-28 01:46:01.923443
500,5.0,147.0,13777,4250.0,21.0,CryptoCompare,cryptocompare,MUE,22325,2017-12-28 01:46:02.536609
501,46.0,404.0,45463,11885.0,53.0,CryptoCompare,cryptocompare,MUSIC,53950,2017-12-28 01:46:03.634062
502,,4.0,1291,100.0,,CryptoCompare,cryptocompare,MWC,6107,2017-12-28 01:46:04.491430
503,3.0,17.0,1094,780.0,13.0,CryptoCompare,cryptocompare,MXT,53944,2017-12-28 01:46:05.846518
504,,40.0,3784,1325.0,13.0,CryptoCompare,cryptocompare,MYB,179345,2017-12-28 01:46:06.590764
505,9.0,206.0,12228,5690.0,18.0,CryptoCompare,cryptocompare,MYST,136190,2017-12-28 00:03:08.690602
506,9.0,206.0,12223,5690.0,18.0,CryptoCompare,cryptocompare,MYST,136190,2017-12-27 21:37:03.359954
507,9.0,206.0,12224,5690.0,18.0,CryptoCompare,cryptocompare,MYST,136190,2017-12-27 23:18:53.541461
508,9.0,206.0,12229,5690.0,18.0,CryptoCompare,cryptocompare,MYST,136190,2017-12-28 01:46:07.184098
509,5.0,30.0,3865,950.0,6.0,CryptoCompare,cryptocompare,MZC,4568,2017-12-28 01:46:07.897411
510,,4.0,1040,100.0,,CryptoCompare,cryptocompare,NAN,4569,2017-12-28 01:46:08.316189
511,,2.0,699,50.0,,CryptoCompare,cryptocompare,NAS2,16717,2017-12-28 01:46:08.987327
512,12.0,63.0,9282,2020.0,13.0,CryptoCompare,cryptocompare,NAUT,4570,2017-12-28 01:46:09.681483
513,96.0,640.0,56983,18885.0,77.0,CryptoCompare,cryptocompare,NAV,4571,2017-12-28 01:46:10.666918
514,,2.0,254,75.0,1.0,CryptoCompare,cryptocompare,NBL,4572,2017-12-28 01:46:11.699329
515,,8.0,732,200.0,,CryptoCompare,cryptocompare,NDOGE,45044,2017-12-28 01:46:12.675156
516,37.0,216.0,24753,7095.0,53.0,CryptoCompare,cryptocompare,NEBL,222085,2017-12-28 01:46:13.597499
517,,36.0,6240,950.0,2.0,CryptoCompare,cryptocompare,NEC,4573,2017-12-28 01:46:14.295974
518,,5.0,472,125.0,,CryptoCompare,cryptocompare,NEF,112405,2017-12-27 23:18:24.670896
519,,5.0,470,125.0,,CryptoCompare,cryptocompare,NEF,112405,2017-12-27 21:22:57.876571
520,,5.0,473,125.0,,CryptoCompare,cryptocompare,NEF,112405,2017-12-28 01:46:14.748693
521,2.0,9.0,1582,320.0,3.0,CryptoCompare,cryptocompare,NEOG,370947,2017-12-28 01:46:17.277929
522,,18.0,1511,525.0,3.0,CryptoCompare,cryptocompare,NEU,372377,2017-12-28 01:46:18.238296
523,,11.0,1173,275.0,,CryptoCompare,cryptocompare,NEVA,21669,2017-12-28 01:46:19.433176
524,,,147,,,CryptoCompare,cryptocompare,NEWB,380794,2017-12-28 01:46:21.575515
525,84.0,265.0,42772,9090.0,65.0,CryptoCompare,cryptocompare,NGC,466339,2017-12-28 01:46:22.744755
526,,1.0,435,25.0,,CryptoCompare,cryptocompare,NICE,43253,2017-12-28 01:46:23.580093
527,2.0,20.0,2326,695.0,7.0,CryptoCompare,cryptocompare,NIMFA,234596,2017-12-28 01:46:24.557438
528,,5.0,186,150.0,1.0,CryptoCompare,cryptocompare,NIO,412112,2017-12-28 01:46:25.434015
529,,3.0,520,75.0,,CryptoCompare,cryptocompare,NKT,5334,2017-12-28 01:46:25.951191
530,,40.0,2085,1000.0,,CryptoCompare,cryptocompare,NLC,29010,2017-12-28 01:46:27.113929
531,,2.0,259,50.0,,CryptoCompare,cryptocompare,NMB,4575,2017-12-28 01:46:27.928309
532,23.0,319.0,26615,8830.0,25.0,CryptoCompare,cryptocompare,NMC,4580,2017-12-28 01:46:31.266146
533,1.0,21.0,2619,585.0,2.0,CryptoCompare,cryptocompare,NOBL,4577,2017-12-28 01:46:32.026238
534,,6.0,342,150.0,,CryptoCompare,cryptocompare,NODE,5402,2017-12-28 01:46:32.640822
535,,9.0,920,225.0,,CryptoCompare,cryptocompare,NOO,41971,2017-12-28 01:46:35.404226
536,9.0,89.0,7783,2565.0,10.0,CryptoCompare,cryptocompare,NOTE,5322,2017-12-28 01:46:36.457207
537,,3.0,163,75.0,,CryptoCompare,cryptocompare,NRB,4576,2017-12-28 01:46:37.561346
538,,5.0,834,125.0,,CryptoCompare,cryptocompare,NRC,44001,2017-12-28 01:46:37.957302
539,,1.0,351,25.0,,CryptoCompare,cryptocompare,NRS,4578,2017-12-28 01:46:38.351959
540,,3.0,626,75.0,,CryptoCompare,cryptocompare,NTC,29366,2017-12-28 01:46:39.215291
541,1.0,20.0,4920,610.0,4.0,CryptoCompare,cryptocompare,NTCC,41819,2017-12-28 01:46:40.322350
542,,4.0,395,100.0,,CryptoCompare,cryptocompare,NUKE,44799,2017-12-28 01:46:46.450623
543,,9.0,742,225.0,,CryptoCompare,cryptocompare,NUM,20583,2017-12-28 01:46:47.000872
544,8.0,140.0,14568,3855.0,11.0,CryptoCompare,cryptocompare,NVC,4579,2017-12-28 01:46:53.533472
545,10.0,118.0,12696,3325.0,11.0,CryptoCompare,cryptocompare,NXC,35678,2017-12-28 01:46:54.502919
546,,6.0,686,150.0,,CryptoCompare,cryptocompare,NXE,22240,2017-12-28 01:46:55.008025
547,1169.0,3088.0,411079,108615.0,789.0,CryptoCompare,cryptocompare,NXT,1183,2017-12-27 21:36:58.219814
548,1196.0,3102.0,414291,109685.0,807.0,CryptoCompare,cryptocompare,NXT,1183,2017-12-28 01:46:55.402171
549,1176.0,3093.0,412290,109085.0,800.0,CryptoCompare,cryptocompare,NXT,1183,2017-12-27 23:18:30.194115
550,1184.0,3097.0,412849,109265.0,800.0,CryptoCompare,cryptocompare,NXT,1183,2017-12-28 00:02:43.808843
551,,6.0,1195,150.0,,CryptoCompare,cryptocompare,NXTI,3650,2017-12-28 01:47:02.434608
552,11.0,81.0,7653,2660.0,21.0,CryptoCompare,cryptocompare,NYC,247232,2017-12-28 01:47:08.508343
553,,12.0,1396,425.0,5.0,CryptoCompare,cryptocompare,NZC,24892,2017-12-28 01:47:10.430445
554,3.0,89.0,15642,2305.0,2.0,CryptoCompare,cryptocompare,OAX,180013,2017-12-28 01:47:11.655290
555,1.0,66.0,6657,1710.0,2.0,CryptoCompare,cryptocompare,OBITS,15323,2017-12-28 01:47:14.420613
556,,5.0,500,125.0,,CryptoCompare,cryptocompare,OBS,22177,2017-12-28 01:47:16.991857
557,3.0,43.0,5664,1280.0,7.0,CryptoCompare,cryptocompare,OCL,214738,2017-12-28 01:47:18.136725
558,,3.0,557,75.0,,CryptoCompare,cryptocompare,OCTO,5393,2017-12-28 01:47:18.538621
559,,73.0,7018,2650.0,33.0,CryptoCompare,cryptocompare,ODN,319075,2017-12-28 01:47:19.336114
560,,2.0,533,75.0,1.0,CryptoCompare,cryptocompare,ODNT,34847,2017-12-28 01:47:20.171611
561,,1.0,547,25.0,,CryptoCompare,cryptocompare,OLDSF,20640,2017-12-28 01:47:21.000074
562,,4.0,550,100.0,,CryptoCompare,cryptocompare,OLYMP,29715,2017-12-28 01:47:22.248221
563,,3.0,734,75.0,,CryptoCompare,cryptocompare,OMA,22280,2017-12-28 01:47:22.675918
564,,15.0,1482,400.0,1.0,CryptoCompare,cryptocompare,OPAL,4582,2017-12-28 01:47:25.160475
565,,4.0,285,100.0,,CryptoCompare,cryptocompare,OPES,42850,2017-12-28 01:47:26.017000
566,21.0,123.0,19637,3885.0,24.0,CryptoCompare,cryptocompare,OPT,197054,2017-12-28 01:47:27.013275
567,,11.0,971,275.0,,CryptoCompare,cryptocompare,ORLY,22258,2017-12-28 01:47:27.935126
568,14.0,126.0,27419,3665.0,15.0,CryptoCompare,cryptocompare,ORME,301112,2017-12-28 01:47:28.361071
569,3.0,4.0,1166,155.0,1.0,CryptoCompare,cryptocompare,OS76,41122,2017-12-28 01:47:28.814409
570,36.0,100.0,10921,3485.0,25.0,CryptoCompare,cryptocompare,OTN,370726,2017-12-28 01:47:29.815788
571,,25.0,3206,675.0,2.0,CryptoCompare,cryptocompare,OTX,188294,2017-12-28 01:47:30.707296
572,9.0,55.0,5259,1915.0,18.0,CryptoCompare,cryptocompare,PAK,17006,2017-12-28 01:47:31.320117
573,8.0,92.0,5186,2730.0,14.0,CryptoCompare,cryptocompare,PART,191116,2017-12-28 01:47:31.880856
574,4.0,37.0,3506,1015.0,2.0,CryptoCompare,cryptocompare,PASL,50754,2017-12-28 01:47:32.732430
575,1.0,29.0,2605,885.0,6.0,CryptoCompare,cryptocompare,PDC,22352,2017-12-28 01:47:33.405632
576,,3.0,284,75.0,,CryptoCompare,cryptocompare,PEN,33127,2017-12-28 01:47:34.394475
577,2.0,58.0,5042,1645.0,7.0,CryptoCompare,cryptocompare,PEPECASH,42663,2017-12-28 01:47:34.810410
578,,1.0,274,25.0,,CryptoCompare,cryptocompare,PEX,33010,2017-12-28 01:47:35.198335
579,,5.0,448,175.0,2.0,CryptoCompare,cryptocompare,PFR,409155,2017-12-28 01:47:35.683815
580,,7.0,1264,200.0,1.0,CryptoCompare,cryptocompare,PGL,222125,2017-12-28 01:47:36.258647
581,,11.0,1173,275.0,,CryptoCompare,cryptocompare,PIO,28342,2017-12-28 01:47:37.426817
582,7.0,73.0,10492,2170.0,11.0,CryptoCompare,cryptocompare,PIRL,355019,2017-12-28 01:47:38.163357
583,7.0,24.0,4310,895.0,9.0,CryptoCompare,cryptocompare,PIZZA,25830,2017-12-28 01:47:39.299497
584,2.0,53.0,5889,1445.0,4.0,CryptoCompare,cryptocompare,PKT,344086,2017-12-28 01:47:40.225917
585,10.0,15.0,1838,650.0,7.0,CryptoCompare,cryptocompare,PLAY,369251,2017-12-28 01:47:41.362986
586,56.0,263.0,27347,8260.0,45.0,CryptoCompare,cryptocompare,PLBT,171884,2017-12-28 01:47:41.781224
587,,6.0,709,175.0,1.0,CryptoCompare,cryptocompare,PLNC,34493,2017-12-28 01:47:42.199593
588,101.0,233.0,57197,8185.0,54.0,CryptoCompare,cryptocompare,PLR,184298,2017-12-28 01:47:42.766466
589,13.0,53.0,3873,1580.0,5.0,CryptoCompare,cryptocompare,PLU,42837,2017-12-28 01:47:43.298093
590,17.0,87.0,13535,3295.0,38.0,CryptoCompare,cryptocompare,PLX,412081,2017-12-28 01:47:43.694911
591,2.0,47.0,3776,1420.0,9.0,CryptoCompare,cryptocompare,PND,37366,2017-12-28 01:47:44.252740
592,,44.0,4514,1425.0,13.0,CryptoCompare,cryptocompare,POLL,319130,2017-12-28 01:47:44.901060
593,,21.0,2704,550.0,1.0,CryptoCompare,cryptocompare,POLY,7567,2017-12-28 01:47:45.600323
594,,4.0,454,100.0,0.0,CryptoCompare,cryptocompare,POS,370825,2017-12-28 01:47:46.443816
595,1.0,14.0,1423,585.0,9.0,CryptoCompare,cryptocompare,POST,20444,2017-12-28 01:47:46.879726
596,35.0,716.0,72817,19325.0,43.0,CryptoCompare,cryptocompare,PPC,2349,2017-12-28 01:47:47.417458
597,6.0,62.0,6485,1760.0,6.0,CryptoCompare,cryptocompare,PPP,327500,2017-12-28 01:47:48.825573
598,5.0,129.0,4649,3800.0,21.0,CryptoCompare,cryptocompare,PPY,29348,2017-12-28 01:47:49.243240
599,4.0,15.0,2048,515.0,4.0,CryptoCompare,cryptocompare,PRC,3638,2017-12-28 01:47:50.055629
600,,8.0,994,200.0,,CryptoCompare,cryptocompare,PRE,30024,2017-12-28 01:47:50.641473
601,1.0,15.0,1713,410.0,1.0,CryptoCompare,cryptocompare,PRES,42841,2017-12-28 01:47:51.210781
602,,11.0,1074,275.0,,CryptoCompare,cryptocompare,PRIME,20814,2017-12-28 01:47:51.902049
603,2.0,18.0,2627,695.0,9.0,CryptoCompare,cryptocompare,PRL,429355,2017-12-28 01:47:52.491666
604,20.0,58.0,8099,3850.0,88.0,CryptoCompare,cryptocompare,PSB,29041,2017-12-28 01:47:53.075117
605,,5.0,607,125.0,,CryptoCompare,cryptocompare,PSI,29004,2017-12-28 01:47:53.584879
606,,6.0,1042,175.0,1.0,CryptoCompare,cryptocompare,PST,255777,2017-12-28 01:47:54.101582
607,,6.0,391,175.0,1.0,CryptoCompare,cryptocompare,PSY,24871,2017-12-28 01:47:54.613700
608,8.0,48.0,5643,1680.0,16.0,CryptoCompare,cryptocompare,PTC,5317,2017-12-28 01:47:55.308672
609,94.0,307.0,33590,10240.0,65.0,CryptoCompare,cryptocompare,PTOY,129035,2017-12-27 23:18:38.483916
610,94.0,306.0,33578,10215.0,65.0,CryptoCompare,cryptocompare,PTOY,129035,2017-12-27 21:37:00.154996
611,94.0,307.0,33599,10240.0,65.0,CryptoCompare,cryptocompare,PTOY,129035,2017-12-28 01:47:55.849587
612,94.0,307.0,33591,10240.0,65.0,CryptoCompare,cryptocompare,PTOY,129035,2017-12-28 00:02:52.712514
613,3.0,16.0,1248,630.0,8.0,CryptoCompare,cryptocompare,PURE,370535,2017-12-28 01:47:56.359478
614,,5.0,298,125.0,,CryptoCompare,cryptocompare,PX,37370,2017-12-28 01:47:56.999935
615,,10.0,893,250.0,,CryptoCompare,cryptocompare,PXI,15274,2017-12-28 01:47:57.592031
616,3.0,86.0,8443,2280.0,4.0,CryptoCompare,cryptocompare,QAU,170958,2017-12-28 01:47:58.352306
617,,9.0,894,250.0,1.0,CryptoCompare,cryptocompare,QBK,5361,2017-12-28 01:47:58.848413
618,,13.0,1035,325.0,,CryptoCompare,cryptocompare,QBT,59317,2017-12-28 01:48:00.200113
619,0.0,48.0,3814,1500.0,12.0,CryptoCompare,cryptocompare,QORA,5314,2017-12-28 01:48:01.207763
620,,42.0,4630,1125.0,3.0,CryptoCompare,cryptocompare,QRK,4351,2017-12-28 01:48:02.093539
621,47.0,184.0,17585,5795.0,29.0,CryptoCompare,cryptocompare,QRL,127667,2017-12-27 23:18:36.649554
622,47.0,184.0,17589,5795.0,29.0,CryptoCompare,cryptocompare,QRL,127667,2017-12-28 00:02:50.872418
623,47.0,184.0,17599,5795.0,29.0,CryptoCompare,cryptocompare,QRL,127667,2017-12-28 01:48:02.790176
624,47.0,184.0,17572,5795.0,29.0,CryptoCompare,cryptocompare,QRL,127667,2017-12-27 21:36:59.747697
625,20.0,203.0,16085,5950.0,27.0,CryptoCompare,cryptocompare,QSP,397757,2017-12-28 01:48:03.789485
626,165.0,1111.0,136250,33050.0,145.0,CryptoCompare,cryptocompare,QTUM,112392,2017-12-28 00:02:38.278244
627,165.0,1110.0,136165,33025.0,145.0,CryptoCompare,cryptocompare,QTUM,112392,2017-12-27 21:36:56.980422
628,165.0,1111.0,136224,33050.0,145.0,CryptoCompare,cryptocompare,QTUM,112392,2017-12-27 23:18:23.534132
629,165.0,1111.0,136328,33050.0,145.0,CryptoCompare,cryptocompare,QTUM,112392,2017-12-28 01:48:04.254805
630,6.0,67.0,8126,1810.0,3.0,CryptoCompare,cryptocompare,QWARK,116425,2017-12-27 21:36:57.790901
631,6.0,67.0,8130,1810.0,3.0,CryptoCompare,cryptocompare,QWARK,116425,2017-12-28 01:48:05.482125
632,,15.0,1120,450.0,3.0,CryptoCompare,cryptocompare,R,345420,2017-12-28 01:48:06.346922
633,,7.0,368,175.0,,CryptoCompare,cryptocompare,RADI,39707,2017-12-28 01:48:06.953995
634,11.0,111.0,12596,3135.0,10.0,CryptoCompare,cryptocompare,RADS,15870,2017-12-28 01:48:08.594918
635,,2.0,222,50.0,,CryptoCompare,cryptocompare,RATIO,43046,2017-12-28 01:48:09.081747
636,,10.0,948,250.0,,CryptoCompare,cryptocompare,RBIES,20320,2017-12-28 01:48:09.621784
637,,2.0,888,50.0,,CryptoCompare,cryptocompare,RBIT,26121,2017-12-28 01:48:10.071360
638,,9.0,1280,250.0,1.0,CryptoCompare,cryptocompare,RBR,5399,2017-12-28 01:48:10.648166
639,750.0,4151.0,358152,123875.0,504.0,CryptoCompare,cryptocompare,SC,13072,2017-12-27 23:18:44.018717
640,750.0,4154.0,358280,123950.0,504.0,CryptoCompare,cryptocompare,SC,13072,2017-12-28 00:02:57.739646
641,750.0,4146.0,357881,123725.0,503.0,CryptoCompare,cryptocompare,SC,13072,2017-12-27 21:37:01.200875
642,2.0,14.0,1894,445.0,3.0,CryptoCompare,cryptocompare,SEQ,131112,2017-12-28 00:03:04.695853
643,1.0,80.0,5002,2110.0,4.0,CryptoCompare,cryptocompare,SKY,136269,2017-12-28 00:03:11.755674
644,1.0,80.0,4998,2110.0,4.0,CryptoCompare,cryptocompare,SKY,136269,2017-12-27 23:18:57.227651
645,1.0,80.0,4986,2110.0,4.0,CryptoCompare,cryptocompare,SKY,136269,2017-12-27 21:37:03.962564
646,168.0,374.0,47683,13130.0,84.0,CryptoCompare,cryptocompare,SNM,136244,2017-12-28 00:03:10.846165
647,168.0,374.0,47678,13130.0,84.0,CryptoCompare,cryptocompare,SNM,136244,2017-12-27 23:18:56.002190
648,168.0,374.0,47643,13130.0,84.0,CryptoCompare,cryptocompare,SNM,136244,2017-12-27 21:37:03.752067
649,195.0,782.0,128707,24800.0,132.0,CryptoCompare,cryptocompare,SNT,137013,2017-12-27 23:18:58.271495
650,195.0,780.0,128587,24750.0,132.0,CryptoCompare,cryptocompare,SNT,137013,2017-12-27 21:37:04.371906
651,195.0,783.0,128754,24825.0,132.0,CryptoCompare,cryptocompare,SNT,137013,2017-12-28 00:03:13.990116
652,,22.0,2360,550.0,,CryptoCompare,cryptocompare,SUB*,100944,2017-12-28 00:01:06.451137
653,,22.0,2357,550.0,,CryptoCompare,cryptocompare,SUB*,100944,2017-12-27 23:18:13.618256
654,,22.0,2356,550.0,,CryptoCompare,cryptocompare,SUB*,100944,2017-12-27 21:22:49.583445
655,,7.0,507,200.0,1.0,CryptoCompare,cryptocompare,TKR,360229,2017-12-28 01:48:36.173765
656,,38.0,3289,975.0,1.0,CryptoCompare,cryptocompare,TKS,35124,2017-12-28 01:48:37.160243
657,52.0,326.0,59048,9595.0,37.0,CryptoCompare,cryptocompare,TNT,186309,2017-12-28 01:48:37.597516
658,,8.0,320,200.0,,CryptoCompare,cryptocompare,TOA,341019,2017-12-28 01:48:38.284477
659,,1.0,540,25.0,,CryptoCompare,cryptocompare,TODAY,28317,2017-12-28 01:48:38.716413
660,,4.0,703,100.0,,CryptoCompare,cryptocompare,TOM,215602,2017-12-28 01:48:39.388007
661,,10.0,895,275.0,1.0,CryptoCompare,cryptocompare,TPG,32882,2017-12-28 01:48:40.132674
662,,3.0,312,75.0,,CryptoCompare,cryptocompare,TRA,29926,2017-12-28 01:48:40.755080
663,15.0,71.0,5406,3625.0,68.0,CryptoCompare,cryptocompare,TRC,4626,2017-12-28 01:48:41.370756
664,,3.0,375,75.0,,CryptoCompare,cryptocompare,TRICK,34483,2017-12-28 01:48:41.759302
665,5.0,83.0,11051,2375.0,10.0,CryptoCompare,cryptocompare,TRON,5299,2017-12-28 01:48:42.585020
666,14.0,285.0,28354,8015.0,30.0,CryptoCompare,cryptocompare,TRST,37040,2017-12-28 01:48:43.979897
667,30.0,96.0,19651,3275.0,23.0,CryptoCompare,cryptocompare,TRUMP,20270,2017-12-28 01:48:44.959569
668,1.0,38.0,4361,1060.0,4.0,CryptoCompare,cryptocompare,TRUST,5384,2017-12-28 01:48:45.580367
669,,6.0,1285,175.0,1.0,CryptoCompare,cryptocompare,TRV,255293,2017-12-28 01:48:46.563240
670,582.0,1270.0,198690,46845.0,371.0,CryptoCompare,cryptocompare,TRX,310829,2017-12-28 01:48:46.961694
671,2.0,17.0,1350,570.0,5.0,CryptoCompare,cryptocompare,TSE,49610,2017-12-28 01:48:47.546211
672,1.0,49.0,7292,1335.0,4.0,CryptoCompare,cryptocompare,TX,13045,2017-12-27 23:18:41.875061
673,1.0,49.0,7291,1335.0,4.0,CryptoCompare,cryptocompare,TX,13045,2017-12-27 21:37:00.807084
674,2.0,69.0,10999,1820.0,3.0,CryptoCompare,cryptocompare,UBIQ,28652,2017-12-28 01:48:48.116152
675,73.0,722.0,49800,20055.0,51.0,CryptoCompare,cryptocompare,UBQ,43044,2017-12-28 01:48:48.737205
676,1.0,12.0,950,335.0,1.0,CryptoCompare,cryptocompare,UET,191037,2017-12-28 01:48:49.673714
677,5.0,53.0,4084,1450.0,3.0,CryptoCompare,cryptocompare,UKG,371005,2017-12-28 01:48:50.648144
678,,2.0,260,50.0,,CryptoCompare,cryptocompare,UNAT,5381,2017-12-28 01:48:51.092429
679,5.0,53.0,6916,1475.0,4.0,CryptoCompare,cryptocompare,UNB,4629,2017-12-28 01:48:51.770206
680,,3.0,234,75.0,,CryptoCompare,cryptocompare,UNF,29198,2017-12-28 01:48:52.189172
681,,11.0,725,300.0,1.0,CryptoCompare,cryptocompare,UNI,60631,2017-12-28 01:48:52.786682
682,,1.0,405,25.0,,CryptoCompare,cryptocompare,UNIQ,25594,2017-12-28 01:48:53.186691
683,8.0,50.0,8104,1480.0,6.0,CryptoCompare,cryptocompare,UNIT,20728,2017-12-28 01:48:54.121882
684,0.0,27.0,1453,775.0,4.0,CryptoCompare,cryptocompare,UNITY,20635,2017-12-28 01:48:55.364990
685,,10.0,808,250.0,,CryptoCompare,cryptocompare,URO,4631,2017-12-28 01:48:56.516456
686,,23.0,1739,575.0,,CryptoCompare,cryptocompare,USC,100954,2017-12-27 21:22:50.501785
687,,23.0,1740,575.0,,CryptoCompare,cryptocompare,USC,100954,2017-12-28 00:01:07.435269
688,,19.0,2256,475.0,0.0,CryptoCompare,cryptocompare,USDE,5011,2017-12-28 01:48:57.949978
689,39.0,376.0,40034,10640.0,34.0,CryptoCompare,cryptocompare,USDT,171986,2017-12-28 01:48:58.606864
690,,13.0,1497,350.0,1.0,CryptoCompare,cryptocompare,UTC,5012,2017-12-28 01:48:59.748722
691,,5.0,781,125.0,,CryptoCompare,cryptocompare,VAPOR,30016,2017-12-28 01:49:00.209641
692,,10.0,1815,275.0,1.0,CryptoCompare,cryptocompare,VEC2,22434,2017-12-28 01:49:01.017876
693,3.0,68.0,7348,1855.0,5.0,CryptoCompare,cryptocompare,VEE,306482,2017-12-28 01:49:01.419528
694,,8.0,766,250.0,2.0,CryptoCompare,cryptocompare,VEG,55544,2017-12-28 01:49:02.386239
695,122.0,396.0,62664,12995.0,75.0,CryptoCompare,cryptocompare,VERI,136211,2017-12-27 23:18:54.666759
696,122.0,396.0,62681,12995.0,75.0,CryptoCompare,cryptocompare,VERI,136211,2017-12-28 01:49:03.220925
697,122.0,396.0,62650,12995.0,75.0,CryptoCompare,cryptocompare,VERI,136211,2017-12-27 21:37:03.560991
698,122.0,396.0,62666,12995.0,75.0,CryptoCompare,cryptocompare,VERI,136211,2017-12-28 00:03:09.922330
699,,7.0,324,175.0,,CryptoCompare,cryptocompare,VIOR,5407,2017-12-28 01:49:03.697517
700,,7.0,659,175.0,,CryptoCompare,cryptocompare,VIP,22212,2017-12-28 01:49:04.140469
701,1.0,29.0,3507,860.0,5.0,CryptoCompare,cryptocompare,VIVO,341205,2017-12-28 01:49:05.010061
702,,58.0,4827,1700.0,10.0,CryptoCompare,cryptocompare,VOISE,188352,2017-12-28 01:49:05.620126
703,1.0,18.0,2276,485.0,1.0,CryptoCompare,cryptocompare,VOLT,55553,2017-12-28 01:49:06.715027
704,,5.0,432,125.0,,CryptoCompare,cryptocompare,VOOT,5016,2017-12-28 01:49:07.126483
705,,23.0,2381,575.0,,CryptoCompare,cryptocompare,VOYA,24305,2017-12-28 01:49:08.180676
706,,16.0,1430,525.0,5.0,CryptoCompare,cryptocompare,VPRC,20718,2017-12-28 01:49:09.012715
707,6.0,161.0,15053,4535.0,18.0,CryptoCompare,cryptocompare,VRC,5017,2017-12-28 01:49:09.625326
708,1.0,11.0,964,335.0,2.0,CryptoCompare,cryptocompare,VSX,325279,2017-12-28 01:49:10.600955
709,352.0,1852.0,207521,57045.0,289.0,CryptoCompare,cryptocompare,VTC,5018,2017-12-28 01:49:11.471273
710,,14.0,1214,350.0,,CryptoCompare,cryptocompare,VTX,30377,2017-12-28 01:49:12.935770
711,,6.0,968,150.0,,CryptoCompare,cryptocompare,WAND,320621,2017-12-28 01:49:13.449736
712,,9.0,376,225.0,,CryptoCompare,cryptocompare,WARP,25822,2017-12-28 01:49:13.974701
713,,6.0,1209,150.0,,CryptoCompare,cryptocompare,WASH,32870,2017-12-28 01:49:14.880082
714,,19.0,2450,475.0,,CryptoCompare,cryptocompare,WC,5019,2017-12-28 01:49:15.461816
715,,47.0,2915,1250.0,3.0,CryptoCompare,cryptocompare,WDC,5020,2017-12-28 01:49:16.493649
716,,6.0,927,150.0,,CryptoCompare,cryptocompare,WEALTH,42440,2017-12-28 01:49:17.490101
717,9.0,34.0,5017,1115.0,7.0,CryptoCompare,cryptocompare,WGC,24402,2017-12-28 01:49:18.632997
718,2.0,13.0,1824,420.0,3.0,CryptoCompare,cryptocompare,WGO,61667,2017-12-28 01:49:19.237286
719,8.0,99.0,7869,2930.0,15.0,CryptoCompare,cryptocompare,WGR,178467,2017-12-28 01:49:20.073884
720,,11.0,541,300.0,1.0,CryptoCompare,cryptocompare,WIC,320551,2017-12-28 01:49:20.631258
721,,11.0,1323,275.0,,CryptoCompare,cryptocompare,WINE,32691,2017-12-28 01:49:21.599101
