Id,Comments,Followers,PageViews,Points,Posts,socialsource,source,symbol,symbol_id,timestamp_api_call
234,43.0,410.0,42458,12080.0,56.0,CryptoCompare,cryptocompare,EXP,12194,2017-12-27 23:18:31.423821
235,,13.0,2332,400.0,3.0,CryptoCompare,cryptocompare,F16,108099,2017-12-28 08:23:45.862760
236,,13.0,2330,400.0,3.0,CryptoCompare,cryptocompare,F16,108099,2017-12-28 01:43:28.150214
237,,13.0,2328,400.0,3.0,CryptoCompare,cryptocompare,F16,108099,2017-12-27 23:18:21.284393
238,,13.0,2326,400.0,3.0,CryptoCompare,cryptocompare,F16,108099,2017-12-27 21:22:55.081002
239,9.0,66.0,4516,1915.0,7.0,CryptoCompare,cryptocompare,FAIR,5313,2017-12-28 01:43:28.769577
240,9.0,66.0,4522,1915.0,7.0,CryptoCompare,cryptocompare,FAIR,5313,2017-12-28 08:23:46.531868
241,,3.0,1649,100.0,1.0,CryptoCompare,cryptocompare,FAME,33268,2017-12-28 01:43:29.250330
242,,3.0,1650,100.0,1.0,CryptoCompare,cryptocompare,FAME,33268,2017-12-28 08:23:47.550372
243,,8.0,1235,275.0,3.0,CryptoCompare,cryptocompare,FAZZ,60409,2017-12-28 08:23:48.241918
244,,3.0,189,75.0,,CryptoCompare,cryptocompare,FCS,6101,2017-12-28 01:43:30.611734
245,200.0,1341.0,99428,41900.0,255.0,CryptoCompare,cryptocompare,FCT,13280,2017-12-27 23:18:51.639585
246,200.0,1341.0,99410,41900.0,255.0,CryptoCompare,cryptocompare,FCT,13280,2017-12-27 21:37:02.925721
247,200.0,1340.0,99443,41875.0,255.0,CryptoCompare,cryptocompare,FCT,13280,2017-12-28 01:43:31.334246
248,200.0,1340.0,99436,41875.0,255.0,CryptoCompare,cryptocompare,FCT,13280,2017-12-28 00:03:06.759574
249,200.0,1341.0,99487,41900.0,255.0,CryptoCompare,cryptocompare,FCT,13280,2017-12-28 08:23:50.031291
250,,11.0,1964,275.0,,CryptoCompare,cryptocompare,FFC,4447,2017-12-28 01:43:32.335081
251,,11.0,1965,275.0,,CryptoCompare,cryptocompare,FFC,4447,2017-12-28 08:23:50.335173
252,,6.0,432,150.0,,CryptoCompare,cryptocompare,FIND,48807,2017-12-28 01:43:33.333568
253,,6.0,433,150.0,,CryptoCompare,cryptocompare,FIND,48807,2017-12-28 08:23:51.248982
254,2.0,59.0,8944,1720.0,9.0,CryptoCompare,cryptocompare,FIRST,34223,2017-12-28 01:43:34.406691
255,2.0,59.0,8955,1720.0,9.0,CryptoCompare,cryptocompare,FIRST,34223,2017-12-28 08:23:52.962726
256,,2.0,286,50.0,,CryptoCompare,cryptocompare,FIST,33526,2017-12-28 01:43:35.263076
257,,7.0,1088,175.0,,CryptoCompare,cryptocompare,FIT,29133,2017-12-28 01:43:35.886654
258,7.0,38.0,4467,1145.0,5.0,CryptoCompare,cryptocompare,FJC,29935,2017-12-28 08:23:55.597048
259,7.0,38.0,4451,1145.0,5.0,CryptoCompare,cryptocompare,FJC,29935,2017-12-28 01:43:36.914572
260,,10.0,517,250.0,,CryptoCompare,cryptocompare,FLASH,326222,2017-12-28 08:23:56.924089
261,,10.0,507,250.0,,CryptoCompare,cryptocompare,FLASH,326222,2017-12-28 01:43:37.777982
262,1.0,23.0,2711,760.0,7.0,CryptoCompare,cryptocompare,FLIK,329562,2017-12-28 01:43:38.184710
263,1.0,23.0,2713,760.0,7.0,CryptoCompare,cryptocompare,FLIK,329562,2017-12-28 08:23:57.758466
264,,1.0,142,25.0,,CryptoCompare,cryptocompare,FRAZ,247259,2017-12-28 01:43:38.644148
265,,10.0,1689,350.0,4.0,CryptoCompare,cryptocompare,FRC,4521,2017-12-28 08:23:58.535387
266,,8.0,885,200.0,,CryptoCompare,cryptocompare,FRK,4522,2017-12-28 01:43:39.768093
267,,8.0,886,200.0,,CryptoCompare,cryptocompare,FRK,4522,2017-12-28 08:23:58.828540
268,9.0,85.0,16511,2390.0,7.0,CryptoCompare,cryptocompare,FRST,45258,2017-12-28 01:43:40.838371
269,9.0,85.0,16542,2390.0,7.0,CryptoCompare,cryptocompare,FRST,45258,2017-12-28 08:23:59.773860
270,,4.0,652,100.0,0.0,CryptoCompare,cryptocompare,FRWC,24866,2017-12-28 08:24:00.659750
271,25.0,205.0,27170,6075.0,28.0,CryptoCompare,cryptocompare,FTC,4524,2017-12-28 08:24:00.960527
272,25.0,205.0,27143,6075.0,28.0,CryptoCompare,cryptocompare,FTC,4524,2017-12-28 01:43:42.336056
273,,2.0,250,50.0,,CryptoCompare,cryptocompare,FTP,28131,2017-12-28 08:24:01.773855
274,,2.0,248,50.0,,CryptoCompare,cryptocompare,FTP,28131,2017-12-28 01:43:42.713802
275,95.0,539.0,60193,16650.0,89.0,CryptoCompare,cryptocompare,FUN,178978,2017-12-28 01:43:43.531797
276,96.0,542.0,60419,16735.0,89.0,CryptoCompare,cryptocompare,FUN,178978,2017-12-28 08:24:02.767153
277,,5.0,788,150.0,1.0,CryptoCompare,cryptocompare,FUZZ,21708,2017-12-28 01:43:44.449872
278,,5.0,790,150.0,1.0,CryptoCompare,cryptocompare,FUZZ,21708,2017-12-28 08:24:03.775941
279,1.0,6.0,881,185.0,1.0,CryptoCompare,cryptocompare,FX,28336,2017-12-28 08:24:04.363974
280,1.0,6.0,856,185.0,1.0,CryptoCompare,cryptocompare,FX,28336,2017-12-28 01:43:44.941057
281,,22.0,1693,575.0,1.0,CryptoCompare,cryptocompare,FYN,180820,2017-12-28 08:24:05.706851
282,,22.0,1692,575.0,1.0,CryptoCompare,cryptocompare,FYN,180820,2017-12-28 01:43:45.755310
283,,5.0,346,125.0,0.0,CryptoCompare,cryptocompare,FYP,464920,2017-12-28 01:43:46.197105
284,,5.0,356,125.0,0.0,CryptoCompare,cryptocompare,FYP,464920,2017-12-28 08:24:06.952245
285,,11.0,1098,275.0,,CryptoCompare,cryptocompare,GAIA,5383,2017-12-28 01:43:46.704246
286,,3.0,203,75.0,,CryptoCompare,cryptocompare,GAKH,38277,2017-12-28 08:24:08.856845
287,,3.0,200,75.0,,CryptoCompare,cryptocompare,GAKH,38277,2017-12-28 01:43:47.119555
288,3.0,27.0,2969,755.0,2.0,CryptoCompare,cryptocompare,GAM,6102,2017-12-28 01:43:47.937667
289,3.0,27.0,2970,755.0,2.0,CryptoCompare,cryptocompare,GAM,6102,2017-12-28 08:24:09.996661
290,,1.0,211,50.0,1.0,CryptoCompare,cryptocompare,GBIT,42103,2017-12-28 08:24:10.855118
291,,1.0,209,50.0,1.0,CryptoCompare,cryptocompare,GBIT,42103,2017-12-28 01:43:48.901025
292,,28.0,3910,750.0,2.0,CryptoCompare,cryptocompare,GBRC,29458,2017-12-28 08:24:11.340261
293,,10.0,753,275.0,1.0,CryptoCompare,cryptocompare,GBT,20214,2017-12-28 08:24:12.278196
294,37.0,96.0,13712,3645.0,35.0,CryptoCompare,cryptocompare,GCR,12217,2017-12-28 08:24:13.291513
295,37.0,96.0,13676,3645.0,35.0,CryptoCompare,cryptocompare,GCR,12217,2017-12-27 21:36:58.972379
296,37.0,96.0,13684,3645.0,35.0,CryptoCompare,cryptocompare,GCR,12217,2017-12-27 23:18:32.438153
297,37.0,96.0,13685,3645.0,35.0,CryptoCompare,cryptocompare,GCR,12217,2017-12-28 00:02:46.140756
298,37.0,96.0,13691,3645.0,35.0,CryptoCompare,cryptocompare,GCR,12217,2017-12-28 01:43:51.326134
299,,8.0,974,200.0,,CryptoCompare,cryptocompare,GDC,4526,2017-12-28 01:43:51.969589
300,,8.0,978,200.0,,CryptoCompare,cryptocompare,GDC,4526,2017-12-28 08:24:13.604283
301,1.0,71.0,7704,1985.0,8.0,CryptoCompare,cryptocompare,GEO,3647,2017-12-28 08:24:13.899222
302,1.0,71.0,7692,1960.0,7.0,CryptoCompare,cryptocompare,GEO,3647,2017-12-28 01:43:52.362024
303,,6.0,790,175.0,1.0,CryptoCompare,cryptocompare,GER,531089,2017-12-28 01:43:53.338992
304,,6.0,828,175.0,1.0,CryptoCompare,cryptocompare,GER,531089,2017-12-28 08:24:14.469770
305,1.0,15.0,1620,435.0,2.0,CryptoCompare,cryptocompare,GGS,180716,2017-12-28 08:24:15.581258
306,1.0,15.0,1619,435.0,2.0,CryptoCompare,cryptocompare,GGS,180716,2017-12-28 01:43:53.932555
307,2.0,54.0,3693,1495.0,5.0,CryptoCompare,cryptocompare,GIM,243079,2017-12-28 01:43:54.756902
308,2.0,54.0,3696,1495.0,5.0,CryptoCompare,cryptocompare,GIM,243079,2017-12-28 08:24:16.633299
309,,4.0,901,100.0,,CryptoCompare,cryptocompare,GIVE,3641,2017-12-28 08:24:16.938452
310,,4.0,897,100.0,,CryptoCompare,cryptocompare,GIVE,3641,2017-12-28 01:43:55.207724
311,,,307,,,CryptoCompare,cryptocompare,GIZ,21378,2017-12-28 08:24:17.419049
312,,,303,,,CryptoCompare,cryptocompare,GIZ,21378,2017-12-28 01:43:56.005139
313,6.0,42.0,5269,1360.0,10.0,CryptoCompare,cryptocompare,GLC,4527,2017-12-28 01:43:56.591020
314,6.0,42.0,5271,1360.0,10.0,CryptoCompare,cryptocompare,GLC,4527,2017-12-28 08:24:17.706765
315,48.0,161.0,16009,7105.0,104.0,CryptoCompare,cryptocompare,GLD,4528,2017-12-28 08:24:17.998142
316,48.0,161.0,15987,7105.0,104.0,CryptoCompare,cryptocompare,GLD,4528,2017-12-28 01:43:57.146418
317,,9.0,423,225.0,,CryptoCompare,cryptocompare,GLOBE,6393,2017-12-28 08:24:18.648283
318,,9.0,422,225.0,,CryptoCompare,cryptocompare,GLOBE,6393,2017-12-28 01:43:57.811051
319,,4.0,297,100.0,,CryptoCompare,cryptocompare,GLX,4529,2017-12-28 01:43:58.250720
320,,4.0,379,100.0,,CryptoCompare,cryptocompare,GLYPH,4530,2017-12-28 01:43:59.097419
321,,3.0,826,75.0,,CryptoCompare,cryptocompare,GMC,5388,2017-12-28 01:43:59.482207
322,77.0,722.0,72512,20345.0,61.0,CryptoCompare,cryptocompare,GNO,66193,2017-12-28 08:24:20.580148
323,77.0,722.0,72437,20345.0,61.0,CryptoCompare,cryptocompare,GNO,66193,2017-12-28 01:44:00.120589
324,469.0,3101.0,304991,89690.0,299.0,CryptoCompare,cryptocompare,GNT,33022,2017-12-28 08:24:21.593514
325,469.0,3092.0,303946,89465.0,299.0,CryptoCompare,cryptocompare,GNT,33022,2017-12-28 01:44:00.663174
326,,2.0,90,50.0,,CryptoCompare,cryptocompare,GOOD,253766,2017-12-28 01:44:01.106428
327,,8.0,866,200.0,,CryptoCompare,cryptocompare,GOT,63304,2017-12-28 08:24:23.636492
328,,8.0,863,200.0,,CryptoCompare,cryptocompare,GOT,63304,2017-12-28 01:44:01.593383
329,,11.0,1308,275.0,,CryptoCompare,cryptocompare,GOTX,21875,2017-12-28 01:44:02.522866
330,,12.0,1315,300.0,,CryptoCompare,cryptocompare,GOTX,21875,2017-12-28 08:24:24.630512
331,,16.0,2179,400.0,,CryptoCompare,cryptocompare,GP,7625,2017-12-28 08:24:25.355123
332,,16.0,2177,400.0,,CryptoCompare,cryptocompare,GP,7625,2017-12-28 01:44:03.077014
333,,4.0,821,100.0,,CryptoCompare,cryptocompare,GPL,28330,2017-12-28 08:24:26.272971
334,,4.0,820,100.0,,CryptoCompare,cryptocompare,GPL,28330,2017-12-28 01:44:03.523797
335,,20.0,2202,600.0,4.0,CryptoCompare,cryptocompare,GPU,20650,2017-12-28 08:24:27.287124
336,,20.0,2199,600.0,4.0,CryptoCompare,cryptocompare,GPU,20650,2017-12-28 01:44:04.095081
337,,7.0,1275,175.0,,CryptoCompare,cryptocompare,GRAM,8717,2017-12-28 01:44:04.607477
338,,7.0,1300,175.0,,CryptoCompare,cryptocompare,GRAM,8717,2017-12-28 08:24:28.352170
339,,14.0,1123,375.0,1.0,CryptoCompare,cryptocompare,GRF,326286,2017-12-28 01:44:05.266576
340,,15.0,1136,400.0,1.0,CryptoCompare,cryptocompare,GRF,326286,2017-12-28 08:24:29.301858
341,,4.0,170,100.0,,CryptoCompare,cryptocompare,GRM,7592,2017-12-28 01:44:05.650867
342,,7.0,846,200.0,1.0,CryptoCompare,cryptocompare,GROW,20600,2017-12-28 08:24:30.934366
343,44.0,408.0,54229,11940.0,52.0,CryptoCompare,cryptocompare,GRS,13070,2017-12-27 21:37:00.999390
344,44.0,408.0,54248,11940.0,52.0,CryptoCompare,cryptocompare,GRS,13070,2017-12-27 23:18:43.097577
345,44.0,408.0,54252,11940.0,52.0,CryptoCompare,cryptocompare,GRS,13070,2017-12-28 00:02:56.883373
346,44.0,409.0,54272,11965.0,52.0,CryptoCompare,cryptocompare,GRS,13070,2017-12-28 01:44:07.248287
347,44.0,410.0,54348,11990.0,52.0,CryptoCompare,cryptocompare,GRS,13070,2017-12-28 08:24:31.931732
348,4.0,13.0,578,415.0,2.0,CryptoCompare,cryptocompare,GRT,20438,2017-12-28 08:24:33.347771
349,4.0,13.0,577,415.0,2.0,CryptoCompare,cryptocompare,GRT,20438,2017-12-28 01:44:07.929406
350,,23.0,1350,625.0,2.0,CryptoCompare,cryptocompare,GRWI,207931,2017-12-28 08:24:34.290474
351,,23.0,1346,625.0,2.0,CryptoCompare,cryptocompare,GRWI,207931,2017-12-28 01:44:08.520201
352,,9.0,1396,225.0,,CryptoCompare,cryptocompare,GSX,5397,2017-12-28 08:24:35.284133
353,,9.0,1394,225.0,,CryptoCompare,cryptocompare,GSX,5397,2017-12-28 01:44:09.026981
354,,9.0,295,225.0,,CryptoCompare,cryptocompare,GUE,4532,2017-12-28 01:44:09.945432
355,,3.0,887,100.0,1.0,CryptoCompare,cryptocompare,GUNS,185625,2017-12-28 08:24:36.458214
356,,3.0,886,100.0,1.0,CryptoCompare,cryptocompare,GUNS,185625,2017-12-28 01:44:10.384844
357,6.0,116.0,13584,3335.0,15.0,CryptoCompare,cryptocompare,GUP,67096,2017-12-28 08:24:37.405731
358,6.0,116.0,13550,3335.0,15.0,CryptoCompare,cryptocompare,GUP,67096,2017-12-28 01:44:10.927320
359,1.0,12.0,2747,385.0,3.0,CryptoCompare,cryptocompare,GXC,247350,2017-12-28 08:24:38.561724
360,,9.0,1365,225.0,,CryptoCompare,cryptocompare,HAC,321347,2017-12-28 08:24:39.587594
361,,9.0,1360,225.0,,CryptoCompare,cryptocompare,HAC,321347,2017-12-28 01:44:12.608502
362,,7.0,808,175.0,,CryptoCompare,cryptocompare,HAL,4533,2017-12-28 01:44:13.074028
363,,13.0,1425,350.0,1.0,CryptoCompare,cryptocompare,HAMS,112363,2017-12-28 08:24:40.927101
364,,13.0,1417,350.0,1.0,CryptoCompare,cryptocompare,HAMS,112363,2017-12-28 01:44:13.676168
365,,8.0,653,200.0,,CryptoCompare,cryptocompare,HAZE,43937,2017-12-28 08:24:41.870317
366,,8.0,646,200.0,,CryptoCompare,cryptocompare,HAZE,43937,2017-12-28 01:44:14.272374
367,21.0,39.0,8025,1660.0,19.0,CryptoCompare,cryptocompare,HBT,247391,2017-12-28 08:24:43.200929
368,21.0,39.0,7965,1635.0,18.0,CryptoCompare,cryptocompare,HBT,247391,2017-12-28 01:44:15.349461
369,,9.0,1298,225.0,,CryptoCompare,cryptocompare,HCC,30371,2017-12-28 08:24:44.199559
370,,8.0,1291,200.0,,CryptoCompare,cryptocompare,HCC,30371,2017-12-28 01:44:15.861438
371,,3.0,806,75.0,,CryptoCompare,cryptocompare,HEDG,7653,2017-12-28 01:44:16.297940
372,,1.0,212,25.0,,CryptoCompare,cryptocompare,HEEL,38035,2017-12-28 01:44:17.164768
373,,20.0,1293,500.0,,CryptoCompare,cryptocompare,HIRE,198458,2017-12-28 08:24:47.120212
374,,20.0,1280,500.0,,CryptoCompare,cryptocompare,HIRE,198458,2017-12-28 01:44:17.778915
375,1.0,20.0,2793,635.0,5.0,CryptoCompare,cryptocompare,HKG,29733,2017-12-28 01:44:18.906335
376,1.0,20.0,2794,635.0,5.0,CryptoCompare,cryptocompare,HKG,29733,2017-12-28 08:24:48.576853
377,,3.0,851,75.0,,CryptoCompare,cryptocompare,HKN,517775,2017-12-28 08:24:49.467441
378,,3.0,832,75.0,,CryptoCompare,cryptocompare,HKN,517775,2017-12-28 01:44:19.801448
379,19.0,44.0,6122,1540.0,10.0,CryptoCompare,cryptocompare,HNC,8846,2017-12-28 08:24:50.166563
380,19.0,44.0,6104,1540.0,10.0,CryptoCompare,cryptocompare,HNC,8846,2017-12-28 01:44:20.540600
381,19.0,68.0,5959,2240.0,14.0,CryptoCompare,cryptocompare,HODL,18670,2017-12-28 01:44:21.549745
382,19.0,68.0,5972,2240.0,14.0,CryptoCompare,cryptocompare,HODL,18670,2017-12-28 08:24:51.229440
383,,32.0,10305,925.0,5.0,CryptoCompare,cryptocompare,HPC,62659,2017-12-28 01:44:21.938595
384,,32.0,10307,925.0,5.0,CryptoCompare,cryptocompare,HPC,62659,2017-12-28 08:24:52.292214
385,,2.0,458,50.0,,CryptoCompare,cryptocompare,HSP,35687,2017-12-28 01:44:22.776162
386,5.0,53.0,6233,1800.0,17.0,CryptoCompare,cryptocompare,HST,374246,2017-12-28 08:24:55.585731
387,5.0,53.0,6189,1800.0,17.0,CryptoCompare,cryptocompare,HST,374246,2017-12-28 01:44:23.786329
388,1.0,36.0,3942,935.0,1.0,CryptoCompare,cryptocompare,HUC,4535,2017-12-28 08:24:55.877719
389,1.0,36.0,3939,935.0,1.0,CryptoCompare,cryptocompare,HUC,4535,2017-12-28 01:44:24.796847
390,59.0,165.0,36617,6215.0,60.0,CryptoCompare,cryptocompare,HVN,179329,2017-12-28 08:24:56.938443
391,59.0,163.0,36560,6165.0,60.0,CryptoCompare,cryptocompare,HVN,179329,2017-12-28 01:44:25.341971
392,1.0,32.0,2252,885.0,3.0,CryptoCompare,cryptocompare,HYP,4537,2017-12-28 08:24:57.235000
393,1.0,32.0,2245,885.0,3.0,CryptoCompare,cryptocompare,HYP,4537,2017-12-28 01:44:26.330797
394,,22.0,1162,550.0,0.0,CryptoCompare,cryptocompare,HYPER,5371,2017-12-28 01:44:27.150855
395,,22.0,1165,550.0,0.0,CryptoCompare,cryptocompare,HYPER,5371,2017-12-28 08:24:58.264109
396,,20.0,1539,525.0,1.0,CryptoCompare,cryptocompare,HZ,5312,2017-12-28 01:44:27.874455
397,,20.0,1541,525.0,1.0,CryptoCompare,cryptocompare,HZ,5312,2017-12-28 08:24:59.455459
398,,14.0,1448,350.0,,CryptoCompare,cryptocompare,I0C,16123,2017-12-28 01:44:28.475106
399,,14.0,1451,350.0,,CryptoCompare,cryptocompare,I0C,16123,2017-12-28 08:25:00.491215
400,,8.0,839,200.0,,CryptoCompare,cryptocompare,IBANK,23745,2017-12-28 08:25:01.516170
401,,8.0,837,200.0,,CryptoCompare,cryptocompare,IBANK,23745,2017-12-28 01:44:28.933062
402,11.0,37.0,3707,1185.0,6.0,CryptoCompare,cryptocompare,ICASH,5401,2017-12-28 01:44:29.336048
403,11.0,37.0,3715,1185.0,6.0,CryptoCompare,cryptocompare,ICASH,5401,2017-12-28 08:25:02.557991
404,,5.0,803,125.0,,CryptoCompare,cryptocompare,ICB,4538,2017-12-28 08:25:02.854085
405,,5.0,799,125.0,,CryptoCompare,cryptocompare,ICB,4538,2017-12-28 01:44:29.763478
406,3.0,66.0,10268,1755.0,3.0,CryptoCompare,cryptocompare,ICOS,207775,2017-12-28 01:44:30.157419
407,3.0,66.0,10276,1755.0,3.0,CryptoCompare,cryptocompare,ICOS,207775,2017-12-28 08:25:03.581770
408,31.0,248.0,25295,7335.0,33.0,CryptoCompare,cryptocompare,ICX,324068,2017-12-28 08:25:04.062799
409,31.0,245.0,24584,7210.0,31.0,CryptoCompare,cryptocompare,ICX,324068,2017-12-28 01:44:30.574676
410,,1.0,441,50.0,1.0,CryptoCompare,cryptocompare,IEC,68088,2017-12-28 08:25:04.922954
411,,1.0,439,50.0,1.0,CryptoCompare,cryptocompare,IEC,68088,2017-12-28 01:44:30.950035
412,6.0,39.0,4523,1260.0,9.0,CryptoCompare,cryptocompare,IFC,4539,2017-12-28 01:44:31.615441
413,6.0,39.0,4527,1260.0,9.0,CryptoCompare,cryptocompare,IFC,4539,2017-12-28 08:25:05.246039
414,37.0,145.0,43442,4695.0,28.0,CryptoCompare,cryptocompare,IGNIS,231674,2017-12-28 08:25:06.208475
415,37.0,140.0,41569,4570.0,28.0,CryptoCompare,cryptocompare,IGNIS,231674,2017-12-28 01:44:32.008259
416,3.0,64.0,3775,1655.0,1.0,CryptoCompare,cryptocompare,IML,184187,2017-12-28 08:25:07.127028
417,3.0,64.0,3771,1655.0,1.0,CryptoCompare,cryptocompare,IML,184187,2017-12-28 01:44:32.777853
418,2.0,2.0,234,95.0,1.0,CryptoCompare,cryptocompare,IMPCH,44007,2017-12-28 08:25:08.292868
419,,5.0,592,125.0,,CryptoCompare,cryptocompare,IMS,68093,2017-12-28 01:44:33.571130
420,,4.0,577,250.0,6.0,CryptoCompare,cryptocompare,IMX,58121,2017-12-28 08:25:09.831658
421,,4.0,575,250.0,6.0,CryptoCompare,cryptocompare,IMX,58121,2017-12-28 01:44:33.989960
422,,5.0,456,125.0,,CryptoCompare,cryptocompare,INC,38967,2017-12-28 01:44:34.507145
423,,5.0,457,125.0,,CryptoCompare,cryptocompare,INC,38967,2017-12-28 08:25:10.992028
424,,2.0,400,50.0,,CryptoCompare,cryptocompare,INCP,22264,2017-12-28 01:44:34.977794
425,1.0,62.0,7605,1785.0,9.0,CryptoCompare,cryptocompare,IND,185953,2017-12-28 08:25:12.539910
426,1.0,62.0,7595,1785.0,9.0,CryptoCompare,cryptocompare,IND,185953,2017-12-28 01:44:35.601317
427,1.0,24.0,3491,735.0,5.0,CryptoCompare,cryptocompare,INDI,351078,2017-12-28 01:44:36.119064
428,1.0,25.0,3552,760.0,5.0,CryptoCompare,cryptocompare,INDI,351078,2017-12-28 08:25:13.615214
429,1.0,39.0,5004,1160.0,7.0,CryptoCompare,cryptocompare,INFX,20446,2017-12-28 08:25:14.634564
430,1.0,39.0,5001,1160.0,7.0,CryptoCompare,cryptocompare,INFX,20446,2017-12-28 01:44:37.213508
431,,37.0,2896,1050.0,5.0,CryptoCompare,cryptocompare,INSN,105284,2017-12-27 21:36:56.007695
432,,37.0,2897,1050.0,5.0,CryptoCompare,cryptocompare,INSN,105284,2017-12-27 23:18:18.214567
433,,37.0,2898,1050.0,5.0,CryptoCompare,cryptocompare,INSN,105284,2017-12-28 00:02:20.923842
434,,37.0,2902,1050.0,5.0,CryptoCompare,cryptocompare,INSN,105284,2017-12-28 08:25:15.310462
435,2.0,17.0,692,470.0,1.0,CryptoCompare,cryptocompare,INXT,344988,2017-12-28 01:44:38.430981
436,2.0,17.0,695,470.0,1.0,CryptoCompare,cryptocompare,INXT,344988,2017-12-28 08:25:16.260057
437,6.0,59.0,7511,1760.0,9.0,CryptoCompare,cryptocompare,ION,20591,2017-12-28 01:44:39.462001
438,6.0,59.0,7523,1760.0,9.0,CryptoCompare,cryptocompare,ION,20591,2017-12-28 08:25:17.349678
439,215.0,217.0,38376,11200.0,145.0,CryptoCompare,cryptocompare,IOP,42596,2017-12-28 01:44:40.104457
440,215.0,218.0,38404,11225.0,145.0,CryptoCompare,cryptocompare,IOP,42596,2017-12-28 08:25:18.116999
441,23352.0,12544.0,2824475,757695.0,8423.0,CryptoCompare,cryptocompare,IOT,127356,2017-12-28 01:44:40.762665
442,23347.0,12531.0,2821879,757195.0,8418.0,CryptoCompare,cryptocompare,IOT,127356,2017-12-27 23:18:35.417310
443,23407.0,12593.0,2832586,759695.0,8432.0,CryptoCompare,cryptocompare,IOT,127356,2017-12-28 08:25:18.945276
444,23347.0,12534.0,2822606,757270.0,8418.0,CryptoCompare,cryptocompare,IOT,127356,2017-12-28 00:02:49.332827
445,23343.0,12517.0,2820346,756730.0,8415.0,CryptoCompare,cryptocompare,IOT,127356,2017-12-27 21:36:59.545990
446,,15.0,1726,400.0,1.0,CryptoCompare,cryptocompare,ISL,6094,2017-12-28 01:44:41.326673
447,,15.0,1736,400.0,1.0,CryptoCompare,cryptocompare,ISL,6094,2017-12-28 08:25:21.343939
448,,21.0,1375,575.0,2.0,CryptoCompare,cryptocompare,ITT,232678,2017-12-28 08:25:22.314163
449,,12.0,689,300.0,0.0,CryptoCompare,cryptocompare,IW,34334,2017-12-28 01:44:42.277216
450,,12.0,690,300.0,0.0,CryptoCompare,cryptocompare,IW,34334,2017-12-28 08:25:23.650643
451,4.0,109.0,17886,2965.0,8.0,CryptoCompare,cryptocompare,IXT,141171,2017-12-28 08:25:24.301059
452,4.0,109.0,17874,2965.0,8.0,CryptoCompare,cryptocompare,IXT,141171,2017-12-28 01:44:42.806715
453,,18.0,1799,500.0,2.0,CryptoCompare,cryptocompare,J,5335,2017-12-28 08:25:25.318917
454,,9.0,894,250.0,1.0,CryptoCompare,cryptocompare,JANE,44955,2017-12-28 08:25:26.114714
455,,9.0,893,250.0,1.0,CryptoCompare,cryptocompare,JANE,44955,2017-12-28 01:44:44.254452
456,,8.0,1165,225.0,1.0,CryptoCompare,cryptocompare,JBS,4542,2017-12-28 01:44:44.661222
457,,8.0,1166,225.0,1.0,CryptoCompare,cryptocompare,JBS,4542,2017-12-28 08:25:26.459721
458,,10.0,1481,250.0,,CryptoCompare,cryptocompare,JOK,42101,2017-12-28 08:25:27.549165
459,,10.0,1479,250.0,,CryptoCompare,cryptocompare,JOK,42101,2017-12-28 01:44:45.242018
460,,14.0,1421,375.0,1.0,CryptoCompare,cryptocompare,JPC*,371902,2017-12-28 01:44:45.653323
461,,14.0,1434,375.0,1.0,CryptoCompare,cryptocompare,JPC*,371902,2017-12-28 08:25:28.250391
462,,5.0,1067,150.0,1.0,CryptoCompare,cryptocompare,KARM,16127,2017-12-28 01:44:46.278529
463,,5.0,1068,150.0,1.0,CryptoCompare,cryptocompare,KARM,16127,2017-12-28 08:25:29.190533
464,5.0,58.0,6333,1850.0,14.0,CryptoCompare,cryptocompare,KAYI,57705,2017-12-28 01:44:47.374852
465,5,58,6351,1850,14,CryptoCompare,cryptocompare,KAYI,57705,2017-12-28 08:25:30.308136
466,8.0,115.0,7955,3280.0,13.0,CryptoCompare,cryptocompare,LKK,130939,2017-12-27 23:18:45.245307
467,8.0,115.0,7957,3280.0,13.0,CryptoCompare,cryptocompare,LKK,130939,2017-12-28 00:02:59.777745
468,8.0,115.0,7951,3280.0,13.0,CryptoCompare,cryptocompare,LKK,130939,2017-12-27 21:37:01.656856
469,9964.0,27248.0,4953963,924665.0,5753.0,CryptoCompare,cryptocompare,LTC,3808,2017-12-27 18:13:47.683317
470,9991.0,27276.0,4959799,925935.0,5765.0,CryptoCompare,cryptocompare,LTC,3808,2017-12-27 21:39:11.831680
471,9986.0,27268.0,4957957,925610.0,5762.0,CryptoCompare,cryptocompare,LTC,3808,2017-12-27 20:52:45.782128
472,9994.0,27278.0,4960382,926015.0,5765.0,CryptoCompare,cryptocompare,LTC,3808,2017-12-27 22:07:00.312613
473,9966.0,27248.0,4954347,924735.0,5755.0,CryptoCompare,cryptocompare,LTC,3808,2017-12-27 18:32:28.746481
474,9962.0,27228.0,4950382,924120.0,5752.0,CryptoCompare,cryptocompare,LTC,3808,2017-12-27 15:53:42.742810
475,9967.0,27257.0,4955703,924970.0,5755.0,CryptoCompare,cryptocompare,LTC,3808,2017-12-27 19:39:02.772256
476,9967.0,27252.0,4955232,924845.0,5755.0,CryptoCompare,cryptocompare,LTC,3808,2017-12-27 19:14:51.679293
477,10001.0,27285.0,4961800,926310.0,5767.0,CryptoCompare,cryptocompare,LTC,3808,2017-12-27 23:04:28.141303
