Id,Points,account_creation,favourites,followers,following,link,lists,name,socialsource,source,statuses,symbol,symbol_id,timestamp_api_call
189,180,1485674961.0,31.0,170.0,69.0,https://twitter.com/ImpeachCoin,2.0,IMPEACHCOIN,Twitter,cryptocompare,97.0,IMPCH,44007,2017-12-28 08:25:08.276258
190,1388,1455715554.0,81.0,1373.0,51.0,https://twitter.com/IMScrypto,3.0,IMSCOIN,Twitter,cryptocompare,16.0,IMS,68093,2017-12-28 08:25:09.143791
191,9,1491154023.0,0.0,4.0,2.0,https://twitter.com/Impact_coin,1.0,Impactcoin,Twitter,cryptocompare,0.0,IMX,58121,2017-12-28 08:25:09.815850
192,0,,,,,,,,Twitter,cryptocompare,,INC,38967,2017-12-28 08:25:10.976130
193,0,,,,,,,,Twitter,cryptocompare,,INCP,22264,2017-12-28 08:25:11.453052
194,6114,1494223800.0,232.0,5784.0,286.0,https://twitter.com/joinindorse,66.0,Indorse,Twitter,cryptocompare,246.0,IND,185953,2017-12-28 08:25:12.520529
195,0,,,,,,,,Twitter,cryptocompare,,INDI,351078,2017-12-28 08:25:13.599257
196,1251,1483064769.0,0.0,1066.0,12.0,https://twitter.com/Infxcoin,37.0,Influxcoin,Twitter,cryptocompare,5.0,INFX,20446,2017-12-28 08:25:14.619251
197,8660,1474139361.0,533.0,8354.0,4794.0,https://twitter.com/insanecoin,61.0,Insane,Twitter,cryptocompare,1095.0,INSN,105284,2017-12-28 08:25:15.294508
198,0,,,,,,,,Twitter,cryptocompare,,INXT,344988,2017-12-28 08:25:16.244393
199,3404,1455042666.0,40.0,3019.0,81.0,https://twitter.com/ionomics,77.0,ionomy,Twitter,cryptocompare,243.0,ION,20591,2017-12-28 08:25:17.331152
200,5068,1443392409.0,715.0,4042.0,957.0,https://twitter.com/IoP_community,205.0,IoP Community,Twitter,cryptocompare,1923.0,IOP,42596,2017-12-28 08:25:18.100239
201,23529,1445236475.0,22.0,21204.0,0.0,https://twitter.com/iotatoken,465.0,IOTA,Twitter,cryptocompare,429.0,IOT,127356,2017-12-28 08:25:18.930034
202,466,1430744702.0,0.0,431.0,30.0,https://twitter.com/islacoin,7.0,IslaCoin,Twitter,cryptocompare,84.0,ISL,6094,2017-12-28 08:25:21.327313
203,943,1500443063.0,31.0,883.0,505.0,https://twitter.com/ITT_Token,12.0,ITT_Token,Twitter,cryptocompare,82.0,ITT,232678,2017-12-28 08:25:22.297564
204,0,,,,,,,,Twitter,cryptocompare,,IW,34334,2017-12-28 08:25:23.634255
205,10421,1496923211.0,668.0,9901.0,370.0,https://twitter.com/iXledgertech,104.0,iXledger,Twitter,cryptocompare,138.0,IXT,141171,2017-12-28 08:25:24.285991
206,304,1407441083.0,5.0,239.0,70.0,https://twitter.com/Joincoin_Team,13.0,Joincoin,Twitter,cryptocompare,5.0,J,5335,2017-12-28 08:25:25.301503
207,0,,,,,,,,Twitter,cryptocompare,,JANE,44955,2017-12-28 08:25:26.095621
208,1217,1417567045.0,189.0,1057.0,1359.0,https://twitter.com/getjumbucks,32.0,Jumbucks,Twitter,cryptocompare,421.0,JBS,4542,2017-12-28 08:25:26.441876
209,0,,,,,,,,Twitter,cryptocompare,,JOK,42101,2017-12-28 08:25:27.530210
210,0,,,,,,,,Twitter,cryptocompare,,JPC*,371902,2017-12-28 08:25:28.234094
211,758,1391182450.0,0.0,618.0,96.0,https://twitter.com/Karmacoingood,28.0,Karmacoin,Twitter,cryptocompare,84.0,KARM,16127,2017-12-28 08:25:29.174459
212,0,,,,,,,,Twitter,cryptocompare,,KAYI,57705,2017-12-28 08:25:30.292027
