closed_issues,closed_pull_issues,closed_total_issues,created_at,fork,forks,language,last_push,last_update,open_issues,open_pull_issues,open_total_issues,parent,size,socialsource,source,stars,subscribers,symbol,symbol_id,timestamp_api_call,url
25,92,117,1509378383,false,3.0,C++,1514834472,1514739744,4,0,4,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",77627,CodeRepository,cryptocompare,6.0,10.0,SEQ,131112,2018-01-01 15:12:54.293686,https://github.com/duality-solutions/Dynamic
25,92,117,1509378383,False,3.0,C++,1514834472,1514739744,4,0,4,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",77627,CodeRepository,cryptocompare,6.0,10.0,SEQ,131112,2018-01-01 15:09:32.391978,https://github.com/duality-solutions/Dynamic
2,8,10,1494175269,false,11.0,Go,1500453504,1514477675,12,0,12,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2657,CodeRepository,cryptocompare,41.0,24.0,SNM,136244,2018-01-01 15:12:54.724256,https://github.com/sonm-io/insonmnia
2,8,10,1494175269,False,11.0,Go,1500453504,1514477675,12,0,12,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2657,CodeRepository,cryptocompare,41.0,24.0,SNM,136244,2018-01-01 15:09:31.752260,https://github.com/sonm-io/insonmnia
207,238,445,1465831923,false,85.0,Go,1514840459,1514836259,63,17,80,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",26768,CodeRepository,cryptocompare,263.0,65.0,SNT,137013,2018-01-01 15:12:54.339265,https://github.com/status-im/status-go
207,238,445,1465831923,False,85.0,Go,1514840459,1514836259,63,17,80,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",26768,CodeRepository,cryptocompare,263.0,65.0,SNT,137013,2018-01-01 15:09:31.498426,https://github.com/status-im/status-go
0,0,0,1461583510,false,0.0,C,1461587073,1461583651,0,0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2579,CodeRepository,cryptocompare,0.0,1.0,SUB*,100944,2018-01-01 15:12:52.315555,https://github.com/SubcriptioDEV/Subcriptio
0,0,0,1461583510,False,0.0,C,1461587073,1461583651,0,0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",2579,CodeRepository,cryptocompare,0.0,1.0,SUB*,100944,2018-01-01 15:09:30.744556,https://github.com/SubcriptioDEV/Subcriptio
0,0,0,1485325761,false,1.0,TypeScript,1486551823,1514661994,0,0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",435,CodeRepository,cryptocompare,8.0,9.0,TIX,175671,2018-01-01 15:12:56.585660,https://github.com/blocktix/blocktix
0,0,0,1485325761,False,1.0,TypeScript,1486551823,1514661994,0,0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",435,CodeRepository,cryptocompare,8.0,9.0,TIX,175671,2018-01-01 15:09:33.830008,https://github.com/blocktix/blocktix
5,44,49,1439320021,false,41.0,C++,1501298869,1514186082,8,3,11,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",7215,CodeRepository,cryptocompare,6.0,10.0,TX,13045,2018-01-01 15:12:54.054509,https://github.com/transferdev/Transfercoin
5,44,49,1439320021,False,41.0,C++,1501298869,1514186082,8,3,11,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",7215,CodeRepository,cryptocompare,6.0,10.0,TX,13045,2018-01-01 15:09:31.199015,https://github.com/transferdev/Transfercoin
0,0,0,1492799790,False,0.0,C++,1493462585,1492799847,0,0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",21593,CodeRepository,cryptocompare,0.0,2.0,USC,100954,2018-01-01 15:09:30.185106,https://github.com/SilentTrader/UltimateSecureCash
0,0,0,1492799790,false,0.0,C++,1493462585,1492799847,0,0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",21593,CodeRepository,cryptocompare,0.0,2.0,USC,100954,2018-01-01 15:12:52.268692,https://github.com/SilentTrader/UltimateSecureCash
0,0,0,1494273008,False,0.0,C++,1494273032,1497209213,0,0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",1952,CodeRepository,cryptocompare,1.0,0.0,XPS,105220,2018-01-01 15:09:30.338132,https://github.com/ivycoindev/ivy
0,0,0,1494273008,false,0.0,C++,1494273032,1497209213,0,0,0,"{u'Url': u'', u'Name': u'', u'InternalId': -1}",1952,CodeRepository,cryptocompare,1.0,0.0,XPS,105220,2018-01-01 15:12:52.352852,https://github.com/ivycoindev/ivy
