Id,exchange,fromSymbol,toSymbol,volume24h,volume24hTo,source,timestamp_api_call
26,CCCAGG,USDT,RUB,21521.6264303,1296084.64168,cryptocompare,2017-12-27 20:02:40.228927
27,CCCAGG,USDT,USD,2077196.96298,2091873.73459,cryptocompare,2017-12-27 20:05:14.982078
28,CCCAGG,USDT,RUB,22243.8953701,1340164.87349,cryptocompare,2017-12-27 19:37:37.527422
29,CCCAGG,USDT,RUB,21573.0082249,1299216.32601,cryptocompare,2017-12-27 20:04:14.876119
30,CCCAGG,USDT,USD,2037534.53901,2051726.63133,cryptocompare,2017-12-27 20:00:38.295821
31,CCCAGG,USDT,USD,2006867.55651,2020840.15634,cryptocompare,2017-12-27 20:02:40.228927
32,CCCAGG,USDT,USD,2090242.35021,2105055.02778,cryptocompare,2017-12-27 20:16:27.337380
33,CCCAGG,USDT,RUB,21619.2588522,1302038.48533,cryptocompare,2017-12-27 20:13:33.641267
34,CCCAGG,USDT,USD,2089223.87034,2104025.85839,cryptocompare,2017-12-27 20:11:32.666587
35,CCCAGG,USDT,RUB,21587.4229245,1300094.90195,cryptocompare,2017-12-27 20:05:14.982078
36,CCCAGG,USDT,USD,2165491.85031,2181057.61198,cryptocompare,2017-12-27 20:30:58.602758
37,CCCAGG,USDT,USD,2165375.25156,2180936.83883,cryptocompare,2017-12-27 20:26:53.309987
38,CCCAGG,USDT,USD,2165375.25156,2180936.83883,cryptocompare,2017-12-27 20:25:38.725569
39,CCCAGG,USDT,USD,2163431.99194,2178976.21649,cryptocompare,2017-12-27 20:21:57.279992
40,CCCAGG,USDT,USD,1837270.32819,1849393.58096,cryptocompare,2017-12-27 19:11:07.354974
41,CCCAGG,USDT,RUB,22283.8413607,1342580.26456,cryptocompare,2017-12-27 19:48:13.556878
42,CCCAGG,USDT,USD,1843087.9949,1855292.31328,cryptocompare,2017-12-27 19:47:32.873130
43,CCCAGG,USDT,RUB,22283.8413607,1342580.26456,cryptocompare,2017-12-27 19:47:32.873130
44,CCCAGG,USDT,USD,1843087.9949,1855292.31328,cryptocompare,2017-12-27 19:46:52.822876
45,CCCAGG,USDT,RUB,22283.8413607,1342580.26456,cryptocompare,2017-12-27 19:46:52.822876
46,CCCAGG,USDT,USD,1841231.67697,1853396.51858,cryptocompare,2017-12-27 19:37:37.527422
47,CCCAGG,USDT,RUB,21632.9781607,1302869.28962,cryptocompare,2017-12-27 20:34:16.615485
48,CCCAGG,USDT,USD,1841231.67697,1853396.51858,cryptocompare,2017-12-27 19:37:09.329343
49,CCCAGG,USDT,RUB,22243.8953701,1340164.87349,cryptocompare,2017-12-27 19:37:09.329343
50,CCCAGG,USDT,RUB,21619.5569852,1302056.53946,cryptocompare,2017-12-27 20:26:30.354879
51,CCCAGG,USDT,RUB,22134.9776601,1333137.55463,cryptocompare,2017-12-27 21:02:16.884138
52,CCCAGG,USDT,USD,2226854.09331,2243054.14224,cryptocompare,2017-12-27 21:21:50.283034
53,CCCAGG,USDT,RUB,22222.1805875,1338406.99096,cryptocompare,2017-12-27 21:29:34.017518
54,CCCAGG,USDT,USD,2268181.92152,2284803.69454,cryptocompare,2017-12-27 21:38:24.953314
55,CCCAGG,USDT,RUB,29326.9919278,1778266.7277,cryptocompare,2017-12-27 22:02:38.064445
56,CCCAGG,USDT,USD,2376399.29468,2400082.20514,cryptocompare,2017-12-27 22:05:06.293929
57,CCCAGG,USDT,RUB,29965.3400429,1819362.86529,cryptocompare,2017-12-27 22:38:45.632551
58,CCCAGG,USDT,USD,2796719.41758,2824741.05533,cryptocompare,2017-12-27 22:38:59.039179
59,CCCAGG,USDT,RUB,29965.3400429,1819362.86529,cryptocompare,2017-12-27 22:39:21.391931
60,CCCAGG,USDT,USD,2796719.41758,2824741.05533,cryptocompare,2017-12-27 22:39:30.630703
61,CCCAGG,USDT,RUB,29965.3400429,1819362.86529,cryptocompare,2017-12-27 22:42:47.226602
62,CCCAGG,USDT,USD,2797321.09229,2825394.90631,cryptocompare,2017-12-27 22:44:50.717436
63,CCCAGG,USDT,RUB,30091.726978,1827481.91496,cryptocompare,2017-12-27 22:46:02.894685
64,CCCAGG,USDT,USD,2799316.90704,2827527.44689,cryptocompare,2017-12-27 22:47:01.680965
65,CCCAGG,USDT,RUB,30192.6888132,1833999.54962,cryptocompare,2017-12-27 22:47:15.881688
66,CCCAGG,USDT,USD,2799316.90704,2827527.44689,cryptocompare,2017-12-27 22:48:18.856709
67,CCCAGG,USDT,RUB,30258.2620253,1838212.00651,cryptocompare,2017-12-27 22:50:28.358801
68,CCCAGG,USDT,USD,2800178.08006,2828457.38885,cryptocompare,2017-12-27 22:56:02.674602
69,CCCAGG,USDT,RUB,30412.9075032,1848150.06278,cryptocompare,2017-12-27 22:59:31.679470
70,CCCAGG,USDT,USD,2824471.73031,2853081.01849,cryptocompare,2017-12-27 23:03:09.210700
71,CCCAGG,USDT,RUB,31058.559667,1898598.38991,cryptocompare,2017-12-27 23:09:54.048898
72,CCCAGG,USDT,USD,2166899.88458,2182483.85205,cryptocompare,2017-12-27 20:38:15.341536
73,CCCAGG,USDT,RUB,21632.9781607,1302869.28962,cryptocompare,2017-12-27 20:34:41.487661
74,CCCAGG,USDT,USD,2165891.20279,2181460.80788,cryptocompare,2017-12-27 20:34:16.615485
75,CCCAGG,USDT,RUB,21632.9781607,1302869.28962,cryptocompare,2017-12-27 20:30:58.602758
76,CCCAGG,USDT,RUB,22202.4939065,1337661.48693,cryptocompare,2017-12-27 19:24:33.872712
77,CCCAGG,USDT,USD,1837682.20619,1849808.32616,cryptocompare,2017-12-27 19:15:52.903728
78,CCCAGG,USDT,RUB,22196.4939065,1337301.92989,cryptocompare,2017-12-27 19:15:52.903728
79,CCCAGG,USDT,USD,1837682.20619,1849808.32616,cryptocompare,2017-12-27 19:13:57.387526
80,CCCAGG,USDT,RUB,22196.4939065,1337301.92989,cryptocompare,2017-12-27 19:13:57.387526
81,CCCAGG,USDT,USD,1843087.9949,1855292.31328,cryptocompare,2017-12-27 19:48:13.556878
82,CCCAGG,USDT,RUB,21501.4611451,1294856.57581,cryptocompare,2017-12-27 20:00:38.295821
83,CCCAGG,USDT,USD,1839385.86486,1851530.96317,cryptocompare,2017-12-27 19:24:33.872712
84,CCCAGG,USDT,RUB,21619.5569852,1302056.53946,cryptocompare,2017-12-27 20:19:27.088890
85,CCCAGG,USDT,RUB,21619.5569852,1302056.53946,cryptocompare,2017-12-27 20:21:32.287888
86,CCCAGG,USDT,RUB,21632.9781607,1302869.28962,cryptocompare,2017-12-27 20:30:18.475350
87,CCCAGG,USDT,RUB,21619.5569852,1302056.53946,cryptocompare,2017-12-27 20:22:33.983442
88,CCCAGG,USDT,RUB,21619.5569852,1302056.53946,cryptocompare,2017-12-27 20:16:27.337380
89,CCCAGG,USDT,USD,2090303.12092,2105118.33547,cryptocompare,2017-12-27 20:19:27.088890
90,CCCAGG,USDT,RUB,21619.5569852,1302056.53946,cryptocompare,2017-12-27 20:20:30.048105
91,CCCAGG,USDT,USD,2163431.99194,2178976.21649,cryptocompare,2017-12-27 20:21:32.287888
92,CCCAGG,USDT,RUB,21619.5569852,1302056.53946,cryptocompare,2017-12-27 20:21:57.279992
93,CCCAGG,USDT,USD,2163431.99194,2178976.21649,cryptocompare,2017-12-27 20:22:33.983442
94,CCCAGG,USDT,RUB,21619.5569852,1302056.53946,cryptocompare,2017-12-27 20:25:38.725569
95,CCCAGG,USDT,USD,2165375.25156,2180936.83883,cryptocompare,2017-12-27 20:26:30.354879
96,CCCAGG,USDT,RUB,21619.5569852,1302056.53946,cryptocompare,2017-12-27 20:26:53.309987
97,CCCAGG,USDT,USD,2165476.56162,2181041.78948,cryptocompare,2017-12-27 20:30:18.475350
98,CCCAGG,USDT,USD,2089223.87034,2104025.85839,cryptocompare,2017-12-27 20:13:33.641267
99,CCCAGG,USDT,RUB,22196.4939065,1337301.92989,cryptocompare,2017-12-27 19:11:07.354974
