Id,exchange,fromSymbol,toSymbol,volume24h,volume24hTo,source,timestamp_api_call
0,CCCAGG,MAT*,RUR,1784.14176245,46.9660999999,cryptocompare,2017-12-28 13:45:40.443729
1,CCCAGG,MAT*,DOGE,714.08666308,15.0679498185,cryptocompare,2017-12-28 13:45:40.443729
2,CCCAGG,MAT*,BTC,100000.0,0.002,cryptocompare,2017-12-27 23:53:45.982084
3,CCCAGG,MAT*,RUR,1450.0,38.245,cryptocompare,2017-12-27 23:53:45.982084
4,CCCAGG,MAT*,DOGE,714.08666308,15.0679498185,cryptocompare,2017-12-27 23:53:45.982084
5,CCCAGG,MAT*,BTC,100000.0,0.002,cryptocompare,2017-12-27 23:09:06.088928
6,CCCAGG,MAT*,RUR,1389.95528844,36.6778330283,cryptocompare,2017-12-27 23:09:06.088928
7,CCCAGG,MAT*,DOGE,714.08666308,15.0679498185,cryptocompare,2017-12-27 23:09:06.088928
8,CCCAGG,MAT*,BTC,100000.0,0.002,cryptocompare,2017-12-27 21:28:55.398322
9,CCCAGG,MAT*,RUR,1389.95528844,36.6778330283,cryptocompare,2017-12-27 21:28:55.398322
10,CCCAGG,MAT*,DOGE,714.08666308,15.0679498185,cryptocompare,2017-12-27 21:28:55.398322
11,CCCAGG,MAT*,BTC,100000.0,0.002,cryptocompare,2017-12-27 21:01:04.500196
12,CCCAGG,MAT*,RUR,1389.95528844,36.6778330283,cryptocompare,2017-12-27 21:01:04.500196
13,CCCAGG,MAT*,DOGE,714.08666308,15.0679498185,cryptocompare,2017-12-27 21:01:04.500196
