exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,QTUM,BTC,1388987.80833,5314.92203883,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:17:44.693847
CCCAGG,QTUM,ETH,100532.626048,7062.55823285,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:16:37.915944
CCCAGG,QTUM,USDT,57839.6734241,2899912.03531,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:16:37.915944
CCCAGG,QTUM,USD,583.93841843,29370.4274629,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:16:37.915944
CCCAGG,QTUM,NEO,198.9763,150.337884865,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:16:37.915944
CCCAGG,QTUM,JPY,37.48489834,211792.867717,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:16:37.915944
CCCAGG,QTUM,BTC,1387614.76345,5309.5590821,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:14:47.577438
CCCAGG,QTUM,ETH,100443.286048,7055.98952906,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:11:53.511610
CCCAGG,QTUM,USDT,57826.4170508,2899213.4274,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:11:53.511610
CCCAGG,QTUM,USD,506.07732073,25292.2282309,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:11:53.511610
CCCAGG,QTUM,BTC,1376808.8273,5267.50636424,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:01:54.802109
CCCAGG,QTUM,USDT,58808.0604742,2947534.89285,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:01:54.802109
CCCAGG,QTUM,BTC,1401447.74708,5361.37546548,1,JordanManual,cryptocompare,QTUM,2017-12-31 11:57:00.510257
CCCAGG,QTUM,ETH,101738.502118,7146.6683931,1,JordanManual,cryptocompare,QTUM,2017-12-31 11:54:26.712966
CCCAGG,QTUM,ETH,101743.492118,7147.03060722,1,JordanManual,cryptocompare,QTUM,2017-12-31 11:57:00.510257
CCCAGG,QTUM,ETH,100326.17138,7046.81121902,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:01:54.802109
CCCAGG,QTUM,BTC,1398618.53516,5350.43096669,1,JordanManual,cryptocompare,QTUM,2017-12-31 11:54:26.712966
CCCAGG,QTUM,USDT,59618.2869742,2987212.53465,1,JordanManual,cryptocompare,QTUM,2017-12-31 11:54:26.712966
CCCAGG,QTUM,USD,546.37764684,27352.3185287,1,JordanManual,cryptocompare,QTUM,2017-12-31 11:54:26.712966
CCCAGG,QTUM,NEO,196.7764,148.901759346,1,JordanManual,cryptocompare,QTUM,2017-12-31 11:54:26.712966
CCCAGG,QTUM,BTC,1384639.32649,5297.96468829,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:11:53.511610
CCCAGG,QTUM,USDT,57835.9105508,2899710.3546,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:14:47.577438
CCCAGG,QTUM,ETH,100527.796048,7062.20144558,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:14:47.577438
CCCAGG,QTUM,BTC,1388987.80833,5314.92203883,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:16:37.915944
CCCAGG,QTUM,SGD,9.94715632,650.636942262,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:17:44.693847
CCCAGG,QTUM,JPY,37.48489834,211792.867717,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:17:44.693847
CCCAGG,QTUM,NEO,198.9763,150.337884865,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:17:44.693847
CCCAGG,QTUM,USD,583.93841843,29370.4274629,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:17:44.693847
CCCAGG,QTUM,USDT,57839.6734241,2899912.03531,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:17:44.693847
CCCAGG,QTUM,ETH,100532.626048,7062.55823285,1,JordanManual,cryptocompare,QTUM,2017-12-31 12:17:44.693847
CCCAGG,QTUM,JPY,43.04423374,243308.7401,1,JordanManual,cryptocompare,QTUM,2017-12-31 11:54:26.712966
CCCAGG,QTUM,SGD,9.94715632,650.636942262,1,JordanManual,cryptocompare,QTUM,2017-12-31 11:54:26.712966
