exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,NMC,BTC,42242.7053435,11.7178840138,1,JordanManual,cryptocompare,NMC,2017-12-31 03:21:46.801819
CCCAGG,NMC,ETH,20.96499419,0.138107590897,1,JordanManual,cryptocompare,NMC,2017-12-31 03:16:31.671687
CCCAGG,NMC,DOGE,3.68745825,1911.7844724,1,JordanManual,cryptocompare,NMC,2017-12-31 03:16:31.671687
CCCAGG,NMC,RUR,1.39161011,362.152726849,1,JordanManual,cryptocompare,NMC,2017-12-31 03:16:31.671687
CCCAGG,NMC,WAVES,0.13048108,0.037171367057,1,JordanManual,cryptocompare,NMC,2017-12-31 03:16:31.671687
CCCAGG,NMC,BTC,41263.1846088,11.4404767694,1,JordanManual,cryptocompare,NMC,2017-12-31 03:08:38.452181
CCCAGG,NMC,RUR,1.66639323,419.134801955,1,JordanManual,cryptocompare,NMC,2017-12-31 00:19:32.285115
CCCAGG,NMC,BTC,40493.0966441,11.1893350126,1,JordanManual,cryptocompare,NMC,2017-12-31 00:19:32.285115
CCCAGG,NMC,USD,27.49425282,106.797789981,1,JordanManual,cryptocompare,NMC,2017-12-31 00:19:32.285115
CCCAGG,NMC,DOGE,7.53161657,3657.13062568,1,JordanManual,cryptocompare,NMC,2017-12-31 00:19:32.285115
CCCAGG,NMC,BTC,41357.0469758,11.4668591038,1,JordanManual,cryptocompare,NMC,2017-12-31 03:16:31.671687
CCCAGG,NMC,WAVES,0.13048108,0.037171367057,1,JordanManual,cryptocompare,NMC,2017-12-31 03:21:46.801819
CCCAGG,NMC,RUR,1.39161011,362.152726849,1,JordanManual,cryptocompare,NMC,2017-12-31 03:21:46.801819
CCCAGG,NMC,DOGE,3.68745825,1911.7844724,1,JordanManual,cryptocompare,NMC,2017-12-31 03:21:46.801819
CCCAGG,NMC,ETH,20.96499419,0.138107590897,1,JordanManual,cryptocompare,NMC,2017-12-31 03:21:46.801819
CCCAGG,NMC,USD,26.15733212,101.450137489,1,JordanManual,cryptocompare,NMC,2017-12-31 03:21:46.801819
CCCAGG,NMC,USD,26.15733212,101.450137489,1,JordanManual,cryptocompare,NMC,2017-12-31 03:08:38.452181
CCCAGG,NMC,WAVES,0.12015507,0.034224769267,1,JordanManual,cryptocompare,NMC,2017-12-31 00:19:32.285115
