exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,LOOK,BTC,1017269.82025,0.0101726982025,1,JordanManual,cryptocompare,LOOK,2017-12-31 03:21:41.493982
CCCAGG,LOOK,DOGE,136194.150686,3644.69284726,1,JordanManual,cryptocompare,LOOK,2017-12-31 03:21:41.493982
CCCAGG,LOOK,LTC,72131.0356342,0.0659169,1,JordanManual,cryptocompare,LOOK,2017-12-31 03:21:41.493982
CCCAGG,LOOK,RUR,1547.73238145,28.6505567922,1,JordanManual,cryptocompare,LOOK,2017-12-31 03:21:41.493982
CCCAGG,LOOK,DOGE,136194.150686,3644.69284726,1,JordanManual,cryptocompare,LOOK,2017-12-31 03:18:43.024196
CCCAGG,LOOK,LTC,72131.0356342,0.0659169,1,JordanManual,cryptocompare,LOOK,2017-12-31 03:18:43.024196
CCCAGG,LOOK,RUR,1547.73238145,28.6505567922,1,JordanManual,cryptocompare,LOOK,2017-12-31 03:18:43.024196
CCCAGG,LOOK,BTC,1017269.82025,0.0101726982025,1,JordanManual,cryptocompare,LOOK,2017-12-31 00:19:26.889251
CCCAGG,LOOK,DOGE,145729.43253,3883.62634542,1,JordanManual,cryptocompare,LOOK,2017-12-31 00:19:26.889251
CCCAGG,LOOK,LTC,93141.6459924,0.08587698,1,JordanManual,cryptocompare,LOOK,2017-12-31 00:19:26.889251
CCCAGG,LOOK,RUR,1647.73238145,31.3505567922,1,JordanManual,cryptocompare,LOOK,2017-12-31 00:19:26.889251
CCCAGG,LOOK,WAVES,1000.0,0.0061,1,JordanManual,cryptocompare,LOOK,2017-12-31 00:19:26.889251
