Id,exchange,fromSymbol,toSymbol,volume24h,volume24hTo,source,timestamp_api_call
0,CCCAGG,DUX,DOGE,1436905.56223,308.562200433,cryptocompare,2017-12-27 23:53:42.003109
1,CCCAGG,DUX,ETH,85709.5,0.00171419,cryptocompare,2017-12-27 21:01:00.270624
2,CCCAGG,DUX,RUR,180726.789822,93.9273996241,cryptocompare,2017-12-27 21:01:00.270624
3,CCCAGG,DUX,WAVES,2402792.89534,1.08809380778,cryptocompare,2017-12-27 21:01:00.270624
4,CCCAGG,DUX,DOGE,4158043.27631,1180.06883609,cryptocompare,2017-12-27 21:01:00.270624
5,CCCAGG,DUX,BTC,25000.0,0.00025,cryptocompare,2017-12-27 21:28:36.206175
6,CCCAGG,DUX,USD,49974.9624437,0.998,cryptocompare,2017-12-27 21:28:36.206175
7,CCCAGG,DUX,ETH,85709.5,0.00171419,cryptocompare,2017-12-27 21:28:36.206175
8,CCCAGG,DUX,RUR,180726.789822,93.9273996241,cryptocompare,2017-12-27 21:28:36.206175
9,CCCAGG,DUX,WAVES,2402792.89534,1.08809380778,cryptocompare,2017-12-27 21:28:36.206175
10,CCCAGG,DUX,DOGE,4158043.27631,1180.06883609,cryptocompare,2017-12-27 21:28:36.206175
11,CCCAGG,DUX,RUR,4162.49758832,5.57474740636,cryptocompare,2017-12-27 23:09:01.223946
12,CCCAGG,DUX,ETH,10000.0,0.0002,cryptocompare,2017-12-27 23:09:01.223946
13,CCCAGG,DUX,BTC,25000.0,0.00025,cryptocompare,2017-12-27 23:09:01.223946
14,CCCAGG,DUX,DOGE,1436905.56223,308.562200433,cryptocompare,2017-12-27 23:09:01.223946
15,CCCAGG,DUX,RUR,4162.49758832,5.57474740636,cryptocompare,2017-12-27 23:53:42.003109
16,CCCAGG,DUX,ETH,10000.0,0.0002,cryptocompare,2017-12-27 23:53:42.003109
17,CCCAGG,DUX,BTC,25000.0,0.00025,cryptocompare,2017-12-27 23:53:42.003109
18,CCCAGG,DUX,USD,49974.9624437,0.998,cryptocompare,2017-12-27 21:01:00.270624
19,CCCAGG,DUX,BTC,25000.0,0.00025,cryptocompare,2017-12-27 21:01:00.270624
