Id,exchange,fromSymbol,toSymbol,volume24h,volume24hTo,source,timestamp_api_call
0,CCCAGG,USC,BTC,571.0,0.00206461584022,cryptocompare,2017-12-28 13:45:32.030462
1,CCCAGG,USC,USD,201.96542687,12.0978904216,cryptocompare,2017-12-27 21:00:59.423602
2,CCCAGG,USC,BTC,579.02826741,0.00201686889926,cryptocompare,2017-12-27 21:00:59.423602
3,CCCAGG,USC,DOGE,2e-07,2.0002e-06,cryptocompare,2017-12-27 21:28:35.416598
4,CCCAGG,USC,RUR,56.97694675,144.749899755,cryptocompare,2017-12-27 21:28:35.416598
5,CCCAGG,USC,USD,201.96542687,12.0978904216,cryptocompare,2017-12-27 21:28:35.416598
6,CCCAGG,USC,BTC,579.02826741,0.00201686889926,cryptocompare,2017-12-27 21:28:35.416598
7,CCCAGG,USC,DOGE,2e-07,2.0002e-06,cryptocompare,2017-12-27 23:09:00.405221
8,CCCAGG,USC,RUR,56.97694675,144.749899755,cryptocompare,2017-12-27 21:00:59.423602
9,CCCAGG,USC,RUR,21.05263156,21.05263156,cryptocompare,2017-12-27 23:09:00.405221
10,CCCAGG,USC,USD,201.96542687,12.0978904216,cryptocompare,2017-12-27 23:09:00.405221
11,CCCAGG,USC,DOGE,2e-07,2.0002e-06,cryptocompare,2017-12-27 23:53:41.211554
12,CCCAGG,USC,RUR,21.05263156,21.05263156,cryptocompare,2017-12-27 23:53:41.211554
13,CCCAGG,USC,BTC,46.2632168,0.000162846523136,cryptocompare,2017-12-27 23:53:41.211554
14,CCCAGG,USC,USD,201.96542687,12.0978904216,cryptocompare,2017-12-27 23:53:41.211554
15,CCCAGG,USC,RUR,20.0,139.9999998,cryptocompare,2017-12-28 13:45:32.030462
16,CCCAGG,USC,USD,206.56326605,12.6137754199,cryptocompare,2017-12-28 13:45:32.030462
17,CCCAGG,USC,BTC,46.2632168,0.000162846523136,cryptocompare,2017-12-27 23:09:00.405221
18,CCCAGG,USC,DOGE,2e-07,2.0002e-06,cryptocompare,2017-12-27 21:00:59.423602
