exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,MOIN,BTC,66270.5213517,1.4595715277,1,JordanManual,cryptocompare,MOIN,2017-12-31 03:21:29.494681
CCCAGG,MOIN,LTC,11864.5984496,16.99146672,1,JordanManual,cryptocompare,MOIN,2017-12-31 03:21:29.494681
CCCAGG,MOIN,DOGE,3358.75876999,132076.885375,1,JordanManual,cryptocompare,MOIN,2017-12-31 03:21:29.494681
CCCAGG,MOIN,RUR,1.0625,6.37500001063,1,JordanManual,cryptocompare,MOIN,2017-12-31 03:21:29.494681
CCCAGG,MOIN,BTC,66270.5213517,1.4595715277,1,JordanManual,cryptocompare,MOIN,2017-12-31 03:18:33.529002
CCCAGG,MOIN,LTC,11864.5984496,16.99146672,1,JordanManual,cryptocompare,MOIN,2017-12-31 03:18:33.529002
CCCAGG,MOIN,DOGE,3358.75876999,132076.885375,1,JordanManual,cryptocompare,MOIN,2017-12-31 03:18:33.529002
CCCAGG,MOIN,RUR,1.0625,6.37500001063,1,JordanManual,cryptocompare,MOIN,2017-12-31 03:18:33.529002
CCCAGG,MOIN,BTC,90636.4223753,2.0027730277,1,JordanManual,cryptocompare,MOIN,2017-12-31 00:24:30.003537
CCCAGG,MOIN,LTC,12544.7150028,17.86384351,1,JordanManual,cryptocompare,MOIN,2017-12-31 00:24:30.003537
CCCAGG,MOIN,DOGE,5851.48163736,217153.400684,1,JordanManual,cryptocompare,MOIN,2017-12-31 00:24:30.003537
CCCAGG,MOIN,RUR,1.0625,6.37500001062,1,JordanManual,cryptocompare,MOIN,2017-12-31 00:24:30.003537
