exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,ZEC,BTC,113373.099712,4015.79709809,1,JordanManual,cryptocompare,ZEC,2017-12-31 00:19:19.622614
CCCAGG,ZEC,KRW,48717.0292789,31722345158.0,1,JordanManual,cryptocompare,ZEC,2017-12-31 00:19:19.622614
CCCAGG,ZEC,USD,45239.6416422,20174817.6707,1,JordanManual,cryptocompare,ZEC,2017-12-31 00:19:19.622614
CCCAGG,ZEC,ETH,3987.67296638,2620.17482738,1,JordanManual,cryptocompare,ZEC,2017-12-31 00:19:19.622614
CCCAGG,ZEC,EUR,3524.59517023,1389598.43624,1,JordanManual,cryptocompare,ZEC,2017-12-31 00:19:19.622614
CCCAGG,ZEC,USDT,602.28514605,270348.029351,1,JordanManual,cryptocompare,ZEC,2017-12-31 00:19:19.622614
CCCAGG,ZEC,RUB,274.02085639,8127886.69672,1,JordanManual,cryptocompare,ZEC,2017-12-31 00:19:19.622614
CCCAGG,ZEC,RUR,113.82248736,3324501.87281,1,JordanManual,cryptocompare,ZEC,2017-12-31 00:19:19.622614
CCCAGG,ZEC,XMR,32.6779854,46.91346381,1,JordanManual,cryptocompare,ZEC,2017-12-31 00:19:19.622614
CCCAGG,ZEC,NZDT,11.89438126,9290.48790053,1,JordanManual,cryptocompare,ZEC,2017-12-31 00:19:19.622614
CCCAGG,ZEC,WAVES,11.3156846,431.454006489,1,JordanManual,cryptocompare,ZEC,2017-12-31 00:19:19.622614
CCCAGG,ZEC,DOGE,6.54459403,373628.078436,1,JordanManual,cryptocompare,ZEC,2017-12-31 00:19:19.622614
CCCAGG,ZEC,LTC,5.48292966,11.6508932,1,JordanManual,cryptocompare,ZEC,2017-12-31 00:19:19.622614
CCCAGG,ZEC,BCH,6.9e-07,2.07e-08,1,JordanManual,cryptocompare,ZEC,2017-12-31 00:19:19.622614
