exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,PND,BTC,32832626.1842,0.328326261842,1,JordanManual,cryptocompare,PND,2017-12-31 03:21:41.856686
CCCAGG,PND,USD,10622571.433,1066.25440099,1,JordanManual,cryptocompare,PND,2017-12-31 03:21:41.856686
CCCAGG,PND,DOGE,6529190.07732,78524.8811429,1,JordanManual,cryptocompare,PND,2017-12-31 03:21:41.856686
CCCAGG,PND,LTC,5028622.08069,2.17183866,1,JordanManual,cryptocompare,PND,2017-12-31 03:21:41.856686
CCCAGG,PND,ETH,4102252.60801,0.656845364483,1,JordanManual,cryptocompare,PND,2017-12-31 03:21:41.856686
CCCAGG,PND,RUR,662914.28898,5219.52525584,1,JordanManual,cryptocompare,PND,2017-12-31 03:21:41.856686
CCCAGG,PND,WAVES,7061.39396805,0.0622318213297,1,JordanManual,cryptocompare,PND,2017-12-31 03:21:41.856686
CCCAGG,PND,BTC,32832626.1842,0.328326261842,1,JordanManual,cryptocompare,PND,2017-12-31 03:16:24.698739
CCCAGG,PND,USD,10622571.433,1066.25440099,1,JordanManual,cryptocompare,PND,2017-12-31 03:16:24.698739
CCCAGG,PND,DOGE,6529190.07732,78524.8811429,1,JordanManual,cryptocompare,PND,2017-12-31 03:16:24.698739
CCCAGG,PND,LTC,5028622.08069,2.17183866,1,JordanManual,cryptocompare,PND,2017-12-31 03:16:24.698739
CCCAGG,PND,ETH,4102252.60801,0.656845364483,1,JordanManual,cryptocompare,PND,2017-12-31 03:16:24.698739
CCCAGG,PND,RUR,662914.28898,5219.52525584,1,JordanManual,cryptocompare,PND,2017-12-31 03:16:24.698739
CCCAGG,PND,WAVES,7061.39396805,0.0622318213297,1,JordanManual,cryptocompare,PND,2017-12-31 03:16:24.698739
