exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,NMR,BTC,47274.381063,109.594965597,1,JordanManual,cryptocompare,NMR,2017-12-31 12:17:43.793452
CCCAGG,NMR,USD,0.37793834,8.32917784552,1,JordanManual,cryptocompare,NMR,2017-12-31 12:17:43.793452
CCCAGG,NMR,RUR,0.29244136,795.427065984,1,JordanManual,cryptocompare,NMR,2017-12-31 12:17:43.793452
CCCAGG,NMR,BTC,47274.381063,109.594965597,1,JordanManual,cryptocompare,NMR,2017-12-31 12:16:38.118690
CCCAGG,NMR,BTC,47273.1310526,109.592028027,1,JordanManual,cryptocompare,NMR,2017-12-31 12:14:49.408712
CCCAGG,NMR,ETH,1728.98128159,78.4196708722,1,JordanManual,cryptocompare,NMR,2017-12-31 12:14:49.408712
CCCAGG,NMR,BTC,47348.3046657,109.669743397,1,JordanManual,cryptocompare,NMR,2017-12-31 11:57:01.207145
CCCAGG,NMR,BTC,47347.0317533,109.666745677,1,JordanManual,cryptocompare,NMR,2017-12-31 11:54:26.495682
CCCAGG,NMR,ETH,1791.09644662,80.9468309422,1,JordanManual,cryptocompare,NMR,2017-12-31 11:54:26.495682
CCCAGG,NMR,USD,0.37793834,8.32917784552,1,JordanManual,cryptocompare,NMR,2017-12-31 11:54:26.495682
CCCAGG,NMR,RUR,0.29244136,795.427065984,1,JordanManual,cryptocompare,NMR,2017-12-31 11:54:26.495682
