exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,BTCR,BTC,38126.9718101,0.00846032428356,1,JordanManual,cryptocompare,BTCR,2017-12-31 03:21:33.507064
CCCAGG,BTCR,USD,14636.8404949,51.8782553649,1,JordanManual,cryptocompare,BTCR,2017-12-31 03:21:33.507064
CCCAGG,BTCR,RUR,5379.06824546,1149.46980144,1,JordanManual,cryptocompare,BTCR,2017-12-31 03:21:33.507064
CCCAGG,BTCR,ETH,3164.10861865,0.0268,1,JordanManual,cryptocompare,BTCR,2017-12-31 03:21:33.507064
CCCAGG,BTCR,BTC,38126.9718101,0.00846032428356,1,JordanManual,cryptocompare,BTCR,2017-12-31 03:08:28.052496
CCCAGG,BTCR,USD,14636.8404949,51.8782553649,1,JordanManual,cryptocompare,BTCR,2017-12-31 03:08:28.052496
CCCAGG,BTCR,BTC,39057.5376872,0.00882449091578,1,JordanManual,cryptocompare,BTCR,2017-12-31 00:19:21.435329
CCCAGG,BTCR,USD,22612.7928966,84.7295109628,1,JordanManual,cryptocompare,BTCR,2017-12-31 00:19:21.435329
CCCAGG,BTCR,RUR,5379.06824546,1149.46980144,1,JordanManual,cryptocompare,BTCR,2017-12-31 00:19:21.435329
CCCAGG,BTCR,ETH,3164.10861865,0.0268,1,JordanManual,cryptocompare,BTCR,2017-12-31 00:19:21.435329
