exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,XEM,BTC,29089157.2113,2065.38339111,1,JordanManual,cryptocompare,XEM,2017-12-31 03:21:48.126803
CCCAGG,XEM,LTC,9329.02324346,43.4054242,1,JordanManual,cryptocompare,XEM,2017-12-31 03:16:32.169204
CCCAGG,XEM,RUR,32623.162749,1943152.95754,1,JordanManual,cryptocompare,XEM,2017-12-31 03:16:32.169204
CCCAGG,XEM,USD,320950.884108,295928.409185,1,JordanManual,cryptocompare,XEM,2017-12-31 03:16:32.169204
CCCAGG,XEM,ETH,2339268.38012,3067.2897233,1,JordanManual,cryptocompare,XEM,2017-12-31 03:16:32.169204
CCCAGG,XEM,JPY,12133040.1516,1339337148.39,1,JordanManual,cryptocompare,XEM,2017-12-31 03:16:32.169204
CCCAGG,XEM,BTC,28932841.4034,2054.24733671,1,JordanManual,cryptocompare,XEM,2017-12-31 03:16:32.169204
CCCAGG,XEM,RUR,32981.1227944,1964409.68121,1,JordanManual,cryptocompare,XEM,2017-12-31 03:18:51.296965
CCCAGG,XEM,USD,321325.921,296272.735164,1,JordanManual,cryptocompare,XEM,2017-12-31 03:18:51.296965
CCCAGG,XEM,ETH,2340268.38012,3068.6037233,1,JordanManual,cryptocompare,XEM,2017-12-31 03:18:51.296965
CCCAGG,XEM,JPY,12170428.1516,1343390681.86,1,JordanManual,cryptocompare,XEM,2017-12-31 03:18:51.296965
CCCAGG,XEM,BTC,28963296.386,2056.39155529,1,JordanManual,cryptocompare,XEM,2017-12-31 03:18:51.296965
CCCAGG,XEM,WAVES,929.20000772,72.3935979655,1,JordanManual,cryptocompare,XEM,2017-12-31 03:21:48.126803
CCCAGG,XEM,DOGE,3231.42394351,393033.654789,1,JordanManual,cryptocompare,XEM,2017-12-31 03:21:48.126803
CCCAGG,XEM,RUR,33109.1854992,1972009.52209,1,JordanManual,cryptocompare,XEM,2017-12-31 03:21:48.126803
CCCAGG,XEM,USD,321604.244031,296527.197307,1,JordanManual,cryptocompare,XEM,2017-12-31 03:21:48.126803
CCCAGG,XEM,ETH,2344287.50238,3073.83899101,1,JordanManual,cryptocompare,XEM,2017-12-31 03:21:48.126803
CCCAGG,XEM,JPY,12186042.1516,1345084045.93,1,JordanManual,cryptocompare,XEM,2017-12-31 03:21:48.126803
CCCAGG,XEM,DOGE,3231.42394351,393033.654789,1,JordanManual,cryptocompare,XEM,2017-12-31 03:16:32.169204
CCCAGG,XEM,WAVES,929.20000772,72.3935979655,1,JordanManual,cryptocompare,XEM,2017-12-31 03:16:32.169204
