exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,AST,BTC,14689108.4816,506.35789967,1,JordanManual,cryptocompare,AST,2017-12-31 03:21:36.612826
CCCAGG,AST,ETH,3523686.62636,2239.42351632,1,JordanManual,cryptocompare,AST,2017-12-31 03:21:36.612826
CCCAGG,AST,USDT,1086998.17181,470140.870221,1,JordanManual,cryptocompare,AST,2017-12-31 03:21:36.612826
CCCAGG,AST,BTC,14652592.3794,505.075711433,1,JordanManual,cryptocompare,AST,2017-12-31 03:18:40.895326
CCCAGG,AST,ETH,3520100.89226,2237.12558559,1,JordanManual,cryptocompare,AST,2017-12-31 03:18:40.895326
CCCAGG,AST,USDT,1086889.1087,470092.882117,1,JordanManual,cryptocompare,AST,2017-12-31 03:18:40.895326
CCCAGG,AST,BTC,14633957.6792,504.425556438,1,JordanManual,cryptocompare,AST,2017-12-31 03:16:21.200648
CCCAGG,AST,ETH,3516152.16779,2234.60904259,1,JordanManual,cryptocompare,AST,2017-12-31 03:16:21.200648
CCCAGG,AST,USDT,1086633.43458,469980.831863,1,JordanManual,cryptocompare,AST,2017-12-31 03:16:21.200648
CCCAGG,AST,BTC,16003158.381,550.989821721,1,JordanManual,cryptocompare,AST,2017-12-31 00:19:24.790415
CCCAGG,AST,ETH,4002967.47376,2562.77556881,1,JordanManual,cryptocompare,AST,2017-12-31 00:19:24.790415
CCCAGG,AST,USDT,1095776.73494,475920.010396,1,JordanManual,cryptocompare,AST,2017-12-31 00:19:24.790415
