exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,GB,BTC,11809.935266,0.124684714898,1,JordanManual,cryptocompare,GB,2017-12-31 03:15:45.981806
CCCAGG,GB,RUR,242.16635482,2475.08249801,1,JordanManual,cryptocompare,GB,2017-12-31 03:15:45.981806
CCCAGG,GB,USD,8.56164967,2.09680640197,1,JordanManual,cryptocompare,GB,2017-12-31 03:15:45.981806
CCCAGG,GB,ETH,6.99300823,0.00230531915585,1,JordanManual,cryptocompare,GB,2017-12-31 03:15:45.981806
CCCAGG,GB,DOGE,3.88062726,95.2250880528,1,JordanManual,cryptocompare,GB,2017-12-31 03:15:45.981806
CCCAGG,GB,WAVES,0.41294299,0.0141912436864,1,JordanManual,cryptocompare,GB,2017-12-31 03:15:45.981806
CCCAGG,GB,BTC,11809.935266,0.124684714898,1,JordanManual,cryptocompare,GB,2017-12-31 03:08:26.894155
CCCAGG,GB,RUR,242.16635482,2475.08249801,1,JordanManual,cryptocompare,GB,2017-12-31 03:08:26.894155
CCCAGG,GB,USD,8.56164967,2.09680640197,1,JordanManual,cryptocompare,GB,2017-12-31 03:08:26.894155
CCCAGG,GB,BTC,13026.5032999,0.135637007402,1,JordanManual,cryptocompare,GB,2017-12-31 00:19:20.131496
CCCAGG,GB,RUR,857.37724146,7346.18867709,1,JordanManual,cryptocompare,GB,2017-12-31 00:19:20.131496
CCCAGG,GB,USD,86.50874373,21.4287346856,1,JordanManual,cryptocompare,GB,2017-12-31 00:19:20.131496
CCCAGG,GB,ETH,6.99300823,0.00230531915585,1,JordanManual,cryptocompare,GB,2017-12-31 00:19:20.131496
CCCAGG,GB,DOGE,3.88062726,95.2250880528,1,JordanManual,cryptocompare,GB,2017-12-31 00:19:20.131496
CCCAGG,GB,WAVES,0.41294299,0.0141912436864,1,JordanManual,cryptocompare,GB,2017-12-31 00:19:20.131496
