Id,exchange,fromSymbol,toSymbol,volume24h,volume24hTo,source,timestamp_api_call
0,CCCAGG,NEF,ETH,1617521.49926,0.0161752149926,cryptocompare,2017-12-27 23:09:09.272593
1,CCCAGG,NEF,USD,1127120.65868,6.78526636527,cryptocompare,2017-12-27 23:09:09.272593
2,CCCAGG,NEF,DOGE,500000.0,400.01,cryptocompare,2017-12-27 23:09:09.272593
3,CCCAGG,NEF,RUR,3089.86599156,6.86644948325,cryptocompare,2017-12-27 23:09:09.272593
4,CCCAGG,NEF,ETH,1617521.49926,0.0161752149926,cryptocompare,2017-12-27 21:29:01.757626
5,CCCAGG,NEF,USD,1127120.65868,6.78526636527,cryptocompare,2017-12-27 21:29:01.757626
6,CCCAGG,NEF,DOGE,500000.0,400.01,cryptocompare,2017-12-27 21:29:01.757626
7,CCCAGG,NEF,RUR,3089.86599156,6.86644948325,cryptocompare,2017-12-27 21:29:01.757626
8,CCCAGG,NEF,ETH,1617521.49926,0.0161752149926,cryptocompare,2017-12-27 21:01:11.821546
9,CCCAGG,NEF,USD,1127120.65868,6.78526636527,cryptocompare,2017-12-27 21:01:11.821546
10,CCCAGG,NEF,DOGE,500000.0,400.01,cryptocompare,2017-12-27 21:01:11.821546
11,CCCAGG,NEF,BTC,10000.0,0.0001,cryptocompare,2017-12-27 21:01:11.821546
12,CCCAGG,NEF,RUR,3089.86599156,6.86644948325,cryptocompare,2017-12-27 21:01:11.821546
