exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,NEBL,BTC,18955.63481,10.6434025662,1,JordanManual,cryptocompare,NEBL,2017-12-31 03:21:31.227194
CCCAGG,NEBL,ETH,762.014996,8.17386496528,1,JordanManual,cryptocompare,NEBL,2017-12-31 03:21:31.227194
CCCAGG,NEBL,DOGE,11.90257367,11375.1687035,1,JordanManual,cryptocompare,NEBL,2017-12-31 03:21:31.227194
CCCAGG,NEBL,BTC,18955.63481,10.6434025662,1,JordanManual,cryptocompare,NEBL,2017-12-31 03:08:25.666266
CCCAGG,NEBL,ETH,762.014996,8.17386496528,1,JordanManual,cryptocompare,NEBL,2017-12-31 03:08:25.666266
CCCAGG,NEBL,LTC,674.88536967,22.6201421,1,JordanManual,cryptocompare,NEBL,2017-12-31 03:08:25.666266
CCCAGG,NEBL,DOGE,11.90257367,11375.1687035,1,JordanManual,cryptocompare,NEBL,2017-12-31 03:08:25.666266
CCCAGG,NEBL,BTC,20702.7212937,11.6044364016,1,JordanManual,cryptocompare,NEBL,2017-12-31 00:19:18.887213
CCCAGG,NEBL,ETH,1373.618893,14.8269978332,1,JordanManual,cryptocompare,NEBL,2017-12-31 00:19:18.887213
CCCAGG,NEBL,LTC,814.12666689,27.27115887,1,JordanManual,cryptocompare,NEBL,2017-12-31 00:19:18.887213
CCCAGG,NEBL,DOGE,16.36220758,15315.6651805,1,JordanManual,cryptocompare,NEBL,2017-12-31 00:19:18.887213
