exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,SCRPT,BTC,191728.818075,0.0224772448253,1,JordanManual,cryptocompare,SCRPT,2017-12-31 03:21:31.640085
CCCAGG,SCRPT,RUR,141108.381137,20814.1570551,1,JordanManual,cryptocompare,SCRPT,2017-12-31 03:21:31.640085
CCCAGG,SCRPT,USD,966.02378941,4.77390247481,1,JordanManual,cryptocompare,SCRPT,2017-12-31 03:21:31.640085
CCCAGG,SCRPT,DOGE,700.0,430.0,1,JordanManual,cryptocompare,SCRPT,2017-12-31 03:21:31.640085
CCCAGG,SCRPT,RUR,141108.381137,20814.1570551,1,JordanManual,cryptocompare,SCRPT,2017-12-31 03:08:25.846994
CCCAGG,SCRPT,BTC,191728.818075,0.0224772448253,1,JordanManual,cryptocompare,SCRPT,2017-12-31 00:19:18.975884
CCCAGG,SCRPT,RUR,130430.021544,19828.2507699,1,JordanManual,cryptocompare,SCRPT,2017-12-31 00:19:18.975884
CCCAGG,SCRPT,USD,966.02378941,4.77390247481,1,JordanManual,cryptocompare,SCRPT,2017-12-31 00:19:18.975884
CCCAGG,SCRPT,DOGE,700.0,430.0,1,JordanManual,cryptocompare,SCRPT,2017-12-31 00:19:18.975884
CCCAGG,SCRPT,ETH,0.12177967,0.000437164659366,1,JordanManual,cryptocompare,SCRPT,2017-12-31 00:19:18.975884
