exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,BIGUP,ETH,5222996.44756,0.512780071997,1,JordanManual,cryptocompare,BIGUP,2017-12-31 03:18:31.405046
CCCAGG,BIGUP,DOGE,3163701.74888,67200.4091187,1,JordanManual,cryptocompare,BIGUP,2017-12-31 03:18:31.405046
CCCAGG,BIGUP,USD,1303095.49482,121.246790318,1,JordanManual,cryptocompare,BIGUP,2017-12-31 03:18:31.405046
CCCAGG,BIGUP,BTC,1073303.37564,0.0107330337564,1,JordanManual,cryptocompare,BIGUP,2017-12-31 03:18:31.405046
CCCAGG,BIGUP,RUR,304056.462407,1520.01133225,1,JordanManual,cryptocompare,BIGUP,2017-12-31 03:18:31.405046
CCCAGG,BIGUP,WAVES,167305.988479,1.11659338401,1,JordanManual,cryptocompare,BIGUP,2017-12-31 03:18:31.405046
CCCAGG,BIGUP,ETH,5222996.44756,0.512780071997,1,JordanManual,cryptocompare,BIGUP,2017-12-31 03:15:43.052738
CCCAGG,BIGUP,DOGE,3163701.74888,67200.4091187,1,JordanManual,cryptocompare,BIGUP,2017-12-31 03:15:43.052738
CCCAGG,BIGUP,USD,1303095.49482,121.246790318,1,JordanManual,cryptocompare,BIGUP,2017-12-31 03:15:43.052738
CCCAGG,BIGUP,BTC,1073303.37564,0.0107330337564,1,JordanManual,cryptocompare,BIGUP,2017-12-31 03:15:43.052738
CCCAGG,BIGUP,RUR,304056.462407,1520.01133225,1,JordanManual,cryptocompare,BIGUP,2017-12-31 03:15:43.052738
CCCAGG,BIGUP,WAVES,167305.988479,1.11659338401,1,JordanManual,cryptocompare,BIGUP,2017-12-31 03:15:43.052738
