Id,exchange,fromSymbol,toSymbol,volume24h,volume24hTo,source,timestamp_api_call
23,CCCAGG,BCH,ETH,4247.56925419,15574.3249689,cryptocompare,2017-12-27 21:38:20.974975
24,CCCAGG,BCH,DOGE,4.47506418,1311171.29161,cryptocompare,2017-12-27 19:37:33.598099
25,CCCAGG,BCH,JPY,2043.78118578,638408829.801,cryptocompare,2017-12-27 22:47:10.884499
26,CCCAGG,BCH,PLN,708.57858768,7170365.90408,cryptocompare,2017-12-27 19:11:03.398135
27,CCCAGG,BCH,DOGE,4.59165557,1344837.65084,cryptocompare,2017-12-27 22:59:27.674816
28,CCCAGG,BCH,WEUR,4.45359744,9722.75378688,cryptocompare,2017-12-27 22:59:27.674816
29,CCCAGG,BCH,NZDT,2.43454227,10326.8025513,cryptocompare,2017-12-27 22:59:27.674816
30,CCCAGG,BCH,NEO,1.88499801,80.0030702743,cryptocompare,2017-12-27 22:59:27.674816
31,CCCAGG,BCH,BTC,227292.902369,40172.6790243,cryptocompare,2017-12-27 22:55:57.334212
32,CCCAGG,BCH,AUD,605.42972919,2254768.49035,cryptocompare,2017-12-27 22:50:22.206192
33,CCCAGG,BCH,RUR,16.44856852,2883525.17027,cryptocompare,2017-12-27 22:59:27.674816
34,CCCAGG,BCH,PLN,794.70673947,7995068.20862,cryptocompare,2017-12-27 22:59:27.674816
35,CCCAGG,BCH,SGD,17.3441706,61656.1644002,cryptocompare,2017-12-27 20:37:54.882302
36,CCCAGG,BCH,AUD,616.0319668,2291771.41406,cryptocompare,2017-12-27 22:59:27.674816
37,CCCAGG,BCH,GBP,125.94526684,260090.892956,cryptocompare,2017-12-27 22:59:27.674816
38,CCCAGG,BCH,WEUR,4.30751295,9420.23417044,cryptocompare,2017-12-27 22:39:17.370744
39,CCCAGG,BCH,DOGE,4.58901986,1344050.86404,cryptocompare,2017-12-27 22:39:17.370744
40,CCCAGG,BCH,WAVES,42.51555022,8335.69948253,cryptocompare,2017-12-27 22:38:39.631627
41,CCCAGG,BCH,DOGE,4.59111986,1344679.82895,cryptocompare,2017-12-27 22:50:22.206192
42,CCCAGG,BCH,KCS,30.52121476,46914.5448892,cryptocompare,2017-12-27 19:11:03.398135
43,CCCAGG,BCH,USDT,16113.4694194,42847099.8071,cryptocompare,2017-12-27 22:42:42.696234
44,CCCAGG,BCH,DOGE,4.58901986,1344050.86404,cryptocompare,2017-12-27 22:38:39.631627
45,CCCAGG,BCH,NZDT,2.43454227,10326.8025513,cryptocompare,2017-12-27 22:50:22.206192
46,CCCAGG,BCH,NEO,1.88499801,80.0030702743,cryptocompare,2017-12-27 22:50:22.206192
47,CCCAGG,BCH,AUD,598.42924332,2230237.68233,cryptocompare,2017-12-27 22:47:10.884499
48,CCCAGG,BCH,THB,569.44432811,56219090.9636,cryptocompare,2017-12-27 22:47:10.884499
49,CCCAGG,BCH,BNB,360.74795,100759.661307,cryptocompare,2017-12-27 22:47:10.884499
50,CCCAGG,BCH,NEO,1.88499801,80.0030702743,cryptocompare,2017-12-27 22:02:34.071160
51,CCCAGG,BCH,GBP,125.94526684,260090.892956,cryptocompare,2017-12-27 22:47:10.884499
52,CCCAGG,BCH,PLN,793.18883729,7980301.72351,cryptocompare,2017-12-27 22:50:22.206192
53,CCCAGG,BCH,WEUR,4.19390334,9447.970339,cryptocompare,2017-12-27 19:37:33.598099
54,CCCAGG,BCH,USD,73163.336096,193822407.259,cryptocompare,2017-12-27 22:38:39.631627
55,CCCAGG,BCH,BNB,342.09351,95322.1093098,cryptocompare,2017-12-27 19:24:29.873141
56,CCCAGG,BCH,RUB,92.00921993,15169372.8488,cryptocompare,2017-12-27 22:59:27.674816
57,CCCAGG,BCH,WAVES,43.59915534,8565.61403735,cryptocompare,2017-12-27 22:59:27.674816
58,CCCAGG,BCH,WUSD,27.55095299,65999.9138733,cryptocompare,2017-12-27 22:59:27.674816
59,CCCAGG,BCH,THB,632.01806681,62126317.761,cryptocompare,2017-12-27 22:59:27.674816
60,CCCAGG,BCH,PLN,791.73184279,7966588.17987,cryptocompare,2017-12-27 22:47:10.884499
61,CCCAGG,BCH,RUR,16.44258277,2882526.60618,cryptocompare,2017-12-27 22:50:22.206192
62,CCCAGG,BCH,WEUR,4.43199789,9678.36047438,cryptocompare,2017-12-27 22:50:22.206192
63,CCCAGG,BCH,JPY,2054.08788578,641399080.441,cryptocompare,2017-12-27 22:50:22.206192
64,CCCAGG,BCH,EUR,3804.55637021,8566110.86875,cryptocompare,2017-12-27 22:50:22.206192
65,CCCAGG,BCH,ETH,4287.1847025,15690.0152808,cryptocompare,2017-12-27 22:50:22.206192
66,CCCAGG,BCH,BTC,226263.33657,39991.2753029,cryptocompare,2017-12-27 22:46:52.560976
67,CCCAGG,BCH,PLN,791.72917795,7966563.02378,cryptocompare,2017-12-27 22:45:58.803175
68,CCCAGG,BCH,AUD,591.10792261,2204198.53891,cryptocompare,2017-12-27 22:45:58.803175
69,CCCAGG,BCH,BTC,226263.33657,39991.2753029,cryptocompare,2017-12-27 22:48:14.883526
70,CCCAGG,BCH,THB,568.90757924,56167801.3662,cryptocompare,2017-12-27 22:45:58.803175
71,CCCAGG,BCH,BNB,362.08518,101154.204269,cryptocompare,2017-12-27 22:59:27.674816
72,CCCAGG,BCH,BNB,360.23807,100611.353208,cryptocompare,2017-12-27 22:38:49.889575
73,CCCAGG,BCH,RUB,90.89505138,14993666.8292,cryptocompare,2017-12-27 22:39:26.635355
74,CCCAGG,BCH,RUB,90.89505138,14993666.8292,cryptocompare,2017-12-27 22:38:39.631627
75,CCCAGG,BCH,USDT,16161.1434189,42963023.0823,cryptocompare,2017-12-27 22:45:58.803175
76,CCCAGG,BCH,RUR,16.43341283,2880977.80331,cryptocompare,2017-12-27 22:45:58.803175
77,CCCAGG,BCH,EUR,3666.8656412,8284444.46027,cryptocompare,2017-12-27 20:37:54.882302
78,CCCAGG,BCH,KRW,60126.5598381,2.30864713875e+11,cryptocompare,2017-12-27 19:37:05.385569
79,CCCAGG,BCH,GBP,125.94526684,260090.892956,cryptocompare,2017-12-27 22:42:42.696234
80,CCCAGG,BCH,THB,568.83906992,56161231.9217,cryptocompare,2017-12-27 22:42:42.696234
81,CCCAGG,BCH,KRW,72839.4458795,2.72071218028e+11,cryptocompare,2017-12-27 22:47:10.884499
82,CCCAGG,BCH,USDT,16174.0465056,42993969.2109,cryptocompare,2017-12-27 22:47:10.884499
83,CCCAGG,BCH,KRW,72088.6370917,2.69509451185e+11,cryptocompare,2017-12-27 22:39:17.370744
84,CCCAGG,BCH,NEO,1.88499801,80.0030702743,cryptocompare,2017-12-27 22:45:58.803175
85,CCCAGG,BCH,ETH,4276.50918919,15652.2904554,cryptocompare,2017-12-27 22:47:10.884499
86,CCCAGG,BCH,WEUR,4.30751295,9420.23417044,cryptocompare,2017-12-27 22:45:58.803175
87,CCCAGG,BCH,USDT,16267.8360039,43220743.9385,cryptocompare,2017-12-27 22:50:22.206192
88,CCCAGG,BCH,KRW,73084.4322248,2.72904284774e+11,cryptocompare,2017-12-27 22:50:22.206192
89,CCCAGG,BCH,USD,73402.6274668,194410620.801,cryptocompare,2017-12-27 22:45:58.803175
90,CCCAGG,BCH,NEO,1.88499801,80.0030702743,cryptocompare,2017-12-27 22:47:10.884499
91,CCCAGG,BCH,USD,73670.362869,195058111.964,cryptocompare,2017-12-27 22:47:10.884499
92,CCCAGG,BCH,WAVES,43.26695769,8495.53830433,cryptocompare,2017-12-27 22:47:10.884499
93,CCCAGG,BCH,GBP,125.51656684,259276.362956,cryptocompare,2017-12-27 22:39:26.635355
94,CCCAGG,BCH,ETH,4173.49555704,15286.4415045,cryptocompare,2017-12-27 22:05:01.572526
95,CCCAGG,BCH,AUD,560.491191,2126732.428,cryptocompare,2017-12-27 19:11:03.398135
96,CCCAGG,BCH,AUD,576.10087743,2162469.92748,cryptocompare,2017-12-27 21:21:46.294349
97,CCCAGG,BCH,BTC,200341.10759,35579.1519143,cryptocompare,2017-12-27 19:24:29.873141
98,CCCAGG,BCH,DOGE,4.52006278,1323635.30598,cryptocompare,2017-12-27 21:38:20.974975
99,CCCAGG,BCH,SGD,17.3441706,61656.1644002,cryptocompare,2017-12-27 21:38:20.974975
100,CCCAGG,BCH,RUR,18.40908531,3245578.46543,cryptocompare,2017-12-27 20:19:23.130675
101,CCCAGG,BCH,PLN,772.97884353,7788287.76334,cryptocompare,2017-12-27 21:38:20.974975
102,CCCAGG,BCH,AUD,590.86292261,2203329.37891,cryptocompare,2017-12-27 22:39:17.370744
103,CCCAGG,BCH,NEO,1.94699801,82.5140718863,cryptocompare,2017-12-27 20:19:23.130675
104,CCCAGG,BCH,THB,349.23187102,35092995.2416,cryptocompare,2017-12-27 19:11:03.398135
105,CCCAGG,BCH,JPY,1791.8710211,584532884.129,cryptocompare,2017-12-27 19:15:48.881016
106,CCCAGG,BCH,RUB,91.02093939,15013658.1522,cryptocompare,2017-12-27 22:45:58.803175
107,CCCAGG,BCH,GBP,125.94526684,260090.892956,cryptocompare,2017-12-27 22:45:58.803175
108,CCCAGG,BCH,USD,73851.5803782,195498597.489,cryptocompare,2017-12-27 22:50:22.206192
109,CCCAGG,BCH,BNB,360.38297,100653.413779,cryptocompare,2017-12-27 22:45:58.803175
110,CCCAGG,BCH,NZDT,2.43454227,10326.8025513,cryptocompare,2017-12-27 22:45:58.803175
111,CCCAGG,BCH,WEUR,4.19290334,9445.93590903,cryptocompare,2017-12-27 19:24:29.873141
112,CCCAGG,BCH,WUSD,27.19416389,65104.784207,cryptocompare,2017-12-27 22:39:17.370744
113,CCCAGG,BCH,USDT,14425.0632105,38964544.8081,cryptocompare,2017-12-27 20:37:54.882302
114,CCCAGG,BCH,DOGE,4.6105894,1351458.89304,cryptocompare,2017-12-27 20:37:54.882302
115,CCCAGG,BCH,KRW,66157.6179423,2.50592502151e+11,cryptocompare,2017-12-27 20:37:54.882302
116,CCCAGG,BCH,BTC,201418.956185,35765.6496174,cryptocompare,2017-12-27 19:37:05.385569
117,CCCAGG,BCH,LTC,18.19890013,184.16071701,cryptocompare,2017-12-27 22:39:17.370744
118,CCCAGG,BCH,WAVES,43.24171978,8490.1781108,cryptocompare,2017-12-27 22:45:58.803175
119,CCCAGG,BCH,USDT,16041.1696497,42670251.7139,cryptocompare,2017-12-27 22:39:17.370744
120,CCCAGG,BCH,NZDT,2.03254599,8693.43337952,cryptocompare,2017-12-27 19:37:33.598099
121,CCCAGG,BCH,DOGE,4.47285205,1310481.74547,cryptocompare,2017-12-27 19:11:03.398135
122,CCCAGG,BCH,EUR,3242.0536087,7378475.75856,cryptocompare,2017-12-27 19:13:52.411805
123,CCCAGG,BCH,PLN,708.80816294,7172616.12738,cryptocompare,2017-12-27 19:24:29.873141
124,CCCAGG,BCH,SGD,17.3441706,61656.1644002,cryptocompare,2017-12-27 20:19:23.130675
125,CCCAGG,BCH,LTC,18.34761803,185.67691913,cryptocompare,2017-12-27 21:21:46.294349
126,CCCAGG,BCH,USDT,15402.9445498,41203996.4024,cryptocompare,2017-12-27 21:38:20.974975
127,CCCAGG,BCH,KCS,21.16466829,31860.1487516,cryptocompare,2017-12-27 22:39:17.370744
128,CCCAGG,BCH,WUSD,27.4993679,65871.930496,cryptocompare,2017-12-27 22:47:10.884499
129,CCCAGG,BCH,NZDT,2.43454227,10326.8025513,cryptocompare,2017-12-27 22:42:42.696234
130,CCCAGG,BCH,RUB,88.93947613,14697272.0998,cryptocompare,2017-12-27 21:38:20.974975
131,CCCAGG,BCH,NEO,1.88499801,80.0030702743,cryptocompare,2017-12-27 22:39:17.370744
132,CCCAGG,BCH,SGD,17.3441706,61656.1644002,cryptocompare,2017-12-27 22:47:10.884499
133,CCCAGG,BCH,JPY,2023.48743974,632498500.372,cryptocompare,2017-12-27 22:38:39.631627
134,CCCAGG,BCH,EUR,3707.22639762,8358011.40144,cryptocompare,2017-12-27 22:02:34.071160
135,CCCAGG,BCH,SGD,17.3441706,61656.1644002,cryptocompare,2017-12-27 22:39:17.370744
136,CCCAGG,BCH,BTC,225944.949499,39935.2045637,cryptocompare,2017-12-27 22:44:46.689739
137,CCCAGG,BCH,KCS,21.16466829,31860.1487516,cryptocompare,2017-12-27 22:47:10.884499
138,CCCAGG,BCH,EUR,3798.10398223,8552681.16843,cryptocompare,2017-12-27 22:47:10.884499
139,CCCAGG,BCH,KCS,29.5513136,45338.2800769,cryptocompare,2017-12-27 20:19:23.130675
140,CCCAGG,BCH,KRW,72618.4878756,2.7132373273e+11,cryptocompare,2017-12-27 22:45:58.803175
141,CCCAGG,BCH,ETH,4093.95335783,15141.465971,cryptocompare,2017-12-27 19:37:33.598099
142,CCCAGG,BCH,LTC,18.54883226,187.97700898,cryptocompare,2017-12-27 19:13:52.411805
143,CCCAGG,BCH,WUSD,29.40341497,69700.3556861,cryptocompare,2017-12-27 19:37:33.598099
144,CCCAGG,BCH,NEO,1.94699801,82.5140718863,cryptocompare,2017-12-27 19:13:52.411805
145,CCCAGG,BCH,DOGE,4.47285205,1310481.74547,cryptocompare,2017-12-27 19:15:48.881016
146,CCCAGG,BCH,WEUR,4.30751295,9420.23417044,cryptocompare,2017-12-27 22:42:42.696234
147,CCCAGG,BCH,BNB,360.23807,100611.353208,cryptocompare,2017-12-27 22:38:39.631627
148,CCCAGG,BCH,GBP,124.47109746,265916.506154,cryptocompare,2017-12-27 19:11:03.398135
149,CCCAGG,BCH,EUR,3339.07324575,7597260.86073,cryptocompare,2017-12-27 19:37:33.598099
150,CCCAGG,BCH,DOGE,4.58901986,1344050.86404,cryptocompare,2017-12-27 22:47:10.884499
151,CCCAGG,BCH,NEO,1.94699801,82.5140718863,cryptocompare,2017-12-27 21:21:46.294349
152,CCCAGG,BCH,RUR,16.43341283,2880977.80331,cryptocompare,2017-12-27 22:42:42.696234
153,CCCAGG,BCH,SGD,17.3441706,61656.1644002,cryptocompare,2017-12-27 22:42:42.696234
154,CCCAGG,BCH,ETH,4274.20286637,15644.0869327,cryptocompare,2017-12-27 22:45:58.803175
155,CCCAGG,BCH,RUR,16.43341283,2880977.80331,cryptocompare,2017-12-27 22:38:39.631627
156,CCCAGG,BCH,SGD,17.3441706,61656.1644002,cryptocompare,2017-12-27 22:45:58.803175
157,CCCAGG,BCH,EUR,3795.07592862,8546214.13548,cryptocompare,2017-12-27 22:45:58.803175
158,CCCAGG,BCH,NZDT,2.43454227,10326.8025513,cryptocompare,2017-12-27 22:47:10.884499
159,CCCAGG,BCH,BTC,225316.884916,39825.0202286,cryptocompare,2017-12-27 22:39:26.635355
160,CCCAGG,BCH,USD,73294.4079647,194145114.838,cryptocompare,2017-12-27 22:42:42.696234
161,CCCAGG,BCH,JPY,1791.8710211,584532884.129,cryptocompare,2017-12-27 19:13:52.411805
162,CCCAGG,BCH,JPY,2023.48743974,632498500.372,cryptocompare,2017-12-27 22:39:17.370744
163,CCCAGG,BCH,EUR,3789.05456488,8533246.95543,cryptocompare,2017-12-27 22:39:17.370744
164,CCCAGG,BCH,LTC,18.19890013,184.16071701,cryptocompare,2017-12-27 22:44:46.689739
165,CCCAGG,BCH,PLN,791.70763199,7966359.5205,cryptocompare,2017-12-27 22:42:42.696234
166,CCCAGG,BCH,USD,56248.7328508,153723949.474,cryptocompare,2017-12-27 19:37:33.598099
167,CCCAGG,BCH,JPY,2029.08753974,634136688.488,cryptocompare,2017-12-27 22:45:58.803175
168,CCCAGG,BCH,PLN,789.70763199,7947479.5205,cryptocompare,2017-12-27 22:39:17.370744
169,CCCAGG,BCH,USD,69795.9706158,186113906.801,cryptocompare,2017-12-27 21:21:46.294349
170,CCCAGG,BCH,WAVES,42.59042065,8351.31310256,cryptocompare,2017-12-27 22:42:42.696234
171,CCCAGG,BCH,ETH,4070.20868067,15055.656449,cryptocompare,2017-12-27 19:11:03.398135
172,CCCAGG,BCH,NZDT,2.43454227,10326.8025513,cryptocompare,2017-12-27 22:39:17.370744
173,CCCAGG,BCH,THB,404.8710288,40416105.4443,cryptocompare,2017-12-27 20:19:23.130675
174,CCCAGG,BCH,KRW,72088.6370917,2.69509451185e+11,cryptocompare,2017-12-27 22:38:39.631627
175,CCCAGG,BCH,AUD,591.10792261,2204198.53891,cryptocompare,2017-12-27 22:42:42.696234
176,CCCAGG,BCH,USDT,16041.1696497,42670251.7139,cryptocompare,2017-12-27 22:38:39.631627
177,CCCAGG,BCH,RUB,78.73170901,13070249.3613,cryptocompare,2017-12-27 19:13:52.411805
178,CCCAGG,BCH,ETH,4169.43131856,15272.050702,cryptocompare,2017-12-27 22:02:34.071160
179,CCCAGG,BCH,JPY,2024.56933974,632816976.853,cryptocompare,2017-12-27 22:42:42.696234
180,CCCAGG,BCH,EUR,3791.78556936,8539229.62535,cryptocompare,2017-12-27 22:42:42.696234
181,CCCAGG,BCH,ETH,4271.13631875,15633.2180787,cryptocompare,2017-12-27 22:42:42.696234
182,CCCAGG,BCH,NZDT,2.03254599,8693.43337952,cryptocompare,2017-12-27 19:15:48.881016
183,CCCAGG,BCH,LTC,18.19890013,184.16071701,cryptocompare,2017-12-27 22:42:42.696234
184,CCCAGG,BCH,DOGE,4.58901986,1344050.86404,cryptocompare,2017-12-27 22:45:58.803175
185,CCCAGG,BCH,NEO,1.88499801,80.0030702743,cryptocompare,2017-12-27 22:42:42.696234
186,CCCAGG,BCH,RUB,78.67489608,13061077.0075,cryptocompare,2017-12-27 19:11:03.398135
187,CCCAGG,BCH,KCS,21.16466829,31860.1487516,cryptocompare,2017-12-27 22:42:42.696234
188,CCCAGG,BCH,ETH,4262.77830309,15603.4427197,cryptocompare,2017-12-27 22:39:17.370744
189,CCCAGG,BCH,USD,73163.336096,193822407.259,cryptocompare,2017-12-27 22:39:17.370744
190,CCCAGG,BCH,GBP,124.57069746,266115.108554,cryptocompare,2017-12-27 19:24:29.873141
191,CCCAGG,BCH,RUR,16.43341283,2880977.80331,cryptocompare,2017-12-27 22:39:17.370744
192,CCCAGG,BCH,PLN,715.01481604,7233518.67777,cryptocompare,2017-12-27 19:37:33.598099
193,CCCAGG,BCH,DOGE,4.580136,1342042.76271,cryptocompare,2017-12-27 22:02:34.071160
194,CCCAGG,BCH,JPY,1726.5781211,564036127.9,cryptocompare,2017-12-27 19:11:03.398135
195,CCCAGG,BCH,WEUR,4.04809544,8884.51666548,cryptocompare,2017-12-27 22:02:34.071160
196,CCCAGG,BCH,NEO,1.94699801,82.5140718863,cryptocompare,2017-12-27 19:24:29.873141
197,CCCAGG,BCH,LTC,18.54883226,187.97700898,cryptocompare,2017-12-27 19:15:48.881016
198,CCCAGG,BCH,RUR,18.13038868,3204240.24568,cryptocompare,2017-12-27 19:37:05.385569
199,CCCAGG,BCH,LTC,18.19890013,184.16071701,cryptocompare,2017-12-27 22:45:58.803175
200,CCCAGG,BCH,KCS,21.16466829,31860.1487516,cryptocompare,2017-12-27 22:38:39.631627
201,CCCAGG,BCH,LTC,18.55171443,188.00694906,cryptocompare,2017-12-27 19:24:29.873141
202,CCCAGG,BCH,USD,70626.0537455,187731665.07,cryptocompare,2017-12-27 22:02:34.071160
203,CCCAGG,BCH,RUR,16.43624767,2881456.60779,cryptocompare,2017-12-27 22:47:10.884499
204,CCCAGG,BCH,DOGE,4.47285205,1310481.74547,cryptocompare,2017-12-27 19:24:29.873141
205,CCCAGG,BCH,GBP,125.51656684,259276.362956,cryptocompare,2017-12-27 22:39:17.370744
206,CCCAGG,BCH,WEUR,4.19290334,9445.93590903,cryptocompare,2017-12-27 19:15:48.881016
207,CCCAGG,BCH,THB,354.93261181,35657322.925,cryptocompare,2017-12-27 19:24:29.873141
208,CCCAGG,BCH,LTC,18.19890013,184.16071701,cryptocompare,2017-12-27 22:38:39.631627
209,CCCAGG,BCH,ETH,4238.34844951,15541.3575247,cryptocompare,2017-12-27 21:21:46.294349
210,CCCAGG,BCH,SGD,17.3441706,61656.1644002,cryptocompare,2017-12-27 22:38:39.631627
211,CCCAGG,BCH,BTC,199313.235102,35400.5449375,cryptocompare,2017-12-27 19:13:52.411805
212,CCCAGG,BCH,PLN,789.70763199,7947479.5205,cryptocompare,2017-12-27 22:38:39.631627
213,CCCAGG,BCH,NEO,1.94699801,82.5140718863,cryptocompare,2017-12-27 19:15:48.881016
214,CCCAGG,BCH,ETH,4262.77830309,15603.4427197,cryptocompare,2017-12-27 22:38:39.631627
215,CCCAGG,BCH,GBP,116.70982329,246413.656987,cryptocompare,2017-12-27 20:19:23.130675
216,CCCAGG,BCH,USDT,12761.5513342,35201671.1486,cryptocompare,2017-12-27 19:13:52.411805
217,CCCAGG,BCH,NZDT,2.41099996,10220.2478933,cryptocompare,2017-12-27 22:02:34.071160
218,CCCAGG,BCH,JPY,1982.07102106,620171768.673,cryptocompare,2017-12-27 22:02:34.071160
219,CCCAGG,BCH,RUB,90.89505138,14993666.8292,cryptocompare,2017-12-27 22:39:17.370744
220,CCCAGG,BCH,LTC,18.54883226,187.97700898,cryptocompare,2017-12-27 19:11:03.398135
221,CCCAGG,BCH,DOGE,4.52006278,1323635.30598,cryptocompare,2017-12-27 21:21:46.294349
222,CCCAGG,BCH,AUD,584.17952441,2201166.42327,cryptocompare,2017-12-27 20:37:54.882302
223,CCCAGG,BCH,NZDT,2.38998885,10123.5967873,cryptocompare,2017-12-27 20:37:54.882302
224,CCCAGG,BCH,THB,568.25193574,56105167.711,cryptocompare,2017-12-27 22:38:39.631627
225,CCCAGG,BCH,EUR,3703.70080628,8358414.66303,cryptocompare,2017-12-27 21:21:46.294349
226,CCCAGG,BCH,AUD,571.63552302,2167425.37251,cryptocompare,2017-12-27 19:37:33.598099
227,CCCAGG,BCH,RUB,83.44158678,13828379.1396,cryptocompare,2017-12-27 19:37:05.385569
228,CCCAGG,BCH,WUSD,27.62130177,65932.9964185,cryptocompare,2017-12-27 21:21:46.294349
229,CCCAGG,BCH,RUB,85.3413144,14128864.7704,cryptocompare,2017-12-27 20:19:23.130675
230,CCCAGG,BCH,KRW,60126.5598381,2.30864713875e+11,cryptocompare,2017-12-27 19:37:33.598099
231,CCCAGG,BCH,AUD,570.78502027,2152231.0224,cryptocompare,2017-12-27 20:19:23.130675
232,CCCAGG,BCH,EUR,3239.75716819,7373136.54659,cryptocompare,2017-12-27 19:11:03.398135
233,CCCAGG,BCH,NEO,1.88499801,80.0030702743,cryptocompare,2017-12-27 22:38:39.631627
234,CCCAGG,BCH,WAVES,42.42272173,8309.23433376,cryptocompare,2017-12-27 19:15:48.881016
235,CCCAGG,BCH,RUR,16.1239949,2829707.47533,cryptocompare,2017-12-27 22:02:34.071160
236,CCCAGG,BCH,THB,532.24698253,52695621.1519,cryptocompare,2017-12-27 21:21:46.294349
237,CCCAGG,BCH,BTC,222508.88186,39344.1548515,cryptocompare,2017-12-27 21:38:20.974975
238,CCCAGG,BCH,RUR,18.10226877,3199375.5747,cryptocompare,2017-12-27 19:24:29.873141
239,CCCAGG,BCH,KRW,68536.3548609,2.57311745585e+11,cryptocompare,2017-12-27 22:02:34.071160
240,CCCAGG,BCH,NZDT,2.03254599,8693.43337952,cryptocompare,2017-12-27 19:24:29.873141
241,CCCAGG,BCH,USDT,14991.0150072,40159187.5894,cryptocompare,2017-12-27 21:21:46.294349
242,CCCAGG,BCH,LTC,18.15026502,183.66867158,cryptocompare,2017-12-27 22:02:34.071160
243,CCCAGG,BCH,BNB,360.23807,100611.353208,cryptocompare,2017-12-27 22:42:42.696234
244,CCCAGG,BCH,KRW,72458.9212121,2.70780386845e+11,cryptocompare,2017-12-27 22:42:42.696234
245,CCCAGG,BCH,RUB,91.13323193,15031429.4414,cryptocompare,2017-12-27 22:47:10.884499
246,CCCAGG,BCH,THB,568.25193574,56105167.711,cryptocompare,2017-12-27 22:39:17.370744
247,CCCAGG,BCH,WUSD,29.40341497,69700.3556861,cryptocompare,2017-12-27 19:15:48.881016
248,CCCAGG,BCH,DOGE,4.58901986,1344050.86404,cryptocompare,2017-12-27 22:42:42.696234
249,CCCAGG,BCH,PLN,775.47400253,7812198.77116,cryptocompare,2017-12-27 22:02:34.071160
250,CCCAGG,BCH,BTC,221884.265341,39256.315284,cryptocompare,2017-12-27 20:37:54.882302
251,CCCAGG,BCH,PLN,715.01481604,7233518.67777,cryptocompare,2017-12-27 19:37:05.385569
252,CCCAGG,BCH,EUR,3620.62637433,8184567.77461,cryptocompare,2017-12-27 20:19:23.130675
253,CCCAGG,BCH,AUD,590.86292261,2203329.37891,cryptocompare,2017-12-27 22:38:39.631627
254,CCCAGG,BCH,WAVES,42.1348441,8256.38196531,cryptocompare,2017-12-27 22:02:34.071160
255,CCCAGG,BCH,WEUR,4.19290334,9445.93590903,cryptocompare,2017-12-27 19:11:03.398135
256,CCCAGG,BCH,WAVES,43.16338817,8462.19625311,cryptocompare,2017-12-27 19:37:33.598099
257,CCCAGG,BCH,BTC,220306.394126,38947.7757423,cryptocompare,2017-12-27 22:05:01.572526
258,CCCAGG,BCH,BNB,360.23807,100611.353208,cryptocompare,2017-12-27 22:39:17.370744
259,CCCAGG,BCH,USD,55958.2822493,153001299.822,cryptocompare,2017-12-27 19:24:29.873141
260,CCCAGG,BCH,WEUR,4.30751295,9420.23417044,cryptocompare,2017-12-27 22:47:10.884499
