exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,CLAM,BTC,119442.632979,87.4489276451,1,JordanManual,cryptocompare,CLAM,2017-12-31 03:16:28.545185
CCCAGG,CLAM,WAVES,5.8617359,2.84101133877,1,JordanManual,cryptocompare,CLAM,2017-12-31 03:16:28.545185
CCCAGG,CLAM,USD,0.61119716,3.73396675684,1,JordanManual,cryptocompare,CLAM,2017-12-31 03:16:28.545185
CCCAGG,CLAM,DOGE,0.26042166,266.457704578,1,JordanManual,cryptocompare,CLAM,2017-12-31 03:16:28.545185
CCCAGG,CLAM,RUR,0.01748,5.82278028017,1,JordanManual,cryptocompare,CLAM,2017-12-31 03:16:28.545185
CCCAGG,CLAM,BTC,99983.7663525,72.9402629716,1,JordanManual,cryptocompare,CLAM,2017-12-31 00:19:30.524567
CCCAGG,CLAM,WAVES,5.8815264,2.84633857163,1,JordanManual,cryptocompare,CLAM,2017-12-31 00:19:30.524567
CCCAGG,CLAM,USD,0.61119716,3.73396675684,1,JordanManual,cryptocompare,CLAM,2017-12-31 00:19:30.524567
CCCAGG,CLAM,DOGE,0.38336354,407.780947938,1,JordanManual,cryptocompare,CLAM,2017-12-31 00:19:30.524567
CCCAGG,CLAM,RUR,0.03008628,14.4232731781,1,JordanManual,cryptocompare,CLAM,2017-12-31 00:19:30.524567
