exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,MCRN,BTC,1400447.05209,0.0365904583652,1,JordanManual,cryptocompare,MCRN,2017-12-31 03:21:51.818305
CCCAGG,MCRN,DOGE,22318.0491749,4448.53839562,1,JordanManual,cryptocompare,MCRN,2017-12-31 03:21:51.818305
CCCAGG,MCRN,USD,7065.00420137,1.66205520858,1,JordanManual,cryptocompare,MCRN,2017-12-31 03:21:51.818305
CCCAGG,MCRN,RUR,428.76187189,10.2387991998,1,JordanManual,cryptocompare,MCRN,2017-12-31 03:21:51.818305
CCCAGG,MCRN,BTC,1400447.05209,0.0365904583652,1,JordanManual,cryptocompare,MCRN,2017-12-31 03:08:47.853421
CCCAGG,MCRN,RUR,428.76187189,10.2387991998,1,JordanManual,cryptocompare,MCRN,2017-12-31 03:08:47.853421
CCCAGG,MCRN,BTC,1226124.44065,0.0364667614815,1,JordanManual,cryptocompare,MCRN,2017-12-31 00:19:38.146527
CCCAGG,MCRN,LTC,24815.8653663,0.17090538,1,JordanManual,cryptocompare,MCRN,2017-12-31 00:19:38.146527
CCCAGG,MCRN,DOGE,22318.0491749,4448.53839562,1,JordanManual,cryptocompare,MCRN,2017-12-31 00:19:38.146527
CCCAGG,MCRN,USD,7065.00420137,1.66205520858,1,JordanManual,cryptocompare,MCRN,2017-12-31 00:19:38.146527
CCCAGG,MCRN,RUR,528.76187189,12.6267911998,1,JordanManual,cryptocompare,MCRN,2017-12-31 00:19:38.146527
