exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,LTC,BTC,1233266.43981,20516.6071843,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,OCL,0.00758345,16.5925886,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,DOGE,36.96664589,992453.756557,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,WUSD,55.76061442,11911.2632645,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,WEUR,70.64135801,13039.5785993,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,NEO,70.986367,213.353597937,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,HKD,79.46816015,162178.931204,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,NZDT,238.41090678,88623.3247353,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,GBP,260.14441898,51728.7165102,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,WAVES,323.51973585,6013.89953428,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,RUR,337.77327021,4751875.94798,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,ILS,381.20033608,327060.241148,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,XMR,720.12883826,495.30197028,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,OCTANOX,0.00028721,0.919072,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,RUB,745.953354,10504407.9157,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,PLN,6442.33503887,5235409.26042,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,BNB,7151.00142,196155.555244,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,CAD,10457.477836,3169551.6215,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,BRL,11677.3079855,9029926.56634,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,AUD,16747.6627098,5110093.19709,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,AIC,41954.4157948,9915870.48342,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,VND,41954.4157948,2.05078230453e+11,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,ETH,60242.9477883,18779.2263186,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,EUR,136439.259458,25792978.6433,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,KRW,149845.135381,46295517245.3,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,USDT,248407.249805,53099406.0343,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,USD,1186531.63469,260439655.955,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,THB,3701.94217519,31469579.8632,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
CCCAGG,LTC,ZEC,2.137e-05,4.7014e-05,1,JordanManual,cryptocompare,LTC,2017-12-30 17:31:29.577143
