exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,VSL,BTC,3307.67433021,0.0460607106964,1,JordanManual,cryptocompare,VSL,2017-12-31 03:21:35.667488
CCCAGG,VSL,BTC,3307.67433021,0.0460607106964,1,JordanManual,cryptocompare,VSL,2017-12-31 00:19:24.418212
