exchange,fromSymbol,toSymbol,volume24h,volume24hTo,coin_units,computer_name,source,symbol,timestamp_api_call
CCCAGG,FSN,RUR,2683.55935741,167.938285572,1,JordanManual,cryptocompare,FSN,2017-12-29 00:11:09.337351
CCCAGG,FSN,BTC,2603.55935741,0.000882174587945,1,JordanManual,cryptocompare,FSN,2017-12-29 00:11:09.337351
CCCAGG,FSN,USD,100.0,3.0,1,JordanManual,cryptocompare,FSN,2017-12-29 00:11:09.337351
