close,high,low,open,time,volumefrom,volumeto,symbol,coin_units,timestamp_api_call,computer_name,exchange
2.2,2.21,2.2,2.2,1514723580,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.21,2.21,2.2,2.2,1514723760,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.21,2.21,2.21,2.21,1514723940,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.21,2.21,2.21,2.21,1514724120,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.21,2.21,2.21,2.21,1514724300,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.2,2.21,2.2,2.21,1514724480,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.19,2.17,2.19,1514724660,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.18,2.17,2.18,1514724840,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.16,2.17,2.16,2.17,1514725020,1562.12,3374.1800000000003,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.15,2.17,2.15,2.17,1514725200,4176.7,8979.9,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.15,2.15,2.15,2.15,1514725380,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.14,2.15,2.14,2.15,1514725560,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.14,2.14,2.14,2.14,1514725740,0.543,1.16,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.14,2.14,2.14,2.14,1514725920,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.07,2.1,2.06,2.1,1514726100,0.025,0.0515,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.07,2.08,2.07,2.07,1514726280,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.06,2.07,2.06,2.07,1514726460,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.06,2.06,2.06,2.06,1514726640,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.06,2.06,2.06,2.06,1514726820,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.07,2.07,2.07,2.07,1514727000,0.001,0.00207,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.06,2.07,2.06,2.07,1514727180,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.07,2.07,2.06,2.06,1514727360,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.07,2.07,2.07,2.07,1514727540,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.07,2.07,2.07,2.07,1514727720,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.08,2.08,2.08,2.08,1514727900,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.08,2.08,2.08,2.08,1514728080,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.07,2.08,2.07,2.08,1514728260,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.15,2.15,2.07,2.07,1514728440,0.245,0.5267,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.15,2.15,2.15,2.15,1514728620,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.16,2.16,2.15,2.15,1514728800,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.16,2.16,2.16,2.16,1514728980,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.17,2.16,2.16,1514729160,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.18,2.18,2.17,2.17,1514729340,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.18,2.18,2.18,2.18,1514729520,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.17,2.17,2.17,1514729700,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.16,2.17,2.16,2.17,1514729880,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.17,2.17,2.17,1514730060,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.17,2.17,2.17,1514730240,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.17,2.17,2.17,1514730420,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.18,2.18,2.18,2.18,1514730600,13.37,29.15,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.19,2.19,2.18,2.19,1514730780,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.18,2.19,2.18,2.19,1514730960,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.19,2.19,2.18,2.18,1514731140,90.0,196.2,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.2,2.2,2.19,2.19,1514731320,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.2,2.2,2.2,2.2,1514731500,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.2,2.2,2.2,2.2,1514731680,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.19,2.2,2.19,2.2,1514731860,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.19,2.19,2.18,2.19,1514732040,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.19,2.19,2.19,2.19,1514732220,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.19,2.19,2.19,2.19,1514732400,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.19,2.2,2.19,2.2,1514732580,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.2,2.2,2.2,2.2,1514732760,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.2,2.2,2.2,2.2,1514732940,0.005,0.011,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.19,2.2,2.19,2.2,1514733120,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.18,2.19,2.18,2.19,1514733300,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.18,2.17,2.18,1514733480,5.0,10.9,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.17,2.17,2.17,1514733660,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.17,2.17,2.17,1514733840,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.17,2.17,2.17,1514734020,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.17,2.17,2.17,1514734200,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.17,2.17,2.17,1514734380,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.18,2.18,2.17,2.17,1514734560,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.18,2.17,2.18,1514734740,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.18,2.18,2.1,2.18,1514734920,0.257,0.54082,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.18,2.18,2.18,2.18,1514735100,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.19,2.19,2.18,2.18,1514735280,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.19,2.19,2.19,2.19,1514735460,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.19,2.19,2.19,2.19,1514735640,0.002,0.00438,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.19,2.19,2.19,2.19,1514735820,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.2,2.2,2.19,2.19,1514736000,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.15,2.22,2.14,2.21,1514736180,15.89,34.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.15,2.15,2.15,2.15,1514736360,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.18,2.18,2.16,2.16,1514736540,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.18,2.18,2.17,2.17,1514736720,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.2,2.2,2.19,2.19,1514736900,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.18,2.2,2.18,2.2,1514737080,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.27,2.27,2.18,2.18,1514737260,0.001,0.00226,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.19,2.28,2.19,2.28,1514737440,0.135,0.2957,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.27,2.27,2.18,2.19,1514737620,0.01,0.0227,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.29,2.29,2.28,2.28,1514737800,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.29,2.29,2.29,2.29,1514737980,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.3,2.3,2.29,2.29,1514738160,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.31,2.31,2.31,2.31,1514738340,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.31,2.32,2.31,2.32,1514738520,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.31,2.31,2.3,2.31,1514738700,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.3,2.31,2.3,2.31,1514738880,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.31,2.31,2.3,2.3,1514739060,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.3,2.3,2.3,2.3,1514739240,202.18,465.01,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.3,2.3,2.3,2.3,1514739420,900.0,2070.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.29,2.29,2.29,2.29,1514739600,0.013,0.02977,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.29,2.29,2.28,2.28,1514739780,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.28,2.28,2.28,1514739960,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.27,2.28,2.27,2.28,1514740140,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.26,2.27,2.26,2.27,1514740320,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.27,2.27,2.26,2.26,1514740500,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.29,2.29,2.27,2.27,1514740680,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.29,2.29,2.28,2.28,1514740860,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.29,2.29,2.29,2.29,1514741040,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.29,2.29,2.28,2.29,1514741220,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.28,2.28,2.28,1514741400,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.28,2.28,2.28,1514741580,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.19,2.28,2.19,2.28,1514741760,0.987,2.16,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.28,2.19,2.19,1514741940,201.71800000000002,459.91321999999997,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.3,2.3,2.28,2.28,1514742120,2.17,4.99,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.29,2.28,2.29,1514742300,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.28,2.27,2.27,1514742480,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.28,2.28,2.28,1514742660,10.0,22.8,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.28,2.28,2.28,1514742840,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.29,2.29,2.28,2.29,1514743020,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.29,2.29,2.29,2.29,1514743200,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.29,2.29,2.29,2.29,1514743380,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.29,2.29,2.29,2.29,1514743560,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.29,2.29,2.29,2.29,1514743740,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.29,2.29,2.29,2.29,1514743920,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.28,2.28,2.28,1514744100,0.015,0.0342,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.28,2.28,2.28,1514744280,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.29,2.28,2.28,1514744460,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.27,2.28,2.27,2.28,1514744640,57.19,129.82,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.28,2.26,2.27,1514744820,0.001,0.00227,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.27,2.28,2.27,2.28,1514745000,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.27,2.27,2.26,2.26,1514745180,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.28,2.27,2.28,1514745360,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.28,2.28,2.28,1514745540,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.27,2.28,2.27,2.28,1514745720,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.28,2.28,2.27,2.27,1514745900,2082.19,4727.37,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.18,2.28,2.1,2.28,1514746080,0.065,0.1417,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.18,2.18,2.18,2.18,1514746260,0.075,0.1635,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.17,2.18,2.17,2.18,1514746440,0.86,1.87,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.24,2.24,2.17,2.17,1514746620,40.0,89.6,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.25,2.25,2.24,2.24,1514746800,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.25,2.25,2.25,2.25,1514746980,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.26,2.26,2.26,2.26,1514747160,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.26,2.26,2.26,2.26,1514747340,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.26,2.26,2.26,2.26,1514747520,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.26,2.27,2.26,2.27,1514747700,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.27,2.27,2.27,2.27,1514747880,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.26,2.26,2.26,2.26,1514748060,0.022,0.04972,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.26,2.26,2.26,2.26,1514748240,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.25,2.26,2.25,2.26,1514748420,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.26,2.26,2.26,2.26,1514748600,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.25,2.25,2.25,2.25,1514748780,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.25,2.25,2.24,2.24,1514748960,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.25,2.25,2.25,2.25,1514749140,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.25,2.25,2.25,2.25,1514749320,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.25,2.25,2.25,2.25,1514749500,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.25,2.25,2.25,2.25,1514749680,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.25,2.25,2.25,2.25,1514749860,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.25,2.25,2.25,2.25,1514750040,0.076,0.171,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.26,2.26,2.25,2.25,1514750220,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
2.27,2.27,2.26,2.26,1514750400,0.0,0.0,BOS,1,2018-01-01 14:51:31.048866,JordanManual,CCCAGG
