Id,close,high,low,open,time,volumefrom,volumeto,coin,coin_units,computer_name,exchange,timestamp_api_call
0,0.1553,0.1553,0.1553,0.1553,1514231220,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
1,0.1552,0.1552,0.1552,0.1552,1514231280,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
2,0.1552,0.1552,0.1552,0.1552,1514231340,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
3,0.1551,0.1551,0.1551,0.1551,1514231400,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
4,0.1552,0.1552,0.1552,0.1552,1514231460,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
5,0.1554,0.1554,0.1554,0.1554,1514231520,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
6,0.1553,0.1553,0.1553,0.1553,1514231580,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
7,0.1554,0.1554,0.1554,0.1554,1514231640,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
8,0.1555,0.1555,0.1555,0.1555,1514231700,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
9,0.1555,0.1555,0.1555,0.1555,1514231760,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
10,0.1555,0.1555,0.1555,0.1555,1514231820,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
11,0.1556,0.1556,0.1556,0.1556,1514231880,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
12,0.1557,0.1557,0.1557,0.1557,1514231940,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
13,0.1557,0.1557,0.1557,0.1557,1514232000,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
14,0.1554,0.1554,0.1554,0.1554,1514232060,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
15,0.1555,0.1555,0.1555,0.1555,1514232120,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
16,0.1553,0.1553,0.1553,0.1553,1514232180,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
17,0.1552,0.1552,0.1552,0.1552,1514232240,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
18,0.1551,0.1551,0.1551,0.1551,1514232300,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
19,0.1553,0.1553,0.1553,0.1553,1514232360,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
20,0.1551,0.1551,0.1551,0.1551,1514232420,0,0,SILK,1,JordanManual,CCCAGG,2017-12-26 22:59:02.992955
