,close,high,low,open,time,volumefrom,volumeto,coin,coin_units,computer_name,exchange,timestamp_api_call
0,4.73,4.73,4.73,4.73,1514224200,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
1,4.74,4.74,4.74,4.74,1514224260,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
2,4.73,4.73,4.73,4.73,1514224320,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
3,4.73,4.73,4.73,4.73,1514224380,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
4,4.73,4.73,4.73,4.73,1514224440,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
5,4.73,4.73,4.73,4.73,1514224500,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
6,4.73,4.73,4.73,4.73,1514224560,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
7,4.73,4.73,4.73,4.73,1514224620,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
8,4.73,4.73,4.73,4.73,1514224680,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
9,4.74,4.74,4.74,4.74,1514224740,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
10,4.73,4.73,4.73,4.73,1514224800,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
11,4.73,4.73,4.73,4.73,1514224860,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
12,4.73,4.73,4.73,4.73,1514224920,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
13,4.74,4.74,4.74,4.74,1514224980,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
14,4.74,4.74,4.74,4.74,1514225040,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
15,4.74,4.74,4.74,4.74,1514225100,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
16,4.74,4.74,4.74,4.74,1514225160,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
17,4.74,4.74,4.74,4.74,1514225220,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
18,4.75,4.75,4.75,4.75,1514225280,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
19,4.76,4.76,4.76,4.76,1514225340,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
20,4.77,4.77,4.77,4.77,1514225400,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
21,4.77,4.77,4.77,4.77,1514225460,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
22,4.77,4.77,4.77,4.77,1514225520,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
23,4.77,4.77,4.77,4.77,1514225580,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
24,4.77,4.77,4.77,4.77,1514225640,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
25,4.78,4.78,4.78,4.78,1514225700,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
26,4.78,4.78,4.78,4.78,1514225760,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
27,4.79,4.79,4.79,4.79,1514225820,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
28,4.79,4.79,4.79,4.79,1514225880,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
29,4.79,4.79,4.79,4.79,1514225940,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
30,4.78,4.78,4.78,4.78,1514226000,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
31,4.78,4.78,4.78,4.78,1514226060,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
32,4.79,4.79,4.79,4.79,1514226120,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
33,4.79,4.79,4.79,4.79,1514226180,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
34,4.8,4.8,4.8,4.8,1514226240,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
35,4.8,4.8,4.8,4.8,1514226300,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
36,4.79,4.79,4.79,4.79,1514226360,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
37,4.79,4.79,4.79,4.79,1514226420,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
38,4.79,4.79,4.79,4.79,1514226480,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
39,4.79,4.79,4.79,4.79,1514226540,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
40,4.79,4.79,4.79,4.79,1514226600,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
41,4.79,4.79,4.79,4.79,1514226660,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
42,4.79,4.79,4.79,4.79,1514226720,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
43,4.79,4.79,4.79,4.79,1514226780,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
44,4.78,4.78,4.78,4.78,1514226840,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
45,4.79,4.79,4.79,4.79,1514226900,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
46,4.79,4.79,4.79,4.79,1514226960,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
47,4.79,4.79,4.79,4.79,1514227020,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
48,4.8,4.8,4.8,4.8,1514227080,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
49,4.8,4.8,4.8,4.8,1514227140,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
50,4.8,4.8,4.8,4.8,1514227200,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
51,4.8,4.8,4.8,4.8,1514227260,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
52,4.81,4.81,4.81,4.81,1514227320,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
53,4.81,4.81,4.81,4.81,1514227380,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
54,4.84,4.84,4.84,4.84,1514227440,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
55,4.84,4.84,4.84,4.84,1514227500,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
56,4.84,4.84,4.84,4.84,1514227560,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
57,4.83,4.83,4.83,4.83,1514227620,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
58,4.83,4.83,4.83,4.83,1514227680,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
59,4.82,4.82,4.82,4.82,1514227740,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
60,4.82,4.82,4.82,4.82,1514227800,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
61,4.83,4.83,4.83,4.83,1514227860,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
62,4.83,4.83,4.83,4.83,1514227920,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
63,4.83,4.83,4.83,4.83,1514227980,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
64,4.82,4.82,4.82,4.82,1514228040,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
65,4.81,4.81,4.81,4.81,1514228100,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
66,4.8,4.8,4.8,4.8,1514228160,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
67,4.8,4.8,4.8,4.8,1514228220,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
68,4.81,4.81,4.81,4.81,1514228280,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
69,4.81,4.81,4.81,4.81,1514228340,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
70,4.81,4.81,4.81,4.81,1514228400,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
71,4.8,4.8,4.8,4.8,1514228460,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
72,4.79,4.79,4.79,4.79,1514228520,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
73,4.79,4.79,4.79,4.79,1514228580,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
74,4.79,4.79,4.79,4.79,1514228640,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
75,4.79,4.79,4.79,4.79,1514228700,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
76,4.79,4.79,4.79,4.79,1514228760,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
77,4.8,4.8,4.8,4.8,1514228820,0.0,0.0,007,1,JordanManual,CCCAGG,2017-12-26 20:10:13.881644
