close,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
0.5309,1,JordanManual,CCCAGG,0.5315,0.5309,0.5312,IXT,1514723580,2018-01-01 14:51:31.268701,1178.0,625.97
0.5321,1,JordanManual,CCCAGG,0.5321,0.531,0.531,IXT,1514723760,2018-01-01 14:51:31.268701,1340.0,711.54
0.5446,1,JordanManual,CCCAGG,0.5451,0.5317,0.5317,IXT,1514723940,2018-01-01 14:51:31.268701,8.0,4.36
0.5467,1,JordanManual,CCCAGG,0.5467,0.545,0.545,IXT,1514724120,2018-01-01 14:51:31.268701,0.0,0.0
0.5317,1,JordanManual,CCCAGG,0.547,0.5317,0.547,IXT,1514724300,2018-01-01 14:51:31.268701,575.0,306.88
0.5301,1,JordanManual,CCCAGG,0.532,0.5301,0.532,IXT,1514724480,2018-01-01 14:51:31.268701,0.0,0.0
0.5365,1,JordanManual,CCCAGG,0.5365,0.5222,0.5274,IXT,1514724660,2018-01-01 14:51:31.268701,4212.0,2259.06
0.5364,1,JordanManual,CCCAGG,0.538,0.5364,0.538,IXT,1514724840,2018-01-01 14:51:31.268701,2813.0,1509.75
0.5363,1,JordanManual,CCCAGG,0.5363,0.536,0.536,IXT,1514725020,2018-01-01 14:51:31.268701,0.0,0.0
0.5365,1,JordanManual,CCCAGG,0.5394,0.5365,0.5394,IXT,1514725200,2018-01-01 14:51:31.268701,0.0,0.0
0.5375,1,JordanManual,CCCAGG,0.5385,0.5375,0.5382,IXT,1514725380,2018-01-01 14:51:31.268701,0.0,0.0
0.5358,1,JordanManual,CCCAGG,0.5377,0.5358,0.5377,IXT,1514725560,2018-01-01 14:51:31.268701,0.0,0.0
0.5353,1,JordanManual,CCCAGG,0.5353,0.5345,0.5345,IXT,1514725740,2018-01-01 14:51:31.268701,0.0,0.0
0.5346,1,JordanManual,CCCAGG,0.5348,0.5346,0.5348,IXT,1514725920,2018-01-01 14:51:31.268701,0.0,0.0
0.5228,1,JordanManual,CCCAGG,0.535,0.522,0.535,IXT,1514726100,2018-01-01 14:51:31.268701,1890.0,987.77
0.538,1,JordanManual,CCCAGG,0.5385,0.5245,0.5245,IXT,1514726280,2018-01-01 14:51:31.268701,12.0,6.46
0.5355,1,JordanManual,CCCAGG,0.536,0.5355,0.536,IXT,1514726460,2018-01-01 14:51:31.268701,0.0,0.0
0.5334,1,JordanManual,CCCAGG,0.5344,0.5334,0.5344,IXT,1514726640,2018-01-01 14:51:31.268701,0.0,0.0
0.5356,1,JordanManual,CCCAGG,0.5356,0.5342,0.5342,IXT,1514726820,2018-01-01 14:51:31.268701,400.0,214.24
0.5363,1,JordanManual,CCCAGG,0.5363,0.536,0.536,IXT,1514727000,2018-01-01 14:51:31.268701,68.0,36.45
