Id,Id,close,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
0,0.0,0.007966,1,JordanManual,CCCAGG,0.007966,0.007962,0.007962,CRACK,1514363400,2017-12-28 10:50:25.827577,0,0
1,1.0,0.007945,1,JordanManual,CCCAGG,0.007959,0.007945,0.007959,CRACK,1514363580,2017-12-28 10:50:25.827577,0,0
2,2.0,0.007946,1,JordanManual,CCCAGG,0.00795,0.007946,0.00795,CRACK,1514363760,2017-12-28 10:50:25.827577,0,0
3,3.0,0.007954,1,JordanManual,CCCAGG,0.007954,0.007951,0.007951,CRACK,1514363940,2017-12-28 10:50:25.827577,0,0
4,4.0,0.007964,1,JordanManual,CCCAGG,0.007964,0.00796,0.00796,CRACK,1514364120,2017-12-28 10:50:25.827577,0,0
5,5.0,0.007959,1,JordanManual,CCCAGG,0.007964,0.007959,0.007964,CRACK,1514364300,2017-12-28 10:50:25.827577,0,0
6,6.0,0.007949,1,JordanManual,CCCAGG,0.007959,0.007949,0.007959,CRACK,1514364480,2017-12-28 10:50:25.827577,0,0
7,7.0,0.007938,1,JordanManual,CCCAGG,0.00794,0.007938,0.00794,CRACK,1514364660,2017-12-28 10:50:25.827577,0,0
8,8.0,0.007902,1,JordanManual,CCCAGG,0.007933,0.007902,0.007933,CRACK,1514364840,2017-12-28 10:50:25.827577,0,0
9,9.0,0.007889,1,JordanManual,CCCAGG,0.0079,0.007888,0.0079,CRACK,1514365020,2017-12-28 10:50:25.827577,0,0
10,10.0,0.007903,1,JordanManual,CCCAGG,0.007903,0.00789,0.007891,CRACK,1514365200,2017-12-28 10:50:25.827577,0,0
11,11.0,0.007903,1,JordanManual,CCCAGG,0.007909,0.007903,0.007909,CRACK,1514365380,2017-12-28 10:50:25.827577,0,0
12,12.0,0.007908,1,JordanManual,CCCAGG,0.007908,0.007901,0.007901,CRACK,1514365560,2017-12-28 10:50:25.827577,0,0
13,13.0,0.007926,1,JordanManual,CCCAGG,0.007926,0.007908,0.007908,CRACK,1514365740,2017-12-28 10:50:25.827577,0,0
14,14.0,0.00794,1,JordanManual,CCCAGG,0.00794,0.007923,0.007924,CRACK,1514365920,2017-12-28 10:50:25.827577,0,0
15,15.0,0.007937,1,JordanManual,CCCAGG,0.007953,0.007937,0.007953,CRACK,1514366100,2017-12-28 10:50:25.827577,0,0
16,16.0,0.007927,1,JordanManual,CCCAGG,0.007927,0.007919,0.007921,CRACK,1514366280,2017-12-28 10:50:25.827577,0,0
17,17.0,0.007904,1,JordanManual,CCCAGG,0.007919,0.007904,0.007919,CRACK,1514366460,2017-12-28 10:50:25.827577,0,0
18,18.0,0.007859,1,JordanManual,CCCAGG,0.007885,0.007859,0.007885,CRACK,1514366640,2017-12-28 10:50:25.827577,0,0
19,19.0,0.007825,1,JordanManual,CCCAGG,0.007847,0.007825,0.007847,CRACK,1514366820,2017-12-28 10:50:25.827577,0,0
20,20.0,0.007787,1,JordanManual,CCCAGG,0.007828,0.007787,0.007828,CRACK,1514367000,2017-12-28 10:50:25.827577,0,0
21,21.0,0.007785,1,JordanManual,CCCAGG,0.007785,0.007778,0.007779,CRACK,1514367180,2017-12-28 10:50:25.827577,0,0
22,22.0,0.007729,1,JordanManual,CCCAGG,0.007785,0.007729,0.007785,CRACK,1514367360,2017-12-28 10:50:25.827577,0,0
23,23.0,0.007786,1,JordanManual,CCCAGG,0.007786,0.007759,0.007759,CRACK,1514367540,2017-12-28 10:50:25.827577,0,0
24,24.0,0.007762,1,JordanManual,CCCAGG,0.007776,0.007762,0.007767,CRACK,1514367720,2017-12-28 10:50:25.827577,0,0
25,25.0,0.007739,1,JordanManual,CCCAGG,0.007747,0.007739,0.007743,CRACK,1514367900,2017-12-28 10:50:25.827577,0,0
26,26.0,0.007741,1,JordanManual,CCCAGG,0.007742,0.007741,0.007741,CRACK,1514368080,2017-12-28 10:50:25.827577,0,0
27,27.0,0.007769,1,JordanManual,CCCAGG,0.007769,0.007734,0.007734,CRACK,1514368260,2017-12-28 10:50:25.827577,0,0
28,28.0,0.007774,1,JordanManual,CCCAGG,0.00778,0.007774,0.00778,CRACK,1514368440,2017-12-28 10:50:25.827577,0,0
29,29.0,0.007771,1,JordanManual,CCCAGG,0.007778,0.007763,0.007778,CRACK,1514368620,2017-12-28 10:50:25.827577,0,0
30,30.0,0.007799,1,JordanManual,CCCAGG,0.007799,0.007771,0.007771,CRACK,1514368800,2017-12-28 10:50:25.827577,0,0
31,31.0,0.007815,1,JordanManual,CCCAGG,0.007815,0.007803,0.007803,CRACK,1514368980,2017-12-28 10:50:25.827577,0,0
32,32.0,0.007805,1,JordanManual,CCCAGG,0.007815,0.007805,0.007815,CRACK,1514369160,2017-12-28 10:50:25.827577,0,0
33,33.0,0.007772,1,JordanManual,CCCAGG,0.007811,0.007772,0.007811,CRACK,1514369340,2017-12-28 10:50:25.827577,0,0
34,34.0,0.007774,1,JordanManual,CCCAGG,0.007774,0.00776,0.00776,CRACK,1514369520,2017-12-28 10:50:25.827577,0,0
35,35.0,0.007771,1,JordanManual,CCCAGG,0.007771,0.007755,0.007765,CRACK,1514369700,2017-12-28 10:50:25.827577,0,0
36,36.0,0.007746,1,JordanManual,CCCAGG,0.007768,0.007746,0.007768,CRACK,1514369880,2017-12-28 10:50:25.827577,0,0
37,37.0,0.00767,1,JordanManual,CCCAGG,0.00773,0.00767,0.00773,CRACK,1514370060,2017-12-28 10:50:25.827577,0,0
38,38.0,0.007666,1,JordanManual,CCCAGG,0.007673,0.007665,0.007665,CRACK,1514370240,2017-12-28 10:50:25.827577,0,0
39,39.0,0.007596,1,JordanManual,CCCAGG,0.007644,0.007596,0.007644,CRACK,1514370420,2017-12-28 10:50:25.827577,0,0
40,40.0,0.007612,1,JordanManual,CCCAGG,0.007626,0.007601,0.007601,CRACK,1514370600,2017-12-28 10:50:25.827577,0,0
41,41.0,0.007646,1,JordanManual,CCCAGG,0.007646,0.007606,0.00761,CRACK,1514370780,2017-12-28 10:50:25.827577,0,0
42,42.0,0.007643,1,JordanManual,CCCAGG,0.007679,0.007643,0.007664,CRACK,1514370960,2017-12-28 10:50:25.827577,0,0
43,43.0,0.007673,1,JordanManual,CCCAGG,0.007673,0.007648,0.007648,CRACK,1514371140,2017-12-28 10:50:25.827577,0,0
44,44.0,0.007665,1,JordanManual,CCCAGG,0.007667,0.007659,0.007667,CRACK,1514371320,2017-12-28 10:50:25.827577,0,0
45,45.0,0.00766,1,JordanManual,CCCAGG,0.007677,0.00766,0.007677,CRACK,1514371500,2017-12-28 10:50:25.827577,0,0
46,46.0,0.007613,1,JordanManual,CCCAGG,0.00764,0.007613,0.00764,CRACK,1514371680,2017-12-28 10:50:25.827577,0,0
47,47.0,0.007616,1,JordanManual,CCCAGG,0.007627,0.007615,0.007627,CRACK,1514371860,2017-12-28 10:50:25.827577,0,0
48,48.0,0.007627,1,JordanManual,CCCAGG,0.007627,0.00762,0.007626,CRACK,1514372040,2017-12-28 10:50:25.827577,0,0
49,49.0,0.007664,1,JordanManual,CCCAGG,0.007664,0.007627,0.007627,CRACK,1514372220,2017-12-28 10:50:25.827577,0,0
50,50.0,0.007718,1,JordanManual,CCCAGG,0.007718,0.007693,0.007693,CRACK,1514372400,2017-12-28 10:50:25.827577,0,0
51,51.0,0.007706,1,JordanManual,CCCAGG,0.007706,0.007694,0.007694,CRACK,1514372580,2017-12-28 10:50:25.827577,0,0
52,52.0,0.007692,1,JordanManual,CCCAGG,0.007705,0.007692,0.007705,CRACK,1514372760,2017-12-28 10:50:25.827577,0,0
53,53.0,0.00767,1,JordanManual,CCCAGG,0.007681,0.007668,0.007681,CRACK,1514372940,2017-12-28 10:50:25.827577,0,0
54,54.0,0.007697,1,JordanManual,CCCAGG,0.007697,0.007682,0.007682,CRACK,1514373120,2017-12-28 10:50:25.827577,0,0
55,55.0,0.007716,1,JordanManual,CCCAGG,0.007716,0.007701,0.007701,CRACK,1514373300,2017-12-28 10:50:25.827577,0,0
56,56.0,0.007693,1,JordanManual,CCCAGG,0.007726,0.007693,0.007726,CRACK,1514373480,2017-12-28 10:50:25.827577,0,0
57,57.0,0.007688,1,JordanManual,CCCAGG,0.007689,0.007688,0.007689,CRACK,1514373660,2017-12-28 10:50:25.827577,0,0
58,58.0,0.007656,1,JordanManual,CCCAGG,0.007677,0.007656,0.007677,CRACK,1514373840,2017-12-28 10:50:25.827577,0,0
