close,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
0.8214,1,JordanManual,CCCAGG,0.8223,0.8214,0.8219,STA,1514723580,2018-01-01 14:51:31.702385,0.0,0.0
0.8232,1,JordanManual,CCCAGG,0.8232,0.8215,0.8215,STA,1514723760,2018-01-01 14:51:31.702385,0.0,0.0
0.8221,1,JordanManual,CCCAGG,0.8228,0.8221,0.8226,STA,1514723940,2018-01-01 14:51:31.702385,0.0,0.0
0.8252,1,JordanManual,CCCAGG,0.8252,0.8227,0.8227,STA,1514724120,2018-01-01 14:51:31.702385,0.0,0.0
0.8227,1,JordanManual,CCCAGG,0.8257,0.8227,0.8257,STA,1514724300,2018-01-01 14:51:31.702385,0.0,0.0
0.8201,1,JordanManual,CCCAGG,0.8232,0.8201,0.8232,STA,1514724480,2018-01-01 14:51:31.702385,0.0,0.0
0.8098,1,JordanManual,CCCAGG,0.816,0.808,0.816,STA,1514724660,2018-01-01 14:51:31.702385,0.0,0.0
0.8097,1,JordanManual,CCCAGG,0.8122,0.8097,0.8122,STA,1514724840,2018-01-01 14:51:31.702385,0.0,0.0
0.8096,1,JordanManual,CCCAGG,0.8096,0.8091,0.8091,STA,1514725020,2018-01-01 14:51:31.702385,0.0,0.0
0.8098,1,JordanManual,CCCAGG,0.8142,0.8098,0.8142,STA,1514725200,2018-01-01 14:51:31.702385,0.0,0.0
0.8114,1,JordanManual,CCCAGG,0.8129,0.8114,0.8124,STA,1514725380,2018-01-01 14:51:31.702385,0.0,0.0
0.8087,1,JordanManual,CCCAGG,0.8117,0.8087,0.8117,STA,1514725560,2018-01-01 14:51:31.702385,0.0,0.0
0.808,1,JordanManual,CCCAGG,0.808,0.8068,0.8068,STA,1514725740,2018-01-01 14:51:31.702385,0.0,0.0
0.807,1,JordanManual,CCCAGG,0.8073,0.807,0.8073,STA,1514725920,2018-01-01 14:51:31.702385,0.0,0.0
0.8089,1,JordanManual,CCCAGG,0.8089,0.8076,0.8076,STA,1514726100,2018-01-01 14:51:31.702385,0.0,0.0
0.8121,1,JordanManual,CCCAGG,0.8129,0.8116,0.8116,STA,1514726280,2018-01-01 14:51:31.702385,0.0,0.0
0.8084,1,JordanManual,CCCAGG,0.809,0.8084,0.809,STA,1514726460,2018-01-01 14:51:31.702385,0.0,0.0
0.8052,1,JordanManual,CCCAGG,0.8067,0.8052,0.8067,STA,1514726640,2018-01-01 14:51:31.702385,0.0,0.0
0.8085,1,JordanManual,CCCAGG,0.8085,0.8064,0.8064,STA,1514726820,2018-01-01 14:51:31.702385,0.0,0.0
0.8095,1,JordanManual,CCCAGG,0.8095,0.809,0.809,STA,1514727000,2018-01-01 14:51:31.702385,0.0,0.0
0.8088,1,JordanManual,CCCAGG,0.8093,0.8086,0.8093,STA,1514727180,2018-01-01 14:51:31.702385,0.0,0.0
0.8103,1,JordanManual,CCCAGG,0.8103,0.8085,0.8085,STA,1514727360,2018-01-01 14:51:31.702385,0.0,0.0
0.8121,1,JordanManual,CCCAGG,0.8121,0.8105,0.8108,STA,1514727540,2018-01-01 14:51:31.702385,0.0,0.0
0.8122,1,JordanManual,CCCAGG,0.8123,0.8122,0.8123,STA,1514727720,2018-01-01 14:51:31.702385,0.0,0.0
0.815,1,JordanManual,CCCAGG,0.815,0.8132,0.8132,STA,1514727900,2018-01-01 14:51:31.702385,0.0,0.0
0.815,1,JordanManual,CCCAGG,0.8159,0.815,0.8159,STA,1514728080,2018-01-01 14:51:31.702385,0.0,0.0
0.8126,1,JordanManual,CCCAGG,0.8144,0.8126,0.8144,STA,1514728260,2018-01-01 14:51:31.702385,0.0,0.0
0.8109,1,JordanManual,CCCAGG,0.8121,0.8108,0.8121,STA,1514728440,2018-01-01 14:51:31.702385,0.0,0.0
0.8123,1,JordanManual,CCCAGG,0.8123,0.8102,0.8102,STA,1514728620,2018-01-01 14:51:31.702385,0.0,0.0
0.8135,1,JordanManual,CCCAGG,0.8135,0.8127,0.8127,STA,1514728800,2018-01-01 14:51:31.702385,0.0,0.0
