close,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
13272.64,1,JordanManual,CCCAGG,13289.12,13257.89,13269.13,BTC,1514723580,2018-01-01 14:51:42.364837,320.78,4286530.43
13277.84,1,JordanManual,Coinbase,13295.0,13277.82,13291.26,BTC,1514723580,2018-01-01 14:51:40.704523,21.79,289542.96
13208.0,1,JordanManual,Bitfinex,13250.0,13169.0,13230.0,BTC,1514723580,2018-01-01 14:51:25.881135,118.16,1562534.56
13299.99,1,JordanManual,Bitstamp,13329.01,13240.11,13279.63,BTC,1514723580,2018-01-01 14:51:35.273135,30.15,400461.13
13301.25,1,JordanManual,CCCAGG,13306.82,13259.66,13273.17,BTC,1514723760,2018-01-01 14:51:42.364837,312.12,4168347.96
13271.0,1,JordanManual,Bitfinex,13286.0,13187.0,13208.0,BTC,1514723760,2018-01-01 14:51:25.881135,101.19,1338926.66
13308.0,1,JordanManual,Bitstamp,13329.03,13274.04,13299.99,BTC,1514723760,2018-01-01 14:51:35.273135,16.71,222301.1
13300.0,1,JordanManual,Coinbase,13300.0,13277.83,13277.84,BTC,1514723760,2018-01-01 14:51:40.704523,80.75,1073329.82
13317.5,1,JordanManual,Bitstamp,13329.02,13298.0,13308.0,BTC,1514723940,2018-01-01 14:51:35.273135,26.91,358382.19
13210.0,1,JordanManual,Bitfinex,13286.0,13200.0,13271.0,BTC,1514723940,2018-01-01 14:51:25.881135,115.66,1531975.14
13325.49,1,JordanManual,Coinbase,13325.5,13299.99,13300.0,BTC,1514723940,2018-01-01 14:51:40.704523,12.64,168214.9
13283.54,1,JordanManual,CCCAGG,13309.46,13279.35,13301.25,BTC,1514723940,2018-01-01 14:51:42.364837,257.05,3430629.07
13349.0,1,JordanManual,Bitstamp,13349.0,13295.0,13317.5,BTC,1514724120,2018-01-01 14:51:35.273135,46.34,617598.57
13300.0,1,JordanManual,Bitfinex,13300.0,13210.0,13210.0,BTC,1514724120,2018-01-01 14:51:25.881135,129.11,1713261.65
13330.0,1,JordanManual,Coinbase,13330.0,13325.49,13325.49,BTC,1514724120,2018-01-01 14:51:40.704523,19.95,265902.39
13333.36,1,JordanManual,CCCAGG,13333.73,13282.44,13283.54,BTC,1514724120,2018-01-01 14:51:42.364837,418.98,5615597.11
13292.42,1,JordanManual,CCCAGG,13355.01,13288.96,13333.36,BTC,1514724300,2018-01-01 14:51:42.364837,304.01,4094603.87
13224.0,1,JordanManual,Bitfinex,13328.0,13213.0,13300.0,BTC,1514724300,2018-01-01 14:51:25.881135,101.66,1350088.9
13332.85,1,JordanManual,Coinbase,13333.0,13329.99,13330.0,BTC,1514724300,2018-01-01 14:51:40.704523,20.89,278469.3
13286.69,1,JordanManual,Bitstamp,13359.0,13286.69,13349.0,BTC,1514724300,2018-01-01 14:51:35.273135,33.0,439797.9
13299.0,1,JordanManual,Coinbase,13332.85,13299.0,13332.85,BTC,1514724480,2018-01-01 14:51:40.704523,24.45,325562.88
13251.64,1,JordanManual,CCCAGG,13307.16,13249.87,13291.95,BTC,1514724480,2018-01-01 14:51:42.364837,263.39,3538968.3
13187.0,1,JordanManual,Bitfinex,13274.0,13170.0,13224.0,BTC,1514724480,2018-01-01 14:51:25.881135,77.72,1026780.08
13263.37,1,JordanManual,Bitstamp,13300.0,13244.0,13286.69,BTC,1514724480,2018-01-01 14:51:35.273135,25.44,338023.26
13100.0,1,JordanManual,Bitstamp,13263.37,13039.93,13263.37,BTC,1514724660,2018-01-01 14:51:35.273135,79.67,1044899.29
13150.01,1,JordanManual,Coinbase,13299.01,13150.0,13299.0,BTC,1514724660,2018-01-01 14:51:40.704523,53.29,703841.58
12999.0,1,JordanManual,Bitfinex,13190.0,12751.0,13187.0,BTC,1514724660,2018-01-01 14:51:25.881135,454.85,5895650.17
13084.41,1,JordanManual,CCCAGG,13256.64,13039.4,13251.64,BTC,1514724660,2018-01-01 14:51:42.364837,908.52,11924550.16
13082.13,1,JordanManual,CCCAGG,13130.86,13052.32,13084.83,BTC,1514724840,2018-01-01 14:51:42.364837,288.92,3783351.92
12999.0,1,JordanManual,Bitfinex,13063.0,12894.0,12999.0,BTC,1514724840,2018-01-01 14:51:25.881135,161.76,2103584.24
13080.6,1,JordanManual,Bitstamp,13145.84,13040.03,13100.0,BTC,1514724840,2018-01-01 14:51:35.273135,23.79,311261.23
13160.01,1,JordanManual,Coinbase,13217.69,13150.0,13150.01,BTC,1514724840,2018-01-01 14:51:40.704523,13.13,173109.43
13100.0,1,JordanManual,Bitstamp,13130.52,13050.2,13080.6,BTC,1514725020,2018-01-01 14:51:35.273135,20.93,274194.59
13019.0,1,JordanManual,Bitfinex,13029.11,12990.0,12999.0,BTC,1514725020,2018-01-01 14:51:25.881135,42.67,554931.06
13081.49,1,JordanManual,CCCAGG,13091.57,13067.01,13091.57,BTC,1514725020,2018-01-01 14:51:42.364837,165.56,2192430.72
13143.69,1,JordanManual,Coinbase,13160.01,13122.0,13160.01,BTC,1514725020,2018-01-01 14:51:40.704523,12.82,168471.56
13084.61,1,JordanManual,CCCAGG,13155.48,13077.02,13084.16,BTC,1514725200,2018-01-01 14:51:42.364837,536.77,7090181.17
13011.0,1,JordanManual,Bitfinex,13147.0,12990.0,13019.0,BTC,1514725200,2018-01-01 14:51:25.881135,181.76,2376777.88
13114.55,1,JordanManual,Bitstamp,13159.44,13099.35,13100.0,BTC,1514725200,2018-01-01 14:51:35.273135,176.51,2312642.4
13154.97,1,JordanManual,Coinbase,13249.99,13143.69,13143.69,BTC,1514725200,2018-01-01 14:51:40.704523,24.81,327552.15
13110.85,1,JordanManual,CCCAGG,13145.35,13077.24,13084.61,BTC,1514725380,2018-01-01 14:51:42.364837,177.16,2342573.03
13150.44,1,JordanManual,Bitstamp,13160.0,13101.11,13114.55,BTC,1514725380,2018-01-01 14:51:35.273135,14.43,189784.97
13027.0,1,JordanManual,Bitfinex,13111.0,12993.0,13011.0,BTC,1514725380,2018-01-01 14:51:25.881135,91.95,1200782.74
13185.0,1,JordanManual,Coinbase,13213.73,13154.97,13154.97,BTC,1514725380,2018-01-01 14:51:40.704523,8.19,108157.53
13040.03,1,JordanManual,Bitstamp,13150.44,13040.03,13150.44,BTC,1514725560,2018-01-01 14:51:35.273135,27.8,364143.24
12990.0,1,JordanManual,Bitfinex,13054.0,12990.0,13027.0,BTC,1514725560,2018-01-01 14:51:25.881135,36.93,480825.79
13161.61,1,JordanManual,Coinbase,13185.0,13160.15,13185.0,BTC,1514725560,2018-01-01 14:51:40.704523,6.51,85810.51
13067.34,1,JordanManual,CCCAGG,13117.44,13067.34,13110.02,BTC,1514725560,2018-01-01 14:51:42.364837,192.76,2537668.44
13126.72,1,JordanManual,Coinbase,13161.62,13085.6,13161.61,BTC,1514725740,2018-01-01 14:51:40.704523,28.47,373553.05
13008.0,1,JordanManual,Bitfinex,13026.0,12925.0,12990.0,BTC,1514725740,2018-01-01 14:51:25.881135,142.89,1853633.81
13037.95,1,JordanManual,Bitstamp,13042.31,13000.34,13040.03,BTC,1514725740,2018-01-01 14:51:35.273135,30.94,403218.05
13055.62,1,JordanManual,CCCAGG,13069.8,13030.35,13067.13,BTC,1514725740,2018-01-01 14:51:42.364837,283.2,3700083.34
13025.99,1,JordanManual,Bitstamp,13065.64,13004.63,13037.95,BTC,1514725920,2018-01-01 14:51:35.273135,17.52,228640.27
12967.0,1,JordanManual,Bitfinex,13009.0,12958.0,13008.0,BTC,1514725920,2018-01-01 14:51:25.881135,99.23,1287235.41
13039.34,1,JordanManual,CCCAGG,13060.12,13029.79,13055.62,BTC,1514725920,2018-01-01 14:51:42.364837,168.42,2198959.18
13085.01,1,JordanManual,Coinbase,13126.72,13085.0,13126.72,BTC,1514725920,2018-01-01 14:51:40.704523,12.72,166533.09
13070.19,1,JordanManual,CCCAGG,13070.26,13030.67,13039.34,BTC,1514726100,2018-01-01 14:51:42.364837,199.23,2607159.62
13120.92,1,JordanManual,Bitstamp,13120.92,13025.97,13025.99,BTC,1514726100,2018-01-01 14:51:35.273135,22.31,291534.36
13000.0,1,JordanManual,Bitfinex,13000.0,12960.0,12967.0,BTC,1514726100,2018-01-01 14:51:25.881135,66.68,866352.08
13148.01,1,JordanManual,Coinbase,13171.24,13079.01,13085.01,BTC,1514726100,2018-01-01 14:51:40.704523,36.68,481523.59
13125.31,1,JordanManual,Bitstamp,13182.8,13081.0,13120.92,BTC,1514726280,2018-01-01 14:51:35.273135,23.78,312454.42
13064.0,1,JordanManual,Bitfinex,13136.0,12999.0,13000.0,BTC,1514726280,2018-01-01 14:51:25.881135,179.79,2345791.3
13179.0,1,JordanManual,Coinbase,13179.0,13148.0,13148.01,BTC,1514726280,2018-01-01 14:51:40.704523,9.41,123955.73
13120.95,1,JordanManual,CCCAGG,13134.78,13072.04,13072.36,BTC,1514726280,2018-01-01 14:51:42.364837,307.0,4016415.26
13150.0,1,JordanManual,Coinbase,13179.0,13136.03,13179.0,BTC,1514726460,2018-01-01 14:51:40.704523,16.35,215100.1
