Id,Id,Id.1,Id.1.1,Id.1.1.1,Id.1.1.1.1,close,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
150,150.0,,,,,0.235,1,JordanManual,CCCAGG,0.235,0.235,0.235,PQT,1514384280.0,2017-12-28 09:49:31.453027,0.0,0.0
151,151.0,,,,,0.235,1,JordanManual,CCCAGG,0.235,0.235,0.235,PQT,1514384460.0,2017-12-28 09:49:31.453027,0.0,0.0
152,152.0,,,,,0.235,1,JordanManual,CCCAGG,0.235,0.235,0.235,PQT,1514384640.0,2017-12-28 09:49:31.453027,0.0,0.0
153,153.0,,,,,0.235,1,JordanManual,CCCAGG,0.235,0.235,0.235,PQT,1514384820.0,2017-12-28 09:49:31.453027,0.0,0.0
154,154.0,,,,,0.235,1,JordanManual,CCCAGG,0.235,0.235,0.235,PQT,1514385000.0,2017-12-28 09:49:31.453027,0.0,0.0
155,155.0,,,,,0.235,1,JordanManual,CCCAGG,0.235,0.235,0.235,PQT,1514385180.0,2017-12-28 09:49:31.453027,0.0,0.0
156,156.0,,,,,0.235,1,JordanManual,CCCAGG,0.235,0.235,0.235,PQT,1514385360.0,2017-12-28 09:49:31.453027,0.0,0.0
157,157.0,,,,,0.235,1,JordanManual,CCCAGG,0.235,0.235,0.235,PQT,1514385540.0,2017-12-28 09:49:31.453027,0.0,0.0
158,158.0,,,,,0.235,1,JordanManual,CCCAGG,0.235,0.235,0.235,PQT,1514385720.0,2017-12-28 09:49:31.453027,0.0,0.0
159,159.0,,,,,0.125,1,JordanManual,CCCAGG,0.235,0.125,0.235,PQT,1514385900.0,2017-12-28 09:49:31.453027,0.14,0.0175
160,160.0,,,,,0.125,1,JordanManual,CCCAGG,0.125,0.125,0.125,PQT,1514386080.0,2017-12-28 09:49:31.453027,0.0,0.0
161,161.0,,,,,0.125,1,JordanManual,CCCAGG,0.125,0.125,0.125,PQT,1514386260.0,2017-12-28 09:49:31.453027,0.0,0.0
162,162.0,,,,,0.125,1,JordanManual,CCCAGG,0.125,0.125,0.125,PQT,1514386440.0,2017-12-28 09:49:31.453027,0.0,0.0
