close,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
3.02,1,JordanManual,CCCAGG,3.03,3.02,3.03,BST,1514723580,2018-01-01 14:51:30.608640,0.0,0.0
3.03,1,JordanManual,CCCAGG,3.03,3.02,3.02,BST,1514723760,2018-01-01 14:51:30.608640,0.0,0.0
3.03,1,JordanManual,CCCAGG,3.03,3.03,3.03,BST,1514723940,2018-01-01 14:51:30.608640,0.0,0.0
3.04,1,JordanManual,CCCAGG,3.04,3.03,3.03,BST,1514724120,2018-01-01 14:51:30.608640,0.0,0.0
3.03,1,JordanManual,CCCAGG,3.04,3.03,3.04,BST,1514724300,2018-01-01 14:51:30.608640,0.0,0.0
3.02,1,JordanManual,CCCAGG,3.03,3.02,3.03,BST,1514724480,2018-01-01 14:51:30.608640,0.0,0.0
2.98,1,JordanManual,CCCAGG,3.0,2.97,3.0,BST,1514724660,2018-01-01 14:51:30.608640,0.0,0.0
2.98,1,JordanManual,CCCAGG,2.99,2.98,2.99,BST,1514724840,2018-01-01 14:51:30.608640,0.0,0.0
2.98,1,JordanManual,CCCAGG,2.98,2.98,2.98,BST,1514725020,2018-01-01 14:51:30.608640,0.0,0.0
2.98,1,JordanManual,CCCAGG,3.0,2.98,3.0,BST,1514725200,2018-01-01 14:51:30.608640,0.0,0.0
2.99,1,JordanManual,CCCAGG,2.99,2.99,2.99,BST,1514725380,2018-01-01 14:51:30.608640,0.0,0.0
2.98,1,JordanManual,CCCAGG,2.99,2.98,2.99,BST,1514725560,2018-01-01 14:51:30.608640,0.0,0.0
2.97,1,JordanManual,CCCAGG,2.97,2.97,2.97,BST,1514725740,2018-01-01 14:51:30.608640,0.0,0.0
2.97,1,JordanManual,CCCAGG,2.97,2.97,2.97,BST,1514725920,2018-01-01 14:51:30.608640,0.0,0.0
2.98,1,JordanManual,CCCAGG,2.98,2.97,2.97,BST,1514726100,2018-01-01 14:51:30.608640,0.0,0.0
