Id,Id,close,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
0,0.0,0.004888,1,JordanManual,CCCAGG,0.004896,0.004888,0.004896,STP,1514329920,2017-12-28 01:32:18.657215,0.0,0.0
1,1.0,0.004877,1,JordanManual,CCCAGG,0.004886,0.004877,0.004886,STP,1514330100,2017-12-28 01:32:18.657215,0.0,0.0
2,2.0,0.004866,1,JordanManual,CCCAGG,0.004872,0.004866,0.004872,STP,1514330280,2017-12-28 01:32:18.657215,0.0,0.0
3,3.0,0.00486,1,JordanManual,CCCAGG,0.004869,0.00486,0.004869,STP,1514330460,2017-12-28 01:32:18.657215,0.0,0.0
4,4.0,0.00485,1,JordanManual,CCCAGG,0.00486,0.00485,0.00486,STP,1514330640,2017-12-28 01:32:18.657215,0.0,0.0
5,5.0,0.004841,1,JordanManual,CCCAGG,0.004848,0.004839,0.004848,STP,1514330820,2017-12-28 01:32:18.657215,0.0,0.0
6,6.0,0.004853,1,JordanManual,CCCAGG,0.004853,0.004836,0.004836,STP,1514331000,2017-12-28 01:32:18.657215,0.0,0.0
7,7.0,0.004852,1,JordanManual,CCCAGG,0.004865,0.004852,0.004865,STP,1514331180,2017-12-28 01:32:18.657215,0.0,0.0
8,8.0,0.004858,1,JordanManual,CCCAGG,0.004858,0.004856,0.004856,STP,1514331360,2017-12-28 01:32:18.657215,0.0,0.0
9,9.0,0.004851,1,JordanManual,CCCAGG,0.004851,0.004848,0.004851,STP,1514331540,2017-12-28 01:32:18.657215,0.0,0.0
10,10.0,0.004857,1,JordanManual,CCCAGG,0.004857,0.00485,0.00485,STP,1514331720,2017-12-28 01:32:18.657215,0.0,0.0
11,11.0,0.004861,1,JordanManual,CCCAGG,0.004864,0.004861,0.004861,STP,1514331900,2017-12-28 01:32:18.657215,0.0,0.0
12,12.0,0.004858,1,JordanManual,CCCAGG,0.004863,0.004858,0.004863,STP,1514332080,2017-12-28 01:32:18.657215,0.0,0.0
13,13.0,0.00488,1,JordanManual,CCCAGG,0.00488,0.004862,0.004862,STP,1514332260,2017-12-28 01:32:18.657215,0.0,0.0
14,14.0,0.004878,1,JordanManual,CCCAGG,0.004878,0.004876,0.004876,STP,1514332440,2017-12-28 01:32:18.657215,0.0,0.0
