Id,Id,Id.1,Id.1.1,Id.1.1.1,Id.1.1.1.1,Id.1.1.1.1.1,Id.1.1.1.1.1.1,Id.1.1.1.1.1.1.1,Id.1.1.1.1.1.1.1.1,Id.1.1.1.1.1.1.1.1.1,Id.1.1.1.1.1.1.1.1.1.1,has_pricing,symbol
560,560.0,,,,,,,,,,,1,EBST
561,,,,,,,,,,,,0,EBTC
562,,,,,,,,,,,,0,EBZ
563,,,,,,,,,,,,0,EC
564,,,,,,,,,,,,1,ECA
565,,,,,,,,,,,,0,ECASH
566,,,,,,,,,,,,0,ECC
567,567.0,567.0,567.0,567.0,567.0,,,,,,,0,ECHT
568,,,,,,,,,,,,0,ECO
569,,,,,,,,,,,,1,ECOB
570,570.0,570.0,,,,,,,,,,1,EDC
571,571.0,,,,,,,,,,,1,EDDIE
572,572.0,572.0,572.0,,,,,,,,,0,EDG
573,,,,,,,,,,,,1,EDGE
574,,,,,,,,,,,,0,EDO
575,,,,,,,,,,,,1,EDR
576,,,,,,,,,,,,1,EDRC
577,577.0,577.0,,,,,,,,,,1,EFL
578,,,,,,,,,,,,1,EFYT
579,,,,,,,,,,,,0,EGAS
580,,,,,,,,,,,,1,EGC
581,581.0,581.0,,,,,,,,,,0,EGG
582,,,,,,,,,,,,1,EGO
583,,,,,,,,,,,,1,EKN
584,584.0,,,,,,,,,,,1,EKO
585,585.0,585.0,585.0,585.0,,,,,,,,0,ELC
586,586.0,586.0,586.0,586.0,,,,,,,,0,ELE
587,,,,,,,,,,,,0,ELF
588,588.0,588.0,,,,,,,,,,0,ELITE
589,,,,,,,,,,,,0,ELIX
590,590.0,590.0,590.0,590.0,,,,,,,,1,ELLA
591,,,,,,,,,,,,0,ELM
592,592.0,,,,,,,,,,,1,ELS
593,,,,,,,,,,,,0,ELT
594,594.0,594.0,594.0,,,,,,,,,0,ELTC2
595,,,,,,,,,,,,0,ELTCOIN
596,596.0,596.0,596.0,596.0,596.0,596.0,596.0,596.0,596.0,,,1,EMB
597,,,,,,,,,,,,1,EMC
598,598.0,598.0,,,,,,,,,,0,EMC2
599,,,,,,,,,,,,0,EMD
600,600.0,600.0,,,,,,,,,,1,EMGO
601,,,,,,,,,,,,0,EMIGR
602,,,,,,,,,,,,1,EMPC
603,,,,,,,,,,,,1,EMT
604,604.0,604.0,604.0,,,,,,,,,1,ENE
605,,,,,,,,,,,,1,ENG
606,,,,,,,,,,,,1,ENJ
607,,,,,,,,,,,,0,ENRG
608,,,,,,,,,,,,0,ENT
609,609.0,609.0,609.0,609.0,,,,,,,,1,ENTER
610,,,,,,,,,,,,1,EOC
611,611.0,611.0,611.0,611.0,,,,,,,,0,EON
612,,,,,,,,,,,,1,EOS
613,,,,,,,,,,,,1,EPY
614,614.0,614.0,614.0,614.0,614.0,,,,,,,0,EPY*
615,,,,,,,,,,,,1,EQ
616,616.0,616.0,616.0,616.0,,,,,,,,0,EQB
617,,,,,,,,,,,,0,EQM
618,618.0,,,,,,,,,,,1,EQT
619,619.0,619.0,619.0,,,,,,,,,0,EQUAL
620,620.0,620.0,,,,,,,,,,0,ERB
621,621.0,,,,,,,,,,,1,ERC
622,622.0,622.0,622.0,622.0,,,,,,,,0,ERO
623,623.0,623.0,623.0,623.0,,,,,,,,0,ERR
624,624.0,624.0,624.0,624.0,,,,,,,,1,ERT
625,,,,,,,,,,,,1,ERY
626,,,,,,,,,,,,0,ESC*
627,627.0,,,,,,,,,,,1,ESP
628,628.0,628.0,628.0,,,,,,,,,0,ETBS
629,629.0,629.0,,,,,,,,,,0,ETBT
630,,,,,,,,,,,,1,ETC
631,631.0,631.0,,,,,,,,,,0,ETF
632,,,,,,,,,,,,1,ETG
633,633.0,633.0,633.0,633.0,,,,,,,,1,ETH
634,634.0,634.0,634.0,,,,,,,,,1,ETHB
635,,,,,,,,,,,,0,ETHD
636,636.0,636.0,636.0,636.0,636.0,636.0,636.0,636.0,636.0,,,1,ETHS
637,637.0,637.0,,,,,,,,,,0,ETK
638,,,,,,,,,,,,1,ETN
639,639.0,,,,,,,,,,,1,ETP
640,640.0,,,,,,,,,,,1,ETT
641,641.0,641.0,641.0,641.0,641.0,,,,,,,0,EUC
642,,,,,,,,,,,,0,EVC
643,,,,,,,,,,,,0,EVENT
644,,,,,,,,,,,,0,EVIL
645,645.0,645.0,645.0,645.0,,,,,,,,0,EVN
646,646.0,,,,,,,,,,,1,EVR
647,,,,,,,,,,,,0,EVX
648,648.0,648.0,,,,,,,,,,1,EXB
649,649.0,649.0,,,,,,,,,,1,EXCL
650,650.0,650.0,,,,,,,,,,1,EXE
651,,,,,,,,,,,,0,EXIT
652,,,,,,,,,,,,1,EXN
653,,,,,,,,,,,,1,EXP
654,654.0,654.0,,,,,,,,,,0,EXY
655,,,,,,,,,,,,1,EZC
656,656.0,656.0,656.0,,,,,,,,,0,EZM
657,,,,,,,,,,,,1,F16
658,658.0,,,,,,,,,,,1,FAIR
659,659.0,,,,,,,,,,,1,FAME
660,660.0,,,,,,,,,,,1,FAZZ
661,661.0,661.0,,,,,,,,,,1,FC
662,,,,,,,,,,,,0,FC2
663,,,,,,,,,,,,1,FCN
664,,,,,,,,,,,,1,FCS
665,665.0,665.0,665.0,665.0,,,,,,,,1,FCT
666,666.0,666.0,666.0,,,,,,,,,0,FDC
667,,,,,,,,,,,,0,FFC
668,668.0,,,,,,,,,,,1,FGZ
669,669.0,669.0,,,,,,,,,,1,FIBRE
670,670.0,670.0,670.0,,,,,,,,,0,FIL
671,671.0,671.0,,,,,,,,,,0,FIND
672,672.0,672.0,672.0,,,,,,,,,0,FIRE
673,673.0,673.0,673.0,,,,,,,,,0,FIRST
674,,,,,,,,,,,,1,FIST
675,,,,,,,,,,,,1,FIT
676,676.0,,,,,,,,,,,1,FJC
677,,,,,,,,,,,,0,FLAP
678,678.0,678.0,,,,,,,,,,0,FLASH
679,,,,,,,,,,,,1,FLDC
680,680.0,680.0,,,,,,,,,,1,FLIK
681,,,,,,,,,,,,1,FLIXX
682,682.0,,,,,,,,,,,1,FLLW
683,683.0,683.0,,,,,,,,,,1,FLO
684,684.0,684.0,,,,,,,,,,0,FLP
685,685.0,685.0,,,,,,,,,,0,FLT
686,,,,,,,,,,,,0,FLVR
687,,,,,,,,,,,,1,FLX
688,688.0,,,,,,,,,,,1,FLY
689,,,,,,,,,,,,0,FND
690,,,,,,,,,,,,0,FNT
691,691.0,,,,,,,,,,,1,FONZ
692,692.0,692.0,692.0,,,,,,,,,0,FOOD
693,,,,,,,,,,,,0,FOREX
694,,,,,,,,,,,,1,FRAC
695,695.0,695.0,,,,,,,,,,0,FRAZ
696,,,,,,,,,,,,1,FRC
697,,,,,,,,,,,,1,FRD
698,698.0,,,,,,,,,,,1,FRE
699,699.0,699.0,699.0,699.0,,,,,,,,0,FRK
700,700.0,700.0,,,,,,,,,,0,FRN
701,,,,,,,,,,,,1,FRST
702,,,,,,,,,,,,1,FRWC
703,703.0,703.0,,,,,,,,,,1,FSC2
704,,,,,,,,,,,,0,FSN
705,705.0,705.0,,,,,,,,,,0,FST
706,,,,,,,,,,,,1,FTC
707,,,,,,,,,,,,0,FTP
708,,,,,,,,,,,,1,FUCK
709,709.0,,,,,,,,,,,1,FUEL
710,,,,,,,,,,,,1,FUN
711,,,,,,,,,,,,1,FUNC
712,712.0,,,,,,,,,,,1,FUTC
713,713.0,713.0,,,,,,,,,,0,FUZZ
714,714.0,,,,,,,,,,,1,FX
715,,,,,,,,,,,,0,FYN
716,,,,,,,,,,,,0,FYP
717,,,,,,,,,,,,1,GAIA
718,,,,,,,,,,,,1,GAKH
719,719.0,,,,,,,,,,,1,GAM
720,720.0,720.0,,,,,,,,,,1,GAME
721,,,,,,,,,,,,1,GAP
722,,,,,,,,,,,,1,GAS
723,723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,,,0,GAT
724,724.0,,,,,,,,,,,1,GAY
725,,,,,,,,,,,,1,GB
726,,,,,,,,,,,,1,GBIT
727,727.0,727.0,727.0,,,,,,,,,0,GBRC
728,728.0,728.0,728.0,728.0,728.0,,,,,,,1,GBT
729,,,,,,,,,,,,1,GBX
730,,,,,,,,,,,,1,GBYTE
731,731.0,731.0,731.0,731.0,731.0,731.0,731.0,731.0,731.0,,,1,GCC
732,732.0,,,,,,,,,,,1,GCN
733,733.0,733.0,733.0,,,,,,,,,1,GCR
734,,,,,,,,,,,,1,GDC
735,,,,,,,,,,,,0,GEA
736,,,,,,,,,,,,1,GEMZ
737,,,,,,,,,,,,1,GEN
738,738.0,,,,,,,,,,,1,GEO
739,,,,,,,,,,,,1,GER
740,740.0,740.0,740.0,,,,,,,,,0,GES
741,,,,,,,,,,,,0,GFT
742,,,,,,,,,,,,1,GGS
743,,,,,,,,,,,,1,GHC
744,744.0,744.0,744.0,744.0,,,,,,,,0,GHOUL
745,,,,,,,,,,,,1,GHS
746,,,,,,,,,,,,1,GIFT
747,747.0,747.0,,,,,,,,,,1,GIG
748,748.0,,,,,,,,,,,1,GIM
749,,,,,,,,,,,,1,GIVE
750,,,,,,,,,,,,0,GIZ
751,,,,,,,,,,,,0,GJC
752,752.0,752.0,,,,,,,,,,0,GLA
753,753.0,753.0,753.0,753.0,,,,,,,,1,GLC
754,754.0,754.0,754.0,,,,,,,,,1,GLD
755,,,,,,,,,,,,1,GLOBE
756,,,,,,,,,,,,1,GLT
757,,,,,,,,,,,,1,GLX
758,,,,,,,,,,,,1,GLYPH
759,759.0,759.0,759.0,759.0,759.0,759.0,759.0,759.0,759.0,759.0,,1,GMC
760,,,,,,,,,,,,1,GML
761,,,,,,,,,,,,1,GMT
762,,,,,,,,,,,,0,GMX
763,763.0,763.0,763.0,,,,,,,,,0,GNJ
764,764.0,764.0,764.0,764.0,,,,,,,,1,GNO
765,,,,,,,,,,,,0,GNT
766,,,,,,,,,,,,1,GOAT
767,,,,,,,,,,,,1,GOLOS
768,,,,,,,,,,,,1,GOOD
769,,,,,,,,,,,,1,GOON
770,,,,,,,,,,,,1,GOT
771,,,,,,,,,,,,1,GOTX
772,,,,,,,,,,,,1,GP
773,,,,,,,,,,,,1,GPL
774,,,,,,,,,,,,1,GPU
775,775.0,,,,,,,,,,,1,GRAM
776,,,,,,,,,,,,1,GRAV
777,,,,,,,,,,,,1,GRC
778,,,,,,,,,,,,1,GRE
779,,,,,,,,,,,,0,GREXIT
780,780.0,780.0,,,,,,,,,,0,GRF
781,781.0,781.0,781.0,781.0,781.0,,,,,,,1,GRID
782,,,,,,,,,,,,0,GRID*
783,,,,,,,,,,,,1,GRM
784,,,,,,,,,,,,1,GROW
785,,,,,,,,,,,,1,GRS
786,,,,,,,,,,,,1,GRT
787,787.0,,,,,,,,,,,1,GRW
788,788.0,788.0,,,,,,,,,,1,GRWI
789,,,,,,,,,,,,1,GRX
790,790.0,790.0,,,,,,,,,,1,GSM
791,791.0,791.0,791.0,791.0,,,,,,,,0,GSX
792,,,,,,,,,,,,0,GSY
793,793.0,793.0,793.0,793.0,,,,,,,,0,GTO
794,794.0,,,,,,,,,,,1,GUE
795,,,,,,,,,,,,0,GUESS
796,796.0,796.0,796.0,796.0,796.0,,,,,,,0,GUNS
797,,,,,,,,,,,,1,GUP
798,,,,,,,,,,,,1,GVT
799,,,,,,,,,,,,1,GXC
800,,,,,,,,,,,,1,GXC*
801,,,,,,,,,,,,0,H2O
802,,,,,,,,,,,,0,HAC
803,,,,,,,,,,,,1,HAL
804,,,,,,,,,,,,1,HALLO
805,,,,,,,,,,,,1,HAMS
806,,,,,,,,,,,,1,HAZE
807,807.0,807.0,807.0,,,,,,,,,1,HBN
808,808.0,,,,,,,,,,,1,HBT
809,,,,,,,,,,,,0,HCC
810,,,,,,,,,,,,1,HDG
811,,,,,,,,,,,,0,HEAT
812,,,,,,,,,,,,1,HEDG
813,,,,,,,,,,,,1,HEEL
814,,,,,,,,,,,,1,HGT
815,815.0,815.0,,,,,,,,,,1,HILL
816,816.0,,,,,,,,,,,1,HIRE
817,,,,,,,,,,,,0,HIRE*
818,818.0,818.0,818.0,,,,,,,,,1,HKG
819,819.0,819.0,819.0,,,,,,,,,0,HKN
820,,,,,,,,,,,,1,HMP
821,821.0,,,,,,,,,,,1,HMQ
822,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,,,1,HNC
823,,,,,,,,,,,,0,HNC*
824,824.0,824.0,824.0,824.0,,,,,,,,0,HODL
825,825.0,825.0,825.0,,,,,,,,,1,HOLD
826,826.0,826.0,826.0,826.0,826.0,,,,,,,0,HONEY
827,,,,,,,,,,,,1,HPC
828,,,,,,,,,,,,1,HQX
829,,,,,,,,,,,,1,HRB
830,830.0,,,,,,,,,,,1,HSP
831,831.0,831.0,831.0,831.0,831.0,,,,,,,1,HSR
832,832.0,832.0,832.0,,,,,,,,,0,HST
833,,,,,,,,,,,,1,HTC
834,834.0,,,,,,,,,,,1,HTML5
835,,,,,,,,,,,,1,HUC
836,836.0,836.0,,,,,,,,,,0,HUGE
837,837.0,,,,,,,,,,,1,HUSH
838,838.0,,,,,,,,,,,1,HVC
839,839.0,839.0,839.0,839.0,,,,,,,,1,HVCO
840,840.0,840.0,,,,,,,,,,1,HVN
841,,,,,,,,,,,,0,HXT
842,842.0,,,,,,,,,,,1,HXX
843,843.0,,,,,,,,,,,1,HYP
844,,,,,,,,,,,,1,HYPER
845,,,,,,,,,,,,1,HZ
846,846.0,846.0,,,,,,,,,,1,HZT
847,847.0,847.0,,,,,,,,,,1,I0C
848,848.0,848.0,,,,,,,,,,0,IBANK
849,849.0,849.0,849.0,,,,,,,,,0,ICASH
850,850.0,850.0,850.0,,,,,,,,,1,ICB
851,,,,,,,,,,,,0,ICC
852,,,,,,,,,,,,1,ICE
853,853.0,853.0,,,,,,,,,,1,ICN
854,,,,,,,,,,,,1,ICOB
855,,,,,,,,,,,,0,ICON
856,,,,,,,,,,,,0,ICOO
857,,,,,,,,,,,,1,ICOS
858,,,,,,,,,,,,0,ICX
859,,,,,,,,,,,,1,IEC
860,860.0,,,,,,,,,,,1,IFC
861,,,,,,,,,,,,1,IFLT
862,862.0,862.0,862.0,862.0,,,,,,,,0,IFT
863,863.0,863.0,,,,,,,,,,1,IGNIS
864,,,,,,,,,,,,1,ILC
865,,,,,,,,,,,,0,ILCT
866,,,,,,,,,,,,1,IML
867,867.0,867.0,867.0,,,,,,,,,0,IMPCH
868,868.0,868.0,868.0,,,,,,,,,1,IMPS
869,869.0,,,,,,,,,,,1,IMS
870,,,,,,,,,,,,1,IMX
871,871.0,871.0,,,,,,,,,,1,IN
872,,,,,,,,,,,,1,INC
873,,,,,,,,,,,,0,INCNT
874,,,,,,,,,,,,0,INCP
875,,,,,,,,,,,,1,IND
876,,,,,,,,,,,,1,INDI
877,,,,,,,,,,,,0,INF8
878,,,,,,,,,,,,1,INFX
879,879.0,879.0,,,,,,,,,,1,INN
880,880.0,,,,,,,,,,,1,INPAY
881,,,,,,,,,,,,0,INS
882,,,,,,,,,,,,1,INSANE
883,,,,,,,,,,,,1,INSN
884,,,,,,,,,,,,1,INV
885,,,,,,,,,,,,1,INXT
886,886.0,,,,,,,,,,,1,IOC
887,887.0,887.0,887.0,887.0,,,,,,,,1,ION
888,888.0,888.0,888.0,888.0,888.0,,,,,,,0,IOP
889,,,,,,,,,,,,1,IOT
890,890.0,,,,,,,,,,,1,IOU
891,891.0,891.0,891.0,,,,,,,,,0,IPC
892,,,,,,,,,,,,1,ISL
893,,,,,,,,,,,,0,ITNS
894,,,,,,,,,,,,1,ITT
895,,,,,,,,,,,,1,IVZ
896,,,,,,,,,,,,1,IW
897,897.0,,,,,,,,,,,1,IWT
898,,,,,,,,,,,,1,IXC
899,899.0,899.0,899.0,,,,,,,,,0,IXT
900,900.0,900.0,900.0,900.0,,,,,,,,0,J
901,,,,,,,,,,,,1,JANE
902,,,,,,,,,,,,1,JBS
903,,,,,,,,,,,,0,JCR
904,,,,,,,,,,,,0,JDC
905,905.0,905.0,,,,,,,,,,0,JIF
906,906.0,,,,,,,,,,,1,JIO
907,907.0,907.0,907.0,,,,,,,,,1,JKC
908,908.0,,,,,,,,,,,1,JNS
909,909.0,909.0,909.0,,,,,,,,,1,JNT
910,,,,,,,,,,,,1,JOBS
911,911.0,911.0,,,,,,,,,,1,JOK
912,,,,,,,,,,,,0,JPC
913,913.0,913.0,,,,,,,,,,1,JPC*
914,914.0,914.0,914.0,,,,,,,,,1,JUDGE
915,915.0,915.0,915.0,,,,,,,,,0,JVY
916,916.0,,,,,,,,,,,1,JWL
917,917.0,917.0,,,,,,,,,,0,KAPU
918,918.0,,,,,,,,,,,1,KARM
919,919.0,,,,,,,,,,,1,KAT
920,920.0,920.0,,,,,,,,,,1,KAYI
921,,,,,,,,,,,,0,KC
922,922.0,922.0,922.0,,,,,,,,,0,KCN
923,923.0,,,,,,,,,,,1,KCS
924,924.0,924.0,,,,,,,,,,1,KDC
925,925.0,925.0,925.0,,,,,,,,,0,KED
926,,,,,,,,,,,,1,KEK
927,927.0,927.0,,,,,,,,,,0,KEX
928,,,,,,,,,,,,1,KEY
929,,,,,,,,,,,,0,KEY*
930,930.0,,,,,,,,,,,1,KGC
931,,,,,,,,,,,,1,KICK
932,932.0,932.0,,,,,,,,,,1,KIN
933,933.0,933.0,,,,,,,,,,1,KING
934,,,,,,,,,,,,1,KLC
935,,,,,,,,,,,,0,KLK
936,936.0,936.0,936.0,,,,,,,,,1,KMD
937,937.0,937.0,937.0,937.0,,,,,,,,0,KNC
938,938.0,938.0,938.0,938.0,938.0,938.0,938.0,938.0,938.0,,,1,KNC*
939,939.0,939.0,,,,,,,,,,0,KNC**
940,940.0,,,,,,,,,,,1,KOBO
941,,,,,,,,,,,,1,KOLION
942,942.0,942.0,942.0,942.0,942.0,942.0,942.0,942.0,942.0,942.0,942.0,1,KORE
943,943.0,943.0,943.0,,,,,,,,,0,KR
944,944.0,944.0,944.0,,,,,,,,,0,KRAK
945,,,,,,,,,,,,1,KRB
946,,,,,,,,,,,,0,KRC
947,,,,,,,,,,,,0,KRONE
948,948.0,948.0,948.0,,,,,,,,,1,KTK
949,,,,,,,,,,,,0,KUBO
950,,,,,,,,,,,,0,KURT
951,951.0,951.0,,,,,,,,,,1,KUSH
952,952.0,952.0,952.0,952.0,952.0,,,,,,,0,LA
953,,,,,,,,,,,,1,LAB
954,954.0,954.0,954.0,954.0,954.0,954.0,,,,,,0,LAB*
955,955.0,955.0,955.0,955.0,955.0,955.0,955.0,955.0,955.0,955.0,,1,LANA
956,956.0,956.0,,,,,,,,,,1,LAT
957,957.0,957.0,,,,,,,,,,1,LAZ
958,958.0,958.0,,,,,,,,,,1,LBC
959,959.0,959.0,,,,,,,,,,1,LBTC
960,960.0,960.0,960.0,,,,,,,,,1,LC
961,961.0,961.0,961.0,,,,,,,,,0,LCASH
962,,,,,,,,,,,,1,LDM
963,,,,,,,,,,,,1,LDOGE
964,964.0,964.0,,,,,,,,,,1,LEA
965,965.0,965.0,965.0,,,,,,,,,0,LEMON
966,,,,,,,,,,,,1,LEND
967,,,,,,,,,,,,1,LENIN
968,968.0,968.0,,,,,,,,,,1,LEO
969,,,,,,,,,,,,0,LEPEN
970,970.0,970.0,,,,,,,,,,1,LEV
971,971.0,971.0,,,,,,,,,,1,LFC
972,,,,,,,,,,,,1,LGBTQ
973,,,,,,,,,,,,1,LGD
974,974.0,974.0,,,,,,,,,,0,LGD*
975,,,,,,,,,,,,1,LIFE
976,,,,,,,,,,,,1,LIMX
977,977.0,977.0,977.0,977.0,977.0,977.0,977.0,977.0,977.0,977.0,977.0,1,LINDA
978,978.0,978.0,,,,,,,,,,1,LINK
979,,,,,,,,,,,,1,LINX
980,,,,,,,,,,,,0,LIR
981,,,,,,,,,,,,1,LIV
982,,,,,,,,,,,,1,LK7
983,983.0,983.0,983.0,983.0,983.0,,,,,,,1,LKK
984,984.0,,,,,,,,,,,1,LKY
985,,,,,,,,,,,,1,LMC
986,,,,,,,,,,,,1,LNK
987,987.0,987.0,,,,,,,,,,0,LOAN*
988,,,,,,,,,,,,1,LOC
989,,,,,,,,,,,,0,LOC*
990,990.0,990.0,990.0,990.0,990.0,,,,,,,0,LOCI
991,,,,,,,,,,,,1,LOG
992,,,,,,,,,,,,1,LOOK
993,,,,,,,,,,,,1,LQD
994,,,,,,,,,,,,0,LRC
995,,,,,,,,,,,,1,LSD
996,,,,,,,,,,,,1,LSK
997,,,,,,,,,,,,0,LTA
998,,,,,,,,,,,,1,LTB
999,999.0,999.0,,,,,,,,,,1,LTBC
1000,,,,,,,,,,,,0,LTC
1001,1001.0,,,,,,,,,,,1,LTCD
1002,1002.0,1002.0,,,,,,,,,,0,LTCR
1003,,,,,,,,,,,,1,LTCU
1004,,,,,,,,,,,,1,LTCX
1005,,,,,,,,,,,,1,LTD
1006,,,,,,,,,,,,1,LTG
1007,,,,,,,,,,,,1,LTH
1008,1008.0,,,,,,,,,,,1,LTS
1009,,,,,,,,,,,,1,LUCKY
1010,,,,,,,,,,,,1,LUN
1011,1011.0,,,,,,,,,,,1,LUX
1012,,,,,,,,,,,,1,LUX*
1013,1013.0,1013.0,,,,,,,,,,0,LUX**
1014,,,,,,,,,,,,1,LVG
1015,,,,,,,,,,,,1,LXC
1016,,,,,,,,,,,,1,LYB
1017,1017.0,1017.0,,,,,,,,,,0,LYC
1018,1018.0,1018.0,,,,,,,,,,0,M1
1019,1019.0,1019.0,1019.0,,,,,,,,,1,MAC
1020,,,,,,,,,,,,1,MAD
1021,,,,,,,,,,,,0,MAG
1022,1022.0,1022.0,1022.0,1022.0,1022.0,,,,,,,0,MAG*
1023,1023.0,,,,,,,,,,,1,MAID
1024,1024.0,1024.0,1024.0,1024.0,,,,,,,,0,MAN
1025,,,,,,,,,,,,1,MANA
1026,,,,,,,,,,,,1,MAPC
1027,1027.0,1027.0,1027.0,,,,,,,,,0,MAR
1028,,,,,,,,,,,,1,MARS
1029,1029.0,1029.0,,,,,,,,,,0,MARV
1030,,,,,,,,,,,,1,MARX
1031,1031.0,1031.0,1031.0,,,,,,,,,0,MARYJ
1032,,,,,,,,,,,,0,MASS
1033,1033.0,1033.0,1033.0,1033.0,,,,,,,,0,MAT
1034,1034.0,1034.0,1034.0,,,,,,,,,1,MAT*
1035,,,,,,,,,,,,1,MAX
1036,,,,,,,,,,,,1,MAY
1037,1037.0,1037.0,1037.0,,,,,,,,,0,MBI
1038,1038.0,1038.0,1038.0,,,,,,,,,0,MBIT
1039,,,,,,,,,,,,1,MBRS
1040,1040.0,1040.0,1040.0,1040.0,1040.0,,,,,,,0,MBT
1041,,,,,,,,,,,,0,MC
1042,,,,,,,,,,,,1,MCAP
1043,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,,,,,,1,MCAR
1044,1044.0,1044.0,,,,,,,,,,1,MCI
1045,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,,1,MCN
1046,,,,,,,,,,,,1,MCO
1047,1047.0,,,,,,,,,,,1,MCRN
1048,,,,,,,,,,,,1,MDA
1049,,,,,,,,,,,,1,MDC
1050,,,,,,,,,,,,0,MDC*
1051,,,,,,,,,,,,0,MDL
1052,1052.0,,,,,,,,,,,1,MDT
1053,1053.0,1053.0,,,,,,,,,,0,MEC
1054,,,,,,,,,,,,1,MED
1055,1055.0,1055.0,,,,,,,,,,0,MED*
1056,1056.0,1056.0,1056.0,,,,,,,,,0,MEDI
1057,,,,,,,,,,,,1,MEGA
1058,1058.0,1058.0,,,,,,,,,,0,MEME
1059,1059.0,,,,,,,,,,,1,MEOW
1060,,,,,,,,,,,,0,MER
1061,1061.0,1061.0,,,,,,,,,,0,MET
1062,1062.0,1062.0,,,,,,,,,,0,METAL
1063,,,,,,,,,,,,1,MG
1064,,,,,,,,,,,,1,MGO
1065,,,,,,,,,,,,1,MI
1066,,,,,,,,,,,,1,MIL
1067,1067.0,,,,,,,,,,,1,MILO
1068,1068.0,1068.0,1068.0,,,,,,,,,0,MIN
1069,,,,,,,,,,,,1,MINE
1070,,,,,,,,,,,,1,MINEX
1071,1071.0,1071.0,1071.0,,,,,,,,,0,MINT
1072,1072.0,1072.0,1072.0,,,,,,,,,0,MIS
1073,1073.0,1073.0,1073.0,,,,,,,,,0,MIV
1074,1074.0,,,,,,,,,,,1,MKR
1075,1075.0,1075.0,,,,,,,,,,0,MLITE
1076,,,,,,,,,,,,1,MLN
1077,,,,,,,,,,,,0,MLS
1078,1078.0,1078.0,1078.0,1078.0,,,,,,,,0,MM
1079,1079.0,1079.0,,,,,,,,,,0,MMC
1080,,,,,,,,,,,,1,MMNXT
1081,1081.0,,,,,,,,,,,1,MMXIV
1082,1082.0,1082.0,1082.0,,,,,,,,,1,MMXVI
1083,1083.0,1083.0,,,,,,,,,,1,MN
1084,1084.0,1084.0,1084.0,1084.0,1084.0,,,,,,,1,MNC
1085,1085.0,1085.0,1085.0,,,,,,,,,0,MND
1086,,,,,,,,,,,,1,MNE
1087,1087.0,1087.0,1087.0,,,,,,,,,0,MNM
1088,1088.0,1088.0,1088.0,,,,,,,,,0,MNT
1089,,,,,,,,,,,,0,MNT*
1090,1090.0,1090.0,1090.0,,,,,,,,,1,MNX
1091,,,,,,,,,,,,0,MNY
1092,1092.0,1092.0,1092.0,,,,,,,,,0,MNZ
1093,,,,,,,,,,,,0,MOBI
1094,1094.0,,,,,,,,,,,1,MOD
1095,1095.0,,,,,,,,,,,1,MOIN
1096,1096.0,1096.0,1096.0,,,,,,,,,1,MOJO
1097,,,,,,,,,,,,1,MONA
1098,1098.0,1098.0,,,,,,,,,,0,MONETA
1099,1099.0,1099.0,1099.0,1099.0,,,,,,,,0,MONEY
1100,,,,,,,,,,,,1,MOON
1101,,,,,,,,,,,,1,MOOND
1102,1102.0,,,,,,,,,,,1,MOTO
1103,,,,,,,,,,,,1,MPRO
1104,,,,,,,,,,,,1,MRP
1105,,,,,,,,,,,,1,MRS
1106,1106.0,1106.0,,,,,,,,,,0,MRSA
1107,,,,,,,,,,,,1,MRT
1108,,,,,,,,,,,,1,MRV
1109,,,,,,,,,,,,0,MRY
1110,1110.0,1110.0,1110.0,,,,,,,,,0,MSC
1111,,,,,,,,,,,,1,MSP
1112,,,,,,,,,,,,0,MSR
1113,,,,,,,,,,,,1,MST
1114,,,,,,,,,,,,1,MT
1115,1115.0,1115.0,,,,,,,,,,0,MTH
1116,,,,,,,,,,,,0,MTK
1117,1117.0,1117.0,1117.0,1117.0,,,,,,,,0,MTL
1118,,,,,,,,,,,,0,MTLM3
1119,1119.0,1119.0,1119.0,,,,,,,,,0,MTN
1120,,,,,,,,,,,,1,MTR
1121,1121.0,1121.0,1121.0,1121.0,,,,,,,,0,MTRC
1122,1122.0,,,,,,,,,,,1,MTX
1123,,,,,,,,,,,,0,MUDRA
1124,1124.0,1124.0,1124.0,,,,,,,,,1,MUE
1125,1125.0,1125.0,,,,,,,,,,0,MUSIC
1126,1126.0,1126.0,1126.0,1126.0,,,,,,,,0,MUT
1127,1127.0,1127.0,1127.0,,,,,,,,,0,MUU
1128,,,,,,,,,,,,0,MWC
1129,,,,,,,,,,,,1,MXT
1130,1130.0,1130.0,1130.0,1130.0,,,,,,,,0,MYB
1131,1131.0,1131.0,1131.0,,,,,,,,,1,MYC
1132,,,,,,,,,,,,1,MYST
1133,,,,,,,,,,,,1,MYST*
1134,1134.0,,,,,,,,,,,1,MZC
1135,1135.0,1135.0,,,,,,,,,,1,N7
1136,,,,,,,,,,,,0,NAMO
1137,,,,,,,,,,,,1,NAN
1138,,,,,,,,,,,,1,NANAS
1139,,,,,,,,,,,,1,NAS2
1140,,,,,,,,,,,,0,NAUT
1141,,,,,,,,,,,,0,NAV
