Id,Id,Id.1,Id.1.1,Id.1.1.1,Id.1.1.1.1,Id.1.1.1.1.1,Id.1.1.1.1.1.1,Id.1.1.1.1.1.1.1,Id.1.1.1.1.1.1.1.1,Id.1.1.1.1.1.1.1.1.1,Id.1.1.1.1.1.1.1.1.1.1,has_pricing,symbol
1142,,,,,,,,,,,,0,NBIT
1143,1143.0,1143.0,1143.0,,,,,,,,,0,NBL
1144,1144.0,1144.0,1144.0,,,,,,,,,0,NBT
1145,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,,,0,NDC
1146,1146.0,1146.0,,,,,,,,,,0,NDOGE
1147,1147.0,,,,,,,,,,,1,NEBL
1148,1148.0,1148.0,1148.0,,,,,,,,,0,NEBU
1149,1149.0,1149.0,,,,,,,,,,0,NEC
1150,1150.0,,,,,,,,,,,1,NEF
1151,1151.0,1151.0,,,,,,,,,,1,NEO
1152,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,,1,NEOG
1153,,,,,,,,,,,,1,NEOS
1154,,,,,,,,,,,,0,NET
1155,,,,,,,,,,,,0,NET*
1156,1156.0,1156.0,1156.0,,,,,,,,,1,NETC
1157,,,,,,,,,,,,1,NETKO
1158,1158.0,1158.0,1158.0,1158.0,,,,,,,,1,NEU
1159,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,0,NEU*
1160,1160.0,1160.0,1160.0,1160.0,,,,,,,,1,NEVA
1161,,,,,,,,,,,,1,NEWB
1162,1162.0,,,,,,,,,,,1,NGC
1163,,,,,,,,,,,,0,NIC
1164,,,,,,,,,,,,0,NICE
1165,1165.0,1165.0,1165.0,,,,,,,,,0,NIMFA
1166,,,,,,,,,,,,1,NIO
1167,,,,,,,,,,,,1,NKA
1168,,,,,,,,,,,,1,NKC
1169,,,,,,,,,,,,1,NKT
1170,,,,,,,,,,,,1,NLC
1171,,,,,,,,,,,,0,NLC2
1172,1172.0,1172.0,,,,,,,,,,1,NLG
1173,,,,,,,,,,,,0,NMB
1174,1174.0,1174.0,,,,,,,,,,1,NMC
1175,,,,,,,,,,,,1,NMR
1176,,,,,,,,,,,,1,NOBL
1177,,,,,,,,,,,,1,NODE
1178,,,,,,,,,,,,1,NOO
1179,,,,,,,,,,,,1,NOTE
1180,1180.0,1180.0,1180.0,1180.0,,,,,,,,0,NPC
1181,,,,,,,,,,,,0,NPX
1182,,,,,,,,,,,,1,NRB
1183,1183.0,1183.0,,,,,,,,,,1,NRC
1184,1184.0,1184.0,1184.0,,,,,,,,,0,NRN
1185,1185.0,1185.0,,,,,,,,,,0,NRO
1186,1186.0,,,,,,,,,,,1,NRS
1187,1187.0,1187.0,,,,,,,,,,1,NSR
1188,,,,,,,,,,,,1,NTC
1189,,,,,,,,,,,,1,NTCC
1190,,,,,,,,,,,,0,NTK
1191,,,,,,,,,,,,1,NTM
1192,,,,,,,,,,,,1,NTO
1193,,,,,,,,,,,,1,NTRN
1194,,,,,,,,,,,,0,NUBIS
1195,,,,,,,,,,,,1,NUKE
1196,,,,,,,,,,,,1,NULS
1197,1197.0,,,,,,,,,,,1,NUM
1198,1198.0,1198.0,,,,,,,,,,1,NVC
1199,1199.0,1199.0,1199.0,,,,,,,,,0,NVST
1200,1200.0,1200.0,1200.0,1200.0,,,,,,,,0,NXC
1201,1201.0,,,,,,,,,,,1,NXE
1202,1202.0,,,,,,,,,,,1,NXS
1203,1203.0,,,,,,,,,,,1,NXT
1204,,,,,,,,,,,,1,NXTI
1205,,,,,,,,,,,,1,NXTTY
1206,1206.0,,,,,,,,,,,1,NYAN
1207,1207.0,1207.0,1207.0,1207.0,1207.0,,,,,,,1,NYC
1208,,,,,,,,,,,,1,NZC
1209,,,,,,,,,,,,1,OAX
1210,1210.0,1210.0,1210.0,,,,,,,,,0,OBITS
1211,,,,,,,,,,,,1,OBS
1212,,,,,,,,,,,,1,OC
1213,,,,,,,,,,,,1,OCL
1214,,,,,,,,,,,,0,OCTO
1215,1215.0,1215.0,1215.0,,,,,,,,,0,ODMC
1216,1216.0,1216.0,,,,,,,,,,1,ODN
1217,1217.0,1217.0,,,,,,,,,,0,ODNT
1218,,,,,,,,,,,,1,OK
1219,1219.0,1219.0,,,,,,,,,,0,OLDSF
1220,,,,,,,,,,,,0,OLV
1221,1221.0,,,,,,,,,,,1,OLYMP
1222,,,,,,,,,,,,1,OMA
1223,,,,,,,,,,,,1,OMC
1224,,,,,,,,,,,,1,OMG
1225,1225.0,1225.0,,,,,,,,,,0,OMNI
1226,1226.0,1226.0,,,,,,,,,,1,ONG
1227,,,,,,,,,,,,1,ONION
1228,,,,,,,,,,,,1,ONX
1229,,,,,,,,,,,,0,OPAL
1230,1230.0,,,,,,,,,,,1,OPES
1231,1231.0,1231.0,,,,,,,,,,0,OPP
1232,,,,,,,,,,,,1,OPT
1233,1233.0,1233.0,,,,,,,,,,1,OPTION
1234,1234.0,1234.0,1234.0,1234.0,1234.0,,,,,,,1,ORB
1235,1235.0,,,,,,,,,,,1,ORLY
1236,1236.0,,,,,,,,,,,1,ORME
1237,1237.0,1237.0,1237.0,,,,,,,,,1,ORO
1238,1238.0,1238.0,1238.0,,,,,,,,,0,OROC
1239,1239.0,1239.0,,,,,,,,,,0,OS76
1240,,,,,,,,,,,,0,OSC
1241,1241.0,1241.0,1241.0,,,,,,,,,0,OST
1242,,,,,,,,,,,,1,OTN
1243,1243.0,1243.0,,,,,,,,,,1,OTX
1244,,,,,,,,,,,,1,OXY
1245,,,,,,,,,,,,1,PAC
1246,1246.0,1246.0,1246.0,1246.0,,,,,,,,0,PAK
1247,,,,,,,,,,,,1,PARA
1248,1248.0,1248.0,,,,,,,,,,1,PART
1249,,,,,,,,,,,,1,PASC
1250,,,,,,,,,,,,1,PASL
1251,,,,,,,,,,,,1,PAY
1252,1252.0,,,,,,,,,,,1,PAYP
1253,1253.0,1253.0,1253.0,1253.0,,,,,,,,0,PBC
1254,1254.0,1254.0,1254.0,,,,,,,,,1,PBL
1255,,,,,,,,,,,,1,PBT
1256,1256.0,1256.0,1256.0,1256.0,,,,,,,,0,PCM
1257,1257.0,1257.0,1257.0,,,,,,,,,0,PCN
1258,1258.0,1258.0,,,,,,,,,,0,PCS
1259,,,,,,,,,,,,1,PDC
1260,,,,,,,,,,,,0,PEC
1261,1261.0,,,,,,,,,,,1,PEN
1262,,,,,,,,,,,,1,PEPECASH
1263,1263.0,1263.0,,,,,,,,,,1,PEX
1264,1264.0,1264.0,1264.0,,,,,,,,,1,PFR
1265,1265.0,,,,,,,,,,,1,PGL
1266,1266.0,,,,,,,,,,,1,PHR
1267,1267.0,1267.0,1267.0,,,,,,,,,0,PHR*
1268,1268.0,1268.0,,,,,,,,,,0,PHS
1269,1269.0,1269.0,,,,,,,,,,1,PIE
1270,,,,,,,,,,,,1,PIGGY
1271,,,,,,,,,,,,1,PING
1272,1272.0,1272.0,1272.0,,,,,,,,,1,PINK
1273,1273.0,1273.0,,,,,,,,,,1,PINKX
1274,,,,,,,,,,,,1,PIO
1275,,,,,,,,,,,,0,PIRL
1276,1276.0,1276.0,,,,,,,,,,1,PIVX
1277,,,,,,,,,,,,1,PIX
1278,1278.0,1278.0,1278.0,,,,,,,,,1,PIZZA
1279,,,,,,,,,,,,1,PKB
1280,,,,,,,,,,,,1,PKT
1281,,,,,,,,,,,,0,PLANET
1282,1282.0,1282.0,,,,,,,,,,1,PLAY
1283,1283.0,1283.0,,,,,,,,,,1,PLBT
1284,1284.0,1284.0,,,,,,,,,,0,PLM
1285,1285.0,1285.0,,,,,,,,,,0,PLNC
1286,,,,,,,,,,,,0,PLR
1287,,,,,,,,,,,,1,PLU
1288,1288.0,,,,,,,,,,,1,PLX
1289,1289.0,1289.0,,,,,,,,,,1,PNC
1290,,,,,,,,,,,,1,PND
1291,,,,,,,,,,,,1,PNK
1292,1292.0,1292.0,1292.0,,,,,,,,,0,POE
1293,1293.0,1293.0,1293.0,1293.0,1293.0,,,,,,,0,POINTS
1294,,,,,,,,,,,,0,POLL
1295,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,,,1,POLY
1296,,,,,,,,,,,,1,POS
1297,1297.0,1297.0,,,,,,,,,,1,POST
1298,,,,,,,,,,,,1,POSW
1299,1299.0,1299.0,,,,,,,,,,0,POT
1300,,,,,,,,,,,,1,POWR
1301,1301.0,1301.0,1301.0,,,,,,,,,1,PPC
1302,1302.0,1302.0,1302.0,1302.0,,,,,,,,1,PPP
1303,1303.0,1303.0,1303.0,,,,,,,,,0,PPT
1304,1304.0,,,,,,,,,,,1,PPY
1305,1305.0,1305.0,,,,,,,,,,1,PQT
1306,,,,,,,,,,,,1,PRC
1307,1307.0,1307.0,1307.0,,,,,,,,,1,PRE
1308,1308.0,1308.0,1308.0,1308.0,1308.0,1308.0,1308.0,1308.0,1308.0,,,0,PRE*
1309,,,,,,,,,,,,1,PRES
1310,1310.0,1310.0,,,,,,,,,,1,PRG
1311,1311.0,,,,,,,,,,,1,PRIME
1312,,,,,,,,,,,,0,PRIX
1313,,,,,,,,,,,,1,PRL
1314,,,,,,,,,,,,1,PRM
1315,,,,,,,,,,,,0,PRO
1316,1316.0,,,,,,,,,,,1,PROC
1317,,,,,,,,,,,,0,PRP
1318,,,,,,,,,,,,0,PRX
1319,1319.0,1319.0,1319.0,1319.0,1319.0,1319.0,1319.0,1319.0,1319.0,,,1,PSB
1320,,,,,,,,,,,,0,PSEUD
1321,1321.0,,,,,,,,,,,1,PSI
1322,1322.0,1322.0,1322.0,1322.0,,,,,,,,0,PST
1323,1323.0,1323.0,,,,,,,,,,1,PSY
1324,,,,,,,,,,,,1,PTA
1325,1325.0,,,,,,,,,,,1,PTC
1326,1326.0,1326.0,,,,,,,,,,0,PTC*
1327,1327.0,1327.0,,,,,,,,,,1,PTOY
1328,1328.0,1328.0,,,,,,,,,,0,PTS*
1329,1329.0,,,,,,,,,,,1,PULSE
1330,1330.0,,,,,,,,,,,1,PUPA
1331,1331.0,1331.0,,,,,,,,,,1,PURA
1332,1332.0,1332.0,1332.0,,,,,,,,,0,PURE
1333,,,,,,,,,,,,1,PUT
1334,,,,,,,,,,,,1,PWR
1335,1335.0,1335.0,1335.0,,,,,,,,,0,PX
1336,1336.0,1336.0,1336.0,1336.0,,,,,,,,1,PXC
1337,,,,,,,,,,,,1,PXI
1338,,,,,,,,,,,,1,PXL
1339,,,,,,,,,,,,0,PYC
1340,1340.0,1340.0,,,,,,,,,,0,PYN
1341,1341.0,1341.0,1341.0,1341.0,,,,,,,,0,PYP
1342,1342.0,1342.0,1342.0,1342.0,1342.0,,,,,,,0,PZM
1343,,,,,,,,,,,,1,QASH
1344,1344.0,1344.0,,,,,,,,,,1,QAU
1345,,,,,,,,,,,,0,QBC
1346,1346.0,,,,,,,,,,,1,QBK
1347,,,,,,,,,,,,0,QBT
1348,,,,,,,,,,,,1,QCN
1349,1349.0,,,,,,,,,,,1,QORA
1350,1350.0,1350.0,1350.0,1350.0,1350.0,,,,,,,1,QRK
1351,,,,,,,,,,,,1,QRL
1352,1352.0,1352.0,1352.0,,,,,,,,,0,QSLV
1353,1353.0,1353.0,1353.0,,,,,,,,,1,QSP
1354,1354.0,1354.0,1354.0,,,,,,,,,0,QTL
1355,1355.0,1355.0,1355.0,1355.0,,,,,,,,1,QTUM
1356,1356.0,,,,,,,,,,,1,QTZ
1357,1357.0,1357.0,,,,,,,,,,1,QVT
1358,,,,,,,,,,,,1,QWARK
1359,1359.0,,,,,,,,,,,1,R
1360,1360.0,1360.0,,,,,,,,,,0,RADI
1361,,,,,,,,,,,,1,RADS
1362,1362.0,,,,,,,,,,,1,RAIN
1363,,,,,,,,,,,,1,RATIO
1364,1364.0,,,,,,,,,,,1,RBIES
1365,,,,,,,,,,,,1,RBIT
1366,,,,,,,,,,,,1,RBR
1367,1367.0,,,,,,,,,,,1,RBT
1368,1368.0,1368.0,1368.0,,,,,,,,,0,RBTC
1369,1369.0,1369.0,,,,,,,,,,1,RBX
1370,,,,,,,,,,,,1,RBY
1371,,,,,,,,,,,,1,RC
1372,,,,,,,,,,,,0,RCC
1373,1373.0,1373.0,1373.0,1373.0,,,,,,,,1,RCN
1374,,,,,,,,,,,,1,RCN*
1375,1375.0,1375.0,,,,,,,,,,1,RCX
1376,1376.0,,,,,,,,,,,1,RDD
1377,,,,,,,,,,,,1,RDN
1378,,,,,,,,,,,,0,RDN*
1379,,,,,,,,,,,,1,REA
1380,,,,,,,,,,,,1,REAL
1381,1381.0,1381.0,1381.0,1381.0,,,,,,,,0,REBL
1382,,,,,,,,,,,,1,REC
1383,,,,,,,,,,,,1,RED
1384,1384.0,1384.0,1384.0,,,,,,,,,1,REE
1385,,,,,,,,,,,,0,REP
1386,,,,,,,,,,,,0,REQ
1387,,,,,,,,,,,,0,REV
1388,,,,,,,,,,,,0,REX
1389,,,,,,,,,,,,0,RFL
1390,,,,,,,,,,,,1,RGC
1391,,,,,,,,,,,,0,RHEA
1392,1392.0,,,,,,,,,,,1,RHOC
1393,1393.0,,,,,,,,,,,1,RIC
1394,,,,,,,,,,,,1,RICE
1395,,,,,,,,,,,,1,RIDE
1396,,,,,,,,,,,,1,RING
1397,1397.0,1397.0,1397.0,1397.0,1397.0,,,,,,,0,RIPO
1398,1398.0,1398.0,,,,,,,,,,0,RIPT
1399,,,,,,,,,,,,1,RISE
1400,1400.0,1400.0,,,,,,,,,,0,RIYA
1401,,,,,,,,,,,,0,RKC
1402,,,,,,,,,,,,1,RLC
1403,,,,,,,,,,,,0,RLX
1404,,,,,,,,,,,,1,RMS
1405,,,,,,,,,,,,1,RNC
1406,1406.0,1406.0,,,,,,,,,,0,RNDR
1407,1407.0,1407.0,1407.0,,,,,,,,,0,RNS
1408,1408.0,1408.0,1408.0,1408.0,,,,,,,,0,ROCK
1409,1409.0,1409.0,1409.0,1409.0,,,,,,,,0,ROCK*
1410,,,,,,,,,,,,0,ROK
1411,,,,,,,,,,,,1,ROOT
1412,1412.0,1412.0,,,,,,,,,,1,ROOTS
1413,1413.0,1413.0,1413.0,1413.0,1413.0,,,,,,,0,ROS
1414,,,,,,,,,,,,0,ROUND
1415,1415.0,1415.0,,,,,,,,,,1,ROYAL
1416,,,,,,,,,,,,0,RPC
1417,,,,,,,,,,,,1,RPX
1418,,,,,,,,,,,,1,RRT
1419,1419.0,1419.0,,,,,,,,,,1,RT2
1420,,,,,,,,,,,,0,RUBIT
1421,,,,,,,,,,,,1,RUP
1422,,,,,,,,,,,,1,RUPX
1423,1423.0,1423.0,1423.0,1423.0,,,,,,,,1,RUST
1424,,,,,,,,,,,,0,RUSTBITS
1425,1425.0,1425.0,1425.0,1425.0,1425.0,1425.0,1425.0,1425.0,1425.0,,,0,RVT
1426,1426.0,,,,,,,,,,,1,RYC
1427,,,,,,,,,,,,0,RYCN
1428,1428.0,1428.0,1428.0,1428.0,,,,,,,,1,RYZ
1429,,,,,,,,,,,,0,RZR
1430,,,,,,,,,,,,1,S8C
1431,1431.0,1431.0,,,,,,,,,,1,SAFEX
1432,1432.0,,,,,,,,,,,1,SAK
1433,1433.0,1433.0,1433.0,,,,,,,,,0,SALT
1434,,,,,,,,,,,,1,SAN
1435,,,,,,,,,,,,1,SAND
1436,1436.0,1436.0,1436.0,1436.0,1436.0,1436.0,1436.0,1436.0,1436.0,,,1,SANDG
1437,1437.0,,,,,,,,,,,1,SAR
1438,1438.0,1438.0,,,,,,,,,,0,SAT2
1439,,,,,,,,,,,,0,SBC
1440,1440.0,1440.0,,,,,,,,,,0,SBD
1441,,,,,,,,,,,,1,SBTC
1442,,,,,,,,,,,,1,SC
1443,1443.0,1443.0,1443.0,1443.0,1443.0,,,,,,,1,SCASH
1444,1444.0,1444.0,,,,,,,,,,1,SCL
1445,1445.0,,,,,,,,,,,1,SCN
1446,,,,,,,,,,,,0,SCOR
1447,1447.0,1447.0,,,,,,,,,,1,SCORE
1448,1448.0,,,,,,,,,,,1,SCOT
1449,1449.0,1449.0,,,,,,,,,,0,SCR
1450,1450.0,,,,,,,,,,,1,SCRPT
1451,1451.0,1451.0,1451.0,,,,,,,,,0,SCRT
1452,,,,,,,,,,,,0,SCT
1453,1453.0,1453.0,1453.0,,,,,,,,,0,SCT*
1454,1454.0,1454.0,,,,,,,,,,1,SDAO
1455,1455.0,1455.0,,,,,,,,,,0,SDC
1456,1456.0,1456.0,,,,,,,,,,0,SDP
1457,1457.0,1457.0,1457.0,,,,,,,,,0,SEEDS
1458,1458.0,,,,,,,,,,,1,SEL
1459,,,,,,,,,,,,1,SEN
1460,,,,,,,,,,,,1,SEND
1461,1461.0,1461.0,,,,,,,,,,0,SENSE
1462,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,,0,SEQ
1463,1463.0,1463.0,1463.0,,,,,,,,,0,SETH
1464,1464.0,1464.0,,,,,,,,,,0,SFC
1465,,,,,,,,,,,,1,SFE
1466,1466.0,1466.0,1466.0,,,,,,,,,0,SFR
1467,1467.0,,,,,,,,,,,1,SH
1468,1468.0,,,,,,,,,,,1,SHADE
1469,,,,,,,,,,,,1,SHIFT
1470,1470.0,,,,,,,,,,,1,SHLD
1471,,,,,,,,,,,,1,SHORTY
1472,1472.0,1472.0,1472.0,1472.0,1472.0,1472.0,1472.0,1472.0,1472.0,,,0,SHP
1473,1473.0,1473.0,1473.0,,,,,,,,,0,SHREK
1474,,,,,,,,,,,,0,SIB
1475,1475.0,,,,,,,,,,,1,SIFT
1476,1476.0,1476.0,,,,,,,,,,1,SIGT
1477,1477.0,,,,,,,,,,,1,SIGU
1478,1478.0,,,,,,,,,,,1,SILK
1479,1479.0,1479.0,1479.0,1479.0,1479.0,1479.0,,,,,,0,SJCX
1480,1480.0,1480.0,,,,,,,,,,0,SKB
1481,,,,,,,,,,,,1,SKIN
1482,,,,,,,,,,,,1,SKR
1483,1483.0,1483.0,,,,,,,,,,0,SKR*
1484,1484.0,,,,,,,,,,,1,SKY
1485,,,,,,,,,,,,0,SLG
1486,,,,,,,,,,,,1,SLING
1487,1487.0,1487.0,,,,,,,,,,0,SLM
1488,,,,,,,,,,,,1,SLR
1489,1489.0,1489.0,1489.0,1489.0,,,,,,,,1,SLS
1490,1490.0,1490.0,1490.0,1490.0,1490.0,,,,,,,1,SMAC
1491,,,,,,,,,,,,1,SMART
1492,,,,,,,,,,,,0,SMC
1493,1493.0,1493.0,1493.0,1493.0,1493.0,1493.0,1493.0,1493.0,1493.0,1493.0,1493.0,1,SMF
1494,1494.0,1494.0,,,,,,,,,,0,SMLY
1495,,,,,,,,,,,,0,SMNX
1496,1496.0,,,,,,,,,,,1,SMSR
1497,,,,,,,,,,,,1,SMT
1498,,,,,,,,,,,,0,SMT*
1499,1499.0,1499.0,,,,,,,,,,1,SNC
1500,,,,,,,,,,,,1,SND
1501,1501.0,1501.0,1501.0,1501.0,1501.0,1501.0,1501.0,1501.0,1501.0,1501.0,,1,SNGLS
1502,,,,,,,,,,,,0,SNK
1503,,,,,,,,,,,,1,SNM
1504,1504.0,1504.0,1504.0,1504.0,,,,,,,,1,SNOV
1505,,,,,,,,,,,,1,SNRG
1506,1506.0,1506.0,,,,,,,,,,0,SNS
1507,,,,,,,,,,,,1,SNT
1508,,,,,,,,,,,,1,SOAR
1509,1509.0,1509.0,1509.0,,,,,,,,,0,SOCC
1510,,,,,,,,,,,,1,SOIL
1511,,,,,,,,,,,,0,SOJ
1512,1512.0,1512.0,,,,,,,,,,0,SOLE
1513,1513.0,1513.0,1513.0,1513.0,1513.0,,,,,,,0,SONG
1514,1514.0,1514.0,,,,,,,,,,0,SOON
1515,1515.0,1515.0,,,,,,,,,,0,SOUL
1516,1516.0,1516.0,1516.0,1516.0,1516.0,1516.0,1516.0,1516.0,1516.0,1516.0,1516.0,1,SP
1517,,,,,,,,,,,,0,SPA
1518,1518.0,,,,,,,,,,,1,SPACE
1519,1519.0,,,,,,,,,,,1,SPANK
1520,1520.0,1520.0,,,,,,,,,,1,SPC
1521,1521.0,1521.0,1521.0,,,,,,,,,0,SPEC
1522,,,,,,,,,,,,0,SPHR
1523,1523.0,1523.0,1523.0,1523.0,,,,,,,,0,SPHTX
1524,1524.0,1524.0,1524.0,,,,,,,,,1,SPKTR
1525,1525.0,1525.0,1525.0,,,,,,,,,0,SPM
1526,1526.0,1526.0,,,,,,,,,,1,SPN
1527,1527.0,1527.0,,,,,,,,,,1,SPORT
1528,,,,,,,,,,,,1,SPOTS
1529,1529.0,,,,,,,,,,,1,SPR
1530,,,,,,,,,,,,1,SPRTS
1531,,,,,,,,,,,,0,SPT
1532,,,,,,,,,,,,1,SPX
1533,1533.0,,,,,,,,,,,1,SQL
1534,,,,,,,,,,,,0,SQP
1535,,,,,,,,,,,,0,SRC
1536,1536.0,1536.0,,,,,,,,,,0,SRC*
1537,,,,,,,,,,,,1,SRN
1538,1538.0,1538.0,1538.0,,,,,,,,,0,SRT
1539,,,,,,,,,,,,1,SSD
1540,1540.0,1540.0,,,,,,,,,,1,SSTC
1541,1541.0,1541.0,,,,,,,,,,1,SSV
1542,,,,,,,,,,,,1,STA
1543,1543.0,1543.0,1543.0,,,,,,,,,0,STA*
1544,1544.0,1544.0,1544.0,,,,,,,,,0,STAK
1545,1545.0,1545.0,1545.0,1545.0,,,,,,,,0,STALIN
1546,,,,,,,,,,,,1,STAR
1547,1547.0,1547.0,,,,,,,,,,0,STAR*
1548,1548.0,1548.0,1548.0,,,,,,,,,0,START
1549,1549.0,1549.0,,,,,,,,,,0,STC
1550,1550.0,1550.0,,,,,,,,,,0,STCN
1551,1551.0,1551.0,1551.0,,,,,,,,,1,STEEM
1552,1552.0,1552.0,1552.0,,,,,,,,,1,STEPS
1553,1553.0,1553.0,,,,,,,,,,0,STEX
1554,,,,,,,,,,,,0,STH
1555,,,,,,,,,,,,1,STHR
1556,1556.0,1556.0,1556.0,,,,,,,,,0,STO
1557,,,,,,,,,,,,0,STOCKBET
1558,1558.0,1558.0,1558.0,,,,,,,,,0,STORJ
1559,,,,,,,,,,,,1,STORM
1560,,,,,,,,,,,,1,STP
1561,,,,,,,,,,,,1,STR*
1562,,,,,,,,,,,,1,STRAT
1563,1563.0,1563.0,,,,,,,,,,0,STS
1564,1564.0,1564.0,,,,,,,,,,1,STU
1565,,,,,,,,,,,,1,STV
1566,,,,,,,,,,,,1,STX
1567,1567.0,1567.0,,,,,,,,,,0,SUB
1568,,,,,,,,,,,,1,SUB*
1569,,,,,,,,,,,,1,SUMO
1570,1570.0,1570.0,1570.0,,,,,,,,,1,SUP
1571,1571.0,,,,,,,,,,,1,SUPER
1572,1572.0,1572.0,,,,,,,,,,1,SUR
1573,1573.0,1573.0,1573.0,,,,,,,,,1,SWARM
1574,1574.0,1574.0,1574.0,1574.0,,,,,,,,1,SWEET
1575,1575.0,1575.0,1575.0,1575.0,,,,,,,,0,SWIFT
1576,,,,,,,,,,,,1,SWING
1577,,,,,,,,,,,,0,SWT
1578,,,,,,,,,,,,1,SXC
1579,1579.0,1579.0,,,,,,,,,,0,SYC
1580,1580.0,,,,,,,,,,,1,SYNC
1581,1581.0,1581.0,1581.0,,,,,,,,,1,SYNX
1582,,,,,,,,,,,,0,SYS
1583,,,,,,,,,,,,1,TAAS
1584,,,,,,,,,,,,0,TAB
1585,,,,,,,,,,,,0,TAG
1586,1586.0,1586.0,1586.0,,,,,,,,,1,TAGR
1587,1587.0,,,,,,,,,,,1,TAJ
1588,,,,,,,,,,,,0,TAK
1589,1589.0,,,,,,,,,,,1,TAM
1590,1590.0,1590.0,,,,,,,,,,0,TAP
1591,,,,,,,,,,,,0,TAT
1592,,,,,,,,,,,,0,TAU
1593,1593.0,,,,,,,,,,,1,TBCX
1594,,,,,,,,,,,,1,TCR
1595,,,,,,,,,,,,0,TDFB
1596,,,,,,,,,,,,0,TEAM
1597,1597.0,,,,,,,,,,,1,TEC
1598,1598.0,1598.0,1598.0,1598.0,1598.0,1598.0,1598.0,1598.0,1598.0,,,1,TECH
1599,1599.0,1599.0,1599.0,1599.0,1599.0,1599.0,1599.0,1599.0,1599.0,,,1,TEK
1600,1600.0,,,,,,,,,,,1,TELL
1601,1601.0,1601.0,1601.0,,,,,,,,,0,TENNET
1602,,,,,,,,,,,,0,TER
1603,,,,,,,,,,,,1,TES
1604,1604.0,,,,,,,,,,,1,TESLA
1605,1605.0,1605.0,1605.0,,,,,,,,,0,TFL
1606,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,,,,,,1,TGC
1607,1607.0,,,,,,,,,,,1,TGT
1608,1608.0,,,,,,,,,,,1,THC
1609,,,,,,,,,,,,0,THNX
1610,1610.0,1610.0,,,,,,,,,,1,THS
1611,1611.0,1611.0,,,,,,,,,,0,TIA
1612,1612.0,1612.0,1612.0,1612.0,1612.0,,,,,,,1,TIC
1613,,,,,,,,,,,,1,TIE
1614,,,,,,,,,,,,1,TIME
1615,1615.0,,,,,,,,,,,1,TIO
1616,1616.0,1616.0,,,,,,,,,,0,TIO*
1617,,,,,,,,,,,,0,TIT
1618,,,,,,,,,,,,1,TIX
1619,,,,,,,,,,,,1,TKN
1620,,,,,,,,,,,,1,TKN*
1621,1621.0,1621.0,,,,,,,,,,0,TKR
1622,,,,,,,,,,,,1,TKS
1623,,,,,,,,,,,,0,TKT
1624,1624.0,1624.0,,,,,,,,,,0,TMC
1625,1625.0,1625.0,1625.0,1625.0,,,,,,,,1,TME
1626,,,,,,,,,,,,0,TMT
1627,,,,,,,,,,,,0,TNB
1628,,,,,,,,,,,,1,TNT
1629,1629.0,1629.0,,,,,,,,,,0,TOA
1630,,,,,,,,,,,,1,TODAY
1631,1631.0,1631.0,1631.0,1631.0,1631.0,1631.0,1631.0,1631.0,1631.0,,,1,TOM
1632,,,,,,,,,,,,0,TOR
1633,,,,,,,,,,,,0,TOT
1634,,,,,,,,,,,,1,TPAY
1635,,,,,,,,,,,,1,TPG
1636,1636.0,,,,,,,,,,,1,TRA
1637,,,,,,,,,,,,1,TRC
1638,,,,,,,,,,,,1,TRCT
1639,,,,,,,,,,,,1,TRI
1640,1640.0,1640.0,1640.0,,,,,,,,,0,TRIA
1641,1641.0,1641.0,1641.0,,,,,,,,,0,TRIBE
1642,,,,,,,,,,,,1,TRICK
1643,1643.0,,,,,,,,,,,1,TRIG
1644,,,,,,,,,,,,0,TRIP
1645,1645.0,,,,,,,,,,,1,TRK
1646,1646.0,1646.0,1646.0,,,,,,,,,1,TRON
1647,1647.0,1647.0,,,,,,,,,,1,TRST
1648,1648.0,,,,,,,,,,,1,TRUMP
1649,,,,,,,,,,,,0,TRUST
1650,,,,,,,,,,,,1,TRV
1651,1651.0,1651.0,1651.0,1651.0,1651.0,1651.0,1651.0,1651.0,1651.0,,,0,TRX
1652,1652.0,1652.0,1652.0,,,,,,,,,0,TSE
1653,,,,,,,,,,,,0,TTC
1654,1654.0,1654.0,1654.0,,,,,,,,,0,TTT
1655,1655.0,1655.0,,,,,,,,,,0,TUR
1656,,,,,,,,,,,,1,TWIST
1657,1657.0,,,,,,,,,,,1,TWLV
1658,1658.0,1658.0,,,,,,,,,,1,TX
1659,1659.0,,,,,,,,,,,1,TZC
1660,1660.0,1660.0,,,,,,,,,,1,U
1661,,,,,,,,,,,,0,UAEC
1662,,,,,,,,,,,,1,UBIQ
1663,1663.0,1663.0,,,,,,,,,,1,UBQ
1664,,,,,,,,,,,,0,UET
1665,,,,,,,,,,,,1,UFO
1666,1666.0,1666.0,1666.0,,,,,,,,,0,UFR
1667,1667.0,1667.0,,,,,,,,,,1,UGT
1668,,,,,,,,,,,,1,UIS
