AVG,BID,CHANGE24HOUR,CHANGEDAY,CHANGEPCT24HOUR,CHANGEPCTDAY,FLAGS,FROMSYMBOL,HIGH24HOUR,HIGHDAY,LASTMARKET,LASTTRADEID,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LOW24HOUR,LOWDAY,MARKET,MKTCAP,OFFER,OPEN24HOUR,OPENDAY,PRICE,SUPPLY,TOSYMBOL,TOTALVOLUME24H,TOTALVOLUME24HTO,TYPE,VOLUME24HOUR,VOLUME24HOURTO,VOLUMEDAY,VOLUMEDAYTO,coin,coin_units,computer_name,timestamp_api_call
,,0.0008547,0.0,0.399201205254,0.0,4,SKY,0.23565324,0.21495726,Cryptopia,0,1514671984,0.0,0.0,0.1953602,0.21495726,CCCAGG,1454298.07159,,0.21410256,0.21495726,0.21495726,6765522.0,LTC,14415.0162059,3098.61238648,5,0.0,0.0,0.0,0.0,SKY,1,JordanManual,2017-12-31 00:53:38.528148
,,-0.00021232,0.0,-23.3709052483,0.0,4,INSN,0.00091092,0.00069616,LiveCoin,0,1514673895,0.0,0.0,0.00058023,0.00069616,CCCAGG,12970.3936578,,0.00090848,0.00069616,0.00069616,18631340.0049,LTC,161283.336359,112.27900744,5,0.0,0.0,0.0,0.0,INSN,1,JordanManual,2017-12-31 00:53:31.338457
0.0,0.0,-4e-07,0.0,-6.15384615385,0.0,4,MAD,9.33e-06,6.1e-06,LocalBitcoins,0,1514674967,0.0,0.0,6.1e-06,6.1e-06,CCCAGG,12.8773229724,0.0,6.5e-06,6.1e-06,6.1e-06,2111036.55285,BTC,6187132.78593,37.9379325767,5,158496.060242,1.16324855,0.0,0.0,MAD,1,JordanManual,2017-12-31 00:53:37.754651
,,0.0019409,0.0,746.212995002,0.0,4,NEF,0.002223,0.002201,Yobit,177133324,1514675321,1500.0,3.301005,0.0002601,0.002201,CCCAGG,0.0,,0.0002601,0.002201,0.002201,0.0,RUR,302494.558407,666.227628055,5,21500.0,47.758605,0.0,0.0,NEF,1,JordanManual,2017-12-31 00:53:32.146166
,,0.001153,0.0,157.084468665,0.0,4,XPS,0.001887,0.001887,Yobit,177136673,1514675920,1000.0,1.88699,0.000734,0.001887,CCCAGG,0.0,,0.000734,0.001887,0.001887,0.0,RUR,1807440.70618,3410.30720443,5,4293.89767698,7.76917678146,0.0,0.0,XPS,1,JordanManual,2017-12-31 00:53:30.527385
,,0.0,0.0,0.0,0.0,4,XPS,0.001836,0.0009771,Yobit,177137463,1514676027,1499999.99999,1465.61999999,0.0009771,0.0009771,CCCAGG,0.0,,0.0009771,0.0009771,0.0009771,0.0,DOGE,1807440.70618,1783.19731401,5,1519999.99999,1502.33899999,0.0,0.0,XPS,1,JordanManual,2017-12-31 00:53:30.527385
,,0.0008009,0.0,160.147970406,0.0,4,DUX,0.001301,0.001301,Yobit,177141022,1514676626,1000.0,1.30073,0.0005001,0.001301,CCCAGG,0.0,,0.0005001,0.001301,0.001301,0.0,RUR,2073432.76281,2697.53315442,5,11000.0,14.30813,0.0,0.0,DUX,1,JordanManual,2017-12-31 00:53:30.498610
,,3e-08,0.0,300.0,0.0,4,XPS,4e-08,4e-08,Yobit,177144545,1514677404,42000.0,0.00168,1e-08,4e-08,CCCAGG,0.0,,1e-08,4e-08,4e-08,0.0,ETH,1807440.70618,0.0722976282473,5,92000.0,0.00368,0.0,0.0,XPS,1,JordanManual,2017-12-31 00:53:30.527385
,,-5939.06,-21821.88,-5.1037190001,-16.5004613984,4,BTC,133338.67,132250.12,LocalBitcoins,11495025,1514678067,0.07244533,8000.01028812,107128.13,108232.49,CCCAGG,1.85226112666e+12,,116367.3,132250.12,110428.24,16773437,NOK,370043.350661,40863238378.6,5,1.74320214,194940.110999,0.09868467,10920.7903396,BTC,1,JordanManual,2017-12-31 03:12:51.472798
,,-331.28472,-88.342592,-1.68255748738,-0.45428733674,4,BCH,20506.524168,20462.352872,Binance,0,1514678067,0,0,19126.171168,19159.29964,CCCAGG,3.26857399961e+11,,19689.355192,19446.413064,19358.070472,16884813,NOK,360412.478303,6976890153.97,5,0,0,0,0,BCH,1,JordanManual,2017-12-31 03:12:51.508743
,,0.009,-0.042,1.60427807487,-6.86274509804,4,HAMS,1.42,0.612,Yobit,177168378,1514682753,58.39690302,33.2862358893,0.561,0.57,CCCAGG,0.0,,0.561,0.612,0.57,0.0,RUR,23126.5658473,13462.6712388,5,425.60571573,523.123963775,58.39690302,33.2862358893,HAMS,1,JordanManual,2017-12-31 00:53:32.151418
,,0.0,0.0,0.0,0.0,4,DUX,1e-08,1e-08,Yobit,177172907,1514683706,100000.0,0.001,1e-08,1e-08,CCCAGG,0.0,,1e-08,1e-08,1e-08,0.0,BTC,2073432.76281,0.0207343276281,5,120087.0,0.00120087,100000.0,0.001,DUX,1,JordanManual,2017-12-31 00:53:30.498610
,,1.3e-06,1.3e-06,16.6453265045,16.6453265045,4,MAPC,9.11e-06,9.11e-06,Yobit,177179143,1514685048,13.86573655,0.00012631685997,7.81e-06,7.81e-06,CCCAGG,0.0,,7.81e-06,7.81e-06,9.11e-06,0.0,BTC,182.8740187,0.00166598231036,5,27.39515476,0.000249569859864,27.39515476,0.000249569859864,MAPC,1,JordanManual,2017-12-31 00:53:32.976409
,,-9.11,-9.11,-36.0792079208,-36.0792079208,4,MAPC,25.25,25.25244,Yobit,177180725,1514685415,1.41014385,22.7556661653,16.14,16.14,CCCAGG,0.0,,25.25,25.25,16.14,0.0,DOGE,182.8740187,2951.58260624,5,1.41014385,22.7556661653,1.41014385,22.7556661653,MAPC,1,JordanManual,2017-12-31 00:53:32.976409
,,0.1091,-0.0048,29.4149366406,-0.990099009901,4,SUB*,0.485,0.4848,Yobit,177184214,1514686471,38.81587051,18.6297542949,0.2538,0.2538,CCCAGG,0.0,,0.3709,0.4848,0.48,0.0,RUR,63593.3316481,30525.2375115,5,155.346965,75.0048636316,39.34435101,18.7638949805,SUB*,1,JordanManual,2017-12-31 00:53:30.520116
,,0.0,0.0,0.0,0.0,4,NEF,1e-08,1e-08,Yobit,177184628,1514686607,100000.0,0.001,1e-08,1e-08,CCCAGG,0.0,,1e-08,1e-08,1e-08,0.0,BTC,302494.558407,0.00302494558407,5,100000.0,0.001,100000.0,0.001,NEF,1,JordanManual,2017-12-31 00:53:32.146166
,,-0.92,-1.57,-9.83957219251,-15.7,4,MAPC,290.0,290.0,Yobit,177200687,1514690415,0.1,0.84265323,8.0,8.0,CCCAGG,0.0,,9.35,10.0,8.43,0.0,RUR,182.8740187,17929.1863014,5,154.06872009,17686.3576341,153.06872009,17676.3576341,MAPC,1,JordanManual,2017-12-31 00:53:32.976409
,,0.04,0.04,1.38888888889,1.38888888889,4,HAMS,2.92,2.92,Yobit,177206595,1514692243,23.47611664,68.625384162,2.88,2.8759616,CCCAGG,0.0,,2.88,2.88,2.92,0.0,DOGE,23126.5658473,67529.6473976,5,23.47611664,68.625384162,23.47611664,68.625384162,HAMS,1,JordanManual,2017-12-31 00:53:32.151418
,,0.0034,-0.0057,1.87845303867,-2.99842188322,4,LKK,0.1953,0.1901,Lykke,bd09b3b4-bc89-474b-88d4-8ed81a99fb10,1514696502,200.0,36.88,0.1777,0.1844,CCCAGG,48731241.5864,,0.181,0.1901,0.1844,264269206.0,EUR,219849.55,40523.4289638,5,28434.59,5226.5103398,200.0,36.88,LKK,1,JordanManual,2017-12-31 00:53:36.940523
,,0.0061,-0.0066,2.90476190476,-2.96362819937,4,LKK,0.2285,0.2227,Lykke,82f0a6fb-3e52-4d3a-973c-d54ef47b44c6,1514697747,750.02,162.0718218,0.205,0.2161,CCCAGG,57108575.4166,,0.21,0.2227,0.2161,264269206.0,CHF,219849.55,48244.958288,5,144005.13,31854.979126,5750.02,1256.2718218,LKK,1,JordanManual,2017-12-31 00:53:36.940523
,,1.2e-07,1.7e-07,8.05369127517,11.8055555556,4,HAMS,2.42e-06,1.64e-06,Yobit,177230489,1514698554,232.46670725,0.000374271398673,1.33e-06,1.33e-06,CCCAGG,0.0,,1.49e-06,1.44e-06,1.61e-06,0.0,BTC,23126.5658473,0.0370646683721,5,22650.279066,0.0362978466543,11994.3689237,0.0167520904977,HAMS,1,JordanManual,2017-12-31 00:53:32.151418
,,-0.00011036,-1.839e-05,-10.9095582202,-1.99973902264,4,MCAP,0.00110355,0.00095641,HitBTC,0,1514698698,0.0,0.0,0.00084605,0.00086445,CCCAGG,90123.0,,0.00101159,0.00091962,0.00090123,100000000.0,ETH,12384.0487131,11.1608762217,5,0.0,0.0,0.0,0.0,MCAP,1,JordanManual,2017-12-31 00:53:37.745511
,,0.0,0.0,0.0,0.0,4,CON,2.36,2.36,Yobit,177231847,1514698891,1.72079577,4.06107108239,2.36,2.36,CCCAGG,54380545.44,,2.36,2.36,2.36,23042604.0,RUR,65759.6136908,155192.687713,5,148.33069478,350.059842434,50.05149055,118.121316516,CON,1,JordanManual,2017-12-31 00:53:36.125471
,,0.00075,0.0,30.0,0.0,4,MAD,0.00325,0.00325,Yobit,177232243,1514698971,615.38840239,2.0,0.0024,0.00325,CCCAGG,6860.86879678,,0.0025,0.00325,0.00325,2111036.55285,RUR,6187132.78593,18109.5010868,5,3580488.32394,9637.90658536,2615.38840239,8.49998,MAD,1,JordanManual,2017-12-31 00:53:37.754651
,,0.0033,0.0,1.50204824761,0.0,4,LKK,0.2236,0.223,Lykke,f93c5b65-8056-4017-8616-2da55fbe39a0,1514701012,500.0,111.5,0.2174,0.223,CCCAGG,58932032.938,,0.2197,0.223,0.223,264269206.0,USD,219849.55,48917.4369579,5,46509.93,10262.7016979,500.13,111.52899,LKK,1,JordanManual,2017-12-31 00:53:36.940523
,,-1.61e-06,2.28e-06,-18.1102362205,45.6,4,USC,8.89e-06,7.49e-06,Yobit,177240418,1514701039,45.0,0.0003276,5e-06,5e-06,CCCAGG,75.29786264,,8.89e-06,5e-06,7.28e-06,10343113.0,BTC,11082.8429806,0.066975915594,5,10284.0211965,0.061160493006,59.0,0.00043246,USC,1,JordanManual,2017-12-31 00:53:30.547705
,,-650.59453092,158.50640634,-4.88701086196,1.26768327323,4,BTC,13348.8282031,13082.7638594,Kraken,0.0,1514701743,0.0,0.0,12393.4544145,12440.4332156,CCCAGG,2.12384836837e+11,,13312.729382,12503.6284447,12662.134851,16773225.0,CHF,382932.563957,4848758051.55,5,10.52096858,147505.79832,0.0,0.0,BTC,1,JordanManual,2017-12-31 00:50:29.663820
,,-650.59453092,158.50640634,-4.88701086196,1.26768327323,4,BTC,13348.8282031,13082.7638594,Bitfinex,0.0,1514701743,0.0,0.0,12393.4544145,12440.4332156,CCCAGG,2.12384836837e+11,,13312.729382,12503.6284447,12662.134851,16773225.0,CHF,383099.514977,4850872007.88,5,10.52096858,147505.79832,0.0,0.0,BTC,1,JordanManual,2017-12-31 00:51:46.680152
,,-638.95226127,170.14867599,-4.79955870008,1.36079440254,4,BTC,13348.8282031,13082.7638594,OKEX,0.0,1514701743,0.0,0.0,12393.4544145,12440.4332156,CCCAGG,2.12580115245e+11,,13312.729382,12503.6284447,12673.7771207,16773225.0,CHF,382764.383795,4851084655.34,5,10.52096858,147505.79832,0.0,0.0,BTC,1,JordanManual,2017-12-31 00:49:19.188498
,,-1e-08,0.0,-14.2857142857,0.0,4,MAD,7e-08,6e-08,Yobit,177243026,1514701803,54836.1666667,0.00329017,4e-08,6e-08,CCCAGG,0.126662193171,,7e-08,6e-08,6e-08,2111036.55285,ETH,6187132.78593,0.378834693883,5,1104215.81412,0.0738596755754,54836.1666667,0.00329017,MAD,1,JordanManual,2017-12-31 00:53:37.754651
,,-7.01e-06,-7.01e-06,-17.520619845,-17.520619845,4,MAD,8.793e-05,8.793e-05,Yobit,177243030,1514701804,1810.39466722,0.0597430240183,3.3e-05,3.3e-05,CCCAGG,69.6642062442,,4.001e-05,4.001e-05,3.3e-05,2111036.55285,USD,6187132.78593,210.783746898,5,153719.206357,11.6810987726,65049.7808019,5.56301505618,MAD,1,JordanManual,2017-12-31 00:53:37.754651
,,-0.001834,0.0,-24.4533333333,0.0,4,SUB*,0.0075,0.005666,Yobit,177245369,1514702521,955.0,5.41102045,0.0022,0.0022,CCCAGG,0.0,,0.0075,0.005666,0.005666,0.0,USD,63593.3316481,358.014696846,5,3490.40155472,17.4714949373,2219.28636363,10.804947702,SUB*,1,JordanManual,2017-12-31 00:53:30.520116
,,0.000169,0.0003789,27.2580645161,92.3920994879,4,MCAP,0.000789,0.000789,EtherDelta,1514702715000,1514702715,0.1,7.89e-05,0.00062,0.000410051,CCCAGG,78900.0,,0.00062,0.0004101,0.000789,100000000.0,ETH,12384.0487131,9.44213552397,5,2034.04871313,1.27598552397,2034.04871313,1.27598552397,MCAP,1,JordanManual,2017-12-31 00:53:48.073425
,,-0.0004,-0.0001,-17.3913043478,-5.0,4,UTT,0.0023,0.002,HitBTC,127810575,1514702835,0.1,0.00019,0.0017,0.0018,CCCAGG,0.0,,0.0023,0.002,0.0019,0.0,ETH,21244.9,40.60688,5,8741.2,16.84985,1594.3,3.00238,UTT,1,JordanManual,2017-12-31 00:53:30.525943
,,2.41e-06,1.27e-06,8.30748017925,4.21227197347,4,SEQ,3.231e-05,3.231e-05,BitTrex,6055071,1514705500,25.41056651,0.00079839,2.792e-05,2.998e-05,CCCAGG,1422.29054946,,2.901e-05,3.015e-05,3.142e-05,45267044.8588,BTC,292826.498126,8.8102255,5,292826.498126,8.8102255,52889.981205,1.66655809,SEQ,1,JordanManual,2017-12-31 00:53:37.734064
,,1e-08,1e-08,33.3333333333,33.3333333333,4,ESP,4e-08,4e-08,LiveCoin,232344974,1514705660,150000.0,0.006,3e-08,3e-08,CCCAGG,834.21073536,,3e-08,3e-08,4e-08,20855268384.0,BTC,12259360.4129,0.386234446518,5,12259360.4129,0.386234446518,413302.305849,0.016532092234,ESP,1,JordanManual,2017-12-31 00:53:37.740611
,,1.964e-05,3.894e-05,77.4753451677,643.636363636,1,NEF,4.499e-05,4.499e-05,Yobit,177257440,1514705920,10000.0,0.4499,6.05e-06,6.05e-06,CCCAGG,0.0,,2.535e-05,6.05e-06,4.499e-05,0.0,USD,302494.558407,12.9031006153,5,103994.558399,3.97258561494,10000.0,0.4499,NEF,1,JordanManual,2017-12-31 00:53:32.146166
,,0.00023727,-0.00032554,4.77614884627,-5.88613934785,4,AVT,0.00570167,0.00561339,Bitfinex,0,1514705937,0.0,0.0,0.0049108,0.00501563,CCCAGG,52050.8,,0.00496781,0.00553062,0.00520508,10000000.0,ETH,207726.386068,1081.23245759,5,0.0,0.0,0.0,0.0,AVT,1,JordanManual,2017-12-31 00:53:38.558883
,,0.02630127,-0.0205996,5.69494246621,-4.04916934985,4,VERI,0.5453375,0.5453375,HitBTC,0,1514705982,0.0,0.0,0.45889277,0.45889277,CCCAGG,48813684.0,,0.46183557,0.50873644,0.48813684,100000000.0,ETH,2979.83173217,1454.56564547,5,0.0,0.0,0.0,0.0,VERI,1,JordanManual,2017-12-31 00:53:38.550784
,,-0.00742,-0.00652,-61.8333333333,-58.7387387387,4,MAD,0.012,0.0111,Yobit,177258374,1514706217,3187.34932615,14.5980599138,0.004556,0.00458,CCCAGG,9668.54741207,,0.012,0.0111,0.00458,2111036.55285,DOGE,6187132.78593,31655.262899,5,1232985.4415,8965.26806157,107794.336226,1145.49805991,MAD,1,JordanManual,2017-12-31 00:53:37.754651
,,0.0183,0.0098,1220.0,98.0,4,F16,0.0199,0.0199,Yobit,177258879,1514706392,151523.186836,3000.0,0.0015,0.01,CCCAGG,0.0,,0.0015,0.01,0.0198,0.0,DOGE,1712709812.21,33829229.9364,5,7809865.06115,72210.9827925,928734.206261,18262.4986507,F16,1,JordanManual,2017-12-31 00:53:31.344095
,,0.00936,-0.0056,1733.33333333,-36.1290322581,2,F16,0.02,0.02,Yobit,177258890,1514706393,31819.1442618,315.009528192,0.00054,0.008001,CCCAGG,0.0,,0.00054,0.0155,0.0099,0.0,RUR,1712709812.21,16938839.8853,5,3561652.69102,18273.1060453,548027.282476,8143.14287749,F16,1,JordanManual,2017-12-31 00:53:31.344095
,,-0.05,-0.15,-1.35135135135,-3.94736842105,4,AVT,4.01,3.8,Bitfinex,148068642,1514706482,24.64295,90.033017825,3.26,3.61,CCCAGG,36500000.0,,3.7,3.8,3.65,10000000.0,USD,207726.386068,757240.702366,5,89569.1384252,325966.748471,8411.85438156,30952.0583178,AVT,1,JordanManual,2017-12-31 00:53:38.558883
,,-17745.63,-108.0,-2.0801235131,-0.0129269019602,4,BTC,885000.0,874233.83,Exmo,37110717.0,1514706497,0.00397792,3322.99127626,800000.0,822550.0,CCCAGG,1.40116644628e+13,,853104.63,835467.0,835359.0,16773225.0,RUB,382764.383795,3.19753647364e+11,5,348.3094847,298937943.963,73.46564146,62606507.7206,BTC,1,JordanManual,2017-12-31 00:49:19.188498
,,-1.14,0.69,-2.31284236153,1.45385587863,2,QTUM,57.62,50.34,Gateio,34304603,1514706504,1.896,90.45816,43.58,46.12,CCCAGG,4815000000.0,,49.29,47.46,48.15,100000000.0,USDT,3224020.16101,155490353.301,5,138397.219639,6917608.67362,23873.5774109,1170792.4409,QTUM,1,JordanManual,2017-12-31 00:53:32.160817
,,-33602.33,-6532.78,-3.8847371135,-0.779648198188,4,BTC,870095.18,862486.93,Yobit,177259367.0,1514706510,0.00048971,407.132161045,804992.82,830031.15,CCCAGG,1.39449412447e+13,,864983.37,837913.82,831381.04,16773225.0,RUR,382764.383795,3.18223403173e+11,5,77.24666645,64573112.7472,10.78692635,9077467.92625,BTC,1,JordanManual,2017-12-31 00:49:19.188498
,,-0.0165,-0.0082,-6.64251207729,-3.41524364848,4,CFI,0.2489,0.2403,Liqui,55079430,1514706523,327.25991459,75.8995691531,0.2109,0.2304,CCCAGG,115950000.0,,0.2484,0.2401,0.2319,500000000.0,USDT,12506973.6889,2900402.56637,5,179223.69319,41597.3423719,61832.9999914,14433.4892359,CFI,1,JordanManual,2017-12-31 00:53:39.340379
,,-135498.01,23570.13,-7.35789060047,1.40092821651,2,BTC,1842975.89,1751519.37,bitFlyerFX,103788883.0,1514706554,0.01,17503.73,1637364.25,1672892.42,CCCAGG,2.86157147835e+13,,1841533.36,1682465.22,1706035.35,16773225.0,JPY,382764.383795,6.57341803263e+11,5,132919.666152,2.31097882954e+11,36717.5192001,62508909230.3,BTC,1,JordanManual,2017-12-31 00:49:19.188498
,,-726.59,398.89,-5.32027531669,3.1830935114,4,BTC,13701.37,13431.15,Kraken,1514706559.24,1514706559,0.16345011,2129.23189295,11957.88,12359.43,CCCAGG,2.16884676272e+11,,13657.0,12531.52,12930.41,16773225.0,USD,382764.383795,4938627594.8,5,150586.594189,1936473582.3,35884.7231763,468136600.909,BTC,1,JordanManual,2017-12-31 00:49:19.188498
,,-0.06,0.01,-3.63636363636,0.632911392405,4,MYST,1.65,1.65,Liqui,55079518,1514706562,96.32645647,152.977690776,1.46,1.58,CCCAGG,51569051.3393,,1.65,1.58,1.59,32433365.6222,USDT,1182186.94089,1877791.89475,5,67633.2010122,105651.448342,23002.3742081,36847.7047753,MYST,1,JordanManual,2017-12-31 00:53:38.561119
,,1.1e-05,1.1e-05,100.0,100.0,1,F16,2.2e-05,2.2e-05,Yobit,0,1514706570,0.0,0.0,1.1e-05,1.1e-05,CCCAGG,0.0,,1.1e-05,1.1e-05,2.2e-05,0.0,WAVES,1712709812.21,37679.6158686,5,0.0,0.0,0.0,0.0,F16,1,JordanManual,2017-12-31 00:53:31.344095
,,0.01297987,-0.06852931,8.53217622368,-29.3314485345,4,ZRC,0.22747773,0.26685733,Tidex,0,1514706584,0.0,0.0,0.14585854,0.16510835,CCCAGG,0.0,,0.15212848,0.23363766,0.16510835,0.0,WAVES,61044.3426897,10078.9306983,5,0.0,0.0,0.0,0.0,ZRC,1,JordanManual,2017-12-31 00:53:36.924179
,,-1.586e-05,3.6e-05,-1.00017657594,2.34701993663,4,QWARK,0.00174558,0.00174558,BitTrex,0,1514706585,0.0,0.0,0.0013917,0.00150214,CCCAGG,0.0,,0.00158572,0.00153386,0.00156986,0.0,LTC,2428011.22917,3811.63770822,5,0.0,0.0,0.0,0.0,QWARK,1,JordanManual,2017-12-31 00:53:32.976529
,,0.07,-0.01,3.78378378378,-0.518134715026,4,QRL,1.99,1.94,Liqui,55079589,1514706593,46.90338197,90.2328505278,1.69,1.88,CCCAGG,124800000.0,,1.85,1.93,1.92,65000000.0,USDT,745105.92045,1429321.8633,5,22425.1652231,41774.8132635,5855.54101853,11196.220211,QRL,1,JordanManual,2017-12-31 00:53:36.137454
,,-23569.22,-5931.59,-2.76275842038,-0.709972985169,2,BTC,885000.0,874233.83,Exmo,37111032.0,1514706599,0.01380895,11455.0130523,800000.0,822550.0,CCCAGG,1.39139840774e+13,,853104.63,835467.0,829535.41,16773225.0,RUB,382932.563957,3.17666124405e+11,5,348.35071778,298972215.842,73.50687454,62640779.5992,BTC,1,JordanManual,2017-12-31 00:50:29.663820
,,2.17136799,-0.34095861,3.28536519142,-0.496991891185,4,QTUM,79.10239752,70.63226784,OKEX,0,1514706600,0.0,0.0,64.87186185,66.27158667,CCCAGG,6826350276.0,,66.09213477,68.60446137,68.26350276,100000000.0,SGD,3224114.28875,220089306.835,5,9.3366146,609.536942786,0.0,0.0,QTUM,1,JordanManual,2017-12-31 00:55:12.853238
,,2.35081989,-0.16150671,3.55688297583,-0.235417211614,4,QTUM,79.10239752,70.63226784,BitTrex,0,1514706600,0.0,0.0,64.87186185,66.27158667,CCCAGG,6844295466.0,,66.09213477,68.60446137,68.44295466,100000000.0,SGD,3224022.01016,220661562.776,5,9.3366146,609.536942786,0.0,0.0,QTUM,1,JordanManual,2017-12-31 00:54:03.783527
,,2.35081989,-0.16150671,3.55688297583,-0.235417211614,4,QTUM,79.10239752,70.63226784,Binance,0,1514706600,0.0,0.0,64.87186185,66.27158667,CCCAGG,6844295466.0,,66.09213477,68.60446137,68.44295466,100000000.0,SGD,3224020.16101,220661436.215,5,9.3366146,609.536942786,0.0,0.0,QTUM,1,JordanManual,2017-12-31 00:53:32.160817
,,-720.05,405.63,-5.27231057611,3.23687788872,4,BTC,13701.56,13431.15,Coinbase,31414069.0,1514706626,0.53918842,7063.36291012,11958.02,12359.43,CCCAGG,2.16997727809e+11,,13657.2,12531.52,12937.15,16773225.0,USD,382932.563957,4942373611.24,5,150658.985664,1937415487.83,35957.1146517,469078506.444,BTC,1,JordanManual,2017-12-31 00:50:29.663820
,,-138347.41,20713.37,-7.512650378,1.23113213597,2,BTC,1842968.54,1751519.37,bitFlyer,103789370.0,1514706627,0.50000032,760322.986606,1637358.36,1672892.42,CCCAGG,2.85677977053e+13,,1841526.0,1682465.22,1703178.59,16773225.0,JPY,382932.563957,6.56913659498e+11,5,132983.107629,2.31205096899e+11,36780.9606776,62616123175.4,BTC,1,JordanManual,2017-12-31 00:50:29.663820
,,-17748.26,-110.63,-2.08043179885,-0.0132416959617,1,BTC,885000.0,874233.83,Exmo,37111130.0,1514706633,0.004,3341.42546558,800000.0,822550.0,CCCAGG,1.40116203492e+13,,853104.63,835467.0,835356.37,16773225.0,RUB,382991.88074,3.19942681669e+11,5,348.69471778,299258787.807,73.85087454,62927351.5646,BTC,1,JordanManual,2017-12-31 00:50:55.913387
,,-0.0394,-0.0176,-7.06473014165,-3.28419481247,4,PTOY,0.5577,0.5431,Liqui,55079685,1514706635,175.16668077,90.796135537,0.4743,0.516,CCCAGG,51831036.6,,0.5577,0.5359,0.5183,100002000.0,USDT,5229859.09719,2710646.4771,5,84112.1643796,43605.8418249,23137.5087414,12282.3251077,PTOY,1,JordanManual,2017-12-31 00:53:36.136559
