Algorithm,CHANGE24HOUR,CHANGEDAY,CHANGEPCT24HOUR,CHANGEPCTDAY,CoinName,FLAGS,FROMSYMBOL,FullName,FullyPremined,HIGH24HOUR,HIGHDAY,Id,ImageUrl,LASTMARKET,LASTTRADEID,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LOW24HOUR,LOWDAY,MARKET,MKTCAP,Name,OPEN24HOUR,OPENDAY,PRICE,PreMinedValue,ProofType,SUPPLY,SortOrder,Sponsored,Symbol,TOSYMBOL,TOTALVOLUME24H,TOTALVOLUME24HTO,TYPE,TotalCoinSupply,TotalCoinsFreeFloat,Url,VOLUME24HOUR,VOLUME24HOURTO,VOLUMEDAY,VOLUMEDAYTO,coin,coin_units,computer_name,source,timestamp_api_call
SHA256,,,,,Eurocoin,,,Eurocoin (EUC),0.0,,,34849.0,/media/1382471/euc.png,,,,,,,,,,EUC,,,,,PoW/PoS,,951.0,0.0,EUC,,,,,20000000,,/coins/euc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,CoolDarkCoin,,,CoolDarkCoin (CCX),0.0,,,34851.0,/media/352188/ccx.png,,,,,,,,,,CCX,,,,,PoW/PoS,,952.0,0.0,CCX,,,,,11052632,,/coins/ccx/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,BitcoinFast,,,BitcoinFast (BCF),0.0,,,34854.0,/media/352189/btf.png,,,,,,,,,,BCF,,,,,PoW/PoS,,953.0,0.0,BCF,,,,,33000000,,/coins/bcf/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Kucoin,,,Kucoin (KCS),0.0,,,348628.0,/media/12318389/kcs.png,,,,,,,,,,KCS,,,,,,,1738.0,0.0,KCS,,,,,181043076 ,,/coins/kcs/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,GATCOIN,,,GATCOIN (GAT),0.0,,,349487.0,/media/12318390/gat.png,,,,,,,,,,GAT,,,,,,,1739.0,0.0,GAT,,,,,1000000000,,/coins/gat/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Ethereum Blue,,,Ethereum Blue (BLUE),0.0,,,350048.0,/media/12318407/blue.png,,,,,,,,,,BLUE,,,,,,,1740.0,0.0,BLUE,,,,,42000000,,/coins/blue/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256D,,,,,SeedShares,,,SeedShares (SEEDS),0.0,,,35027.0,/media/352190/seeds.png,,,,,,,,,,SEEDS,,,,,PoW/PoS,,954.0,0.0,SEEDS,,,,,7996400,,/coins/seeds/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,PoSWallet,,,PoSWallet (POSW),0.0,,,35030.0,/media/1382902/posw.png,,,,,,,,,,POSW,,,,,PoW/PoS,,955.0,0.0,POSW,,,,,41000000,,/coins/posw/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Follow Coin,,,Follow Coin (FLLW),0.0,,,350394.0,/media/12318412/fllw.png,,,,,,,,,,FLLW,,,,,,,1742.0,0.0,FLLW,,,,,1000000000,,/coins/fllw/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Wyrify,,,Wyrify (WYR),0.0,,,350395.0,/media/12318413/wyr.png,,,,,,,,,,WYR,,,,,,,1743.0,0.0,WYR,,,,,200000000,,/coins/wyr/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Vezt,,,Vezt (VZT),0.0,,,350476.0,/media/12318414/vzt.png,,,,,,,,,,VZT,,,,,PoW,,1744.0,0.0,VZT,,,,,125000000,,/coins/vzt/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,IndiCoin,,,IndiCoin (INDI),0.0,,,351078.0,/media/12318419/indi.png,,,,,,,,,,INDI,,,,,PoW,,1745.0,0.0,INDI,,,,,550000000,,/coins/indi/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Tokes,,,Tokes (TKS),0.0,,,35124.0,/media/352207/tks.jpg,,,,,,,,,,TKS,,,,,,,956.0,0.0,TKS,,,,,50000000,,/coins/tks/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,BitConnect Coin,,,BitConnect Coin (BCCOIN),0.0,,,35165.0,/media/9350709/bccoin1.png,,,,,,,,,,BCCOIN,,,,,PoW/PoS,,957.0,0.0,BCCOIN,,,,,28000000,,/coins/bccoin/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
PHI1612,,,,,LUXCoin,,,LUXCoin (LUX),0.0,,,351720.0,/media/12318422/lux.png,,,,,,,,,,LUX,,,,,PoW/PoS,,1748.0,0.0,LUX,,,,,60000000,,/coins/lux/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
PoS,,,,,ShortyCoin,,,ShortyCoin (SHORTY),0.0,,,35226.0,/media/352222/shorty.png,,,,,,,,,,SHORTY,,,,,PoS,,959.0,0.0,SHORTY,,,,,100000000,,/coins/shorty/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,Procom,,,Procom (PCM),0.0,,,35228.0,/media/352223/pcm.png,,,,,,,,,,PCM,,,,,PoW,,960.0,0.0,PCM,,,,,28000000,,/coins/pcm/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256,,,,,Kernalcoin,,,Kernalcoin (KC),0.0,,,35230.0,/media/352224/kc.png,,,,,,,,,,KC,,,,,PoW,,961.0,0.0,KC,,,,,,,/coins/kc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X13,,,,,CoralPay,,,CoralPay (CORAL),0.0,,,35232.0,/media/352225/coral.png,,,,,,,,,,CORAL,,,,,PoS,,962.0,0.0,CORAL,,,,,21000000,,/coins/coral/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,BAM,,,BAM (BAM),0.0,,,35407.0,/media/352236/bam.png,,,,,,,,,,BAM,,,,,PoW/PoS,,963.0,0.0,BamitCoin,,,,,,,/coins/bam/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,TBIS token,,,TBIS token (BAR),0.0,,,354771.0,/media/14543951/bar.png,,,,,,,,,,BAR,,,,,,,1749.0,0.0,BAR,,,,,100000000,,/coins/bar/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Dagger,,,,,Pirl,,,Pirl (PIRL),0.0,,,355019.0,/media/14543968/pirl.png,,,,,,,,,,PIRL,,,,,PoW,,1750.0,0.0,PIRL,,,,,,,/coins/pirl/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Ethereum Cash,,,Ethereum Cash (ECASH),0.0,,,355117.0,/media/14543971/ecash.png,,,,,,,,,,ECASH,,,,,,,1751.0,0.0,ECASH,,,,,15000000,,/coins/ecash/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,WePower,,,WePower (WPR),0.0,,,355242.0,/media/14543969/wpr.png,,,,,,,,,,WPR,,,,,,,1752.0,0.0,WPR,,,,,289000000,,/coins/wpr/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Dragonchain,,,Dragonchain (DRGN),0.0,,,355702.0,/media/16746490/drgn.png,,,,,,,,,,DRGN,,,,,,,1753.0,0.0,DRGN,,,,,433494437,,/coins/drgn/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Nexium,,,Nexium (NXC),0.0,,,35678.0,/media/352248/nxc.png,,,,,,,,,,NXC,,,,,,,964.0,0.0,NXC,,,,,100000000,,/coins/nxc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,MoneyCoin,,,MoneyCoin (MONEY),0.0,,,35681.0,/media/352249/money.png,,,,,,,,,,MONEY,,,,,PoW/PoS,,965.0,0.0,MONEY,,,,,650659833,,/coins/money/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,Blackstar,,,Blackstar (BSTAR),0.0,,,35684.0,/media/352250/bstar.png,,,,,,,,,,BSTAR,,,,,PoS,,966.0,0.0,BSTAR,,,,,,,/coins/bstar/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,Horse Power,,,Horse Power (HSP),0.0,,,35687.0,/media/352251/hsp.png,,,,,,,,,,HSP,,,,,PoW,,967.0,0.0,HSP,,,,,2900000,,/coins/hsp/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,ODMCoin,,,ODMCoin (ODMC),0.0,,,357404.0,/media/14761889/odmcoin.png,,,,,,,,,,ODMC,,,,,,,1754.0,0.0,ODMC,,,,,25000,,/coins/odmc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,CyberTrust,,,CyberTrust (CABS*),0.0,,,357413.0,/media/14761917/ctst.png,,,,,,,,,,CABS*,,,,,,,1755.0,0.0,CABS*,,,,,600000,,/coins/cabsstar/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Brat,,,Brat (BRAT),0.0,,,357734.0,/media/14761895/brat.png,,,,,,,,,,BRAT,,,,,,,1756.0,0.0,BRAT,,,,,1000000000,,/coins/brat/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,HazMatCoin,,,HazMatCoin (HZT),0.0,,,35811.0,/media/352291/hzt.png,,,,,,,,,,HZT,,,,,PoW/PoS,,968.0,0.0,HZT,,,,,100000000,,/coins/hzt/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
DPoS,,,,,CryptoSpots,,,CryptoSpots (CS),0.0,,,35813.0,/media/352292/cs.png,,,,,,,,,,CS,,,,,DPoS,,969.0,0.0,CS,,,,,5000000,,/coins/cs/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X13,,,,,PoolStamp,,,PoolStamp (XSP),0.0,,,35816.0,/media/352293/xsp.png,,,,,,,,,,XSP,,,,,PoW/PoS,,970.0,0.0,XSP,,,,,,,/coins/xsp/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,CryptoCarbon,,,CryptoCarbon (CCRB),0.0,,,35818.0,/media/352294/ccrb.png,,,,,,,,,,CCRB,,,,,,,971.0,0.0,CCRB,,,,,70000000,,/coins/ccrb/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,BullshitCoin,,,BullshitCoin (BULLS),0.0,,,35821.0,/media/352295/bulls.png,,,,,,,,,,BULLS,,,,,PoW/PoS,,972.0,0.0,BULLS,,,,,,,/coins/bulls/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Incent,,,Incent (INCNT),0.0,,,35823.0,/media/352296/incnt.png,,,,,,,,,,INCNT,,,,,,,973.0,0.0,INCNT,,,,,,,/coins/incnt/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
PoS,,,,,Iconic,,,Iconic (ICON),0.0,,,35825.0,/media/352297/icon.png,,,,,,,,,,ICON,,,,,PoS,,974.0,0.0,ICON,,,,,520000,,/coins/icon/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
PoS,,,,,NewInvestCoin,,,NewInvestCoin (NIC),0.0,,,35947.0,/media/352309/nic.png,,,,,,,,,,NIC,,,,,PoS,,975.0,0.0,NIC,,,,,47090909,,/coins/nic/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
PoS,,,,,AvonCoin,,,AvonCoin (ACN),0.0,,,35949.0,/media/352310/acn.png,,,,,,,,,,ACN,,,,,PoS,,976.0,0.0,ACN,,,,,1000000000,,/coins/acn/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,Enigma,,,Enigma (XNG),0.0,,,35953.0,/media/352311/xng.png,,,,,,,,,,XNG,,,,,PoW/PoS,,977.0,0.0,XNG,,,,,5000000,,/coins/xng/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
CryptoNight,,,,,Cannabis Industry Coin,,,Cannabis Industry Coin (XCI),0.0,,,35955.0,/media/352312/xci.png,,,,,,,,,,XCI,,,,,PoW,,978.0,0.0,XCI,,,,,21000000,,/coins/xci/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Dynamic Trading Rights,,,Dynamic Trading Rights (DTR),0.0,,,360063.0,/media/14761903/dtr.png,,,,,,,,,,DTR,,,,,,,1757.0,0.0,DTR,,,,,3750000,,/coins/dtr/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,CryptoInsight,,,CryptoInsight (TKR),0.0,,,360229.0,/media/14761909/tkr.png,,,,,,,,,,TKR,,,,,,,1758.0,0.0,TKR,,,,,12529747,,/coins/tkr/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,SelfKey,,,SelfKey (KEY),0.0,,,360299.0,/media/14761912/key.png,,,,,,,,,,KEY,,,,,,,1759.0,0.0,KEY*,,,,,6000000000,,/coins/key/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,EthereumLite,,,EthereumLite (ELITE),0.0,,,360657.0,/media/14761914/elite.png,,,,,,,,,,ELITE,,,,,,,1760.0,0.0,ELITE,,,,,1000000,,/coins/elite/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,Xios,,,Xios (XIOS),0.0,,,360740.0,/media/14761915/xios.png,,,,,,,,,,XIOS,,,,,PoW/PoS,,1761.0,0.0,XIOS,,,,,21000000,,/coins/xios/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,DOVU,,,DOVU (DOVU),0.0,,,360827.0,/media/14761916/dovu.png,,,,,,,,,,DOVU,,,,,,,1762.0,0.0,DOVU,,,,,1200000000,,/coins/dovu/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Electroneum,,,Electroneum (ETN),0.0,,,361881.0,/media/14761932/electroneum.png,,,,,,,,,,ETN,,,,,PoW,,1763.0,0.0,ETN,,,,,21000000000 ,,/coins/etn/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Realisto,,,Realisto (REA),0.0,,,362039.0,/media/14761934/rea.png,,,,,,,,,,REA,,,,,,,1764.0,0.0,REA,,,,,,,/coins/rea/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Avesta hash,,,,,Avesta,,,Avesta (AVE),0.0,,,362627.0,/media/14761937/ave.png,,,,,,,,,,AVE,,,,,PoW,,1765.0,0.0,AVE,,,,,200000000,,/coins/ave/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Xenon,,,Xenon (XNN),0.0,,,362769.0,/media/14761938/xnn.png,,,,,,,,,,XNN,,,,,,,1766.0,0.0,XNN,,,,,1000000000,,/coins/xnn/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Quark,,,,,Bitcloud 2.0,,,Bitcloud 2.0 (BTDX),0.0,,,362846.0,/media/14761939/btdx.png,,,,,,,,,,BTDX,,,,,PoW/PoS,,1767.0,0.0,BTDX,,,,,200000000,,/coins/btdx/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Lendoit,,,Lendoit (LOAN),0.0,,,363006.0,/media/14761940/loan.png,,,,,,,,,,LOAN,,,,,,,1768.0,0.0,LOAN*,,,,,,,/coins/loan/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Data Trading,,,Data Trading (DTT*),0.0,,,363066.0,/media/14761941/dtt1.png,,,,,,,,,,DTT*,,,,,,,1769.0,0.0,DTT*,,,,,,,/coins/dttstar/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,ProsperCoin,,,ProsperCoin (PRC),0.0,,,3638.0,/media/20393/prc.png,,,,,,,,,,PRC,,,,,PoW,,18.0,0.0,PRC,,,,,21000000,,/coins/prc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Multiple,,,,,YbCoin,,,YbCoin (YBC),0.0,,,3639.0,/media/19975/ybc.png,,,,,,,,,,YBC,,,,,,,19.0,0.0,YBC,,,,,200000000,,/coins/ybc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,ZABERcoin,,,ZABERcoin (ZAB),0.0,,,363992.0,/media/14761946/zab.png,,,,,,,,,,ZAB,,,,,,,1770.0,0.0,ZAB,,,,,10000000,,/coins/zab/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X13,,,,,DarkKush,,,DarkKush (DANK),0.0,,,3640.0,/media/20247/dank.png,,,,,,,,,,DANK,,,,,PoW/PoS,,20.0,0.0,DANK,,,,,3000000,,/coins/dank/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Modulum,,,Modulum (MDL),0.0,,,364051.0,/media/14913435/mdl-ico.png,,,,,,,,,,MDL,,,,,,,1771.0,0.0,MDL,,,,,35100000,,/coins/mdl/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,GiveCoin,,,GiveCoin (GIVE),0.0,,,3641.0,/media/20297/give.png,,,,,,,,,,GIVE,,,,,PoW,,21.0,0.0,GIVE,,,,,500000000,,/coins/give/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X15,,,,,KoboCoin,,,KoboCoin (KOBO),0.0,,,3642.0,/media/20329/kobo.png,,,,,,,,,,KOBO,,,,,PoW/PoS,,22.0,0.0,KOBO,,,,,350000000,,/coins/kobo/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
NIST5,,,,,DarkToken,,,DarkToken (DT),0.0,,,3643.0,/media/20031/dt.png,,,,,,,,,,DT,,,,,PoW/PoS,,23.0,0.0,DT,,,,,0,,/coins/dt/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Bitfinex Bitcoin Future,,,Bitfinex Bitcoin Future (BT1),0.0,,,364317.0,/media/19633/btc.png,,,,,,,,,,BT1,,,,,,,1772.0,0.0,BT1,,,,,,,/coins/bt1/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Bitcoin SegWit2X,,,Bitcoin SegWit2X (BT2),0.0,,,364348.0,/media/19633/btc.png,,,,,,,,,,BT2,,,,,,,1773.0,0.0,BT2,,,,,,,/coins/bt2/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,CETUS Coin,,,CETUS Coin (CETI),0.0,,,3644.0,/media/20228/ceti.png,,,,,,,,,,CETI,,,,,PoW/PoS,,24.0,0.0,CETI,,,,,0,,/coins/ceti/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Sharpe Capital,,,Sharpe Capital (SHP),0.0,,,364472.0,/media/14761950/shp.png,,,,,,,,,,SHP,,,,,,,1774.0,0.0,SHP,,,,,333333333,,/coins/shp/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Supcoin,,,Supcoin (SUP),0.0,,,3645.0,/media/20442/sup.png,,,,,,,,,,SUP,,,,,PoW,,25.0,0.0,SUP,,,,,0,,/coins/sup/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256D,,,,,PetroDollar,,,PetroDollar (XPD),0.0,,,3646.0,/media/20162/xpd.png,,,,,,,,,,XPD,,,,,,,26.0,0.0,XPD,,,,,122107462,,/coins/xpd/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,GeoCoin,,,GeoCoin (GEO),0.0,,,3647.0,/media/20292/geo.png,,,,,,,,,,GEO,,,,,,,27.0,0.0,GEO,,,,,1000000000,,/coins/geo/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Jincor,,,Jincor (JCR),0.0,,,364747.0,/media/14761952/jcr.png,,,,,,,,,,JCR,,,,,,,1775.0,0.0,JCR,,,,,35000000,,/coins/jcr/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,CleverHash,,,CleverHash (CHASH),0.0,,,3648.0,/media/20231/chash.png,,,,,,,,,,CHASH,,,,,,,28.0,0.0,CHASH,,,,,0,,/coins/chash/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,Extreme Sportsbook,,,Extreme Sportsbook (XSB),0.0,,,364846.0,/media/14761953/xbs.png,,,,,,,,,,XSB,,,,,PoS,,1776.0,0.0,XSB,,,,,3000000,,/coins/xsb/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,Spreadcoin,,,Spreadcoin (SPR),0.0,,,3649.0,/media/20438/spr.png,,,,,,,,,,SPR,,,,,PoW,,29.0,0.0,SPR,,,,,20000000,,/coins/spr/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,NXTI,,,NXTI (NXTI),0.0,,,3650.0,/media/20376/nxti.png,,,,,,,,,,NXTI,,,,,,,30.0,0.0,NXTI,,,,,,,/coins/nxti/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,Insanity Coin,,,Insanity Coin (WOLF),0.0,,,3653.0,/media/20559/wolf.png,,,,,,,,,,WOLF,,,,,PoW,,31.0,0.0,WOLF,,,,,50000000,,/coins/wolf/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,DogeParty,,,DogeParty (XDP),0.0,,,3655.0,/media/20560/xdp.png,,,,,,,,,,XDP,,,,,,,32.0,0.0,XDP,,,,,0,,/coins/xdp/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,eBoost,,,eBoost (EBST),0.0,,,368732.0,/media/14913431/ebst.png,,,,,,,,,,EBST,,,,,PoW,,1778.0,0.0,EBST,,,,,100000000,,/coins/ebst/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
POS 2.0,,,,,KekCoin,,,KekCoin (KEK),0.0,,,368743.0,/media/14913432/kek.png,,,,,,,,,,KEK,,,,,PoS,,1779.0,0.0,KEK,,,,,21000000,,/coins/kek/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,AidCoin,,,AidCoin (AID),0.0,,,368770.0,/media/14913433/aidcoin.png,,,,,,,,,,AID,,,,,,,1780.0,0.0,AID,,,,,100000000,,/coins/aid/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,BlackholeCoin,,,BlackholeCoin (BHC*),0.0,,,369029.0,/media/14913434/bhc.png,,,,,,,,,,BHC*,,,,,PoW/PoS,,1781.0,0.0,BHC*,,,,,14788275.991,,/coins/bhcstar/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SkunkHash,,,,,AltCommunity Coin,,,AltCommunity Coin (ALTCOM),0.0,,,369110.0,/media/14913436/altcom.png,,,,,,,,,,ALTCOM,,,,,PoW/PoS,,1782.0,0.0,ALTCOM,,,,,163358.72760916,,/coins/altcom/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,SimpleToken,,,SimpleToken (OST),0.0,,,369132.0,/media/14913437/st.png,,,,,,,,,,OST,,,,,,,1783.0,0.0,OST,,,,,800000000,,/coins/ost/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Streamr DATAcoin,,,Streamr DATAcoin (DATA),0.0,,,369151.0,/media/14913438/data.png,,,,,,,,,,DATA,,,,,,,1784.0,0.0,DATA,,,,,987154514,,/coins/data/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,ugChain,,,ugChain (UGT),0.0,,,369179.0,/media/14913439/ugt.png,,,,,,,,,,UGT,,,,,,,1785.0,0.0,UGT,,,,,100000000,,/coins/ugt/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Multiple,,,,,Datacoin,,,Datacoin (DTC*),0.0,,,369209.0,/media/14913440/dtc.png,,,,,,,,,,DTC*,,,,,PoW,,1786.0,0.0,DTC,,,,,2000000000,,/coins/dtcstar/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,HEROcoin,,,HEROcoin (PLAY),0.0,,,369251.0,/media/14913441/play.png,,,,,,,,,,PLAY,,,,,,,1787.0,0.0,PLAY,,,,,252165029,,/coins/play/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,LookCoin,,,LookCoin (LOOK),0.0,,,36984.0,/media/1381970/look.png,,,,,,,,,,LOOK,,,,,PoW/PoS,,979.0,0.0,LOOK,,,,,1613150000,,/coins/look/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Quark,,,,,Loco,,,Loco (LOC),0.0,,,36988.0,/media/1381971/loc.png,,,,,,,,,,LOC,,,,,PoW/PoS,,980.0,0.0,LOC,,,,,,,/coins/loc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,MMXVI,,,MMXVI (MMXVI),0.0,,,36992.0,/media/1381972/mmxvi.png,,,,,,,,,,MMXVI,,,,,PoW,,981.0,0.0,MMXVI,,,,,,,/coins/mmxvi/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,TrustCoin,,,TrustCoin (TRST),0.0,,,37040.0,/media/1381975/trst.png,,,,,,,,,,TRST,,,,,,,983.0,0.0,TRST,,,,,100000000,,/coins/trst/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,Pure,,,Pure (PURE),0.0,,,370535.0,/media/14913451/pure.png,,,,,,,,,,PURE,,,,,PoW/PoS,,1788.0,0.0,PURE,,,,,3686860,,/coins/pure/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Cloud,,,Cloud (CLD),0.0,,,370606.0,/media/14913452/cld.png,,,,,,,,,,CLD,,,,,,,1789.0,0.0,CLD,,,,,60000000,,/coins/cld/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Open Trading Network,,,Open Trading Network (OTN),0.0,,,370726.0,/media/14913453/otn.png,,,,,,,,,,OTN,,,,,,,1790.0,0.0,OTN,,,,,100000000,,/coins/otn/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,PoSToken,,,PoSToken (POS),0.0,,,370825.0,/media/14913455/pos.png,,,,,,,,,,POS,,,,,PoS,,1791.0,0.0,POS,,,,,10000000,,/coins/pos/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Rebellious,,,Rebellious (REBL),0.0,,,370889.0,/media/14913454/rebl.png,,,,,,,,,,REBL,,,,,,,1792.0,0.0,REBL,,,,,696000000,,/coins/rebl/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,NEO Gold,,,NEO Gold (NEOG),0.0,,,370947.0,/media/14913457/neog.png,,,,,,,,,,NEOG,,,,,,,1793.0,0.0,NEOG,,,,,100000000 ,,/coins/neog/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,ExchangeN,,,ExchangeN (EXN),0.0,,,370961.0,/media/14913459/exn.png,,,,,,,,,,EXN,,,,,,,1794.0,0.0,EXN,,,,,10000000,,/coins/exn/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,INS Ecosystem,,,INS Ecosystem (INS),0.0,,,370973.0,/media/14913458/ins.png,,,,,,,,,,INS,,,,,,,1795.0,0.0,INS,,,,,100000000,,/coins/ins/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Tracto,,,Tracto (TRCT),0.0,,,371004.0,/media/14913462/trct.png,,,,,,,,,,TRCT,,,,,,,1796.0,0.0,TRCT,,,,,70000000,,/coins/trct/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
