Algorithm,CHANGE24HOUR,CHANGEDAY,CHANGEPCT24HOUR,CHANGEPCTDAY,CoinName,FLAGS,FROMSYMBOL,FullName,FullyPremined,HIGH24HOUR,HIGHDAY,Id,ImageUrl,LASTMARKET,LASTTRADEID,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LOW24HOUR,LOWDAY,MARKET,MKTCAP,Name,OPEN24HOUR,OPENDAY,PRICE,PreMinedValue,ProofType,SUPPLY,SortOrder,Sponsored,Symbol,TOSYMBOL,TOTALVOLUME24H,TOTALVOLUME24HTO,TYPE,TotalCoinSupply,TotalCoinsFreeFloat,Url,VOLUME24HOUR,VOLUME24HOURTO,VOLUMEDAY,VOLUMEDAYTO,coin,coin_units,computer_name,source,timestamp_api_call
Dagger-Hashimoto,,,,,Krypton,,,Krypton (KR),0.0,,,20822.0,/media/350974/kr.png,,,,,,,,,,KR,,,,,PoW,,575.0,0.0,KR,,,,,,,/coins/kr/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11Evo,,,,,RevolverCoin,,,RevolverCoin (XRE),0.0,,,20823.0,/media/350975/xre.jpg,,,,,,,,,,XRE,,,,,PoW,,576.0,0.0,XRE,,,,,,,/coins/xre/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X13,,,,,1337,,,1337 (1337),0.0,,,20824.0,/media/350976/1337.png,,,,,,,,,,1337,,,,,PoW/PoS,,577.0,0.0,1337,,,,,314159265359,,/coins/1337/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,Pepe,,,Pepe (MEME),0.0,,,20825.0,/media/1383050/pepecoin-512.png,,,,,,,,,,MEME,,,,,PoW/PoS,,578.0,0.0,MEME,,,,,,,/coins/meme/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,DragonSphere,,,DragonSphere (XDB),0.0,,,20826.0,/media/350977/xdb.png,,,,,,,,,,XDB,,,,,PoW/PoS,,579.0,0.0,XDB,,,,,21007600,,/coins/xdb/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256,,,,,Anti Bitcoin,,,Anti Bitcoin (ANTI),0.0,,,20828.0,/media/350972/anti.png,,,,,,,,,,ANTI,,,,,PoW,,580.0,0.0,ANTI,,,,,42000000,,/coins/anti/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Monetha,,,Monetha (MTH),0.0,,,208914.0,/media/1383976/mth.png,,,,,,,,,,MTH,,,,,,,1441.0,0.0,MTH,,,,,402400000,,/coins/mth/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256,,,,,BreakoutCoin,,,BreakoutCoin (BRK),0.0,,,20892.0,/media/350981/brk.png,,,,,,,,,,BRK,,,,,PoW/PoS,,581.0,0.0,BRK,,,,,42000000,,/coins/brk/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,ColossusCoinXT,,,ColossusCoinXT (COLX),0.0,,,20903.0,/media/12318297/colx.png,,,,,,,,,,COLX,,,,,PoS,,582.0,0.0,COLX,,,,,21000000000,,/coins/colx/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X13,,,,,Mineum,,,Mineum (MNM),0.0,,,20905.0,/media/350982/mnm.png,,,,,,,,,,MNM,,,,,PoW/PoS,,583.0,0.0,MNM,,,,,10000000,,/coins/mnm/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,Asiadigicoin,,,Asiadigicoin (ADCN),0.0,,,20907.0,/media/350983/adcn.png,,,,,,,,,,ADCN,,,,,PoW,,584.0,0.0,ADCN,,,,,42000000,,/coins/adcn/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
PoS,,,,,ZeitCoin,,,ZeitCoin (ZEIT),0.0,,,20908.0,/media/350984/zeit.png,,,,,,,,,,ZEIT,,,,,PoS,,585.0,0.0,ZEIT,,,,, 99000000000,,/coins/zeit/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256,,,,,SixEleven,,,SixEleven (611),0.0,,,20909.0,/media/350985/611.png,,,,,,,,,,611,,,,,PoW,,586.0,0.0,611,,,,,611000,,/coins/611/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,2GiveCoin,,,2GiveCoin (2GIVE),0.0,,,20910.0,/media/350986/2give.png,,,,,,,,,,2GIVE,,,,,PoW/PoS,,587.0,0.0,2GIVE,,,,,,,/coins/2give/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,Cryptographic Anomaly,,,Cryptographic Anomaly (CGA),0.0,,,20911.0,/media/350988/cga.png,,,,,,,,,,CGA,,,,,PoW,,588.0,0.0,CGA,,,,,10000000000,,/coins/cga/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256,,,,,SwingCoin,,,SwingCoin (SWING),0.0,,,20920.0,/media/350987/swing.png,,,,,,,,,,SWING,,,,,PoW/PoS,,589.0,0.0,SWING,,,,,40000000,,/coins/swing/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
PoS,,,,,Nebuchadnezzar,,,Nebuchadnezzar (NEBU),1.0,,,20980.0,/media/350990/nebu.png,,,,,,,,,,NEBU,,,,,PoS,,591.0,0.0,NEBU,,,,,20000000,,/coins/nebu/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,AcesCoin,,,AcesCoin (AEC),0.0,,,20986.0,/media/350991/aec.png,,,,,,,,,,AEC,,,,,PoS,,592.0,0.0,AEC,,,,,98000000,,/coins/aec/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,Francs,,,Francs (FRN),0.0,,,20991.0,/media/350992/frn.png,,,,,,,,,,FRN,,,,,PoW,,593.0,0.0,FRN,,,,,20000000,,/coins/frn/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
ScryptOG,,,,,Aiden,,,Aiden (ADN),1.0,,,21007.0,/media/350993/adn.png,,,,,,,,,,ADN,,,,,PoW,,594.0,0.0,ADN,,,,,84000000,,/coins/adn/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256D,,,,,Pulse,,,Pulse (PULSE),0.0,,,21012.0,/media/350994/pulse.jpg,,,,,,,,,,PULSE,,,,,PoS,,595.0,0.0,PULSE,,,,,,,/coins/pulse/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,Number7,,,Number7 (N7),0.0,,,21017.0,/media/350995/n7.jpg,,,,,,,,,,N7,,,,,PoW,,596.0,0.0,N7,,,,,270967742,,/coins/n7/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,CCCoin,,,CCCoin (CCC),0.0,,,210595.0,/media/1383980/ccc.png,,,,,,,,,,CCC,,,,,,,1442.0,0.0,CCC,,,,,2500000,,/coins/ccc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,Cygnus,,,Cygnus (CYG),0.0,,,21213.0,/media/350997/cygnus.png,,,,,,,,,,CYG,,,,,PoW/PoS,,597.0,0.0,CYG,,,,,25885320,,/coins/cyg/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,LGBTQoin,,,LGBTQoin (LGBTQ),0.0,,,21215.0,/media/350996/lgbtq.png,,,,,,,,,,LGBTQ,,,,,PoW,,598.0,0.0,LGBTQ,,,,,50000000,,/coins/lgbtq/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Dagger,,,,,Uther,,,Uther (UTH),0.0,,,21219.0,/media/350998/uth.png,,,,,,,,,,UTH,,,,,PoW,,599.0,0.0,UTH,,,,,25885320,,/coins/uth/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
PoS,,,,,MediumProject,,,MediumProject (MPRO),0.0,,,21222.0,/media/350999/mpro.jpg,,,,,,,,,,MPRO,,,,,PoW,,600.0,0.0,MPRO,,,,,250000,,/coins/mpro/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256D,,,,,KATZcoin,,,KATZcoin (KAT),0.0,,,21224.0,/media/351028/katz.png,,,,,,,,,,KAT,,,,,PoW/PoS,,601.0,0.0,KAT,,,,,100000000,,/coins/kat/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,404Coin,,,404Coin (404),0.0,,,21227.0,/media/351001/404.png,,,,,,,,,,404,,,,,PoW/PoS,,602.0,0.0,404,,,,,532000000,,/coins/404/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,Supreme,,,Supreme (SPM),0.0,,,21229.0,/media/351002/sup.png,,,,,,,,,,SPM,,,,,PoW/PoS,,603.0,0.0,SPM,,,,,88900000,,/coins/spm/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
PoS,,,,,Mojocoin,,,Mojocoin (MOJO),0.0,,,21232.0,/media/351003/mojo.png,,,,,,,,,,MOJO,,,,,PoS,,604.0,0.0,MOJO,,,,,,,/coins/mojo/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,BelaCoin,,,BelaCoin (BELA),0.0,,,21239.0,/media/351933/bela.jpg,,,,,,,,,,BELA,,,,,PoW,,605.0,0.0,BELA,,,,,54000000,,/coins/bela/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,Flash,,,Flash (FLX),0.0,,,21244.0,/media/351007/flx.png,,,,,,,,,,FLX,,,,,PoW/PoS,,606.0,0.0,FLX,,,,,1000000,,/coins/flx/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Umbrella Coin,,,Umbrella Coin (UMC),0.0,,,213100.0,/media/1383983/umb.png,,,,,,,,,,UMC,,,,,,,1443.0,0.0,UMC,,,,,100000000,,/coins/umc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,Bitmxittz,,,Bitmxittz (BMXT),0.0,,,213113.0,/media/1383984/bmxt.png,,,,,,,,,,BMXT,,,,,PoW/PoS,,1444.0,0.0,BMXT,,,,,10000,,/coins/bmxt/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Gas,,,Gas (GAS),0.0,,,213532.0,/media/1383858/neo.jpg,,,,,,,,,,GAS,,,,,,,1445.0,0.0,GAS,,,,,9677664,,/coins/gas/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,BolivarCoin,,,BolivarCoin (BOLI),0.0,,,21357.0,/media/351008/boli.png,,,,,,,,,,BOLI,,,,,PoW,,607.0,0.0,BOLI,,,,,25000000,,/coins/boli/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,CludCoin,,,CludCoin (CLUD),0.0,,,21359.0,/media/351027/clud.png,,,,,,,,,,CLUD,,,,,PoW,,608.0,0.0,CLUD,,,,,100200000,,/coins/clud/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Quark,,,,,DimeCoin,,,DimeCoin (DIME),0.0,,,21365.0,/media/351012/dime.png,,,,,,,,,,DIME,,,,,PoW,,609.0,0.0,DIME,,,,,,,/coins/dime/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,FileCoin,,,FileCoin (FIL),0.0,,,213663.0,/media/1383987/fil.png,,,,,,,,,,FIL,,,,,,,1446.0,0.0,FIL,,,,,,,/coins/fil/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X13,,,,,FlyCoin,,,FlyCoin (FLY),0.0,,,21370.0,/media/351013/fly.png,,,,,,,,,,FLY,,,,,PoS,,610.0,0.0,FLY,,,,,,,/coins/fly/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256,,,,,High Voltage Coin,,,High Voltage Coin (HVCO),0.0,,,21374.0,/media/351014/hvco.png,,,,,,,,,,HVCO,,,,,PoW/PoS,,611.0,0.0,HVCO,,,,,1700000,,/coins/hvco/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,GIZMOcoin,,,GIZMOcoin (GIZ),0.0,,,21378.0,/media/351015/giz.png,,,,,,,,,,GIZ,,,,,PoW/PoS,,612.0,0.0,GIZ,,,,,100000,,/coins/giz/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,GrexitCoin,,,GrexitCoin (GREXIT),0.0,,,21380.0,/media/351016/grexit.png,,,,,,,,,,GREXIT,,,,,PoS,,613.0,0.0,GREXIT,,,,,,,/coins/grexit/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,Carboncoin,,,Carboncoin (CARBON),0.0,,,21382.0,/media/351017/carbon.png,,,,,,,,,,CARBON,,,,,PoW,,614.0,0.0,CARBON,,,,,16000000000,,/coins/carbon/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,DigiEuro,,,DigiEuro (DEUR),0.0,,,21384.0,/media/351018/deur.png,,,,,,,,,,DEUR,,,,,PoW,,615.0,0.0,DEUR,,,,,,,/coins/deur/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Oceanlab,,,Oceanlab (OCL),0.0,,,214738.0,/media/1383989/ocl.png,,,,,,,,,,OCL,,,,,DPoS/LPoS,,1447.0,0.0,OCL,,,,,50000000,,/coins/ocl/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Benjacoin,,,Benjacoin (BNC),0.0,,,215570.0,/media/1383991/bnc.png,,,,,,,,,,BNC,,,,,,,1448.0,0.0,BNC,,,,,1000000000,,/coins/bnc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Tomahawkcoin,,,Tomahawkcoin (TOM),0.0,,,215602.0,/media/1383992/tom.png,,,,,,,,,,TOM,,,,,,,1449.0,0.0,TOM,,,,,200000000,,/coins/tom/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Turron,,,Turron (TUR),0.0,,,21626.0,/media/351020/tur.png,,,,,,,,,,TUR,,,,,PoS,,616.0,0.0,TUR,,,,,,,/coins/tur/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,LemonCoin,,,LemonCoin (LEMON),0.0,,,21641.0,/media/351021/lemon.png,,,,,,,,,,LEMON,,,,,PoW,,617.0,0.0,LEMON,,,,,31000000,,/coins/lemon/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X13,,,,,STRESScoin,,,STRESScoin (STS),0.0,,,21650.0,/media/351022/sts.png,,,,,,,,,,STS,,,,,PoW/PoS,,618.0,0.0,STS,,,,,,,/coins/sts/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,Dark Lisk,,,Dark Lisk (DISK),0.0,,,21652.0,/media/351023/disk.png,,,,,,,,,,DISK,,,,,PoW/PoS,,619.0,0.0,DISK,,,,,,,/coins/disk/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,NevaCoin,,,NevaCoin (NEVA),0.0,,,21669.0,/media/351026/neva.png,,,,,,,,,,NEVA,,,,,PoW/PoS,,620.0,0.0,NEVA,,,,,26280000,,/coins/neva/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
PoS,,,,,Cryptokenz,,,Cryptokenz (CYT),0.0,,,21706.0,/media/351024/cyt.png,,,,,,,,,,CYT,,,,,PoS,,621.0,0.0,CYT,,,,,,,/coins/cyt/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,Fuzzballs,,,Fuzzballs (FUZZ),0.0,,,21708.0,/media/351025/fuzz.png,,,,,,,,,,FUZZ,,,,,PoW,,622.0,0.0,FUZZ,,,,,21000000,,/coins/fuzz/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,Nukecoinz,,,Nukecoinz (NKC),0.0,,,21710.0,/media/351041/nkc.png,,,,,,,,,,NKC,,,,,PoW,,623.0,0.0,NKC,,,,,,,/coins/nkc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,SecretCoin,,,SecretCoin (SCRT),0.0,,,21760.0,/media/351031/scrt.png,,,,,,,,,,SCRT,,,,,PoW/PoS,,624.0,0.0,SCRT,,,,,21000000,,/coins/scrt/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,Ratecoin,,,Ratecoin (XRA),0.0,,,21770.0,/media/351032/xra.png,,,,,,,,,,XRA,,,,,PoW/PoS,,625.0,0.0,XRA,,,,,75000000,,/coins/xra/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,XanaxCoin,,,XanaxCoin (XNX),0.0,,,21773.0,/media/351033/xnx.jpg,,,,,,,,,,XNX,,,,,PoW,,626.0,0.0,XNX,,,,,42000000,,/coins/xnx/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,StarCoin,,,StarCoin (STAR*),0.0,,,21775.0,/media/351043/star.jpg,,,,,,,,,,STAR*,,,,,PoW/PoS,,627.0,0.0,STAR*,,,,,870731707,,/coins/starstar/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Bytom,,,Bytom (BTM*),0.0,,,218008.0,/media/1383996/btm.png,,,,,,,,,,BTM*,,,,,,,1450.0,0.0,BTM*,,,,,1407000000,,/coins/btmstar/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Asch,,,Asch (XAS),0.0,,,218107.0,/media/1383997/xas.png,,,,,,,,,,XAS,,,,,,,1451.0,0.0,XAS,,,,,100000000,,/coins/xas/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,SMNX,,,SMNX (SMNX),0.0,,,218221.0,/media/1383998/sx.png,,,,,,,,,,SMNX,,,,,,,1452.0,0.0,SMNX,,,,,15000000,,/coins/smnx/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
PoS,,,,,Stakerush,,,Stakerush (STHR),0.0,,,21833.0,/media/351042/sthr.png,,,,,,,,,,STHR,,,,,PoS,,628.0,0.0,STHR,,,,,,,/coins/sthr/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
PoS,,,,,Digital Bullion Gold,,,Digital Bullion Gold (DBG),0.0,,,21859.0,/media/351047/dbg.png,,,,,,,,,,DBG,,,,,PoS,,629.0,0.0,DBG,,,,,15000000,,/coins/dbg/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,BonesCoin,,,BonesCoin (BON*),0.0,,,21869.0,/media/351045/bon_1.png,,,,,,,,,,BON*,,,,,PoS,,630.0,0.0,BON,,,,,,,/coins/bonstar/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,WMCoin,,,WMCoin (WMC),0.0,,,21871.0,/media/351044/wmc.png,,,,,,,,,,WMC,,,,,PoS,,631.0,0.0,WMC,,,,,1000000000,,/coins/wmc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,GothicCoin,,,GothicCoin (GOTX),0.0,,,21875.0,/media/351071/gotx.png,,,,,,,,,,GOTX,,,,,PoW,,632.0,0.0,GOTX,,,,,313333333,,/coins/gotx/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256,,,,,FlavorCoin,,,FlavorCoin (FLVR),0.0,,,21878.0,/media/351046/2flav.png,,,,,,,,,,FLVR,,,,,PoW/PoS,,633.0,0.0,FLVR,,,,,,,/coins/flvr/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Dentacoin,,,Dentacoin (DCN),0.0,,,218906.0,/media/1383999/dcn.png,,,,,,,,,,DCN,,,,,,,1453.0,0.0,DCN,,,,,8000000000000,,/coins/dcn/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,ShrekCoin,,,ShrekCoin (SHREK),0.0,,,21907.0,/media/351048/shrek.png,,,,,,,,,,SHREK,,,,,PoW/PoS,,633.0,0.0,SHREK,,,,,1246000000,,/coins/shrek/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
PoS,,,,,Stakers,,,Stakers (STA*),0.0,,,21981.0,/media/351063/sta.png,,,,,,,,,,STA*,,,,,PoS,,635.0,0.0,STA*,,,,,100000000,,/coins/stastar/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
DPoS,,,,,Rise,,,Rise (RISE),0.0,,,22015.0,/media/351059/rise.png,,,,,,,,,,RISE,,,,,PoS,,636.0,0.0,RISE,,,,,,,/coins/rise/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Agrello Delta,,,Agrello Delta (DLT),0.0,,,220204.0,/media/1384001/delta.png,,,,,,,,,,DLT,,,,,,,1454.0,0.0,DLT,,,,,130271020,,/coins/dlt/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Macroverse,,,Macroverse (MRV),0.0,,,221349.0,/media/1384009/mrv.png,,,,,,,,,,MRV,,,,,,,1455.0,0.0,MRV,,,,,668908,,/coins/mrv/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Embers,,,Embers (MBRS),0.0,,,221350.0,/media/1384010/mbrs.png,,,,,,,,,,MBRS,,,,,,,1456.0,0.0,MBRS,,,,,50000000,,/coins/mbrs/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Substratum Network,,,Substratum Network (SUB),0.0,,,221463.0,/media/1384011/sub1.png,,,,,,,,,,SUB,,,,,,,1457.0,0.0,SUB,,,,,600000000,,/coins/sub/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Memessenger,,,Memessenger (MET),0.0,,,221605.0,/media/1384013/met1.png,,,,,,,,,,MET,,,,,,,1458.0,0.0,MET,,,,,10000000,,/coins/met/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256,,,,,Revenu,,,Revenu (REV),0.0,,,22169.0,/media/351061/rev.png,,,,,,,,,,REV,,,,,PoW/PoS,,637.0,0.0,REV,,,,,222725000,,/coins/rev/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,PabyosiCoin,,,PabyosiCoin (PBC),0.0,,,22171.0,/media/351062/pbc.png,,,,,,,,,,PBC,,,,,PoW/PoS,,638.0,0.0,PBC,,,,,31500000000,,/coins/pbc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,Obscurebay,,,Obscurebay (OBS),0.0,,,22177.0,/media/351064/obs.png,,,,,,,,,,OBS,,,,,PoW/PoS,,639.0,0.0,OBS,,,,,6562000,,/coins/obs/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,ExitCoin,,,ExitCoin (EXIT),0.0,,,22180.0,/media/351065/exit.png,,,,,,,,,,EXIT,,,,,PoW/PoS,,640.0,0.0,EXIT,,,,,756000000,,/coins/exit/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,EducoinV,,,EducoinV (EDC),0.0,,,22185.0,/media/351066/edc.png,,,,,,,,,,EDC,,,,,PoW/PoS,,641.0,0.0,EDC,,,,,99000000,,/coins/edc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256,,,,,Clinton,,,Clinton (CLINT),0.0,,,22191.0,/media/351067/clint.png,,,,,,,,,,CLINT,,,,,PoW,,642.0,0.0,CLINT,,,,,2421227,,/coins/clint/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256,,,,,Clockcoin,,,Clockcoin (CKC),0.0,,,22207.0,/media/351068/ckc.png,,,,,,,,,,CKC,,,,,PoW/PoS,,643.0,0.0,CKC,,,,,525000000,,/coins/ckc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Neblio,,,Neblio (NEBL),0.0,,,222085.0,/media/1384016/nebl.png,,,,,,,,,,NEBL,,,,,,,1460.0,0.0,NEBL,,,,,,,/coins/nebl/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
NIST5,,,,,VIP Tokens,,,VIP Tokens (VIP),0.0,,,22212.0,/media/351069/vip.png,,,,,,,,,,VIP,,,,,PoW/PoS,,644.0,0.0,VIP,,,,,90000000,,/coins/vip/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Prospectors,,,Prospectors (PGL),0.0,,,222125.0,/media/1384018/pgl.png,,,,,,,,,,PGL,,,,,,,1461.0,0.0,PGL,,,,,220000000,,/coins/pgl/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,MonacoCoin,,,MonacoCoin (XMCC),0.0,,,222133.0,/media/1384017/mcc.png,,,,,,,,,,XMCC,,,,,PoW/PoS,,1462.0,0.0,XMCC,,,,,9507271,,/coins/xmcc/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Authoreon,,,Authoreon (AUTH),0.0,,,222200.0,/media/1384019/auth.png,,,,,,,,,,AUTH,,,,,,,1463.0,0.0,AUTH,,,,,1000000000,,/coins/auth/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
NIST5,,,,,NXEcoin,,,NXEcoin (NXE),0.0,,,22240.0,/media/351070/nxe.png,,,,,,,,,,NXE,,,,,PoW/PoS,,645.0,0.0,NXE,,,,,2200000,,/coins/nxe/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,Cash Poker Pro,,,Cash Poker Pro (CASH*),0.0,,,222436.0,/media/1384020/cpp.png,,,,,,,,,,CASH*,,,,,,,1464.0,0.0,CASH*,,,,,,,/coins/cashstar/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Lyra2RE,,,,,ZoomCoin,,,ZoomCoin (ZOOM),0.0,,,22245.0,/media/351081/zoom.png,,,,,,,,,,ZOOM,,,,,PoW,,646.0,0.0,ZOOM,,,,,250000,,/coins/zoom/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
,,,,,DT Token,,,DT Token (DRACO),1.0,,,22248.0,/media/351390/dt-token.png,,,,,,,,,,DRACO,,,,,,,647.0,0.0,DRACO,,,,,88888888,,/coins/draco/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256,,,,,YobitVirtualCoin,,,YobitVirtualCoin (YOVI),0.0,,,22254.0,/media/351073/yovi.png,,,,,,,,,,YOVI,,,,,PoS,,648.0,0.0,YOVI,,,,,22830000,,/coins/yovi/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X15,,,,,OrlyCoin,,,OrlyCoin (ORLY),0.0,,,22258.0,/media/351076/orly.png,,,,,,,,,,ORLY,,,,,PoW/PoS,,649.0,0.0,ORLY,,,,,36000000,,/coins/orly/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
Scrypt,,,,,KubosCoin,,,KubosCoin (KUBO),0.0,,,22262.0,/media/351077/kubo.png,,,,,,,,,,KUBO,,,,,PoW/PoS,,650.0,0.0,KUBO,,,,,2940000,,/coins/kubo/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
X11,,,,,InceptionCoin,,,InceptionCoin (INCP),0.0,,,22264.0,/media/351078/incp.png,,,,,,,,,,INCP,,,,,PoW/PoS,,651.0,0.0,INCP,,,,,,,/coins/incp/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
SHA256,,,,,SharkCoin,,,SharkCoin (SAK),0.0,,,22268.0,/media/351079/sak.png,,,,,,,,,,SAK,,,,,PoW,,652.0,0.0,SAK,,,,,400000000,,/coins/sak/overview,,,,,,,,cryptocompare,2017-12-29 00:02:25.141341
