Id,BlockNumber,BlockReward,BlockRewardReduction,BlockTime,DifficultyAdjustment,NetHashesPerSecond,PreviousTotalCoinsMined,PriceUSD,Symbol,TotalCoinsMined,key,socialsource,source,timestamp_api_call
0,501336,12.5,50%,600,2016 blocks,13408415859.577105,0.0,15411.89,BTC,16766687.0,BTC,BTC,cryptocompare,2017-12-27 17:09:15.678428
