Id,BlockNumber,BlockReward,BlockRewardReduction,BlockTime,DifficultyAdjustment,NetHashesPerSecond,PreviousTotalCoinsMined,PriceUSD,Symbol,TotalCoinsMined,key,socialsource,source,timestamp_api_call
0,785847,3.6029519103467456,50%,122,DGW,3302637859919954.0,7750678.52031217,1134.78,DASH,7750682.12326408,DASH,DASH,cryptocompare,2017-12-27 17:09:15.656403
