Id,BlockNumber,BlockReward,BlockRewardReduction,BlockTime,DifficultyAdjustment,NetHashesPerSecond,PreviousTotalCoinsMined,PriceUSD,Symbol,TotalCoinsMined,key,socialsource,source,timestamp_api_call
0,4809310,3.0,,15,Per 1 Block,137341162887007.5,0.0,740.21,ETH,96610280.1866,ETH,ETH,cryptocompare,2017-12-27 17:09:15.685286
