Id,BlockNumber,BlockReward,BlockRewardReduction,BlockTime,DifficultyAdjustment,NetHashesPerSecond,PreviousTotalCoinsMined,PriceUSD,Symbol,TotalCoinsMined,key,socialsource,source,timestamp_api_call
0,244330,10.0,,150,,362123758.0,0.0,518.16,ZEC,2929131.25,ZEC,ZEC,cryptocompare,2017-12-27 17:09:15.664952
