Id,TotalCoinsMined,BlockReward,DifficultyAdjustment,BlockRewardReduction,Symbol,BlockNumber,NetHashesPerSecond,BlockTime,PreviousTotalCoinsMined,PriceUSD,socialsource,source,symbol,timestamp_api_call
0,15529226.64163565,5.718633379159,2 blocks,-,XMR,1473850,487738060.9,120,0.0,374.4,XMR,cryptocompare,XMR,2017-12-27 17:04:00.755010
